seed,window,e_0_1_count,e_0_1_weight,e_0_2_count,e_0_2_weight,e_0_3_count,e_0_3_weight,e_1_2_count,e_1_2_weight,e_1_3_count,e_1_3_weight,e_2_3_count,e_2_3_weight
789,1,421,11.9272,452,14.4685,409,12.4891,365,10.5009,400,11.8001,409,12.8315
789,2,377,10.1902,414,11.755,409,11.2679,417,12.0803,407,11.3711,366,9.7704
789,3,394,10.6258,414,11.1309,405,10.8914,388,10.3687,358,10.1149,365,9.8014
789,4,384,10.1468,407,11.3309,385,10.551,383,11.5519,385,10.712,389,11.3669
789,5,387,10.6057,425,11.1679,368,10.5281,370,9.4251,390,10.2678,401,11.3246
789,6,384,10.5285,440,12.2961,370,10.336,391,10.9099,395,11.0088,379,10.4398
789,7,410,13.1917,399,10.6356,377,10.6053,395,10.4438,379,10.2936,374,11.203
789,8,429,11.8992,393,10.5336,377,10.9673,368,10.2672,340,10.1545,355,9.3948
789,9,415,11.5833,401,11.1146,432,12.002,374,10.0164,365,9.2419,405,11.7687
789,10,378,10.1953,396,10.3211,385,10.262,393,10.6543,379,10.1571,382,10.3871
789,11,377,10.8791,402,11.3917,360,9.7122,403,11.9815,397,10.4859,338,9.3643
789,12,413,11.9608,407,10.7899,364,9.9498,370,10.4189,372,10.5657,369,9.1992
789,13,435,11.5944,367,9.45,383,10.4559,395,10.925,339,8.8562,348,9.7493
789,14,411,11.2552,397,10.8001,399,11.1438,349,10.0329,321,8.6113,372,11.3913
789,15,401,10.8275,423,11.7232,372,9.5567,401,10.6519,392,12.3042,367,10.6745
789,16,416,11.459,388,10.9948,390,10.887,402,10.5064,370,9.8625,358,10.0582
789,17,410,11.5427,380,10.4972,377,10.3621,359,9.624,318,8.6806,372,10.8462
789,18,405,12.112,386,10.9952,392,11.7483,380,11.9523,392,12.0707,363,10.2428
789,19,415,11.0681,404,10.6744,330,8.6761,377,9.9698,378,10.1674,418,11.8566
789,20,405,11.3738,396,11.1147,390,10.2796,378,10.4653,340,8.8853,365,10.7785
789,21,400,12.2606,397,11.8618,348,9.3923,399,10.754,403,11.593,367,11.4149
789,22,398,11.7688,382,10.6164,355,9.75,404,11.6434,369,9.8766,363,9.791
789,23,388,10.2894,432,11.6139,345,9.273,360,9.7765,373,9.8519,364,10.1825
789,24,417,11.6042,403,10.5175,373,10.4632,343,9.3336,378,12.1062,371,10.447
789,25,409,11.0949,390,10.0564,396,10.4284,372,10.5301,378,10.6821,335,8.5794
