seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
1,134,5,33.5012,4,7684,35,0.508391,0.465116,0.3385,0.444522,0.785425,0.225324,1,45,0.026541,0.20876,0.001991
1,134,5,33.5012,5,7734,35,0.58297,0.593023,0.33644,0.440729,0.961687,0.183899,0,56,0.028601,0.212553,0.555733
1,134,5,33.5012,6,7784,35,0.456162,0.465116,0.338518,0.558744,0.462271,0.259773,1,45,0.026523,0.094537,2.365424
1,134,5,33.5012,7,7834,35,0.452774,0.186047,0.3451,0.325677,0.954272,0.262182,1,21,0.019941,0.327604,0.532439
1,134,5,33.5012,8,7884,35,0.354187,0.27907,0.340756,0.144354,0.652568,0.342952,0,29,0.024285,0.508928,-0.415392
1,134,5,33.5012,9,7934,35,0.424155,0.418605,0.333076,0.564483,0.380458,0.283439,0,41,0.031965,0.088799,2.622447
1,134,5,33.5012,10,7984,35,0.568144,0.732558,0.332043,0.501222,0.706755,0.191477,0,68,0.032998,0.15206,1.597353
1,134,5,33.5012,11,8034,36,0.338116,0.476744,0.338417,0.518307,0.018995,0.358299,1,46,0.026623,0.134974,-2.40582
1,134,5,33.5012,12,8084,36,0.382558,0.337209,0.335295,0.2833,0.574428,0.317446,0,34,0.029746,0.369982,-0.660876
1,134,5,33.5012,13,8134,36,0.491625,1.023256,0.336583,0.279663,0.326998,0.235853,0,93,0.028458,0.373618,-1.4382
1,134,5,33.5012,14,8184,36,0.328098,0.465116,0.339921,0.306415,0.200938,0.368211,0,45,0.02512,0.346867,-1.834229
1,134,5,33.5012,15,8234,36,0.421732,0.232558,0.339015,0.467113,0.648241,0.285316,0,25,0.026026,0.186169,-0.428984
1,134,5,33.5012,16,8284,36,0.482344,0.686047,0.339784,0.444463,0.459081,0.241892,0,64,0.025257,0.208819,2.375444
1,134,5,33.5012,17,8334,36,0.581694,0.55814,0.335975,0.568362,0.8643,0.184539,0,53,0.029066,0.08492,0.249782
1,134,5,33.5012,18,8384,36,0.582301,0.802326,0.335579,0.380164,0.811134,0.184234,0,74,0.029461,0.273118,1.269438
1,134,5,33.5012,19,8434,36,0.46904,0.674419,0.334182,0.497526,0.370032,0.250819,0,63,0.030859,0.155756,-1.303004
1,134,5,33.5012,20,8484,36,0.341047,0.348837,0.335938,0.543499,0.135913,0.355449,1,35,0.029103,0.109782,-2.892478
1,134,5,33.5012,21,8534,37,0.603018,0.895349,0.339652,0.490689,0.686382,0.174125,1,82,0.025389,0.162593,1.661359
1,134,5,33.5012,22,8584,37,0.427695,0.174419,0.340268,0.584354,0.611739,0.280719,0,20,0.024773,0.068928,1.895856
1,134,5,33.5012,23,8634,37,0.384176,0.209302,0.336178,0.178156,0.813068,0.31605,0,23,0.028863,0.475125,1.263361
1,134,5,33.5012,24,8684,37,0.573381,0.953488,0.338137,0.545416,0.456481,0.188766,0,87,0.026904,0.107865,2.383613
1,134,5,33.5012,25,8734,37,0.315787,0.046512,0.337592,0.285082,0.593962,0.380768,1,9,0.027449,0.3682,1.951704
1,134,5,33.5012,26,8784,37,0.540478,0.476744,0.339779,0.503874,0.841516,0.206465,0,46,0.025262,0.149408,1.173989
1,134,5,33.5012,27,8834,37,0.228978,0.186047,0.341135,0.318113,0.070617,0.482345,0,21,0.023906,0.335169,-2.243646
1,134,5,33.5012,28,8884,37,0.425121,0.44186,0.336715,0.590853,0.331056,0.282694,0,43,0.028326,0.062429,2.777647
1,134,5,33.5012,29,8934,37,0.429587,0.255814,0.343488,0.386888,0.732155,0.279276,0,27,0.021552,0.266394,1.517556
1,134,5,33.5012,30,8984,37,0.29512,0.337209,0.337105,0.365717,0.14045,0.402819,0,34,0.027936,0.287565,-2.906733
1,134,5,33.5012,31,9034,38,0.612253,0.639535,0.337501,0.579476,0.892501,0.169799,0,60,0.02754,0.073805,1.013816
1,134,5,33.5012,32,9084,38,0.349356,0.476744,0.3373,0.425611,0.157769,0.347494,0,46,0.027741,0.227671,-1.969848
1,134,5,33.5012,33,9134,38,0.489536,0.44186,0.343356,0.550662,0.622264,0.237199,1,43,0.021685,0.10262,-0.510594
1,134,5,33.5012,34,9184,38,0.276704,0.046512,0.349201,0.131009,0.580093,0.423542,1,9,0.01584,0.522272,-0.643077
1,134,5,33.5012,35,9234,38,0.478305,0.197674,0.341363,0.453041,0.921142,0.244568,0,22,0.023678,0.200241,0.428359
1,134,5,33.5012,36,9284,38,0.619974,0.813953,0.334638,0.534406,0.796898,0.166265,0,75,0.030403,0.118875,0.038035
1,134,5,33.5012,37,9334,38,0.659299,0.953488,0.336442,0.527158,0.820106,0.149376,0,87,0.028599,0.126123,0.110946
1,134,5,33.5012,38,9384,38,0.320028,0.104651,0.328765,0.38816,0.458537,0.376394,1,14,0.036276,0.265122,2.377153
1,134,5,33.5012,39,9434,38,0.459032,0.523256,0.34039,0.609728,0.362754,0.25775,1,50,0.02465,0.043554,2.678066
1,134,5,33.5012,40,9484,38,0.333634,0.453488,0.340912,0.461556,0.07858,0.3627,0,44,0.024129,0.191726,-2.218629
1,134,5,33.5012,41,9534,39,0.518223,0.709302,0.338578,0.549945,0.475067,0.219369,1,66,0.026463,0.103337,-0.973029
1,134,5,33.5012,42,9584,39,0.597643,0.732558,0.338238,0.510481,0.809293,0.176693,0,68,0.026803,0.142801,1.275221
1,134,5,33.5012,43,9634,39,0.245841,0.197674,0.339495,0.435523,0.010673,0.460689,1,22,0.025546,0.217758,-2.431966
1,134,5,33.5012,44,9684,39,0.548822,0.360465,0.33128,0.5296,0.973943,0.201826,0,36,0.033761,0.123682,0.594239
1,134,5,33.5012,45,9734,39,0.685773,1.325581,0.336069,0.552504,0.528939,0.138982,0,119,0.028972,0.100777,2.155979
1,134,5,33.5012,46,9784,39,0.659393,0.77907,0.339276,0.610045,0.909182,0.149337,0,72,0.025765,0.043237,0.390785
1,134,5,33.5012,47,9834,39,0.498879,0.604651,0.338147,0.423949,0.62877,0.231238,1,57,0.026894,0.229333,-0.490154
1,134,5,33.5012,48,9884,39,0.518852,1.081395,0.324137,0.476039,0.193836,0.218994,0,98,0.040904,0.177243,-3.07445
1,134,5,33.5012,49,9934,39,0.41504,0.465116,0.337711,0.495742,0.361591,0.290565,1,45,0.02733,0.15754,2.681718
1,134,5,33.5012,50,9984,39,0.376944,0.476744,0.340718,0.575845,0.114466,0.322338,0,46,0.024323,0.077436,-2.825101
1,134,5,33.5012,51,10034,40,0.442413,0.383721,0.339652,0.462656,0.583623,0.269687,1,38,0.025389,0.190625,1.984184
1,134,5,33.5012,52,10084,40,0.424477,0.72093,0.334176,0.610608,0.032193,0.28319,0,67,0.030865,0.042673,-2.566633
1,134,5,33.5012,53,10134,40,0.603543,1.116279,0.338575,0.619577,0.33974,0.173876,0,101,0.026466,0.033705,2.750365
1,134,5,33.5012,54,10184,40,0.489672,0.488372,0.336035,0.577369,0.55691,0.237111,1,47,0.029006,0.075913,-0.715909
1,134,5,33.5012,55,10234,40,0.203357,0.069767,0.347026,0.042181,0.354451,0.517211,0,11,0.018014,0.695463,-1.351953
1,134,5,33.5012,56,10284,40,0.37486,0.05814,0.329968,0.48459,0.626743,0.324173,0,10,0.035073,0.168692,-0.496525
1,134,5,33.5012,57,10334,40,0.364623,0.581395,0.338007,0.381566,0.157524,0.33334,0,55,0.027034,0.271716,-1.970619
1,134,5,33.5012,58,10384,40,0.260832,0.116279,0.344693,0.580061,0.002296,0.442255,1,15,0.020348,0.073221,-2.472708
1,134,5,33.5012,59,10434,40,0.698321,1.046512,0.337175,0.544257,0.865341,0.134312,0,95,0.027866,0.109025,1.09914
1,134,5,33.5012,60,10484,40,0.48662,0.337209,0.33952,0.442477,0.827273,0.239091,0,34,0.025521,0.210805,0.13346
