seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
3,231,5,34.353,4,16681,53,0.311941,0.244186,0.319572,0.393292,0.290715,0.384778,1,26,0.032942,0.030065,2.412854
3,231,5,34.353,5,16731,53,0.180185,0.081395,0.319158,0.096899,0.223286,0.55091,0,12,0.033356,0.326458,2.20102
3,231,5,34.353,6,16781,53,0.242926,0.418605,0.323477,0.203124,0.026498,0.464362,1,41,0.029037,0.220233,1.582792
3,231,5,34.353,7,16831,53,0.373068,0.209302,0.326406,0.317028,0.639536,0.325759,1,23,0.026108,0.106329,-2.774477
3,231,5,34.353,8,16881,53,0.324277,0.55814,0.324581,0.394234,0.020152,0.372064,0,53,0.027933,0.029123,1.562857
3,231,5,34.353,9,16931,53,0.573839,1.604651,0.325789,0.339997,0.02492,0.18853,0,143,0.026726,0.08336,1.421259
3,231,5,34.353,10,16981,53,0.18022,0.255814,0.321615,0.135702,0.007747,0.550858,1,27,0.030899,0.287655,1.523884
3,231,5,34.353,11,17031,54,0.447719,0.755814,0.322741,0.326065,0.386256,0.265817,0,70,0.029773,0.097292,0.286086
3,231,5,34.353,12,17081,54,0.371861,0.27907,0.324517,0.373293,0.510566,0.326831,0,29,0.027997,0.050064,3.103537
3,231,5,34.353,13,17131,54,0.227164,0.232558,0.319072,0.257077,0.099948,0.484734,1,25,0.033442,0.166279,1.185551
3,231,5,34.353,14,17181,54,0.435184,0.395349,0.325119,0.252956,0.767313,0.27505,1,39,0.027395,0.170401,-0.911037
3,231,5,34.353,15,17231,54,0.664768,1.290698,0.320309,0.315942,0.732124,0.147167,1,116,0.032205,0.107415,-0.800488
3,231,5,34.353,16,17281,54,0.385685,0.186047,0.328972,0.25324,0.77448,0.314753,1,21,0.023542,0.170117,-0.933554
3,231,5,34.353,17,17331,54,0.367856,0.255814,0.324914,0.012423,0.878272,0.330417,0,27,0.0276,0.410934,-1.259628
3,231,5,34.353,18,17381,54,0.473699,0.709302,0.325732,0.183121,0.676642,0.247655,1,66,0.026782,0.240236,-0.626186
3,231,5,34.353,19,17431,54,0.438545,0.418605,0.327378,0.216013,0.792186,0.272543,0,41,0.025136,0.207344,-0.98918
3,231,5,34.353,20,17481,54,0.369461,0.616279,0.323723,0.295612,0.242232,0.328975,0,58,0.028792,0.127745,2.260542
3,231,5,34.353,21,17531,55,0.426372,0.709302,0.328667,0.308128,0.35939,0.281732,0,66,0.023847,0.115228,0.370489
3,231,5,34.353,22,17581,55,0.27073,0.174419,0.329569,0.169037,0.409894,0.430491,1,20,0.022945,0.25432,0.211828
3,231,5,34.353,23,17631,55,0.364246,0.313953,0.324509,0.23217,0.586352,0.333682,1,32,0.028005,0.191187,-0.342531
3,231,5,34.353,24,17681,55,0.381492,0.348837,0.323993,0.168027,0.685111,0.318369,0,35,0.028521,0.25533,-2.631299
3,231,5,34.353,25,17731,55,0.466388,0.55814,0.322263,0.153977,0.831174,0.252637,1,53,0.030251,0.26938,-1.111664
3,231,5,34.353,26,17781,55,0.451879,0.430233,0.324678,0.242214,0.810392,0.262822,0,42,0.027836,0.181142,-1.046374
3,231,5,34.353,27,17831,55,0.261779,0.406977,0.328717,0.250165,0.061258,0.441116,0,40,0.023797,0.173192,1.307099
3,231,5,34.353,28,17881,55,0.49616,0.465116,0.321826,0.409343,0.788354,0.232957,0,45,0.030689,0.014014,-0.977142
3,231,5,34.353,29,17931,55,0.587386,1.069767,0.32699,0.206779,0.746007,0.1817,0,97,0.025524,0.216578,-2.43999
3,231,5,34.353,30,17981,55,0.40983,0.918605,0.324764,0.169331,0.226621,0.294717,0,84,0.02775,0.254026,2.211497
3,231,5,34.353,31,18031,56,0.423994,0.755814,0.314574,0.21064,0.414947,0.283563,0,70,0.037941,0.212716,0.195952
3,231,5,34.353,32,18081,56,0.32259,0.116279,0.32494,0.060293,0.788848,0.373777,1,15,0.027574,0.363064,-0.978692
3,231,5,34.353,33,18131,56,0.246563,0.186047,0.330159,0.292185,0.177861,0.459784,1,21,0.022355,0.131172,0.940779
3,231,5,34.353,34,18181,56,0.325793,0.232558,0.324678,0.298803,0.447132,0.37053,1,25,0.027836,0.124554,2.904252
3,231,5,34.353,35,18231,56,0.428994,0.255814,0.323957,0.338767,0.797437,0.279728,0,27,0.028557,0.08459,-2.278418
3,231,5,34.353,36,18281,56,0.457464,0.569767,0.32188,0.063244,0.874962,0.258854,0,54,0.030634,0.486601,-2.034863
3,231,5,34.353,37,18331,56,0.533101,0.616279,0.324867,0.296209,0.895048,0.210656,1,58,0.027648,0.127148,-1.31233
3,231,5,34.353,38,18381,56,0.393934,0.22093,0.331569,0.070877,0.952361,0.307759,0,24,0.020945,0.35248,-1.492385
3,231,5,34.353,39,18431,56,0.452496,0.546512,0.328585,0.054968,0.879921,0.26238,0,52,0.023929,0.368389,-2.019286
3,231,5,34.353,40,18481,56,0.436426,0.302326,0.326364,0.280354,0.836659,0.274122,0,31,0.02615,0.143003,-2.155197
3,231,5,34.353,41,18531,57,0.487528,0.476744,0.331366,0.25397,0.888033,0.2385,0,46,0.021149,0.169387,-1.290292
3,231,5,34.353,42,18581,57,0.382856,0.511628,0.325121,0.238724,0.455951,0.317188,0,49,0.027393,0.184633,0.067134
3,231,5,34.353,43,18631,57,0.540766,0.651163,0.309637,0.375223,0.82704,0.206304,0,61,0.042878,0.048134,-2.185415
