seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
1,179,4,26.1119,4,13179,46,0.312643,0.127907,0.287381,0.22944,0.605845,0.384043,0,15,0.027356,0.656706,0.896952
1,179,4,26.1119,5,13229,46,0.357113,0.337209,0.281084,0.530602,0.279557,0.340229,1,33,0.033653,0.355544,1.922016
1,179,4,26.1119,6,13279,46,0.430851,0.151163,0.287401,0.576669,0.70817,0.278316,1,17,0.027335,0.309477,-1.258132
1,179,4,26.1119,7,13329,46,0.325542,0.139535,0.283855,0.350542,0.528237,0.370783,0,16,0.030882,0.535604,-1.823407
1,179,4,26.1119,8,13379,46,0.371875,0.348837,0.288936,0.733671,0.116056,0.326819,0,34,0.025801,0.152475,2.43567
1,179,4,26.1119,9,13429,46,0.485508,0.546512,0.286957,0.810523,0.298041,0.239816,0,51,0.02778,0.075623,1.863947
1,179,4,26.1119,10,13479,46,0.564541,0.372093,0.286106,0.78242,0.817545,0.193366,0,36,0.028631,0.103726,-0.914521
1,179,4,26.1119,11,13529,47,0.492247,0.383721,0.289961,0.800705,0.494604,0.235453,0,37,0.024776,0.085441,1.246428
1,179,4,26.1119,12,13579,47,0.420079,0.302326,0.288865,0.797885,0.29124,0.286603,0,30,0.025872,0.088261,1.885313
1,179,4,26.1119,13,13629,47,0.419436,0.244186,0.285167,0.759868,0.388523,0.287106,0,25,0.029569,0.126278,-2.262333
1,179,4,26.1119,14,13679,47,0.405355,0.011628,0.301177,0.752296,0.556321,0.298332,1,5,0.01356,0.13385,1.052538
1,179,4,26.1119,15,13729,47,0.322265,0.023256,0.299706,0.498773,0.467323,0.374108,0,6,0.015031,0.387372,-2.014774
1,179,4,26.1119,16,13779,47,0.47794,0.360465,0.279279,0.358479,0.913538,0.244811,0,35,0.035458,0.527667,-0.069693
1,179,4,26.1119,17,13829,47,0.35354,0.139535,0.28682,0.480966,0.50684,0.343556,1,16,0.027917,0.405179,-1.890628
1,179,4,26.1119,18,13879,47,0.624652,0.790698,0.28417,0.723581,0.70016,0.16416,1,72,0.030567,0.162565,0.600655
1,179,4,26.1119,19,13929,47,0.447053,0.55814,0.288642,0.751668,0.189762,0.2663,1,52,0.026095,0.134478,2.204115
1,179,4,26.1119,20,13979,47,0.515635,0.372093,0.288281,0.57604,0.826125,0.220921,0,36,0.026456,0.310106,-0.887566
