seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
1,58,5,33.1397,4,158,20,0.402112,0.139535,0.265945,0.633422,0.569545,0.300979,0,17,0.020992,0.291363,-1.089844
1,58,5,33.1397,5,208,20,0.662701,0.686047,0.260827,0.850813,0.853117,0.147998,0,64,0.02611,0.073972,-2.903607
1,58,5,33.1397,6,258,20,0.360378,0.093023,0.26665,0.741939,0.339899,0.337217,1,13,0.020287,0.182846,-0.368389
1,58,5,33.1397,7,308,20,0.692048,0.860465,0.261428,0.85445,0.79185,0.136627,0,79,0.025508,0.070336,-3.096082
1,58,5,33.1397,8,358,20,0.577234,0.686047,0.259187,0.815794,0.547909,0.186794,0,64,0.02775,0.108991,-1.021872
1,58,5,33.1397,9,408,20,0.397707,0.546512,0.259354,0.692478,0.092486,0.304612,0,52,0.027583,0.232307,0.408882
1,58,5,33.1397,10,458,20,0.593782,0.488372,0.260003,0.791455,0.835296,0.178562,0,47,0.026934,0.13333,-1.924726
1,58,5,33.1397,11,508,21,0.376029,0.255814,0.260272,0.650544,0.337487,0.323142,1,27,0.026665,0.274241,1.75968
1,58,5,33.1397,12,558,21,0.484699,0.627907,0.260873,0.679144,0.370872,0.240345,0,59,0.026064,0.245641,1.864564
1,58,5,33.1397,13,608,21,0.431757,0.534884,0.257777,0.720113,0.214256,0.277629,1,51,0.02916,0.204673,1.372541
1,58,5,33.1397,14,658,21,0.478307,0.767442,0.256385,0.853145,0.036256,0.244566,0,71,0.030552,0.07164,0.585534
1,58,5,33.1397,15,708,21,0.387745,0.604651,0.256973,0.676546,0.012811,0.312992,1,57,0.029964,0.248239,0.659187
1,58,5,33.1397,16,758,21,0.328671,0.267442,0.259763,0.554245,0.233232,0.367637,1,28,0.027174,0.37054,1.432154
1,58,5,33.1397,17,808,21,0.643862,0.732558,0.258368,0.922517,0.662003,0.155791,0,68,0.028569,0.002268,2.779177
1,58,5,33.1397,18,858,21,0.487343,0.5,0.259866,0.648256,0.541251,0.23862,0,48,0.027071,0.27653,2.399824
1,58,5,33.1397,19,908,21,0.395708,0.081395,0.26393,0.638358,0.599147,0.306276,1,12,0.023007,0.286427,2.581711
1,58,5,33.1397,20,958,21,0.481598,0.44186,0.262626,0.629293,0.592613,0.242384,0,43,0.024311,0.295492,-1.162315
1,58,5,33.1397,21,1008,22,0.446484,0.093023,0.262066,0.725835,0.705013,0.266713,0,13,0.024871,0.19895,2.914297
1,58,5,33.1397,22,1058,22,0.645787,0.697674,0.261115,0.840344,0.784013,0.154976,0,65,0.025822,0.084442,-3.120702
1,58,5,33.1397,23,1108,22,0.364553,0.337209,0.218897,0.789199,0.112906,0.333403,0,34,0.06804,0.135586,1.054138
1,58,5,33.1397,24,1158,22,0.473406,0.546512,0.258823,0.780943,0.307346,0.247853,0,52,0.028114,0.143842,1.664991
1,58,5,33.1397,25,1208,22,0.692586,1.197674,0.260395,0.869583,0.44269,0.136427,0,108,0.026542,0.055202,2.090186
1,58,5,33.1397,26,1258,22,0.286042,0.209302,0.260169,0.478326,0.19637,0.412905,0,23,0.026767,0.44646,0.082518
1,58,5,33.1397,27,1308,22,0.462364,0.465116,0.259354,0.794692,0.330294,0.255422,1,45,0.027583,0.130094,1.737083
1,58,5,33.1397,28,1358,22,0.362728,0.267442,0.26404,0.579587,0.339842,0.335065,0,28,0.022896,0.345198,-0.368212
1,58,5,33.1397,29,1408,22,0.500664,0.906977,0.258772,0.774933,0.061974,0.230117,0,83,0.028165,0.149853,0.894133
1,58,5,33.1397,30,1458,22,0.602986,0.476744,0.260116,0.764882,0.910204,0.17414,0,46,0.026821,0.159904,-2.160056
1,58,5,33.1397,31,1508,23,0.629914,0.488372,0.26353,0.799421,0.968332,0.161824,0,47,0.023407,0.125364,-2.541645
1,58,5,33.1397,32,1558,23,0.511892,0.209302,0.262879,0.874517,0.700869,0.223185,0,23,0.024058,0.050268,2.901281
1,58,5,33.1397,33,1608,23,0.425217,0.476744,0.262141,0.86894,0.093042,0.28262,1,46,0.024796,0.055846,0.991734
1,58,5,33.1397,34,1658,23,0.460342,0.302326,0.256385,0.842534,0.440124,0.256832,0,31,0.030552,0.082252,-0.683256
1,58,5,33.1397,35,1708,23,0.584311,0.430233,0.264387,0.68433,0.958293,0.183228,0,42,0.02255,0.240455,-2.573186
1,58,5,33.1397,36,1758,23,0.61825,0.837209,0.260814,0.770059,0.604918,0.167048,1,77,0.026123,0.154726,2.599839
1,58,5,33.1397,37,1808,23,0.341866,0.151163,0.261901,0.441888,0.512511,0.354658,0,18,0.025036,0.482897,-0.910666
1,58,5,33.1397,38,1858,23,0.567941,0.697674,0.259106,0.727774,0.587208,0.191584,0,65,0.02783,0.197011,2.544202
1,58,5,33.1397,39,1908,23,0.665228,0.616279,0.265086,0.846738,0.932808,0.146983,0,58,0.021851,0.078047,-2.231069
1,58,5,33.1397,40,1958,23,0.581253,1.104651,0.262851,0.820781,0.13673,0.184761,0,100,0.024086,0.104004,0.269885
1,58,5,33.1397,41,2008,24,0.682528,0.860465,0.260185,0.704995,0.904467,0.140217,0,79,0.026752,0.21979,-2.142032
1,58,5,33.1397,42,2058,24,0.437239,0.232558,0.255646,0.79985,0.460903,0.273515,1,25,0.031291,0.124936,2.147405
1,58,5,33.1397,43,2108,24,0.470401,0.290698,0.255704,0.812045,0.523158,0.24989,0,30,0.031232,0.11274,-0.944114
1,58,5,33.1397,44,2158,24,0.425178,0.639535,0.262262,0.60184,0.197073,0.28265,0,60,0.024675,0.322945,0.080312
1,58,5,33.1397,45,2208,24,0.580359,0.77907,0.260668,0.893995,0.387703,0.185211,0,72,0.026269,0.03079,-0.51857
1,58,5,33.1397,46,2258,24,0.42711,0.581395,0.258975,0.780656,0.087414,0.281166,0,55,0.027962,0.144129,0.424814
1,58,5,33.1397,47,2308,24,0.430859,0.372093,0.26294,0.632432,0.455969,0.27831,0,37,0.023997,0.292353,2.131904
1,58,5,33.1397,48,2358,24,0.615093,0.895349,0.264195,0.766036,0.534791,0.168491,0,82,0.022742,0.158749,-0.98066
1,58,5,33.1397,49,2408,24,0.417811,0.313953,0.259176,0.879625,0.21849,0.28838,0,32,0.027761,0.04516,0.013029
1,58,5,33.1397,50,2458,24,0.444042,0.162791,0.251907,0.575814,0.785658,0.268493,1,19,0.03503,0.348971,-1.768782
1,58,5,33.1397,51,2508,25,0.530428,0.453488,0.255537,0.900693,0.511993,0.212196,0,44,0.0314,0.024092,2.307907
1,58,5,33.1397,52,2558,25,0.511594,0.44186,0.259339,0.894506,0.450671,0.223366,0,43,0.027598,0.030279,2.115258
1,58,5,33.1397,53,2608,25,0.548305,0.906977,0.247042,0.847772,0.19143,0.20211,0,83,0.039895,0.077013,0.098039
1,58,5,33.1397,54,2658,25,0.491587,0.546512,0.244521,0.457434,0.717882,0.235877,0,52,0.042416,0.467351,2.954728
1,58,5,33.1397,55,2708,25,0.431369,0.5,0.262821,0.828802,0.133851,0.277924,0,48,0.024116,0.095983,0.278928
1,58,5,33.1397,56,2758,25,0.415134,0.302326,0.259945,0.584499,0.513765,0.29049,0,31,0.026992,0.340286,2.313474
1,58,5,33.1397,57,2808,25,0.671423,0.767442,0.259643,0.876665,0.781942,0.144523,0,71,0.027294,0.04812,-1.75711
1,58,5,33.1397,58,2858,25,0.564478,0.569767,0.254403,0.907521,0.526222,0.193399,0,54,0.032534,0.017264,2.352611
1,58,5,33.1397,59,2908,25,0.557179,0.616279,0.260674,0.722519,0.629243,0.197283,0,58,0.026263,0.202266,-1.27739
1,58,5,33.1397,60,2958,25,0.541817,0.604651,0.261453,0.849548,0.451618,0.205713,0,57,0.025484,0.075237,2.118233
1,58,5,33.1397,61,3008,26,0.586067,0.593023,0.260004,0.840533,0.650707,0.182354,0,56,0.026933,0.084253,2.74369
1,58,5,33.1397,62,3058,26,0.691776,0.906977,0.258242,0.807861,0.794023,0.136729,0,83,0.028695,0.116924,-3.089254
1,58,5,33.1397,63,3108,26,0.350315,0.476744,0.256513,0.640307,0.027697,0.346588,0,46,0.030424,0.284478,0.786448
1,58,5,33.1397,64,3158,26,0.679766,1.197674,0.246398,0.75469,0.520303,0.141275,0,108,0.040539,0.170095,2.334014
1,58,5,33.1397,65,3208,26,0.55534,0.534884,0.258616,0.772645,0.655218,0.198273,0,51,0.028321,0.152141,2.757861
1,58,5,33.1397,66,3258,26,0.514912,0.418605,0.260827,0.798523,0.581692,0.221357,0,41,0.02611,0.126263,-1.128005
1,58,5,33.1397,67,3308,26,0.37097,0.44186,0.25885,0.776951,0.006218,0.327626,0,43,0.028087,0.147834,0.679901
1,58,5,33.1397,68,3358,26,0.552015,0.860465,0.258785,0.772248,0.316562,0.200078,0,79,0.028152,0.152537,1.693942
1,58,5,33.1397,69,3408,26,0.433337,0.162791,0.250456,0.5006,0.8195,0.276438,0,19,0.036481,0.424186,-3.009214
1,58,5,33.1397,70,3458,26,0.574402,1.151163,0.251636,0.745176,0.149633,0.188241,0,104,0.0353,0.179609,0.229348
1,58,5,33.1397,71,3508,27,0.629484,0.790698,0.258316,0.746426,0.722499,0.162013,0,73,0.028621,0.178359,2.96923
1,58,5,33.1397,72,3558,27,0.361241,0.534884,0.261455,0.5773,0.071326,0.336425,1,51,0.025482,0.347485,0.923511
1,58,5,33.1397,73,3608,27,0.501408,0.313953,0.253633,0.708388,0.729656,0.229651,0,32,0.033304,0.216397,2.991716
1,58,5,33.1397,74,3658,27,0.64405,0.895349,0.256815,0.88586,0.538175,0.155711,1,82,0.030122,0.038925,-0.991291
1,58,5,33.1397,75,3708,27,0.508654,0.697674,0.260206,0.85476,0.221976,0.225162,0,65,0.026731,0.070025,0.002076
1,58,5,33.1397,76,3758,27,0.685101,0.918605,0.260319,0.769898,0.791584,0.139237,0,84,0.026618,0.154887,-1.787401
1,58,5,33.1397,77,3808,27,0.294603,0.151163,0.259958,0.598884,0.168407,0.403387,0,18,0.026979,0.325901,0.170368
1,58,5,33.1397,78,3858,27,0.425765,0.325581,0.257346,0.496411,0.623722,0.282199,0,33,0.029591,0.428374,-1.260045
1,58,5,33.1397,79,3908,27,0.552768,0.883721,0.260377,0.893805,0.173168,0.199668,1,81,0.02656,0.030981,1.243458
1,58,5,33.1397,80,3958,27,0.456155,0.22093,0.263457,0.565192,0.775041,0.259778,0,24,0.02348,0.359594,3.134296
1,58,5,33.1397,81,4008,28,0.541249,0.337209,0.254869,0.82579,0.747128,0.206032,0,34,0.032068,0.098995,-1.647737
1,58,5,33.1397,82,4058,28,0.622548,0.55814,0.261951,0.698264,0.971836,0.165104,0,53,0.024986,0.226521,-2.530637
1,58,5,33.1397,83,4108,28,0.284022,0.186047,0.253558,0.653177,0.043307,0.415183,1,21,0.033379,0.271608,0.835488
1,58,5,33.1397,84,4158,28,0.538522,0.674419,0.261247,0.747871,0.470553,0.207568,0,63,0.02569,0.176915,-0.778852
1,58,5,33.1397,85,4208,28,0.512358,0.383721,0.267175,0.706757,0.69178,0.222902,0,38,0.019762,0.218028,2.872726
1,58,5,33.1397,86,4258,28,0.56128,0.476744,0.264783,0.753965,0.749627,0.195092,0,46,0.022154,0.170821,-1.655589
1,58,5,33.1397,87,4308,28,0.473004,0.686047,0.263237,0.805954,0.13678,0.248125,0,64,0.0237,0.118831,1.12914
1,58,5,33.1397,88,4358,28,0.748721,1.511628,0.260236,0.859015,0.364005,0.117083,1,135,0.026701,0.065771,1.842989
1,58,5,33.1397,89,4408,28,0.586265,0.674419,0.251632,0.91863,0.50038,0.182255,0,63,0.035305,0.006155,2.271425
1,58,5,33.1397,90,4458,28,0.505945,0.581395,0.260478,0.736098,0.445807,0.22683,0,55,0.026459,0.188687,2.099978
1,58,5,33.1397,91,4508,29,0.506679,0.465116,0.264289,0.839659,0.457653,0.226377,0,45,0.022648,0.085127,2.137194
1,58,5,33.1397,92,4558,29,0.415953,0.255814,0.255853,0.550123,0.602024,0.289843,0,27,0.031084,0.374663,2.590748
1,58,5,33.1397,93,4608,29,0.340105,0.523256,0.258595,0.42914,0.14943,0.356362,0,50,0.028342,0.495645,1.168884
1,58,5,33.1397,94,4658,29,0.383817,0.534884,0.258138,0.622692,0.119552,0.316359,0,51,0.028798,0.302093,0.323849
1,58,5,33.1397,95,4708,29,0.511791,0.744186,0.262577,0.808675,0.231726,0.223246,0,69,0.02436,0.11611,-0.028556
1,58,5,33.1397,96,4758,29,0.475901,0.639535,0.260191,0.7747,0.229178,0.246174,0,60,0.026746,0.150085,-0.020549
1,58,5,33.1397,97,4808,29,0.428784,0.22093,0.268775,0.477657,0.747775,0.279887,1,24,0.018162,0.447128,3.048638
1,58,5,33.1397,98,4858,29,0.554423,0.848837,0.26016,0.831646,0.277051,0.198769,1,78,0.026776,0.09314,1.569814
1,58,5,33.1397,99,4908,29,0.509892,0.453488,0.263437,0.70673,0.615914,0.224404,0,44,0.0235,0.218055,-1.235518
1,58,5,33.1397,100,4958,29,0.649756,0.523256,0.261728,0.867833,0.946207,0.15331,0,50,0.025209,0.056953,-2.273163
1,58,5,33.1397,101,5008,30,0.534121,1.0,0.259599,0.790976,0.085908,0.210072,0,91,0.027338,0.133809,0.969323
1,58,5,33.1397,102,5058,30,0.550462,0.55814,0.257444,0.597377,0.788889,0.200926,1,53,0.029493,0.327409,-3.105384
1,58,5,33.1397,103,5108,30,0.490469,0.546512,0.25829,0.847881,0.309195,0.236596,0,52,0.028647,0.076904,1.670798
