seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
2,208,4,26.253,4,14158,48,0.599791,0.418605,0.246795,0.769702,0.964063,0.175662,0,40,0.026298,0.141881,1.207019
2,208,4,26.253,5,14208,48,0.492703,0.383721,0.246285,0.569285,0.771522,0.235161,0,37,0.026808,0.342298,0.602132
2,208,4,26.253,6,14258,48,0.584455,0.604651,0.249163,0.639716,0.844291,0.183156,0,56,0.02393,0.271867,0.830743
2,208,4,26.253,7,14308,48,0.454924,0.197674,0.24485,0.707775,0.669398,0.260651,0,21,0.028244,0.203808,2.358534
2,208,4,26.253,8,14358,48,0.499562,0.406977,0.246527,0.533099,0.811647,0.230808,0,39,0.026567,0.378485,0.72819
2,208,4,26.253,9,14408,48,0.323092,0.174419,0.244822,0.766395,0.10673,0.373267,1,19,0.028271,0.145188,-1.486372
2,208,4,26.253,10,14458,48,0.288658,0.081395,0.233734,0.816582,0.022923,0.409972,1,11,0.039359,0.095002,-1.893689
2,208,4,26.253,11,14508,49,0.396955,0.325581,0.245254,0.577648,0.439335,0.305237,0,32,0.027839,0.333935,-0.441462
2,208,4,26.253,12,14558,49,0.53425,0.267442,0.242146,0.892979,0.734433,0.209998,0,27,0.030947,0.018604,2.15422
2,208,4,26.253,13,14608,49,0.52511,0.116279,0.248489,0.829151,0.906521,0.215292,0,14,0.024605,0.082432,1.613592
2,208,4,26.253,14,14658,49,0.39613,0.116279,0.241058,0.819124,0.408059,0.305924,0,14,0.032036,0.09246,-0.53972
2,208,4,26.253,15,14708,49,0.6035,0.965116,0.245607,0.676653,0.526623,0.173897,0,87,0.027486,0.234931,-0.167239
2,208,4,26.253,16,14758,49,0.346716,0.174419,0.253045,0.610916,0.348484,0.350003,0,19,0.020048,0.300667,-2.916469
2,208,4,26.253,17,14808,49,0.38599,0.174419,0.245388,0.620457,0.503696,0.314492,0,19,0.027705,0.291127,2.879104
2,208,4,26.253,18,14858,49,0.385653,0.476744,0.248311,0.770585,0.046971,0.314781,0,45,0.024782,0.140999,-1.969238
2,208,4,26.253,19,14908,49,0.246727,0.139535,0.246164,0.402197,0.199011,0.459579,1,16,0.02693,0.509386,-1.196464
2,208,4,26.253,20,14958,49,0.416267,0.255814,0.246519,0.742204,0.42053,0.289595,0,26,0.026575,0.169379,-0.500541
2,208,4,26.253,21,15008,50,0.430235,0.406977,0.227135,0.674951,0.411878,0.278783,0,39,0.045958,0.236632,-0.527722
2,208,4,26.253,22,15058,50,0.489784,0.337209,0.250005,0.779711,0.592213,0.237038,0,33,0.023088,0.131873,0.038817
2,208,4,26.253,23,15108,50,0.363388,0.302326,0.235763,0.791182,0.124281,0.334463,1,30,0.037331,0.120402,-1.431234
2,208,4,26.253,24,15158,50,0.424755,0.302326,0.241879,0.732355,0.422459,0.282976,0,30,0.031215,0.179228,-0.49448
2,208,4,26.253,25,15208,50,0.548756,0.453488,0.250945,0.805915,0.684676,0.201862,0,43,0.022148,0.105669,0.329299
2,208,4,26.253,26,15258,50,0.336202,0.244186,0.247312,0.697382,0.155927,0.360172,0,25,0.025781,0.214201,-2.311533
2,208,4,26.253,27,15308,50,0.318791,0.011628,0.251578,0.346975,0.664984,0.377665,0,5,0.021515,0.564608,0.267434
2,208,4,26.253,28,15358,50,0.137066,0.046512,0.233796,0.057595,0.210363,0.61957,1,8,0.039298,0.853989,-1.160799
2,208,4,26.253,29,15408,50,0.327325,0.162791,0.242993,0.45349,0.450025,0.368987,0,18,0.030101,0.458093,3.047716
2,208,4,26.253,30,15458,50,0.426959,0.197674,0.250456,0.877623,0.382083,0.281282,1,21,0.022637,0.03396,-0.621326
2,208,4,26.253,31,15508,51,0.203588,0.05814,0.247299,0.15895,0.349963,0.516885,0,9,0.025795,0.752633,-0.722233
