seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
3,211,4,26.491,4,13161,46,0.347618,0.302326,0.267175,0.56331,0.257661,0.349144,1,30,0.031778,0.100687,-2.051999
3,211,4,26.491,5,13211,46,0.465594,0.872093,0.270511,0.546052,0.173722,0.253184,0,79,0.028442,0.117945,-1.788297
3,211,4,26.491,6,13261,46,0.144988,0.209302,0.261026,0.103059,0.006564,0.606344,0,22,0.037926,0.560938,-1.221913
3,211,4,26.491,7,13311,46,0.355516,0.151163,0.284049,0.440108,0.546746,0.341712,1,17,0.014904,0.223888,0.475117
3,211,4,26.491,8,13361,46,0.375712,0.116279,0.275053,0.459089,0.652426,0.323421,0,14,0.0239,0.204907,2.990993
3,211,4,26.491,9,13411,46,0.375521,0.348837,0.268427,0.350272,0.534548,0.32359,0,34,0.030526,0.313725,-2.921866
3,211,4,26.491,10,13461,46,0.400437,0.313953,0.271921,0.407533,0.608342,0.302355,0,31,0.027032,0.256463,0.668629
3,211,4,26.491,11,13511,47,0.164202,0.290698,0.270717,0.012545,0.082848,0.575425,1,29,0.028235,0.676542,-1.50281
3,211,4,26.491,12,13561,47,0.22571,0.139535,0.266323,0.321175,0.175808,0.486657,0,16,0.032629,0.342822,-0.690217
3,211,4,26.491,13,13611,47,0.351074,0.44186,0.268226,0.223698,0.470511,0.345872,1,42,0.030727,0.440298,-2.720689
3,211,4,26.491,14,13661,47,0.17611,0.139535,0.272842,0.109729,0.182335,0.557059,1,16,0.026111,0.554268,-1.815356
3,211,4,26.491,15,13711,47,0.235608,0.116279,0.274722,0.197799,0.353631,0.473712,0,14,0.024231,0.466198,-2.353499
3,211,4,26.491,16,13761,47,0.341813,0.465116,0.268817,0.527228,0.106093,0.354708,1,44,0.030136,0.136769,-1.575835
3,211,4,26.491,17,13811,47,0.231399,0.27907,0.272033,0.28998,0.084513,0.479174,0,28,0.02692,0.374016,-1.50804
3,211,4,26.491,18,13861,47,0.25062,0.27907,0.276085,0.385595,0.061729,0.454731,1,28,0.022868,0.278402,-1.436463
3,211,4,26.491,19,13911,47,0.379157,0.488372,0.275597,0.437849,0.31481,0.3204,0,46,0.023356,0.226148,-2.231539
3,211,4,26.491,20,13961,47,0.323724,0.348837,0.271506,0.557122,0.117429,0.372625,0,34,0.027447,0.106875,-0.87362
3,211,4,26.491,21,14011,48,0.366358,0.186047,0.265979,0.421727,0.59168,0.331768,0,20,0.032973,0.24227,0.616281
3,211,4,26.491,22,14061,48,0.376743,0.372093,0.273985,0.425352,0.435541,0.322514,0,36,0.024967,0.238645,-2.610827
3,211,4,26.491,23,14111,48,0.442407,0.348837,0.269073,0.390601,0.761118,0.269691,0,34,0.02988,0.273396,2.649529
