seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
0,86,5,32.9581,4,3686,27,0.570664,1.139535,0.315097,0.753849,0.074175,0.190168,1,103,0.043811,0.136086,2.608787
0,86,5,32.9581,5,3736,27,0.530958,0.651163,0.328872,0.734933,0.408865,0.211889,0,61,0.030035,0.155002,-2.622938
0,86,5,32.9581,6,3786,27,0.774104,1.093023,0.33114,0.811867,0.860384,0.109261,0,99,0.027767,0.078067,-1.204448
0,86,5,32.9581,7,3836,27,0.421645,0.430233,0.335215,0.572128,0.349006,0.285383,1,42,0.023692,0.317807,-2.810991
0,86,5,32.9581,8,3886,27,0.621377,0.523256,0.329578,0.701634,0.931039,0.165631,0,50,0.029329,0.188301,-0.549183
0,86,5,32.9581,9,3936,27,0.654643,1.406977,0.327254,0.708576,0.175765,0.151282,0,126,0.031653,0.181359,1.823579
0,86,5,32.9581,10,3986,27,0.474816,0.197674,0.332051,0.468966,0.900571,0.246903,0,22,0.026856,0.420968,-0.453466
0,86,5,32.9581,11,4036,28,0.666745,0.94186,0.332391,0.766883,0.625846,0.146376,0,86,0.026516,0.123052,-1.94127
0,86,5,32.9581,12,4086,28,0.503657,0.616279,0.329695,0.727007,0.341648,0.228248,0,58,0.029212,0.162928,1.302441
0,86,5,32.9581,13,4136,28,0.66978,0.872093,0.331628,0.786872,0.688527,0.145171,0,80,0.027279,0.103063,0.212691
0,86,5,32.9581,14,4186,28,0.357904,0.22093,0.336095,0.568918,0.305674,0.339496,0,24,0.022812,0.321016,1.415459
0,86,5,32.9581,15,4236,28,0.533037,0.348837,0.335324,0.876777,0.57121,0.210693,0,35,0.023583,0.013158,0.581251
0,86,5,32.9581,16,4286,28,0.613483,0.546512,0.331547,0.751694,0.82418,0.169231,1,52,0.02736,0.13824,-1.318187
0,86,5,32.9581,17,4336,28,0.547709,0.72093,0.333081,0.818821,0.318004,0.202438,0,67,0.025826,0.071113,-2.908384
0,86,5,32.9581,18,4386,28,0.444352,0.255814,0.329711,0.656997,0.534887,0.268266,0,27,0.029196,0.232938,0.695365
0,86,5,32.9581,19,4436,28,0.557203,0.453488,0.33669,0.864684,0.573949,0.19727,0,44,0.022217,0.02525,-2.104309
0,86,5,32.9581,20,4486,28,0.470456,0.569767,0.335959,0.47535,0.500748,0.249853,0,54,0.022948,0.414585,-2.334278
0,86,5,32.9581,21,4536,29,0.701172,0.767442,0.310526,0.818404,0.908317,0.133273,0,71,0.048381,0.071531,-1.053863
0,86,5,32.9581,22,4586,29,0.469741,0.290698,0.330634,0.772429,0.485203,0.25034,1,30,0.028273,0.117506,-2.383115
0,86,5,32.9581,23,4636,29,0.372617,0.162791,0.325524,0.67932,0.322835,0.326159,0,19,0.033383,0.210614,-2.893209
0,86,5,32.9581,24,4686,29,0.576392,0.406977,0.332351,0.817709,0.748532,0.187223,1,40,0.026556,0.072226,-1.55584
0,86,5,32.9581,25,4736,29,0.421671,0.313953,0.329325,0.795309,0.248095,0.285363,1,32,0.029582,0.094625,1.596347
0,86,5,32.9581,26,4786,29,0.513915,0.604651,0.330896,0.598388,0.521724,0.221959,0,57,0.028011,0.291547,0.736717
0,86,5,32.9581,27,4836,29,0.552479,0.476744,0.330879,0.831948,0.570343,0.199825,0,46,0.028028,0.057986,0.583975
0,86,5,32.9581,28,4886,29,0.599407,0.465116,0.331884,0.690624,0.910005,0.175846,0,45,0.027023,0.19931,-1.04856
0,86,5,32.9581,29,4936,29,0.436272,0.534884,0.329671,0.73534,0.145193,0.274236,0,51,0.029236,0.154595,2.831898
0,86,5,32.9581,30,4986,29,0.744212,0.837209,0.329494,0.823015,0.987131,0.118529,0,77,0.029413,0.06692,-0.725401
0,86,5,32.9581,31,5036,30,0.409669,0.139535,0.328225,0.715892,0.455023,0.294847,0,17,0.030682,0.174042,-2.477926
0,86,5,32.9581,32,5086,30,0.66421,0.639535,0.328995,0.793002,0.895308,0.147391,0,60,0.029912,0.096932,-0.436932
0,86,5,32.9581,33,5136,30,0.591874,1.174419,0.332111,0.747947,0.113022,0.179492,0,106,0.026796,0.141988,2.730829
0,86,5,32.9581,34,5186,30,0.436663,0.186047,0.331806,0.41764,0.811162,0.273944,0,21,0.027102,0.472295,-1.359083
0,86,5,32.9581,35,5236,30,0.626402,0.94186,0.333018,0.790054,0.440676,0.163379,1,86,0.025889,0.099881,0.991336
0,86,5,32.9581,36,5286,30,0.48962,0.209302,0.323383,0.763285,0.662511,0.237144,0,23,0.035524,0.126649,-1.826084
0,86,5,32.9581,37,5336,30,0.564026,0.930233,0.327134,0.840833,0.157905,0.193637,1,85,0.031773,0.049102,2.871835
0,86,5,32.9581,38,5386,30,0.415379,0.22093,0.332199,0.609427,0.498959,0.290297,0,24,0.026708,0.280508,0.808235
0,86,5,32.9581,39,5436,30,0.561591,0.348837,0.33221,0.738756,0.826562,0.194926,0,35,0.026697,0.151179,-0.220961
