seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
2,116,4,26.338,4,3666,27,0.287944,0.186047,0.271695,0.283337,0.410698,0.410771,1,20,0.025814,0.442054,2.827023
2,116,4,26.338,5,3716,27,0.306653,0.302326,0.273062,0.37076,0.280464,0.390361,0,30,0.024447,0.354631,-3.047018
2,116,4,26.338,6,3766,27,0.455386,0.174419,0.264065,0.604097,0.778962,0.260323,0,19,0.033443,0.121294,0.281267
2,116,4,26.338,7,3816,27,0.413526,0.337209,0.264893,0.6023,0.449704,0.291765,1,33,0.032615,0.123091,-0.75313
2,116,4,26.338,8,3866,27,0.469945,0.72093,0.267186,0.428939,0.462724,0.250201,0,66,0.030323,0.296452,2.663581
2,116,4,26.338,9,3916,27,0.32095,0.139535,0.273643,0.548618,0.322005,0.375451,1,16,0.023866,0.176773,3.105662
2,116,4,26.338,10,3966,27,0.474591,0.27907,0.272069,0.563651,0.783573,0.247055,1,28,0.02544,0.161739,1.655602
2,116,4,26.338,11,4016,28,0.555595,0.802326,0.27153,0.495093,0.653432,0.198136,0,73,0.025979,0.230298,-0.113098
2,116,4,26.338,12,4066,28,0.264192,0.232558,0.275946,0.279381,0.268882,0.438227,0,24,0.021563,0.44601,-3.010633
2,116,4,26.338,13,4116,28,0.361358,0.430233,0.272393,0.479575,0.263232,0.336317,0,41,0.025116,0.245816,-2.992884
2,116,4,26.338,14,4166,28,0.319485,0.27907,0.265372,0.666655,0.066844,0.376952,0,28,0.032136,0.058736,-2.375911
2,116,4,26.338,15,4216,28,0.297852,0.255814,0.266345,0.334176,0.335075,0.399832,0,26,0.031164,0.391215,3.0646
2,116,4,26.338,16,4266,28,0.476112,0.244186,0.271497,0.691065,0.697699,0.246033,1,25,0.026011,0.034326,0.02597
2,116,4,26.338,17,4316,28,0.413064,0.209302,0.271401,0.500539,0.671013,0.292133,0,22,0.026108,0.224852,2.009221
2,116,4,26.338,18,4366,28,0.49666,0.267442,0.27137,0.661532,0.786295,0.23264,1,27,0.026139,0.063859,0.304303
