seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
4,67,3,18.812,4,167,20,0.457446,0.209302,0.398385,0.410053,0.812042,0.258867,0,21,0.05917,0.115574,2.018083
4,67,3,18.812,5,217,20,0.188597,0.104651,0.434413,0.215133,0.000193,0.538429,0,12,0.023143,0.310494,-1.714603
4,67,3,18.812,6,267,20,0.470219,0.05814,0.410698,0.436736,0.9753,0.250015,0,8,0.046857,0.088891,1.349998
4,67,3,18.812,7,317,20,0.292558,0.093023,0.435644,0.069744,0.57182,0.40564,0,11,0.021911,0.455883,0.082429
4,67,3,18.812,8,367,20,0.438519,0.186047,0.43497,0.302135,0.830926,0.272563,0,19,0.022586,0.223493,1.958755
4,67,3,18.812,9,417,20,0.476126,0.197674,0.432351,0.328139,0.94634,0.246023,0,20,0.025204,0.197488,1.259018
4,67,3,18.812,10,467,20,0.338543,0.162791,0.425844,0.205699,0.559837,0.357883,1,17,0.031712,0.319929,0.044782
4,67,3,18.812,11,517,21,0.21556,0.034884,0.439566,0.105377,0.282413,0.500301,0,6,0.017989,0.420251,-0.826771
4,67,3,18.812,12,567,21,0.37278,0.093023,0.431626,0.153733,0.812738,0.326014,1,11,0.025929,0.679361,2.015896
4,67,3,18.812,13,617,21,0.457103,0.081395,0.43598,0.38066,0.930375,0.259109,0,10,0.021575,0.144967,1.208862
4,67,3,18.812,14,667,21,0.353927,0.313953,0.435318,0.273322,0.393114,0.343195,0,30,0.022237,0.252306,-2.949002
4,67,3,18.812,15,717,21,0.364061,0.011628,0.433716,0.09292,0.91798,0.33385,1,4,0.023839,0.432707,1.685268
4,67,3,18.812,16,767,21,0.360339,0.151163,0.441162,0.195899,0.653133,0.337252,1,16,0.016394,0.329728,0.337881
4,67,3,18.812,17,817,21,0.464191,0.383721,0.434945,0.265292,0.772807,0.254153,1,36,0.02261,0.260336,0.713849
4,67,3,18.812,18,867,21,0.308088,0.046512,0.423386,0.207658,0.554795,0.388839,0,7,0.034169,0.317969,2.826249
4,67,3,18.812,19,917,21,0.409748,0.476744,0.431962,0.214631,0.515654,0.294784,0,44,0.025594,0.310997,-0.094024
4,67,3,18.812,20,967,21,0.428411,0.034884,0.439115,0.253143,0.986505,0.280172,0,6,0.018441,0.77877,1.469992
4,67,3,18.812,21,1017,22,0.498929,0.337209,0.427916,0.402886,0.827707,0.231206,0,32,0.02964,0.122742,1.96887
4,67,3,18.812,22,1067,22,0.469273,0.395349,0.429743,0.407326,0.644673,0.25066,0,37,0.027812,0.118301,2.543888
4,67,3,18.812,23,1117,22,0.386319,0.186047,0.421432,0.116654,0.821142,0.31421,1,19,0.036124,0.408973,0.865697
4,67,3,18.812,24,1167,22,0.305089,0.302326,0.432369,0.373634,0.112027,0.392028,0,29,0.025186,0.151993,-2.06594
4,67,3,18.812,25,1217,22,0.423624,0.081395,0.423687,0.213052,0.976363,0.283849,0,10,0.033868,0.312575,1.501854
4,67,3,18.812,26,1267,22,0.424808,0.081395,0.429594,0.295715,0.892528,0.282935,1,10,0.027962,0.229912,1.089963
4,67,3,18.812,27,1317,22,0.350388,0.093023,0.426961,0.09544,0.786128,0.346519,1,11,0.030594,0.430188,2.099494
4,67,3,18.812,28,1367,22,0.275613,0.360465,0.427793,0.08279,0.231403,0.424803,1,34,0.029762,0.442838,-0.987024
4,67,3,18.812,29,1417,22,0.190599,0.023256,0.441719,0.167918,0.129503,0.535501,0,5,0.015836,0.693545,-1.30715
4,67,3,18.812,30,1467,22,0.281387,0.22093,0.422797,0.203283,0.278539,0.418173,0,22,0.034758,0.322345,-0.838942
4,67,3,18.812,31,1517,23,0.238531,0.05814,0.425987,0.25687,0.213128,0.469954,1,8,0.031569,0.268757,-2.383559
4,67,3,18.812,32,1567,23,0.278619,0.209302,0.429648,0.039243,0.436282,0.421339,0,21,0.027908,0.486384,-3.084618
4,67,3,18.812,33,1617,23,0.242649,0.093023,0.434071,0.157707,0.285794,0.464713,0,11,0.023484,0.683334,-2.611844
4,67,3,18.812,34,1667,23,0.308502,0.0,0.457555,0.245613,0.530838,0.3884,1,3,0.0,0.280014,2.901511
4,67,3,18.812,35,1717,23,0.387894,0.069767,0.430386,0.127623,0.923801,0.312865,1,9,0.027169,0.65325,1.188208
4,67,3,18.812,36,1767,23,0.374767,0.151163,0.425744,0.270274,0.65189,0.324254,1,16,0.031812,0.255353,2.521216
4,67,3,18.812,37,1817,23,0.357088,0.116279,0.433243,0.361077,0.517752,0.340252,1,13,0.024313,0.16455,-0.087431
4,67,3,18.812,38,1867,23,0.29475,0.116279,0.429311,0.273677,0.359733,0.403225,1,13,0.028244,0.25195,-0.583863
4,67,3,18.812,39,1917,23,0.322441,0.046512,0.423534,0.063353,0.756367,0.373929,1,7,0.034022,0.462275,0.662199
4,67,3,18.812,40,1967,23,0.271018,0.139535,0.429398,0.4159,0.099238,0.430154,1,15,0.028158,0.109728,-1.402233
4,67,3,18.812,41,2017,24,0.164243,0.127907,0.429765,0.018817,0.080482,0.575361,0,14,0.02779,0.544444,-1.461156
4,67,3,18.812,42,2067,24,0.356495,0.139535,0.426958,0.119389,0.7401,0.340802,0,15,0.030598,0.406238,0.611094
4,67,3,18.812,43,2117,24,0.441682,0.406977,0.430973,0.335036,0.593741,0.270225,0,38,0.026582,0.190591,0.151296
4,67,3,18.812,44,2167,24,0.227941,0.232558,0.431946,0.148288,0.098971,0.483709,0,23,0.025609,0.377339,-2.024926
4,67,3,18.812,45,2217,24,0.318047,0.151163,0.429197,0.369373,0.322458,0.378431,0,16,0.028359,0.156255,-2.727028
4,67,3,18.812,46,2267,24,0.260507,0.348837,0.427879,0.219449,0.045862,0.442648,0,33,0.029676,0.306179,-1.858077
4,67,3,18.812,47,2317,24,0.427205,0.186047,0.424145,0.117499,0.98113,0.281094,1,19,0.03341,0.408129,1.368313
4,67,3,18.812,48,2367,24,0.348609,0.104651,0.437886,0.139744,0.712153,0.348203,0,12,0.019669,0.385883,2.331893
4,67,3,18.812,49,2417,24,0.254584,0.023256,0.443598,0.164061,0.387421,0.449847,0,5,0.013958,0.361566,-0.496877
4,67,3,18.812,50,2467,24,0.31039,0.186047,0.434162,0.293514,0.327839,0.386407,0,19,0.023394,0.232113,-0.68406
4,67,3,18.812,51,2517,25,0.382795,0.244186,0.429389,0.416401,0.441203,0.317241,0,24,0.028166,0.109227,-0.327919
4,67,3,18.812,52,2567,25,0.408729,0.162791,0.430481,0.454644,0.587,0.295603,1,17,0.027074,0.070984,0.130117
4,67,3,18.812,53,2617,25,0.518982,0.360465,0.427584,0.291371,0.996506,0.218916,0,34,0.029972,0.234256,1.41662
4,67,3,18.812,54,2667,25,0.358518,0.127907,0.431628,0.078074,0.796462,0.33893,0,14,0.025927,0.603701,0.788161
4,67,3,18.812,55,2717,25,0.331505,0.290698,0.428829,0.396966,0.209528,0.364809,1,28,0.028727,0.128661,-1.055745
4,67,3,18.812,56,2767,25,0.287485,0.162791,0.433902,0.311422,0.241824,0.411285,1,17,0.023654,0.214205,-2.473711
4,67,3,18.812,57,2817,25,0.27901,0.093023,0.438901,0.124163,0.459954,0.420889,0,11,0.018655,0.649791,-0.269008
4,67,3,18.812,58,2867,25,0.275882,0.174419,0.43046,0.240831,0.25782,0.424491,0,18,0.027096,0.284796,-0.904031
4,67,3,18.812,59,2917,25,0.264444,0.104651,0.438419,0.040732,0.473975,0.437925,0,12,0.019136,0.484895,-0.22496
4,67,3,18.812,60,2967,25,0.338455,0.151163,0.42644,0.396416,0.3798,0.357968,0,16,0.031115,0.129211,-2.907174
4,67,3,18.812,61,3017,26,0.314996,0.174419,0.424168,0.0586,0.602799,0.381589,0,18,0.033387,0.467027,2.67544
4,67,3,18.812,62,3067,26,0.455274,0.209302,0.433838,0.210836,0.967117,0.260403,0,21,0.023717,0.314791,1.324292
4,67,3,18.812,63,3117,26,0.246251,0.104651,0.439156,0.036643,0.404552,0.460176,0,12,0.018399,0.56227,-2.984935
4,67,3,18.812,64,3167,26,0.278882,0.011628,0.447063,0.018934,0.637902,0.421037,0,4,0.010492,0.544562,0.290031
4,67,3,18.812,65,3217,26,0.471237,0.267442,0.436877,0.262926,0.917703,0.249322,1,26,0.020678,0.262701,1.686139
4,67,3,18.812,66,3267,26,0.244991,0.139535,0.434789,0.266086,0.139553,0.461758,1,15,0.022767,0.259541,-2.152416
4,67,3,18.812,67,3317,26,0.175733,0.046512,0.417677,0.180992,0.05775,0.557632,1,7,0.039879,0.344636,-1.895426
4,67,3,18.812,68,3367,26,0.29966,0.069767,0.430075,0.158842,0.539955,0.397868,0,9,0.02748,0.366786,-0.017679
4,67,3,18.812,69,3417,26,0.457037,0.069767,0.425344,0.363555,0.969482,0.259155,0,9,0.032212,0.162072,1.331721
4,67,3,18.812,70,3467,26,0.384103,0.186047,0.424456,0.402143,0.523768,0.316112,0,19,0.0331,0.123484,-0.068533
4,67,3,18.812,71,3517,27,0.251993,0.151163,0.429199,0.08998,0.337631,0.453033,0,16,0.028357,0.615607,-0.653298
4,67,3,18.812,72,3567,27,0.313238,0.023256,0.420246,0.446203,0.363247,0.383421,0,5,0.037309,0.079424,-0.572823
4,67,3,18.812,73,3617,27,0.357944,0.0,0.457555,0.46331,0.510913,0.339459,0,3,0.0,0.988937,2.964109
4,67,3,18.812,74,3667,27,0.221722,0.27907,0.429705,0.084209,0.093906,0.491973,1,27,0.027851,0.441418,-2.009012
4,67,3,18.812,75,3717,27,0.339506,0.093023,0.4353,0.419326,0.410375,0.356945,0,11,0.022256,0.106302,-3.003227
4,67,3,18.812,76,3767,27,0.266209,0.081395,0.433521,0.175583,0.374338,0.435825,0,10,0.024035,0.70121,-2.890015
4,67,3,18.812,77,3817,27,0.222464,0.116279,0.429946,0.338244,0.005389,0.490979,1,13,0.02761,0.187384,-1.730928
4,67,3,18.812,78,3867,27,0.337617,0.186047,0.426029,0.215535,0.522859,0.358786,0,19,0.031527,0.310093,2.926578
4,67,3,18.812,79,3917,27,0.212231,0.127907,0.434872,0.195048,0.091097,0.504858,1,14,0.022683,0.330579,-1.427807
4,67,3,18.812,80,3967,27,0.32759,0.44186,0.431143,0.412744,0.024613,0.368721,0,41,0.026412,0.112883,-1.636674
4,67,3,18.812,81,4017,28,0.454929,0.186047,0.428269,0.372229,0.83317,0.260648,1,19,0.029286,0.153399,1.951708
4,67,3,18.812,82,4067,28,0.257729,0.069767,0.42915,0.383105,0.148894,0.44601,0,9,0.028405,0.142523,-1.246234
4,67,3,18.812,83,4117,28,0.245284,0.186047,0.428599,0.083466,0.283025,0.461389,1,19,0.028956,0.442162,-0.824849
4,67,3,18.812,84,4167,28,0.3808,0.244186,0.435253,0.432448,0.411312,0.31897,0,24,0.022302,0.093179,-3.006172
4,67,3,18.812,85,4217,28,0.410595,0.139535,0.435512,0.432029,0.635307,0.294104,0,15,0.022044,0.093599,0.281877
4,67,3,18.812,86,4267,28,0.408036,0.372093,0.429706,0.398258,0.432085,0.296162,0,35,0.027849,0.12737,-0.356562
4,67,3,18.812,87,4317,28,0.393955,0.069767,0.432147,0.12436,0.949544,0.307742,1,9,0.025408,0.401268,1.586106
4,67,3,18.812,88,4367,28,0.378307,0.232558,0.423551,0.435944,0.421176,0.321143,1,23,0.034004,0.089683,-0.390833
4,67,3,18.812,89,4417,28,0.411234,0.418605,0.431319,0.156927,0.638084,0.293593,0,39,0.026237,0.3687,2.564588
4,67,3,18.812,90,4467,28,0.17252,0.104651,0.422464,0.037443,0.125521,0.562534,0,12,0.035092,0.488184,-1.319662
4,67,3,18.812,91,4517,29,0.214192,0.127907,0.434394,0.128021,0.166444,0.502169,1,14,0.023161,0.653648,-2.236897
4,67,3,18.812,92,4567,29,0.298904,0.081395,0.436454,0.277474,0.400293,0.398688,1,10,0.021102,0.248153,-2.971554
4,67,3,18.812,93,4617,29,0.167328,0.139535,0.422065,0.098115,0.009597,0.570546,1,15,0.035491,0.427512,-1.683848
4,67,3,18.812,94,4667,29,0.429956,0.302326,0.402275,0.337167,0.678058,0.278995,0,29,0.05528,0.188461,0.416183
4,67,3,18.812,95,4717,29,0.430183,0.27907,0.430991,0.24054,0.770133,0.278822,1,27,0.026564,0.285087,2.149743
4,67,3,18.812,96,4767,29,0.372585,0.116279,0.428729,0.036142,0.909188,0.326188,0,13,0.028827,0.561769,1.142302
4,67,3,18.812,97,4817,29,0.32713,0.162791,0.436232,0.240654,0.468842,0.369183,0,17,0.021324,0.284973,-0.241087
4,67,3,18.812,98,4867,29,0.313332,0.081395,0.433556,0.296029,0.442347,0.383324,0,10,0.024,0.229598,-0.324324
4,67,3,18.812,99,4917,29,0.398118,0.186047,0.434517,0.245957,0.725952,0.304272,0,19,0.023039,0.27967,2.288543
