seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
1,130,5,33.0444,4,7180,34,0.445945,0.383721,0.339218,0.718566,0.342274,0.267105,1,38,0.027792,0.104626,1.749562
1,130,5,33.0444,5,7230,34,0.525717,0.581395,0.343677,0.644031,0.533765,0.214936,0,55,0.023334,0.179161,-1.781465
1,130,5,33.0444,6,7280,34,0.517646,0.55814,0.337894,0.697016,0.477535,0.219714,0,53,0.029117,0.126176,-1.958118
1,130,5,33.0444,7,7330,34,0.298938,0.325581,0.338355,0.503672,0.028144,0.398651,1,33,0.028655,0.31952,2.736431
1,130,5,33.0444,8,7380,34,0.386102,0.581395,0.337712,0.53971,0.085593,0.314396,1,55,0.029298,0.283482,3.093744
1,130,5,33.0444,9,7430,34,0.670985,1.151163,0.341009,0.744235,0.447533,0.144696,0,104,0.026001,0.078957,1.41888
1,130,5,33.0444,10,7480,34,0.291126,0.034884,0.351205,0.391221,0.387194,0.407226,1,8,0.015805,0.431971,-2.241933
1,130,5,33.0444,11,7530,35,0.688575,1.22093,0.339185,0.687774,0.506411,0.137926,1,110,0.027826,0.135417,-1.8674
1,130,5,33.0444,12,7580,35,0.644837,1.255814,0.34204,0.758217,0.223276,0.155378,0,113,0.024971,0.064974,2.123404
1,130,5,33.0444,13,7630,35,0.560476,1.162791,0.341714,0.720739,0.016661,0.195519,0,105,0.025297,0.102453,2.772505
1,130,5,33.0444,14,7680,35,0.330124,0.139535,0.338612,0.637211,0.205136,0.366185,0,17,0.028398,0.185981,2.180393
1,130,5,33.0444,15,7730,35,0.574673,0.593023,0.340972,0.697876,0.66682,0.188102,0,56,0.026039,0.125316,-1.36346
1,130,5,33.0444,16,7780,35,0.632903,0.883721,0.337698,0.51645,0.793742,0.160512,1,81,0.029313,0.306741,-0.964725
1,130,5,33.0444,17,7830,35,0.458853,0.116279,0.345533,0.635328,0.73827,0.257876,0,15,0.021478,0.187863,-1.138995
1,130,5,33.0444,18,7880,35,0.577133,0.662791,0.340158,0.586887,0.718698,0.186846,0,62,0.026853,0.236305,-1.200482
1,130,5,33.0444,19,7930,35,0.498482,0.383721,0.338441,0.616804,0.654961,0.231489,0,38,0.028569,0.206388,-1.400718
1,130,5,33.0444,20,7980,35,0.516222,0.267442,0.340017,0.601652,0.855775,0.220568,0,28,0.026993,0.22154,-0.769842
1,130,5,33.0444,21,8030,36,0.332587,0.290698,0.34143,0.484766,0.213456,0.363735,0,30,0.025581,0.338426,2.154254
1,130,5,33.0444,22,8080,36,0.559357,0.77907,0.342097,0.528693,0.587569,0.196116,0,72,0.024913,0.294499,0.978945
1,130,5,33.0444,23,8130,36,0.426013,0.523256,0.33602,0.565242,0.279534,0.282008,1,50,0.030991,0.25795,-2.580157
1,130,5,33.0444,24,8180,36,0.38085,0.418605,0.338648,0.621868,0.144281,0.318926,0,41,0.028363,0.201323,2.371576
1,130,5,33.0444,25,8230,36,0.705106,0.94186,0.338291,0.771993,0.768277,0.131853,0,86,0.028719,0.051199,-1.044723
1,130,5,33.0444,26,8280,36,0.5958,0.918605,0.338354,0.699897,0.426346,0.177582,0,84,0.028657,0.123295,1.485443
1,130,5,33.0444,27,8330,36,0.525557,0.360465,0.33348,0.789686,0.618599,0.21503,1,36,0.033531,0.033506,0.88146
1,130,5,33.0444,28,8380,36,0.479185,0.674419,0.33775,0.493938,0.410633,0.243982,0,63,0.02926,0.329253,1.534805
1,130,5,33.0444,29,8430,36,0.342559,0.139535,0.337732,0.530096,0.362873,0.353988,0,17,0.029278,0.293096,-2.318339
1,130,5,33.0444,30,8480,36,0.478992,0.27907,0.343189,0.381573,0.912135,0.24411,0,29,0.023821,0.441619,-0.04071
1,130,5,33.0444,31,8530,37,0.392402,0.244186,0.336384,0.791509,0.197529,0.309047,0,26,0.030626,0.031683,-2.837783
1,130,5,33.0444,32,8580,37,0.381232,0.325581,0.346751,0.555389,0.297207,0.318594,0,33,0.020259,0.267803,1.891142
