seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
4,144,5,36.0676,4,6194,32,0.357809,0.302326,0.288939,0.168427,0.671546,0.339584,0,31,0.028128,0.336616,0.719945
4,144,5,36.0676,5,6244,32,0.444243,1.139535,0.284187,0.08408,0.26917,0.268346,0,103,0.03288,0.08411,-2.235401
4,144,5,36.0676,6,6294,32,0.482782,0.639535,0.281745,0.110761,0.899087,0.241603,0,60,0.035321,0.057428,1.434788
4,144,5,36.0676,7,6344,32,0.493003,0.662791,0.287348,0.061296,0.960576,0.234969,0,62,0.029718,0.229485,1.62796
4,144,5,36.0676,8,6394,32,0.313067,0.476744,0.285834,0.068619,0.42107,0.3836,0,46,0.031233,0.236808,-2.712609
4,144,5,36.0676,9,6444,32,0.394707,0.94186,0.291355,0.040206,0.305405,0.307112,0,86,0.025712,0.127983,-0.430321
4,144,5,36.0676,10,6494,32,0.485186,0.837209,0.280284,0.018679,0.80457,0.240026,0,77,0.036782,0.186868,1.137851
4,144,5,36.0676,11,6544,33,0.254292,0.337209,0.291276,0.008474,0.380208,0.450205,0,34,0.025791,0.159715,-2.584238
4,144,5,36.0676,12,6594,33,0.201644,0.232558,0.29621,0.177989,0.099821,0.519629,0,25,0.020857,0.346178,-1.076183
4,144,5,36.0676,13,6644,33,0.606363,1.337209,0.282062,0.044456,0.761726,0.172545,0,120,0.035005,0.123733,2.500373
4,144,5,36.0676,14,6694,33,0.276475,0.593023,0.290767,0.0963,0.12581,0.423807,1,56,0.0263,0.07189,-0.994535
4,144,5,36.0676,15,6744,33,0.249139,0.662791,0.28843,7.4e-05,0.045263,0.456569,0,62,0.028637,0.168263,-1.531978
4,144,5,36.0676,16,6794,33,0.45345,1.151163,0.289478,0.047743,0.325416,0.2617,0,104,0.027588,0.215932,-0.367454
4,144,5,36.0676,17,6844,33,0.29948,0.569767,0.289347,0.187356,0.151449,0.398063,0,54,0.027719,0.355546,-1.865571
4,144,5,36.0676,18,6894,33,0.39559,0.825581,0.287714,0.020593,0.448473,0.306374,0,76,0.029353,0.147596,0.019141
4,144,5,36.0676,19,6944,33,0.289129,0.337209,0.288073,0.045846,0.485389,0.409447,0,34,0.028994,0.122343,0.135116
4,144,5,36.0676,20,6994,33,0.530041,1.011628,0.290982,0.090509,0.727043,0.21242,0,92,0.026085,0.07768,2.609333
4,144,5,36.0676,21,7044,34,0.35249,0.488372,0.28958,0.039634,0.592372,0.344541,0,47,0.027486,0.128555,0.471214
4,144,5,36.0676,22,7094,34,0.393997,0.453488,0.290585,0.047245,0.784669,0.307707,0,44,0.026482,0.120944,1.075332
4,144,5,36.0676,23,7144,34,0.217339,0.081395,0.284304,0.183929,0.319727,0.497882,1,12,0.032763,0.352118,-2.394232
4,144,5,36.0676,24,7194,34,0.214884,0.453488,0.290899,0.0269,0.088248,0.501223,0,44,0.026168,0.141289,-1.667018
4,144,5,36.0676,25,7244,34,0.137885,0.267442,0.268784,0.006966,0.008349,0.61819,1,28,0.048283,0.161223,-1.36355
4,144,5,36.0676,26,7294,34,0.207391,0.232558,0.28573,0.199966,0.111312,0.511558,1,25,0.031337,0.368155,-1.739475
4,144,5,36.0676,27,7344,34,0.219389,0.465116,0.29113,0.054139,0.067169,0.49511,1,45,0.025937,0.11405,-1.17876
4,144,5,36.0676,28,7394,34,0.430972,0.813953,0.285376,0.050027,0.574531,0.278224,1,75,0.031691,0.118163,0.415163
4,144,5,36.0676,29,7444,34,0.322368,0.534884,0.289597,0.016181,0.448811,0.374003,0,51,0.02747,0.184371,-2.79976
4,144,5,36.0676,30,7494,34,0.20299,0.116279,0.295806,0.099339,0.300536,0.517728,0,15,0.02126,0.06885,-0.445618
4,144,5,36.0676,31,7544,35,0.224757,0.174419,0.283741,0.060088,0.380779,0.487923,1,20,0.033326,0.228277,-2.586032
4,144,5,36.0676,32,7594,35,0.239798,0.302326,0.291854,0.092878,0.272135,0.468335,0,31,0.025213,0.261067,-0.534841
4,144,5,36.0676,33,7644,35,0.295979,0.476744,0.285455,0.062434,0.359283,0.401878,1,46,0.031612,0.230623,-2.518501
4,144,5,36.0676,34,7694,35,0.379564,0.523256,0.287501,0.020029,0.687469,0.320045,1,50,0.029565,0.14816,2.733659
4,144,5,36.0676,35,7744,35,0.169119,0.186047,0.291421,0.084007,0.115002,0.567768,0,21,0.025645,0.252197,-1.028489
4,144,5,36.0676,36,7794,35,0.316084,0.686047,0.290807,0.002226,0.285255,0.380461,0,64,0.02626,0.165964,-2.285934
4,144,5,36.0676,37,7844,35,0.416848,1.069767,0.291457,0.012331,0.293838,0.289137,0,97,0.02561,0.155858,-0.466661
4,144,5,36.0676,38,7894,35,0.363176,0.44186,0.291368,0.091788,0.627688,0.334656,1,43,0.025699,0.076401,2.921466
4,144,5,36.0676,39,7944,35,0.336895,0.697674,0.291694,0.074481,0.283728,0.359493,0,65,0.025372,0.24267,-0.49842
4,144,5,36.0676,40,7994,35,0.328778,0.476744,0.288242,0.087247,0.46288,0.367529,0,46,0.028824,0.080942,-2.843959
4,144,5,36.0676,41,8044,36,0.237999,0.116279,0.298998,0.316852,0.219867,0.470636,0,15,0.018068,0.485041,-0.699048
4,144,5,36.0676,42,8094,36,0.34518,0.465116,0.291866,0.149693,0.474045,0.35147,0,45,0.025201,0.018496,-2.879034
4,144,5,36.0676,43,8144,36,0.492098,1.255814,0.290344,0.045658,0.376577,0.235549,1,113,0.026723,0.122531,-0.206727
4,144,5,36.0676,44,8194,36,0.422986,0.267442,0.280043,0.334988,0.809473,0.284343,1,28,0.037024,0.503177,2.350373
4,144,5,36.0676,45,8244,36,0.24829,0.127907,0.29337,0.080357,0.491525,0.457626,0,16,0.023696,0.248547,0.154392
4,144,5,36.0676,46,8294,36,0.317818,0.639535,0.292924,0.033231,0.305583,0.378667,0,60,0.024143,0.20142,-2.349798
4,144,5,36.0676,47,8344,36,0.180339,0.151163,0.288672,0.031023,0.250498,0.550679,1,18,0.028395,0.199212,-0.602815
4,144,5,36.0676,48,8394,36,0.189901,0.197674,0.292954,0.098206,0.170771,0.53652,1,22,0.024113,0.266395,-0.853285
4,144,5,36.0676,49,8444,36,0.32964,0.476744,0.292179,0.011663,0.537975,0.366667,0,46,0.024888,0.156527,-3.079876
4,144,5,36.0676,50,8494,36,0.377967,0.162791,0.287937,0.105137,0.956005,0.32144,0,19,0.02913,0.063052,1.890027
4,144,5,36.0676,51,8544,37,0.463923,1.011628,0.292042,0.045971,0.506049,0.254339,0,92,0.025025,0.122218,0.200022
4,144,5,36.0676,52,8594,37,0.216885,0.418605,0.288723,0.067798,0.092413,0.498499,0,41,0.028344,0.235987,-1.099456
4,144,5,36.0676,53,8644,37,0.39476,0.581395,0.285182,0.06681,0.645653,0.307068,1,55,0.031885,0.10138,2.865028
4,144,5,36.0676,54,8694,37,0.54127,0.906977,0.28203,0.036221,0.939851,0.206021,1,83,0.035037,0.131968,1.940777
4,144,5,36.0676,55,8744,37,0.24186,0.511628,0.290575,0.010657,0.15458,0.465712,1,49,0.026492,0.157532,-0.90415
4,144,5,36.0676,56,8794,37,0.258597,0.5,0.293833,0.085473,0.155082,0.444957,0,48,0.023234,0.082716,-0.902576
4,144,5,36.0676,57,8844,37,0.400401,0.116279,0.286659,0.349144,0.849523,0.302385,0,15,0.030408,0.517333,1.279077
4,144,5,36.0676,58,8894,37,0.44161,0.5,0.290921,0.088148,0.887371,0.270277,0,48,0.026146,0.256337,2.105648
4,144,5,36.0676,59,8944,37,0.316105,0.430233,0.293481,0.195808,0.344898,0.380439,0,42,0.023586,0.363997,-0.306249
4,144,5,36.0676,60,8994,37,0.459094,0.5,0.289231,0.08652,0.960623,0.257707,0,48,0.027835,0.254709,1.628108
