seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
0,171,4,26.1649,4,13171,46,0.373951,0.523256,0.270464,0.679687,0.022398,0.324976,0,49,0.028508,0.177789,-2.905263
0,171,4,26.1649,5,13221,46,0.428039,0.569767,0.272902,0.844519,0.024966,0.280456,0,53,0.02607,0.012957,-2.756463
0,171,4,26.1649,6,13271,46,0.382433,0.081395,0.270735,0.595126,0.582474,0.317554,1,11,0.028237,0.26235,-1.005
0,171,4,26.1649,7,13321,46,0.137364,0.011628,0.291259,0.001077,0.245493,0.619067,0,5,0.007713,0.856398,2.677049
0,171,4,26.1649,8,13371,46,0.391941,0.5,0.27229,0.778758,0.016717,0.309435,1,47,0.026682,0.078718,-2.782381
0,171,4,26.1649,9,13421,46,0.333289,0.406977,0.270326,0.635468,0.020385,0.363041,0,39,0.028646,0.222008,-2.898939
0,171,4,26.1649,10,13471,46,0.377756,0.395349,0.272747,0.716327,0.126602,0.321625,0,38,0.026226,0.141149,3.050556
0,171,4,26.1649,11,13521,47,0.506537,0.418605,0.276039,0.594436,0.737066,0.226465,0,40,0.022933,0.26304,-0.519335
0,171,4,26.1649,12,13571,47,0.294215,0.244186,0.273705,0.642067,0.016902,0.403814,0,25,0.025267,0.215409,-2.781799
0,171,4,26.1649,13,13621,47,0.564881,0.616279,0.272121,0.809119,0.562007,0.193187,0,57,0.026851,0.048357,1.682692
0,171,4,26.1649,14,13671,47,0.504189,0.348837,0.271863,0.621421,0.774636,0.227917,0,34,0.027109,0.236055,-0.401307
0,171,4,26.1649,15,13721,47,0.367153,0.302326,0.26922,0.529478,0.367589,0.33105,1,30,0.029752,0.327998,-1.680082
0,171,4,26.1649,16,13771,47,0.340472,0.290698,0.273392,0.545469,0.252329,0.356006,1,29,0.02558,0.312006,-2.042182
0,171,4,26.1649,17,13821,47,0.472337,0.209302,0.274785,0.581662,0.823598,0.248576,0,22,0.024187,0.275814,0.860879
0,171,4,26.1649,18,13871,47,0.586356,0.406977,0.274279,0.811347,0.852824,0.18221,0,39,0.024693,0.046129,-0.155673
0,171,4,26.1649,19,13921,47,0.551735,0.44186,0.266175,0.738498,0.760408,0.20023,0,42,0.032797,0.118978,-0.446006
0,171,4,26.1649,20,13971,47,0.565693,0.313953,0.275679,0.722732,0.950407,0.19276,0,31,0.023293,0.134743,0.150893
0,171,4,26.1649,21,14021,48,0.393415,0.290698,0.269973,0.347283,0.665704,0.308195,0,29,0.028999,0.510193,-0.743526
0,171,4,26.1649,22,14071,48,0.477649,0.337209,0.270099,0.448438,0.854848,0.245005,0,33,0.028873,0.409037,0.762705
0,171,4,26.1649,23,14121,48,0.349502,0.348837,0.273289,0.65586,0.120023,0.347356,1,34,0.025683,0.201616,3.071225
0,171,4,26.1649,24,14171,48,0.515651,0.418605,0.271687,0.733447,0.638864,0.220912,0,40,0.027285,0.124029,-0.827846
0,171,4,26.1649,25,14221,48,0.469091,0.488372,0.269261,0.763425,0.355307,0.250783,1,46,0.029711,0.094051,-1.718669
0,171,4,26.1649,26,14271,48,0.403393,0.081395,0.262897,0.64798,0.621298,0.299931,1,11,0.036075,0.209495,-0.883033
0,171,4,26.1649,27,14321,48,0.548362,0.465116,0.271281,0.667305,0.789747,0.202078,0,44,0.027691,0.190171,-0.353833
0,171,4,26.1649,28,14371,48,0.435239,0.313953,0.271298,0.76702,0.388683,0.275009,0,31,0.027674,0.090456,-1.613815
0,171,4,26.1649,29,14421,48,0.520248,0.488372,0.271536,0.82468,0.496403,0.218162,0,46,0.027436,0.032796,-1.275401
