seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
0,42,5,32.5767,4,192,20,0.606839,0.523256,0.398963,0.570978,0.934158,0.172322,0,50,0.027623,0.32015,1.505731
0,42,5,32.5767,5,242,20,0.537227,0.360465,0.397635,0.87324,0.517569,0.208302,0,36,0.02895,0.017888,-3.055005
0,42,5,32.5767,6,292,20,0.420924,0.639535,0.403522,0.603534,0.037105,0.285944,0,60,0.023063,0.287594,-1.312443
0,42,5,32.5767,7,342,20,0.50846,0.77907,0.401767,0.593902,0.259102,0.225281,1,72,0.024818,0.297226,-0.61502
0,42,5,32.5767,8,392,20,0.48743,0.697674,0.398113,0.751266,0.102666,0.238563,1,65,0.028472,0.139862,-1.751548
0,42,5,32.5767,9,442,20,0.595381,0.244186,0.398141,0.74658,0.992615,0.177786,0,26,0.028444,0.144548,1.73578
0,42,5,32.5767,10,492,20,0.704839,1.406977,0.400022,0.757453,0.254904,0.131949,0,126,0.026563,0.133675,-2.229819
0,42,5,32.5767,11,542,21,0.490557,0.209302,0.407786,0.838507,0.506631,0.23654,0,23,0.018799,0.052622,-3.020642
0,42,5,32.5767,12,592,21,0.463823,0.267442,0.398553,0.704401,0.484894,0.254409,0,28,0.028033,0.186727,-2.952353
0,42,5,32.5767,13,642,21,0.676799,0.697674,0.401836,0.825935,0.781749,0.142422,1,65,0.024749,0.065193,2.398235
0,42,5,32.5767,14,692,21,0.547744,0.372093,0.394936,0.731919,0.692027,0.202419,0,37,0.031649,0.159209,0.745053
0,42,5,32.5767,15,742,21,0.545937,0.383721,0.396545,0.739053,0.664431,0.203418,1,38,0.030041,0.152075,2.7668
0,42,5,32.5767,16,792,21,0.462064,0.709302,0.401632,0.599297,0.138026,0.25563,0,66,0.024953,0.291832,-1.862636
0,42,5,32.5767,17,842,21,0.523818,0.77907,0.396634,0.752295,0.167273,0.216051,0,72,0.029951,0.138833,-1.954517
0,42,5,32.5767,18,892,21,0.763392,0.883721,0.402458,0.826623,0.940766,0.112496,0,81,0.024127,0.064506,1.52649
0,42,5,32.5767,19,942,21,0.857701,1.430233,0.399647,0.816135,0.78479,0.087009,0,128,0.026938,0.074993,2.388682
