seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
2,77,4,25.8023,4,177,20,0.492017,0.244186,0.360197,0.606922,0.756761,0.235601,0,25,0.028989,0.199895,0.116294
2,77,4,25.8023,5,227,20,0.406334,0.127907,0.360284,0.541653,0.59549,0.297538,1,15,0.028902,0.265165,-0.390351
2,77,4,25.8023,6,277,20,0.504217,0.302326,0.365276,0.581363,0.767903,0.2279,0,30,0.02391,0.225455,0.151299
2,77,4,25.8023,7,327,20,0.52317,0.162791,0.364308,0.604503,0.961078,0.216433,0,18,0.024878,0.202315,1.002731
2,77,4,25.8023,8,377,20,0.432764,0.209302,0.361099,0.666443,0.494212,0.276869,0,22,0.028088,0.140375,2.469432
2,77,4,25.8023,9,427,20,0.434005,0.406977,0.361851,0.384569,0.582623,0.275935,0,39,0.027335,0.422248,2.191681
2,77,4,25.8023,10,477,20,0.52197,0.976744,0.360402,0.749404,0.001331,0.217141,0,88,0.028784,0.057414,-2.256957
2,77,4,25.8023,11,527,21,0.430678,0.476744,0.36107,0.555198,0.329701,0.278447,0,45,0.028116,0.25162,2.98626
2,77,4,25.8023,12,577,21,0.491731,0.232558,0.370706,0.439406,0.924253,0.235785,0,24,0.018481,0.367411,0.642487
2,77,4,25.8023,13,627,21,0.442031,0.383721,0.365531,0.556258,0.462614,0.269968,1,37,0.023655,0.250559,-0.807794
2,77,4,25.8023,14,677,21,0.399575,0.511628,0.361801,0.546096,0.178774,0.303067,1,48,0.027385,0.260721,-2.822775
2,77,4,25.8023,15,727,21,0.33653,0.151163,0.364153,0.407523,0.423281,0.35985,0,17,0.025033,0.399295,-0.931363
2,77,4,25.8023,16,777,21,0.605672,0.697674,0.359787,0.687303,0.677925,0.172871,1,64,0.029399,0.119515,1.892282
2,77,4,25.8023,17,827,21,0.524802,0.174419,0.354712,0.681649,0.888428,0.215473,0,19,0.034475,0.125169,0.529939
2,77,4,25.8023,18,877,21,0.467155,0.290698,0.362058,0.417529,0.798336,0.25211,0,29,0.027128,0.389288,0.246907
2,77,4,25.8023,19,927,21,0.36317,0.174419,0.358463,0.438881,0.480916,0.334662,0,19,0.030723,0.367936,-0.750297
2,77,4,25.8023,20,977,21,0.533008,0.72093,0.362384,0.734358,0.31436,0.21071,1,66,0.026802,0.072459,3.034453
2,77,4,25.8023,21,1027,22,0.555641,0.55814,0.361056,0.686326,0.61704,0.198111,1,52,0.02813,0.120491,2.083557
2,77,4,25.8023,22,1077,22,0.446798,0.616279,0.363703,0.523947,0.283264,0.266485,0,57,0.025484,0.282871,3.132145
2,77,4,25.8023,23,1127,22,0.310079,0.302326,0.359919,0.340145,0.237925,0.386735,0,30,0.029267,0.466673,-1.513675
2,77,4,25.8023,24,1177,22,0.437474,0.348837,0.362392,0.575226,0.463441,0.27334,0,34,0.026794,0.231591,2.566104
2,77,4,25.8023,25,1227,22,0.493299,0.406977,0.360641,0.694112,0.511465,0.23478,1,39,0.028546,0.112706,2.41523
2,77,4,25.8023,26,1277,22,0.243721,0.034884,0.374172,0.181937,0.383892,0.463357,1,7,0.015015,0.624881,2.816012
2,77,4,25.8023,27,1327,22,0.596785,0.383721,0.361472,0.686173,0.955776,0.177107,0,37,0.027714,0.120645,1.019388
2,77,4,25.8023,28,1377,22,0.396141,0.174419,0.365622,0.269709,0.774813,0.305915,0,19,0.023564,0.537108,0.173006
2,77,4,25.8023,29,1427,22,0.427208,0.430233,0.365744,0.578125,0.334731,0.281091,0,41,0.023442,0.228692,2.970457
2,77,4,25.8023,30,1477,22,0.516469,0.186047,0.361374,0.674878,0.843578,0.22042,1,20,0.027813,0.131939,1.371869
2,77,4,25.8023,31,1527,23,0.280716,0.209302,0.364277,0.464485,0.084801,0.418938,0,22,0.024909,0.342333,-2.527549
2,77,4,25.8023,32,1577,23,0.181084,0.034884,0.340454,0.063591,0.285408,0.549562,0,7,0.048732,0.743227,3.125411
2,77,4,25.8023,33,1627,23,0.392588,0.302326,0.361116,0.48655,0.420362,0.30889,1,30,0.028071,0.320268,2.701438
2,77,4,25.8023,34,1677,23,0.358425,0.05814,0.351716,0.602367,0.421478,0.339015,0,9,0.03747,0.20445,2.697935
2,77,4,25.8023,35,1727,23,0.695692,0.906977,0.359429,0.652315,0.864048,0.135278,1,82,0.029757,0.154503,1.30756
2,77,4,25.8023,36,1777,23,0.388777,0.267442,0.365002,0.661112,0.261552,0.312113,0,27,0.024184,0.145705,-3.08283
2,77,4,25.8023,37,1827,23,0.469034,0.383721,0.364093,0.54857,0.579754,0.250822,1,37,0.025093,0.258248,2.200695
2,77,4,25.8023,38,1877,23,0.392177,0.22093,0.363736,0.2762,0.707843,0.309236,0,23,0.02545,0.530617,1.798291
2,77,4,25.8023,39,1927,23,0.475823,0.093023,0.370736,0.601788,0.837747,0.246226,0,12,0.01845,0.20503,1.390188
2,77,4,25.8023,40,1977,23,0.579706,0.616279,0.363329,0.606662,0.732556,0.185541,0,57,0.025857,0.200155,1.720655
2,77,4,25.8023,41,2027,24,0.443347,0.348837,0.365713,0.643625,0.415214,0.269002,0,34,0.023473,0.163193,2.717614
2,77,4,25.8023,42,2077,24,0.336454,0.151163,0.361138,0.578485,0.255028,0.359925,1,17,0.028049,0.228332,-3.062335
2,77,4,25.8023,43,2127,24,0.616297,0.744186,0.35965,0.722957,0.638394,0.167939,0,68,0.029537,0.08386,-0.255566
2,77,4,25.8023,44,2177,24,0.432891,0.44186,0.363671,0.624673,0.301362,0.276773,0,42,0.025515,0.182145,-1.314384
2,77,4,25.8023,45,2227,24,0.231818,0.127907,0.363712,0.184628,0.251025,0.478627,0,15,0.025474,0.62219,-3.049758
2,77,4,25.8023,46,2277,24,0.343547,0.151163,0.358602,0.556362,0.308061,0.353037,1,17,0.030584,0.250456,3.054244
2,77,4,25.8023,47,2327,24,0.453275,0.406977,0.359704,0.504303,0.542118,0.261824,0,39,0.029482,0.302515,2.318932
2,77,4,25.8023,48,2377,24,0.375275,0.209302,0.364468,0.68569,0.241641,0.323806,0,22,0.024718,0.121127,-1.502003
2,77,4,25.8023,49,2427,24,0.467578,0.197674,0.360779,0.329204,0.982656,0.251819,0,21,0.028407,0.477614,0.934942
2,77,4,25.8023,50,2477,24,0.356905,0.360465,0.365655,0.61658,0.084922,0.340421,0,35,0.023531,0.190237,-2.52793
2,77,4,25.8023,51,2527,25,0.520174,0.511628,0.365456,0.666814,0.536799,0.218206,1,48,0.023731,0.140003,-0.574734
2,77,4,25.8023,52,2577,25,0.323315,0.197674,0.355033,0.429462,0.311092,0.373039,0,21,0.034153,0.377356,3.044721
2,77,4,25.8023,53,2627,25,0.348846,0.27907,0.366129,0.466741,0.283446,0.347977,1,28,0.023057,0.340077,3.131574
2,77,4,25.8023,54,2677,25,0.540789,0.418605,0.3648,0.454234,0.925519,0.20629,0,40,0.024386,0.352583,0.646463
2,77,4,25.8023,55,2727,25,0.492064,0.27907,0.357391,0.439939,0.891858,0.235571,1,28,0.031795,0.366879,0.540714
2,77,4,25.8023,56,2777,25,0.334379,0.081395,0.374091,0.359077,0.522952,0.361965,0,11,0.015096,0.44774,2.379144
2,77,4,25.8023,57,2827,25,0.296929,0.22093,0.357355,0.369766,0.239667,0.400839,1,23,0.031832,0.437051,-1.508204
2,77,4,25.8023,58,2877,25,0.41694,0.081395,0.366171,0.656456,0.563737,0.289065,0,11,0.023015,0.150361,2.251014
2,77,4,25.8023,59,2927,25,0.350462,0.139535,0.363505,0.415212,0.483595,0.34645,1,16,0.025681,0.391606,-0.74188
2,77,4,25.8023,60,2977,25,0.454629,0.72093,0.363876,0.675973,0.057735,0.260861,0,66,0.025311,0.130845,-2.442521
2,77,4,25.8023,61,3027,26,0.631706,0.593023,0.358123,0.683184,0.892496,0.161036,0,55,0.031063,0.123634,1.218188
2,77,4,25.8023,62,3077,26,0.478867,0.151163,0.358205,0.515767,0.890334,0.244193,1,17,0.030981,0.29105,0.535926
2,77,4,25.8023,63,3127,26,0.489399,0.395349,0.370179,0.661767,0.530302,0.237287,1,38,0.019007,0.145051,2.356052
2,77,4,25.8023,64,3177,26,0.496645,0.372093,0.362008,0.588976,0.663501,0.23265,0,36,0.027178,0.217841,-0.176691
2,77,4,25.8023,65,3227,26,0.170169,0.011628,0.358377,0.034705,0.275966,0.566147,1,5,0.030809,0.841522,-3.128113
2,77,4,25.8023,66,3277,26,0.405612,0.127907,0.365408,0.172168,0.956965,0.298124,0,15,0.023779,0.63465,0.745256
2,77,4,25.8023,67,3327,26,0.329405,0.290698,0.355901,0.547824,0.123197,0.366902,1,29,0.033285,0.258993,-2.648174
2,77,4,25.8023,68,3377,26,0.337863,0.360465,0.359696,0.427176,0.204114,0.358546,0,35,0.02949,0.379642,-1.619895
2,77,4,25.8023,69,3427,26,0.247254,0.034884,0.359012,0.051711,0.54341,0.458919,1,7,0.030174,0.755106,2.314874
2,77,4,25.8023,70,3477,26,0.384104,0.27907,0.364253,0.566351,0.32674,0.316112,0,28,0.024933,0.240466,-1.234655
2,77,4,25.8023,71,3527,27,0.300451,0.127907,0.36266,0.706998,0.004241,0.397011,1,15,0.026526,0.09982,-2.247817
2,77,4,25.8023,72,3577,27,0.500131,0.337209,0.3663,0.726751,0.570262,0.230451,1,33,0.022886,0.080066,-0.469608
