seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
4,183,2,12.9141,4,12183,44,0.262233,0.011628,0.010329,0.377454,0.649522,0.440571,0,3,0.022647,0.958154,-0.977499
4,183,2,12.9141,5,12233,44,0.362562,0.116279,0.009602,0.343924,0.980443,0.335216,0,12,0.021921,0.236776,0.185001
4,183,2,12.9141,6,12283,44,0.177801,0.22093,0.014612,0.373023,0.102638,0.554499,1,21,0.026931,0.207678,2.942705
4,183,2,12.9141,7,12333,44,0.025745,0.05814,0.010106,0.008701,0.026033,0.839046,1,7,0.022424,0.589402,-2.936246
4,183,2,12.9141,8,12383,44,0.26076,0.046512,0.039545,0.282837,0.674147,0.442342,0,6,0.051864,0.297864,-0.900137
4,183,2,12.9141,9,12433,44,0.230143,0.069767,0.014053,0.402501,0.434252,0.480816,1,8,0.026371,0.178199,-1.653788
4,183,2,12.9141,10,12483,44,0.078298,0.023256,0.037145,0.11052,0.14227,0.727135,1,4,0.049464,0.470181,-2.571077
4,183,2,12.9141,11,12533,45,0.077861,0.046512,0.010617,0.015939,0.238376,0.728001,1,6,0.022936,0.596639,-2.269152
4,183,2,12.9141,12,12583,45,0.196854,0.069767,0.020006,0.127959,0.569683,0.526455,0,8,0.032324,0.708659,-1.228319
4,183,2,12.9141,13,12633,45,0.210417,0.081395,0.020305,0.50512,0.234846,0.50736,1,9,0.032623,0.07558,-2.280242
4,183,2,12.9141,14,12683,45,0.08001,0.034884,0.002512,0.199398,0.083248,0.72375,1,5,0.009807,0.780099,3.003623
4,183,2,12.9141,15,12733,45,0.243784,0.034884,0.021907,0.014457,0.90389,0.463277,0,5,0.034226,0.566243,0.4255
4,183,2,12.9141,16,12783,45,0.087883,0.0,0.012318,0.062106,0.277109,0.708394,1,2,0.0,0.642807,2.394591
4,183,2,12.9141,17,12833,45,0.101331,0.05814,0.011505,0.200725,0.134954,0.682915,1,7,0.023824,0.781425,2.841184
4,183,2,12.9141,18,12883,45,0.153885,0.023256,0.010272,0.373287,0.208724,0.591826,1,4,0.022591,0.953987,-2.362308
4,183,2,12.9141,19,12933,45,0.232976,0.0,0.012318,0.012153,0.907432,0.47712,1,2,0.0,0.592854,-0.167249
4,183,2,12.9141,20,12983,45,0.284469,0.127907,0.020839,0.259056,0.730073,0.414678,1,13,0.033157,0.321645,0.97156
4,183,2,12.9141,21,13033,46,0.218978,0.05814,0.02104,0.407674,0.389058,0.495664,0,7,0.033358,0.173027,-1.79577
4,183,2,12.9141,22,13083,46,0.189616,0.127907,0.014593,0.009927,0.606039,0.536936,0,13,0.026912,0.590627,-1.114106
4,183,2,12.9141,23,13133,46,0.229401,0.116279,0.010253,0.217023,0.574048,0.481789,1,12,0.022572,0.797724,1.461728
4,183,2,12.9141,24,13183,46,0.117179,0.116279,0.012327,0.104285,0.235823,0.654061,1,12,0.024645,0.476415,2.524294
4,183,2,12.9141,25,13233,46,0.029742,0.069767,0.015695,0.01305,0.020457,0.82996,1,8,0.028013,0.567651,-3.082298
4,183,2,12.9141,26,13283,46,0.254011,0.151163,0.01551,0.293495,0.555877,0.45055,0,15,0.027829,0.287206,1.518814
4,183,2,12.9141,27,13333,46,0.244739,0.023256,0.011293,0.39294,0.551469,0.462074,0,4,0.023611,0.97364,-1.28554
4,183,2,12.9141,28,13383,46,0.262328,0.069767,0.005844,0.296043,0.677659,0.440457,0,8,0.018163,0.876743,1.136226
4,183,2,12.9141,29,13433,46,0.186044,0.05814,0.02201,0.323928,0.340099,0.542187,0,7,0.034329,0.256773,-1.949579
4,183,2,12.9141,30,13483,46,0.3307,0.081395,0.009643,0.252033,0.979729,0.36561,0,9,0.021961,0.328667,0.187243
4,183,2,12.9141,31,13533,47,0.158993,0.046512,0.017143,0.119443,0.452876,0.583647,1,6,0.029462,0.461258,1.842401
4,183,2,12.9141,32,13583,47,0.094709,0.023256,0.010632,0.096139,0.248808,0.695345,1,4,0.022951,0.67684,2.483501
4,183,2,12.9141,33,13633,47,0.23271,0.023256,0.0003,0.087177,0.820106,0.477466,1,4,0.012618,0.493524,-0.441594
4,183,2,12.9141,34,13683,47,0.287709,0.05814,0.017914,0.09274,0.982043,0.411034,1,7,0.030232,0.487961,0.179973
4,183,2,12.9141,35,13733,47,0.239714,0.081395,0.01817,0.361025,0.498268,0.468442,1,9,0.030488,0.219676,1.699798
4,183,2,12.9141,36,13783,47,0.109425,0.046512,0.002055,0.146967,0.242168,0.668022,1,6,0.010264,0.433734,-2.25724
4,183,2,12.9141,37,13833,47,0.204878,0.046512,0.002819,0.50399,0.266193,0.515072,0,6,0.015138,0.076711,2.428884
4,183,2,12.9141,38,13883,47,0.166345,0.0,0.012318,0.415965,0.237098,0.572075,1,2,0.0,0.996666,-2.273168
4,183,2,12.9141,39,13933,47,0.084549,0.081395,0.014857,0.137296,0.10465,0.714857,1,9,0.027175,0.717996,-2.689264
4,183,2,12.9141,40,13983,47,0.228403,0.069767,0.032276,0.351859,0.459708,0.483101,0,8,0.044595,0.228842,-1.573816
4,183,2,12.9141,41,14033,48,0.228214,0.093023,0.021503,0.363192,0.435136,0.48335,0,10,0.033821,0.217508,1.898132
4,183,2,12.9141,42,14083,48,0.189659,0.069767,0.008641,0.076687,0.603541,0.536874,1,8,0.02096,0.504014,1.369074
4,183,2,12.9141,43,14133,48,0.184929,0.034884,0.023546,0.283151,0.398136,0.543836,0,5,0.035865,0.297549,2.014372
4,183,2,12.9141,44,14183,48,0.206413,0.011628,0.047698,0.193713,0.572612,0.512923,0,3,0.060016,0.386987,-1.219119
4,183,2,12.9141,45,14233,48,0.157375,0.0,0.012318,0.185767,0.431414,0.586226,1,2,0.0,0.766468,1.909827
4,183,2,12.9141,46,14283,48,0.100308,0.023256,0.011461,0.338428,0.028085,0.684821,1,4,0.02378,0.919129,-3.106263
4,183,2,12.9141,47,14333,48,0.280004,0.127907,0.024075,0.337816,0.63022,0.419751,1,13,0.036394,0.242885,-1.038138
4,183,2,12.9141,48,14383,48,0.218775,0.046512,0.004325,0.093638,0.730627,0.495938,0,6,0.016644,0.674338,0.96982
4,183,2,12.9141,49,14433,48,0.138798,0.069767,0.016306,0.212296,0.256824,0.616654,1,8,0.028625,0.792996,-2.211194
4,183,2,12.9141,50,14483,48,0.154791,0.023256,0.028666,0.378331,0.188909,0.590368,1,4,0.040985,0.20237,2.671677
4,183,2,12.9141,51,14533,49,0.150399,0.069767,0.022652,0.420576,0.088602,0.597472,0,8,0.03497,0.160125,-2.73968
4,183,2,12.9141,52,14583,49,0.359648,0.127907,0.021712,0.327191,0.961783,0.337887,0,13,0.034031,0.25351,0.0035
4,183,2,12.9141,53,14633,49,0.098116,0.034884,0.021317,0.166203,0.170059,0.688922,1,5,0.033636,0.414497,2.730898
4,183,2,12.9141,54,14683,49,0.352938,0.116279,0.020027,0.479031,0.796414,0.344121,1,12,0.032346,0.10167,-0.516023
4,183,2,12.9141,55,14733,49,0.211965,0.05814,0.011801,0.123062,0.654859,0.505224,1,7,0.02412,0.703762,-0.960732
4,183,2,12.9141,56,14783,49,0.122055,0.023256,0.007124,0.375201,0.082639,0.64543,0,4,0.019443,0.955901,3.005536
4,183,2,12.9141,57,14833,49,0.174429,0.011628,0.01849,0.247687,0.419909,0.559616,1,3,0.030809,0.828388,-1.69885
4,183,2,12.9141,58,14883,49,0.240804,0.093023,0.019374,0.445497,0.40532,0.467054,0,10,0.031692,0.135203,1.991804
4,183,2,12.9141,59,14933,49,0.16698,0.05814,0.022635,0.029026,0.558119,0.571087,0,7,0.034953,0.551675,1.511771
4,183,2,12.9141,60,14983,49,0.138296,0.023256,0.036565,0.314347,0.179015,0.617499,1,4,0.048884,0.266353,-2.455641
