seed,cid,n_core,b_gen,pulse_n,t,window,delta,d_n,d_s,d_r,d_phase,p_capture,captured,n_local,s_avg_local,r_local,theta_avg_local
1,139,5,33.7085,4,8689,37,0.644586,0.906977,0.452539,0.219283,0.999546,0.155484,0,83,0.025058,0.222784,-2.940078
1,139,5,33.7085,5,8739,37,0.315357,0.348837,0.447269,0.188246,0.277076,0.381215,1,35,0.030328,0.253821,-0.667518
1,139,5,33.7085,6,8789,37,0.362353,0.360465,0.451338,0.088144,0.549468,0.335407,1,36,0.026259,0.353923,1.929144
1,139,5,33.7085,7,8839,37,0.485152,0.616279,0.451046,0.249822,0.623458,0.240049,0,58,0.02655,0.192244,-1.755711
1,139,5,33.7085,8,8889,37,0.560284,0.616279,0.449106,0.272263,0.903489,0.195621,0,58,0.02849,0.169804,3.041336
1,139,5,33.7085,9,8939,37,0.600456,1.023256,0.453894,0.416009,0.508667,0.175344,0,93,0.023702,0.026058,1.800964
1,139,5,33.7085,10,8989,37,0.449367,0.453488,0.452321,0.27275,0.61891,0.264626,0,44,0.025276,0.169316,-1.741422
1,139,5,33.7085,11,9039,38,0.457289,0.430233,0.449481,0.201732,0.74771,0.258977,0,42,0.028115,0.240335,-2.146059
1,139,5,33.7085,12,9089,38,0.311148,0.27907,0.445353,0.263937,0.256231,0.385611,1,29,0.032244,0.17813,-0.602031
1,139,5,33.7085,13,9139,38,0.500419,0.72093,0.449388,0.295046,0.536311,0.23027,1,67,0.028208,0.147021,1.887812
1,139,5,33.7085,14,9189,38,0.397877,0.267442,0.449365,0.000177,0.874526,0.304471,0,28,0.028232,0.44189,2.950345
1,139,5,33.7085,15,9239,38,0.449326,1.046512,0.453099,0.266875,0.030819,0.264656,1,95,0.024497,0.175192,0.299761
1,139,5,33.7085,16,9289,38,0.285029,0.244186,0.453605,0.341465,0.100859,0.414046,1,26,0.023991,0.100602,-0.113916
1,139,5,33.7085,17,9339,38,0.310817,0.372093,0.448917,0.18138,0.240879,0.385958,0,37,0.028679,0.260687,-0.553802
1,139,5,33.7085,18,9389,38,0.377944,0.406977,0.453911,0.358015,0.292872,0.321461,0,40,0.023685,0.084052,1.123024
1,139,5,33.7085,19,9439,38,0.441466,0.383721,0.447709,0.17056,0.763872,0.270384,0,38,0.029888,0.271506,-2.196835
1,139,5,33.7085,20,9489,38,0.46591,0.267442,0.433245,0.324189,0.838765,0.252966,0,28,0.044351,0.117878,2.838
1,139,5,33.7085,21,9539,39,0.291897,0.372093,0.44995,0.086827,0.25872,0.406371,0,37,0.027646,0.35524,-0.609852
1,139,5,33.7085,22,9589,39,0.38687,0.255814,0.450546,0.021776,0.819343,0.313739,0,27,0.027051,0.463843,2.776984
1,139,5,33.7085,23,9639,39,0.554093,0.686047,0.455794,0.180445,0.894088,0.198948,0,64,0.021803,0.261622,-2.60592
1,139,5,33.7085,24,9689,39,0.480246,0.616279,0.450143,0.198058,0.656504,0.243278,0,58,0.027454,0.244009,-1.859528
1,139,5,33.7085,25,9739,39,0.524497,0.906977,0.449366,0.389241,0.352403,0.215652,0,83,0.02823,0.052826,-0.904166
1,139,5,33.7085,26,9789,39,0.311587,0.418605,0.454342,0.339683,0.033719,0.385149,0,41,0.023254,0.102383,0.308872
1,139,5,33.7085,27,9839,39,0.428227,0.267442,0.453121,0.113764,0.878582,0.280312,0,28,0.024475,0.328303,2.963089
1,139,5,33.7085,28,9889,39,0.447149,0.372093,0.447052,0.106878,0.862574,0.26623,1,37,0.030545,0.335189,2.912798
1,139,5,33.7085,29,9939,39,0.432948,0.604651,0.453308,0.038167,0.635667,0.27673,1,57,0.024288,0.4039,2.199949
1,139,5,33.7085,30,9989,39,0.497415,1.0,0.45228,0.371711,0.16567,0.232162,0,91,0.025317,0.070356,-0.317527
1,139,5,33.7085,31,10039,40,0.278482,0.430233,0.450869,0.204625,0.028201,0.421496,0,42,0.026727,0.237441,0.114343
1,139,5,33.7085,32,10089,40,0.536866,0.930233,0.445286,0.398199,0.373747,0.208507,0,85,0.03231,0.043868,-0.971221
1,139,5,33.7085,33,10139,40,0.300777,0.139535,0.455232,0.130763,0.477578,0.396659,0,17,0.022364,0.311304,-1.297415
1,139,5,33.7085,34,10189,40,0.2921,0.267442,0.448472,0.301983,0.150503,0.406146,0,28,0.029124,0.140083,-0.269879
1,139,5,33.7085,35,10239,40,0.32595,0.546512,0.450382,0.044375,0.262532,0.370372,1,52,0.027215,0.486442,-0.621826
1,139,5,33.7085,36,10289,40,0.432316,0.930233,0.451945,0.113195,0.23389,0.277207,0,85,0.025651,0.328871,0.937729
1,139,5,33.7085,37,10339,40,0.473156,0.674419,0.451345,0.330934,0.435925,0.248022,0,63,0.026251,0.111133,-1.166558
1,139,5,33.7085,38,10389,40,0.581449,0.848837,0.451805,0.425652,0.599504,0.184662,0,78,0.025791,0.016415,2.086338
1,139,5,33.7085,39,10439,40,0.288816,0.534884,0.452528,0.124445,0.043407,0.409796,1,51,0.025068,0.317622,0.339308
1,139,5,33.7085,40,10489,40,0.430403,0.55814,0.450571,0.381621,0.33128,0.278656,0,53,0.027025,0.060446,-0.837806
1,139,5,33.7085,41,10539,41,0.329992,0.209302,0.451684,0.108731,0.55025,0.366316,0,23,0.025912,0.333336,1.931601
1,139,5,33.7085,42,10589,41,0.373057,0.488372,0.453953,0.165124,0.38478,0.325769,1,47,0.023644,0.276943,1.411762
1,139,5,33.7085,43,10639,41,0.170761,0.197674,0.451183,0.0257,0.008486,0.565235,1,22,0.026414,0.467767,0.229602
1,139,5,33.7085,44,10689,41,0.534849,0.848837,0.448971,0.325382,0.516204,0.209656,0,78,0.028625,0.116685,-1.418762
1,139,5,33.7085,45,10739,41,0.373887,0.523256,0.451701,0.161343,0.35925,0.325033,1,50,0.025895,0.280724,-0.925676
1,139,5,33.7085,46,10789,41,0.40249,0.604651,0.450062,0.367104,0.188143,0.30067,0,57,0.027534,0.074963,0.794009
1,139,5,33.7085,47,10839,41,0.443373,0.255814,0.453592,0.236355,0.827732,0.268982,0,27,0.024005,0.205712,-2.397457
1,139,5,33.7085,48,10889,41,0.489319,0.453488,0.444521,0.416897,0.642368,0.237339,0,44,0.033075,0.02517,-1.815119
1,139,5,33.7085,49,10939,41,0.654966,1.511628,0.451328,0.303277,0.353633,0.151149,0,135,0.026268,0.13879,1.313911
1,139,5,33.7085,50,10989,41,0.399354,0.267442,0.446055,0.26215,0.621768,0.303249,0,28,0.031541,0.179917,-1.7504
