window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
11,5000,3141,0,0,0,1.9294,1,12.5,3,3128,4.54,0.984,3192.2,13,1.0,161,3,10,1481,0.00134,0.0266,27.7778,10,9.3,0.0132,0.004,0,0,0,0,0.043033,0.015625,61,0.6369,0.4094,0.2567,0,0,0
12,5000,3066,1,4,3,1.9095,1,12.8,6,3055,4.47,0.9664,3172.8,11,1.0,148,4,17,1407,0.00132,0.0181,25.641,11,10.0,0.0118,0.0039,0,0,0,0,0.043084,0.015625,61,0.6373,0.4457,0.2573,0,0,0
13,5000,3085,1,5,0,1.9698,1,12.6,0,3080,4.55,0.9762,3160.2,5,1.0,138,1,11,1376,0.001385,0.023,10.917,12,11.1,0.0129,0.0042,1,0,0,0,0.05428,0.015625,60,0.7121,0.4999,0.264,0,0,0
14,5000,3136,0,0,1,1.9493,2,12.2,0,3131,4.48,0.9934,3157.0,5,1.0,124,0,14,1268,0.001452,0.0266,12.5628,13,12.2,0.0179,0.005,0,0,0,0,0.05569,0.015625,58,0.7194,0.5484,0.2702,0,0,0
15,5000,3141,0,0,0,1.968,1,12.6,0,3136,4.51,0.9956,3155.0,5,1.0,115,0,9,1201,0.001503,0.0329,14.245,14,13.1,0.0159,0.0051,0,0,0,0,0.052055,0.015625,58,0.6998,0.5922,0.2738,0,0,0
16,5000,3003,0,0,0,1.9525,1,12.4,0,2998,4.41,0.9573,3137.1,5,1.0,111,5,9,1172,0.001434,0.0238,13.7363,15,13.7,0.0151,0.0045,0,0,0,0,0.082011,0.015625,58,0.8095,0.6742,0.2785,0,0,0
17,5000,3085,1,3,3,1.9764,1,12.6,3,3077,4.48,0.9852,3131.3,8,1.0,103,1,9,1119,0.001564,0.0355,22.7273,16,14.5,0.0221,0.0063,0,0,0,0,0.07377,0.015625,55,0.7882,0.748,0.2866,0,0,0
18,5000,3162,0,0,3,1.9668,1,12.2,3152,0,4.56,1.0088,3134.5,10,1.0,100,3,6,1097,0.001549,0.0345,27.3224,17,15.1,0.0188,0.0058,0,0,0,0,0.066313,0.015625,54,0.7644,0.8143,0.2913,0,0,0
19,5000,3063,1,3,3,1.9841,1,12.7,13,3050,4.4,0.9794,3127.4,13,1.0,100,6,6,1095,0.001601,0.0313,38.3481,18,15.3,0.016,0.006,0,0,0,0,0.08547,0.015625,52,0.8172,0.8912,0.2997,0,0,0
20,5000,3171,1,4,3,1.9506,1,12.9,3168,0,4.52,1.0126,3131.5,3,1.0,95,1,6,1067,0.001554,0.0282,8.6455,19,16.2,0.018,0.0058,0,0,0,0,0.059155,0.015625,50,0.7359,0.9504,0.3071,0,0,0
21,5000,3123,1,5,3,1.8812,2,12.6,5,3113,4.53,0.9975,3130.7,10,1.0,91,3,7,1066,0.001587,0.0364,25.641,20,17.2,0.0191,0.0067,1,0,0,0,0.061625,0.015625,50,0.7464,1.0064,0.312,0,0,0
22,5000,3130,0,0,3,1.8843,2,13.6,4,3121,4.46,0.9998,3130.7,9,1.0,85,1,7,1011,0.001798,0.0415,28.9855,21,18.6,0.0198,0.0079,0,0,0,0,0.069204,0.015625,47,0.7742,1.0756,0.3184,0,0,0
23,5000,3095,1,4,1,1.8704,1,12.6,2,3090,4.5,0.9897,3127.3,5,1.0,81,2,6,971,0.001711,0.0432,12.6984,22,19.3,0.0222,0.0082,0,0,0,0,0.061728,0.015625,47,0.7469,1.1373,0.3247,0,0,0
24,5000,3064,0,0,1,1.8775,1,12.5,0,3064,4.5,0.9817,3121.2,0,1.0,74,0,7,905,0.001648,0.04,0.0,23,20.1,0.0225,0.0077,0,0,0,0,0.076364,0.015625,44,0.7954,1.2137,0.33,0,0,0
25,5000,3037,1,3,0,1.864,1,12.3,0,3033,4.49,0.9755,3113.2,4,1.0,74,3,3,899,0.001653,0.0323,14.7059,24,20.1,0.0225,0.0069,0,0,0,0,0.064516,0.015625,43,0.7578,1.2603,0.3346,0,0,0
26,4998,3003,3,5,1,1.8164,1,12.4,7,2991,4.36,0.9679,3102.7,12,1.0,75,4,3,951,0.001805,0.0307,39.1459,25,20.4,0.0239,0.0071,1,0,0,0,0.064846,0.015625,45,0.759,1.3081,0.3398,0,0,0
27,4998,3126,0,0,3,1.8506,2,12.4,3118,0,4.51,1.0068,3104.9,8,1.0,69,0,6,898,0.00187,0.0468,29.5203,26,21.7,0.0249,0.0085,0,0,0,0,0.068345,0.015625,44,0.7714,1.3764,0.3436,0,0,0
28,4998,3015,1,4,3,1.9054,1,12.2,3,3003,4.38,0.9737,3096.4,12,1.0,69,2,2,885,0.001965,0.0447,50.4202,27,21.9,0.0264,0.0099,0,0,0,0,0.073171,0.015625,46,0.7865,1.4496,0.3465,0,0,0
29,4996,3049,2,3,3,1.8473,1,12.2,6,3035,4.41,0.9861,3091.9,14,1.0,67,4,6,881,0.001962,0.0347,56.6802,28,21.9,0.019,0.0087,0,0,0,0,0.061776,0.015625,45,0.7471,1.4766,0.3474,0,0,0
30,4995,3086,2,5,3,1.9649,2,12.2,6,3066,4.45,0.9983,3091.3,20,1.0,67,4,4,881,0.002148,0.0372,69.9301,29,21.2,0.0205,0.0083,1,0,0,0,0.057432,0.015625,43,0.7279,1.5172,0.3487,0,0,0
31,4995,3099,0,0,3,1.9837,2,12.2,3088,0,4.47,1.0023,3092.0,11,1.0,65,0,2,876,0.001952,0.0702,40.0,30,22.4,0.0259,0.0112,0,0,0,0,0.084211,0.015625,41,0.8145,1.5593,0.3519,0,0,0
32,4995,3115,0,0,3,1.9861,1,12.6,3111,0,4.51,1.0067,3094.2,4,1.0,65,4,4,878,0.001817,0.0377,14.5985,31,23.1,0.0219,0.008,0,0,0,0,0.085616,0.015625,40,0.8175,1.6243,0.3551,0,0,0
33,4994,3021,0,0,3,1.9528,1,13.6,4,3017,4.43,0.9785,3087.2,4,1.0,63,0,2,878,0.001708,0.051,16.5289,32,24.7,0.0284,0.0103,0,0,0,0,0.066667,0.015625,40,0.7656,1.6871,0.3599,0,0,0
34,4994,3062,1,3,3,1.9438,1,12.3,6,3056,4.39,0.9926,3084.8,6,1.0,63,1,1,857,0.001757,0.0413,28.436,33,25.2,0.0254,0.0093,0,0,0,0,0.06422,0.015625,37,0.7567,1.7513,0.3643,0,0,0
35,4992,3175,3,5,3,1.919,1,12.2,3165,0,4.5,1.029,3094.3,19,1.0,64,4,3,922,0.002006,0.0603,65.9341,34,25.6,0.0259,0.0098,3,0,0,0,0.060284,0.015625,39,0.7408,1.8009,0.3641,0,0,0
36,4991,3021,0,0,3,1.9329,2,12.1,0,3021,4.45,0.9785,3087.3,0,1.0,60,0,4,864,0.002053,0.0418,0.0,35,26.6,0.0254,0.0091,0,0,0,0,0.068441,0.015625,39,0.7717,1.8618,0.3668,0,0,0
37,4990,2994,0,0,3,1.9502,1,12.2,0,2994,4.44,0.9726,3078.4,0,1.0,56,0,4,843,0.001872,0.049,0.0,36,27.5,0.0291,0.0111,0,0,0,0,0.069388,0.015625,37,0.7748,1.9189,0.3695,0,0,0
38,4989,3056,1,3,3,1.9593,1,12.1,5,3051,4.48,0.9934,3076.3,5,1.0,55,3,4,828,0.001958,0.0489,22.5225,37,26.4,0.0231,0.0118,0,0,0,0,0.075556,0.015625,35,0.7932,1.9723,0.373,0,0,0
39,4989,3172,1,5,3,1.9527,1,12.2,3174,0,4.54,1.031,3086.4,8,1.0,52,1,4,815,0.0024,0.0598,34.9345,38,27.0,0.0264,0.0118,1,0,0,0,0.102564,0.015625,36,0.8477,2.0278,0.3749,0,0,0
40,4988,3079,1,5,3,1.9928,2,12.3,5,3069,4.5,0.9978,3085.7,10,1.0,51,3,4,829,0.002186,0.0458,42.5532,39,27.5,0.0287,0.0112,1,0,0,0,0.079167,0.015625,33,0.8026,2.082,0.3768,0,0,0
41,4988,3089,0,0,3,1.9855,2,12.5,3084,0,4.51,1.001,3086.0,5,1.0,51,2,2,822,0.002214,0.048,16.2602,40,27.7,0.0278,0.0109,0,0,0,0,0.068,0.015625,33,0.7702,2.126,0.3794,0,0,0
42,4988,3047,0,0,3,1.8413,1,12.6,3,3044,4.46,0.9886,3082.3,3,1.0,49,0,2,804,0.001826,0.0565,13.3333,41,29.0,0.0292,0.0123,0,1,0,0,0.078261,0.015625,33,0.8003,2.1695,0.3824,0,0,0
43,4987,3010,0,0,3,1.8568,1,13.2,0,3002,4.31,0.9787,3075.4,8,1.0,51,8,6,821,0.002041,0.048,25.1046,42,28.1,0.0282,0.0105,0,0,0,0,0.072,0.015625,37,0.783,2.1935,0.3847,0,0,0
44,4987,3180,3,5,3,1.8682,1,13.0,3175,0,4.52,1.0354,3086.9,21,1.0,52,4,3,853,0.002156,0.0448,73.0769,43,27.7,0.0231,0.0102,3,0,0,0,0.067164,0.015625,36,0.7674,2.2382,0.3865,0,0,0
45,4987,3092,0,0,3,1.9193,1,12.4,3087,0,4.47,1.0015,3087.4,5,1.0,46,0,6,821,0.002205,0.0476,20.5761,44,31.0,0.0299,0.0116,0,1,0,0,0.095238,0.015625,35,0.8359,2.3216,0.3885,0,0,0
46,4987,3122,1,5,3,1.9086,1,12.6,3106,0,4.51,1.0101,3090.7,16,1.0,49,7,4,813,0.002288,0.0485,74.4186,45,29.1,0.0249,0.011,1,0,0,0,0.0837,0.015625,36,0.8133,2.3788,0.3892,0,0,0
47,4987,2945,0,0,3,1.906,1,12.7,3,2937,4.3,0.9572,3076.8,8,1.0,47,0,2,790,0.002553,0.0566,38.6473,46,29.4,0.0274,0.011,0,0,0,0,0.070755,0.015625,35,0.7792,2.4354,0.3893,0,0,0
48,4987,3042,0,0,3,1.8475,1,12.5,3,3039,4.4,0.9898,3073.5,3,1.0,45,0,2,782,0.002089,0.0457,14.3541,47,30.6,0.0267,0.0096,0,1,0,0,0.073059,0.015625,35,0.7861,2.4902,0.3908,0,0,0
49,4987,3015,0,0,3,1.904,1,13.0,3,3012,4.35,0.9828,3067.9,3,1.0,45,0,0,757,0.001874,0.0744,14.218,48,31.6,0.0282,0.0136,0,0,0,0,0.074419,0.015625,34,0.79,2.5414,0.3924,0,0,0
50,4986,3051,0,0,3,1.971,1,12.8,0,3051,4.52,0.995,3066.3,0,1.0,41,0,4,742,0.001914,0.049,0.0,49,34.2,0.0297,0.0114,0,0,0,0,0.078431,0.015625,33,0.8008,2.6198,0.3948,0,0,0
51,4985,3071,0,0,3,1.971,1,12.9,3071,0,4.43,1.0014,3066.7,0,1.0,39,0,2,706,0.002081,0.0812,0.0,50,36.1,0.0321,0.0149,0,0,0,0,0.101523,0.015625,31,0.8461,2.7213,0.3977,0,0,0
52,4985,3146,0,0,3,1.8955,1,12.6,3146,0,4.54,1.0233,3074.3,0,1.0,39,0,0,703,0.001832,0.0729,0.0,51,37.1,0.0332,0.0158,0,0,0,0,0.09375,0.015625,30,0.8333,2.7995,0.4,0,0,0
53,4983,3000,0,0,3,1.8464,1,12.6,2,2998,4.45,0.9781,3067.2,2,1.0,40,2,1,716,0.00188,0.0558,9.5694,52,37.1,0.0304,0.0131,0,0,0,0,0.106977,0.015625,31,0.8539,2.9064,0.4031,0,0,0
54,4983,3043,0,0,3,1.5305,1,12.4,0,3043,4.43,0.9929,3064.9,0,1.0,40,0,0,711,0.001781,0.06,0.0,53,38.1,0.0305,0.0127,0,0,0,0,0.1,0.015625,31,0.8438,3.0064,0.4053,0,0,0
55,4983,3161,2,5,3,1.7395,1,12.8,3157,0,4.49,1.0309,3074.9,13,1.0,44,8,4,776,0.001924,0.0494,47.619,54,35.5,0.0274,0.0113,1,0,0,0,0.082305,0.015625,33,0.8102,3.0394,0.4072,0,0,0
56,4983,3095,2,5,3,1.7641,1,12.4,3080,0,4.51,1.0059,3076.8,15,1.0,44,4,4,778,0.001925,0.0486,58.8235,55,35.2,0.0287,0.0108,1,0,0,0,0.072874,0.015625,34,0.7856,3.1122,0.4078,0,0,0
57,4983,2993,0,0,3,1.65,2,12.4,1,2982,4.41,0.9753,3068.8,11,1.0,43,1,2,765,0.002188,0.0524,49.0196,56,35.7,0.0277,0.0119,0,0,0,0,0.1,0.015625,33,0.8438,3.1456,0.4079,0,0,0
58,4983,2986,2,5,3,1.7885,1,12.5,5,2971,4.39,0.9755,3061.0,15,1.0,43,5,5,796,0.002265,0.0583,56.3232,57,35.3,0.028,0.0128,1,0,0,0,0.101942,0.015625,33,0.8467,3.2475,0.409,0,0,0
59,4983,3021,2,4,3,1.958,1,12.4,3,3008,4.43,0.9882,3057.2,13,1.0,43,5,5,804,0.002123,0.0511,58.0357,58,34.9,0.0271,0.0131,0,0,0,0,0.080851,0.015625,34,0.8067,3.3113,0.4105,0,0,0
60,4983,3092,2,5,3,1.9699,2,13.0,3070,0,4.47,1.0103,3060.5,22,1.0,46,7,4,826,0.002209,0.0444,92.437,59,32.2,0.026,0.0098,1,1,0,0,0.064516,0.015625,35,0.7578,3.3638,0.4103,0,0,0
61,4983,3012,0,0,3,1.876,2,13.4,3,2985,4.49,0.9856,3055.9,27,1.0,51,13,8,872,0.002049,0.0415,112.0332,60,29.9,0.0202,0.0082,0,0,0,0,0.056604,0.015625,40,0.724,3.3977,0.4099,0,0,0
62,4982,3021,1,5,3,1.8735,1,13.2,1,3000,4.43,0.9897,3052.5,21,1.0,50,2,3,860,0.00203,0.0515,90.4977,61,29.6,0.0237,0.0096,1,0,0,0,0.072961,0.015625,39,0.7858,3.4664,0.4096,0,0,0
63,4981,3112,2,5,3,1.9591,1,12.6,3100,0,4.47,1.0176,3058.2,12,1.0,44,2,8,878,0.002146,0.0458,45.6274,62,33.6,0.0249,0.0089,1,0,0,0,0.105634,0.015625,38,0.8521,3.5157,0.4103,0,0,0
64,4980,3027,1,5,3,1.97,2,12.5,1,3022,4.47,0.9908,3055.2,5,1.0,43,2,3,845,0.002203,0.0424,17.4672,63,35.3,0.0261,0.01,1,0,0,0,0.084746,0.015625,32,0.8156,3.575,0.4112,0,0,0
65,4979,3066,1,5,1,1.9769,2,13.1,3061,0,4.46,1.0032,3056.3,5,1.0,43,1,1,845,0.002166,0.0545,23.1481,64,36.2,0.0259,0.0115,1,0,0,0,0.104545,0.015625,31,0.8505,3.6296,0.413,0,0,0
66,4977,3003,0,0,3,1.9955,2,13.4,0,2998,4.43,0.9842,3051.2,5,1.0,41,0,2,824,0.002142,0.0569,24.2718,65,38.6,0.0277,0.0119,0,1,0,0,0.090047,0.015625,31,0.8265,3.6533,0.414,0,0,0
67,4976,3068,1,5,3,1.9502,1,14.5,3056,0,4.41,1.005,3052.8,12,1.0,42,3,2,849,0.002142,0.0472,40.3226,66,38.6,0.0267,0.0114,1,0,0,0,0.098425,0.015625,33,0.8412,3.6848,0.4156,0,0,0
68,4975,3091,0,0,3,1.9562,1,13.2,3086,0,4.42,1.0113,3056.4,5,1.0,41,0,1,836,0.002065,0.047,22.0264,67,40.3,0.0273,0.012,0,0,0,0,0.076923,0.015625,31,0.7969,3.7574,0.4179,0,0,0
69,4974,3097,0,0,3,1.933,1,12.8,3089,0,4.46,1.012,3060.3,8,1.0,42,3,2,818,0.002156,0.046,34.188,68,38.9,0.0279,0.0109,0,1,0,0,0.075314,0.015625,31,0.7925,3.7998,0.4194,0,0,0
70,4971,3068,1,3,0,1.8609,1,13.0,3053,0,4.48,1.0023,3061.0,15,1.0,43,6,5,857,0.001975,0.05,57.2687,69,38.7,0.026,0.0098,0,1,0,0,0.095833,0.015625,34,0.837,3.8957,0.4209,0,0,0
71,4969,3053,1,3,3,1.8792,1,13.1,9,3044,4.41,0.9976,3060.3,9,1.0,45,4,2,852,0.001877,0.0412,38.1356,70,37.8,0.0245,0.0091,0,0,0,0,0.09465,0.015625,33,0.8349,3.9903,0.4212,0,0,0
72,4967,3023,1,5,3,1.9749,2,12.5,11,3007,4.48,0.989,3056.7,16,1.0,44,3,4,882,0.001943,0.0541,57.1429,71,39.6,0.0266,0.0104,1,0,0,0,0.104247,0.015625,35,0.8501,4.0907,0.422,0,0,0
73,4963,3048,1,5,3,1.9075,2,12.4,9,3034,4.41,0.9974,3055.9,14,1.0,45,1,0,864,0.001952,0.0491,54.0541,72,39.7,0.0244,0.0094,1,0,0,0,0.109434,0.015625,32,0.8572,4.1888,0.4233,0,0,0
74,4961,3090,0,0,3,1.9056,2,12.4,3087,0,4.49,1.0101,3059.1,3,1.0,43,0,2,863,0.001887,0.042,12.987,73,42.4,0.0239,0.0101,0,0,0,0,0.134454,0.015625,32,0.8838,4.3233,0.4249,0,0,0
75,4958,3020,0,0,3,1.9314,1,12.3,0,3020,4.43,0.9884,3055.4,0,1.0,42,0,1,848,0.001735,0.0445,0.0,74,44.2,0.026,0.0087,0,0,0,0,0.089069,0.015625,30,0.8246,4.4123,0.4267,0,0,0
76,4956,3004,0,0,3,1.967,1,12.2,2,3002,4.43,0.9848,3050.5,2,1.0,41,2,3,832,0.001653,0.0467,4.7847,75,44.8,0.0264,0.01,0,0,0,0,0.088785,0.015625,30,0.824,4.4871,0.4286,0,0,0
77,4954,3030,1,5,3,1.9839,1,18.7,0,3025,4.48,0.9939,3048.6,5,1.0,40,1,2,812,0.001721,0.0556,23.3645,76,44.9,0.0295,0.0125,1,0,0,0,0.083333,0.015625,29,0.8125,4.5427,0.4307,0,0,0
78,4952,3044,1,3,3,1.9926,1,15.6,3,3041,4.5,0.9986,3048.1,3,1.0,40,1,1,818,0.002039,0.0619,14.5631,77,45.8,0.028,0.012,0,0,0,0,0.090476,0.015625,29,0.8273,4.5808,0.4324,0,0,0
79,4951,3149,2,5,3,1.976,2,14.1,3153,0,4.56,1.0355,3059.5,15,1.0,42,4,2,877,0.002116,0.0563,57.5221,78,44.6,0.0255,0.0102,2,0,0,0,0.090909,0.015625,31,0.8281,4.6414,0.4328,0,0,0
80,4951,3022,0,0,3,1.9728,2,12.7,5,3012,4.43,0.9889,3056.0,10,1.0,41,2,3,853,0.001879,0.0558,39.823,79,43.4,0.025,0.0114,0,0,0,0,0.077253,0.015625,30,0.7977,4.71,0.4338,0,0,0
81,4950,2995,1,5,3,1.9108,1,12.4,5,2976,4.45,0.9819,3050.2,19,1.0,45,7,3,904,0.001989,0.0415,70.3125,80,40.4,0.0245,0.0103,1,0,0,0,0.090566,0.015625,32,0.8275,4.7591,0.4347,0,0,0
82,4949,3125,1,3,3,1.93,1,12.3,3111,0,4.52,1.0221,3057.3,14,1.0,46,5,4,920,0.001671,0.042,47.619,81,40.5,0.0239,0.0105,0,0,0,0,0.087786,0.015625,31,0.822,4.7858,0.4359,0,0,0
83,4949,3036,0,0,3,1.9401,2,12.4,4,3032,4.47,0.9937,3055.3,4,1.0,44,1,3,908,0.001808,0.05,15.873,82,43.3,0.0238,0.0096,0,0,0,0,0.092308,0.015625,30,0.8307,4.8435,0.4371,0,0,0
84,4948,2987,2,5,1,1.9401,1,12.3,3,2975,4.39,0.98,3048.9,12,1.0,46,4,2,925,0.001623,0.0407,38.5965,83,42.3,0.0241,0.0083,1,0,0,0,0.088136,0.015625,31,0.8227,4.8842,0.438,0,0,0
85,4947,3051,1,5,2,1.8475,1,12.4,3041,0,4.49,1.0006,3049.1,10,1.0,46,1,1,921,0.001746,0.0476,33.4572,84,43.2,0.0228,0.0085,1,0,0,0,0.095238,0.015625,31,0.8359,4.9428,0.4383,0,0,0
86,4946,3142,2,3,3,1.8081,2,12.9,3139,0,4.59,1.0296,3058.6,10,1.0,47,5,4,960,0.001675,0.0415,16.7674,85,43.3,0.0221,0.0084,0,0,0,0,0.10566,0.015625,33,0.8521,4.9956,0.4385,0,0,0
87,4945,3050,2,5,3,1.9871,2,13.7,7,3036,4.46,0.9975,3057.8,14,1.0,47,7,7,975,0.002068,0.0556,43.3221,86,41.8,0.021,0.0107,1,0,0,0,0.075397,0.015625,35,0.7928,5.0274,0.4384,0,0,0
88,4945,3104,0,0,3,1.9952,2,13.7,3100,0,4.57,1.0137,3062.2,4,1.0,46,0,1,952,0.001668,0.0471,14.7601,87,43.5,0.0231,0.0091,0,0,0,0,0.094203,0.015625,33,0.8341,5.0636,0.4387,0,0,0
89,4943,2991,1,5,3,1.9952,1,13.6,7,2979,4.46,0.9789,3055.4,12,1.0,47,4,3,970,0.001823,0.0425,47.8088,88,43.5,0.0225,0.0094,1,0,0,0,0.07722,0.015625,34,0.7977,5.1099,0.4386,0,0,0
90,4943,3047,0,0,3,1.9948,1,14.7,9,3038,4.49,0.9975,3054.6,9,1.0,48,3,2,979,0.001725,0.0403,31.1419,89,43.5,0.0213,0.0095,0,0,0,0,0.067114,0.015625,35,0.7672,5.1536,0.4384,0,0,0
91,4940,3000,0,0,3,1.9946,1,12.4,6,2994,4.48,0.9838,3049.4,6,1.0,48,0,0,967,0.001713,0.0507,20.9059,90,44.5,0.0227,0.0095,0,0,0,0,0.074324,0.015625,35,0.7898,5.1975,0.4382,0,0,0
92,4937,3008,1,5,3,1.9932,1,12.4,6,2997,4.42,0.9877,3045.4,11,1.0,47,1,2,985,0.001553,0.0397,37.931,91,46.3,0.0222,0.0092,1,1,0,0,0.076159,0.015625,35,0.7948,5.214,0.4387,0,0,0
93,4935,3019,1,3,3,1.9632,1,12.3,3,3004,4.44,0.9921,3042.9,15,1.0,50,6,3,996,0.001537,0.0365,54.4747,92,44.5,0.0191,0.0078,0,0,0,0,0.069343,0.015625,35,0.7747,5.2542,0.4389,0,0,0
94,4933,2892,1,4,3,1.9367,2,12.3,1,2881,4.3,0.9549,3028.6,11,1.0,53,4,1,1006,0.00148,0.0481,38.9105,93,42.9,0.0211,0.0095,0,0,0,0,0.085185,0.015625,34,0.8166,5.269,0.4391,0,0,0
95,4930,3010,1,4,3,1.8277,2,12.3,7,2989,4.41,0.9945,3026.8,21,1.0,56,9,6,1044,0.001477,0.0411,69.7674,94,39.8,0.0192,0.0079,0,0,0,0,0.063291,0.015625,35,0.7531,5.3196,0.4393,0,0,0
96,4929,3038,0,0,3,1.8365,2,12.6,3028,0,4.51,1.0034,3027.9,10,1.0,50,0,6,1015,0.001432,0.0446,33.2226,95,45.2,0.0215,0.0098,0,0,0,0,0.095541,0.015625,35,0.8365,5.3547,0.4395,0,0,0
97,4926,3081,0,0,3,1.9003,1,14.1,3082,0,4.51,1.0162,3033.0,0,1.0,46,0,4,969,0.001307,0.0453,0.0,96,48.2,0.0231,0.0085,0,0,0,0,0.083019,0.015625,33,0.8118,5.3697,0.4399,0,0,0
98,4924,2938,0,0,3,1.9037,1,14.2,0,2938,4.39,0.9716,3024.0,0,1.0,43,0,3,934,0.00129,0.0375,0.0,97,52.3,0.0234,0.0084,0,1,0,0,0.0875,0.015625,31,0.8214,5.3822,0.4406,0,0,0
99,4922,2963,2,5,3,1.9591,1,13.2,3,2955,4.36,0.9817,3018.2,8,1.0,44,2,1,945,0.001448,0.0514,32.0,98,52.0,0.0234,0.011,1,0,0,0,0.094862,0.015625,32,0.8353,5.4257,0.4415,0,0,0
100,4920,2993,2,6,3,1.9591,1,12.3,0,2988,4.45,0.9925,3015.8,5,1.0,45,2,1,973,0.001879,0.0602,19.4553,99,51.7,0.0221,0.0114,0,0,0,0,0.067669,0.015625,34,0.7691,5.4934,0.4416,0,0,0
101,4918,3020,2,5,3,1.9574,2,12.2,3005,0,4.46,1.0013,3016.2,15,1.0,47,4,2,1000,0.001595,0.0415,53.0035,100,50.4,0.0209,0.0092,1,0,0,0,0.072664,0.015625,36,0.785,5.5211,0.4413,0,0,0
102,4918,3036,1,3,3,1.962,2,13.1,3022,0,4.44,1.0059,3018.1,14,1.0,47,3,3,1013,0.001535,0.048,41.0095,101,51.4,0.0208,0.0092,0,1,0,0,0.063063,0.015625,36,0.7522,5.5481,0.4408,0,0,0
103,4917,2919,2,5,3,1.9569,2,12.8,2,2903,4.38,0.9702,3008.6,16,1.0,46,2,3,1009,0.001608,0.0521,57.1429,102,53.4,0.0217,0.0102,1,0,0,0,0.069444,0.015625,37,0.775,5.562,0.4405,0,0,0
104,4916,3084,2,5,3,1.9463,2,12.5,3067,0,4.46,1.0232,3016.0,19,1.0,48,2,0,1011,0.001539,0.038,61.8893,103,52.1,0.0215,0.0079,2,0,0,0,0.091772,0.015625,35,0.8297,5.5936,0.4404,0,0,0
