window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
134,4890,3007,0,0,1,1.9687,1,14.3,10,2997,4.46,0.9957,3020.0,10,1.0,59,2,6,1150,0.001216,0.0501,24.7678,133,55.8,0.0184,0.0083,0,1,0,0,0.088496,0.015625,41,0.8234,5.1767,0.4263,0,0,0
135,4890,2923,1,4,1,1.9075,1,14.2,3,2920,4.47,0.9709,3010.7,3,1.0,57,1,3,1117,0.001108,0.0354,9.9338,134,58.6,0.0191,0.008,0,0,0,0,0.061093,0.015625,39,0.7442,5.2153,0.4259,0,0,0
136,4888,3121,1,5,3,1.8956,1,12.9,3136,0,4.59,1.0399,3023.4,8,1.0,56,1,2,1113,0.001227,0.039,26.936,135,60.6,0.0187,0.007,1,0,0,0,0.081169,0.015625,37,0.8075,5.2705,0.4258,0,0,0
137,4887,2868,1,5,3,1.9363,2,12.1,9,2854,4.33,0.9533,3008.6,14,1.0,57,2,1,1123,0.001191,0.0381,46.7626,136,60.5,0.0185,0.0084,1,0,0,0,0.069204,0.015625,37,0.7742,5.2913,0.4258,0,0,0
138,4886,3023,2,5,3,1.952,2,11.8,3005,0,4.46,1.0043,3010.0,18,1.0,61,8,4,1162,0.00109,0.0331,48.5714,137,57.5,0.0171,0.0064,1,0,0,0,0.069061,0.015625,39,0.7737,5.3216,0.4254,0,0,0
139,4885,3031,3,5,3,1.9772,2,11.9,3013,0,4.47,1.0063,3012.0,18,1.0,63,3,1,1200,0.00125,0.0432,54.0541,138,56.5,0.0166,0.0079,2,1,0,0,0.066282,0.015625,39,0.7643,5.3447,0.4252,0,0,0
140,4881,2956,1,5,3,1.969,2,11.8,7,2940,4.43,0.9831,3006.7,16,1.0,70,12,5,1256,0.001114,0.0286,38.0711,139,51.7,0.0154,0.0056,1,0,0,0,0.064286,0.015625,42,0.7569,5.3661,0.4248,0,0,0
141,4878,2987,2,5,1,1.9544,2,11.7,11,2971,4.51,0.9941,3004.8,16,1.0,68,4,6,1273,0.001313,0.0378,37.1353,140,54.0,0.0153,0.0064,1,1,0,0,0.080605,0.015625,42,0.8062,5.3938,0.4243,0,0,0
142,4875,2988,0,0,1,1.9816,2,11.7,0,2988,4.46,0.9949,3003.2,0,1.0,64,0,4,1242,0.001074,0.0342,0.0,141,58.2,0.0168,0.0065,0,1,0,0,0.054131,0.015625,40,0.7113,5.4195,0.4239,0,0,0
143,4874,2940,0,0,0,1.9928,1,13.1,0,2940,4.4,0.9809,2997.2,0,1.0,62,0,2,1199,0.000929,0.0341,0.0,142,60.9,0.018,0.0072,0,0,0,0,0.065341,0.015625,38,0.7609,5.4365,0.4238,0,0,0
144,4869,2892,0,0,0,1.9862,1,11.8,1,2891,4.34,0.9681,2987.2,1,1.0,62,1,1,1195,0.001004,0.0392,0.0,143,61.9,0.0182,0.0077,0,0,0,0,0.065359,0.015625,38,0.7609,5.4834,0.4237,0,0,0
145,4867,3027,1,3,1,1.9858,1,13.6,3022,0,4.47,1.0121,2991.0,5,1.0,64,4,2,1202,0.000958,0.0317,13.7363,144,60.8,0.0171,0.0064,0,0,0,0,0.068783,0.015625,40,0.7728,5.5522,0.4233,0,0,0
146,4866,3009,1,3,1,1.981,1,14.9,3001,0,4.49,1.0055,2992.7,8,1.0,64,2,2,1195,0.000953,0.0427,22.293,145,60.8,0.0179,0.0079,0,0,0,0,0.067073,0.015625,41,0.767,5.6193,0.4233,0,0,0
147,4862,3059,0,0,1,1.9716,2,12.1,3056,0,4.54,1.0203,2999.1,4,1.0,65,4,3,1212,0.000916,0.0313,5.9524,146,60.9,0.0164,0.006,0,0,0,0,0.059829,0.015625,42,0.7388,5.6791,0.4229,0,0,0
148,4857,3032,3,5,3,1.9439,1,11.8,3020,0,4.55,1.0099,3002.2,12,1.0,65,6,6,1232,0.001067,0.0301,31.25,147,60.0,0.0171,0.0062,1,1,0,0,0.068306,0.015625,45,0.7712,5.7474,0.4223,0,0,0
149,4857,3002,1,5,3,1.947,1,11.7,5,2992,4.44,0.9999,3002.2,10,1.0,63,1,3,1215,0.001012,0.0307,23.5294,148,62.9,0.0176,0.0075,1,0,0,0,0.055866,0.015625,42,0.7203,5.8033,0.4223,0,0,0
150,4856,2974,0,0,3,1.9656,2,12.0,0,2969,4.42,0.9915,2999.5,5,1.0,59,0,4,1177,0.001073,0.0394,8.7719,149,66.4,0.0187,0.0069,0,2,0,0,0.087324,0.015625,38,0.8211,5.8568,0.4222,0,0,0
151,4853,3031,1,4,3,1.9512,1,12.9,3022,0,4.47,1.0095,3002.5,9,1.0,63,6,2,1169,0.000939,0.0331,27.9503,150,63.1,0.0169,0.0061,0,0,0,0,0.075301,0.015625,41,0.7925,5.908,0.4219,0,0,0
152,4849,2984,1,5,3,1.9476,1,11.5,0,2980,4.47,0.9944,3000.7,4,1.0,61,1,3,1180,0.001024,0.0359,11.6618,151,66.0,0.0172,0.0064,1,0,0,0,0.077348,0.015625,42,0.798,5.9743,0.4216,0,0,0
153,4846,2994,1,5,3,1.9952,2,11.6,0,2989,4.46,0.998,3000.1,5,1.0,61,1,1,1186,0.000996,0.0297,15.528,152,67.0,0.0179,0.0063,1,0,0,0,0.068249,0.015625,40,0.7711,6.0188,0.4215,0,0,0
154,4844,3016,1,3,3,1.9952,2,12.6,3013,0,4.52,1.0048,3001.6,3,1.0,61,2,2,1194,0.000897,0.0342,5.8651,153,67.9,0.0178,0.0077,0,0,0,0,0.076923,0.015625,41,0.7969,6.0701,0.4211,0,0,0
155,4842,2923,0,0,3,1.9827,2,12.5,0,2923,4.44,0.9762,2994.1,0,1.0,61,0,0,1175,0.000911,0.0387,0.0,154,68.9,0.0186,0.0075,0,0,0,0,0.065476,0.015625,40,0.7614,6.1207,0.4207,0,0,0
156,4840,2946,0,0,3,1.8858,1,12.4,0,2946,4.52,0.9854,2989.5,0,1.0,58,0,3,1174,0.000863,0.0346,0.0,155,73.1,0.0183,0.0074,0,1,0,0,0.062893,0.015625,40,0.7516,6.1742,0.4209,0,0,0
157,4838,2923,0,0,3,1.7739,1,11.5,0,2923,4.42,0.9798,2983.2,0,1.0,57,0,1,1122,0.000844,0.0354,0.0,156,75.3,0.0185,0.0069,0,0,0,0,0.061093,0.015625,37,0.7442,6.2288,0.4209,0,0,0
158,4835,2927,1,5,3,1.8742,1,11.9,5,2922,4.45,0.9829,2977.9,5,1.0,56,1,2,1106,0.000917,0.0378,17.8571,157,74.0,0.0194,0.0086,1,1,0,0,0.075601,0.015625,36,0.7933,6.2735,0.4211,0,0,0
159,4834,2936,0,0,3,1.8352,1,11.5,0,2936,4.46,0.9873,2973.9,0,1.0,56,0,0,1106,0.000866,0.0438,0.0,158,75.0,0.0192,0.0088,0,0,0,0,0.076642,0.015625,36,0.7961,6.3136,0.4214,0,0,0
160,4832,2951,2,5,3,1.7726,1,11.5,0,2946,4.43,0.993,2971.7,5,1.0,58,2,0,1131,0.000856,0.0398,14.4092,159,73.4,0.0186,0.0074,1,0,0,0,0.082386,0.015625,37,0.8103,6.3449,0.4216,0,0,0
161,4831,2929,0,0,3,1.8842,1,21.6,0,2929,4.39,0.987,2967.6,0,1.0,57,0,1,1130,0.00094,0.0328,0.0,160,75.6,0.0182,0.0074,0,1,0,0,0.07541,0.015625,37,0.7928,6.4105,0.4217,0,0,0
162,4829,2988,0,0,3,1.9152,1,14.3,2988,0,4.45,1.0062,2969.6,0,1.0,57,0,0,1116,0.000809,0.0366,0.0,161,76.6,0.0196,0.0081,0,0,0,0,0.073171,0.015625,37,0.7865,6.4593,0.4216,0,0,0
163,4828,2907,0,0,3,1.9355,1,12.8,0,2907,4.37,0.9809,2963.6,0,1.0,56,0,1,1116,0.000756,0.0404,0.0,162,79.0,0.0194,0.0084,0,0,0,0,0.083851,0.015625,37,0.8137,6.5027,0.4216,0,0,0
164,4827,2949,2,5,3,1.9583,1,15.7,2,2942,4.4,0.9955,2962.2,7,1.0,58,4,2,1161,0.000819,0.0405,16.0256,163,77.2,0.0183,0.0075,1,0,0,0,0.074766,0.015625,39,0.791,6.5526,0.4221,0,0,0
165,4827,2990,0,0,3,1.9593,1,11.5,2989,0,4.51,1.0085,2964.9,1,1.0,58,1,1,1157,0.000876,0.0321,0.0,164,78.2,0.0178,0.0069,0,0,0,0,0.075802,0.015625,38,0.7939,6.6138,0.4222,0,0,0
166,4827,2795,2,4,1,1.9287,1,11.4,7,2788,4.28,0.9479,2948.7,7,1.0,60,3,1,1178,0.000837,0.0376,19.6078,165,76.6,0.0181,0.0072,0,0,0,0,0.065831,0.015625,40,0.7626,6.6608,0.4224,0,0,0
167,4825,2985,1,5,1,1.8199,1,11.5,2974,0,4.52,1.0111,2952.1,11,1.0,62,4,2,1203,0.000895,0.0365,27.1739,166,75.1,0.0162,0.0063,1,0,0,0,0.080729,0.015625,41,0.8065,6.6895,0.4226,0,0,0
168,4825,2912,2,5,1,1.7925,2,11.5,5,2897,4.46,0.9877,2948.3,15,1.0,64,5,3,1218,0.00101,0.0356,39.7727,167,72.2,0.0164,0.0069,1,0,0,0,0.054795,0.015625,43,0.7148,6.7388,0.4225,0,0,0
169,4821,2955,1,5,1,1.8638,2,11.4,2941,0,4.38,1.002,2949.0,14,1.0,64,1,1,1230,0.000907,0.0326,36.6492,168,73.2,0.0159,0.0068,1,0,0,0,0.080201,0.015625,43,0.8052,6.7789,0.4227,0,0,0
170,4821,2893,2,5,1,1.9037,2,11.6,0,2883,4.35,0.9828,2943.6,10,1.0,65,2,1,1254,0.00115,0.0405,26.2467,169,73.0,0.0159,0.0063,1,0,0,0,0.053165,0.015625,43,0.7061,6.8219,0.4226,0,0,0
171,4820,3010,0,0,1,1.9699,2,11.7,3008,0,4.48,1.0204,2949.9,2,1.0,63,2,4,1262,0.000914,0.0413,0.0,170,76.2,0.0164,0.0069,0,0,0,0,0.077519,0.015625,43,0.7984,6.8529,0.4225,0,0,0
172,4820,2947,1,5,0,1.9814,1,12.8,4,2938,4.51,0.9991,2949.7,9,1.0,64,5,4,1238,0.000916,0.0332,24.0642,171,74.9,0.0166,0.0061,1,1,0,0,0.066327,0.015625,39,0.7644,6.8963,0.4227,0,0,0
173,4820,2921,1,3,3,1.9742,1,12.8,14,2907,4.42,0.9912,2946.9,14,1.0,68,8,4,1278,0.000893,0.0321,37.037,172,71.2,0.0159,0.0064,0,0,0,0,0.074866,0.015625,41,0.7913,6.9712,0.4231,0,0,0
174,4820,2934,3,5,3,1.982,2,11.4,15,2909,4.41,0.996,2945.7,25,1.0,67,3,4,1311,0.000951,0.0338,64.8649,173,73.2,0.0156,0.0065,2,1,0,0,0.077922,0.015625,40,0.7995,7.0179,0.4235,0,0,0
175,4819,2980,1,5,3,1.9795,2,11.4,2960,0,4.37,1.0105,2949.0,20,1.0,67,5,5,1327,0.000872,0.0321,18.6465,174,74.0,0.0154,0.007,1,1,0,0,0.080275,0.015625,39,0.8054,7.073,0.4239,0,0,0
176,4819,3011,1,3,3,1.9908,2,11.5,2998,0,4.51,1.019,2954.9,13,1.0,67,4,4,1311,0.000949,0.0329,29.9252,175,74.9,0.0153,0.0064,0,0,0,0,0.082353,0.015625,38,0.8103,7.1035,0.4244,0,0,0
177,4816,2955,2,3,3,1.9724,2,11.4,2939,0,4.5,1.0,2954.9,16,1.0,69,5,3,1309,0.000984,0.0394,43.4783,176,73.7,0.0152,0.0074,0,0,0,0,0.08399,0.015625,38,0.814,7.1455,0.4248,0,0,0
178,4813,2943,1,3,3,1.968,2,11.4,6,2927,4.45,0.9964,2953.8,16,1.0,69,4,4,1303,0.001005,0.0304,42.7807,177,72.1,0.0162,0.0065,0,1,0,0,0.078481,0.015625,41,0.8009,7.2038,0.4251,0,0,0
179,4811,2945,0,0,3,1.9384,2,11.3,6,2934,4.45,0.9973,2952.9,11,1.0,68,0,1,1275,0.000825,0.0309,32.4484,178,74.1,0.0154,0.0064,0,0,0,0,0.058989,0.015625,39,0.7351,7.2375,0.4253,0,0,0
180,4809,2969,1,3,3,1.9243,1,11.5,2961,0,4.47,1.0049,2954.5,8,1.0,68,1,1,1284,0.000919,0.0308,21.5054,179,75.1,0.0153,0.0067,0,0,0,0,0.064103,0.015625,40,0.7562,7.2811,0.4254,0,0,0
181,4806,3015,2,5,3,1.9252,1,12.3,2999,0,4.44,1.0185,2960.2,16,1.0,68,2,2,1312,0.00094,0.0286,42.5532,180,75.9,0.0162,0.0061,2,0,0,0,0.051948,0.015625,41,0.6992,7.3304,0.4252,0,0,0
182,4802,3049,2,5,1,1.8683,2,11.4,3041,0,4.55,1.0283,2969.1,12,1.0,68,2,2,1318,0.000923,0.028,28.7081,181,76.1,0.0157,0.0057,1,1,0,0,0.060606,0.015625,41,0.7422,7.3794,0.4249,0,0,0
183,4801,2940,3,5,2,1.9103,2,12.2,9,2921,4.4,0.9911,2966.3,19,1.0,71,5,2,1364,0.001061,0.0274,47.1204,182,73.9,0.0143,0.0061,2,0,0,0,0.072139,0.015625,41,0.7834,7.4142,0.4245,0,0,0
184,4800,3038,2,5,3,1.6692,2,13.0,3018,0,4.51,1.0218,2973.1,20,1.0,71,2,2,1390,0.001101,0.0358,46.62,183,74.8,0.0153,0.0064,2,1,0,0,0.080537,0.015625,42,0.806,7.4522,0.424,0,0,0
185,4797,2957,3,5,3,1.6073,2,12.8,10,2927,4.45,0.9951,2971.6,30,1.0,74,3,0,1408,0.001075,0.0318,66.2252,184,72.7,0.0146,0.0062,3,0,0,0,0.061441,0.015625,42,0.7457,7.5094,0.4237,0,0,0
186,4796,2913,0,0,3,1.5534,2,12.3,5,2898,4.4,0.9821,2966.0,15,1.0,72,0,2,1408,0.000994,0.0291,37.9747,185,75.6,0.0145,0.0064,0,1,0,0,0.065375,0.015625,42,0.761,7.5312,0.4233,0,0,0
187,4796,2968,1,5,3,1.647,1,11.5,2958,0,4.53,1.0006,2966.2,10,1.0,73,1,0,1396,0.001017,0.0316,22.0751,186,75.5,0.0148,0.0055,1,0,0,0,0.067368,0.015625,41,0.7681,7.5902,0.4231,0,0,0
188,4796,2921,2,4,3,1.6306,1,12.2,4,2912,4.5,0.9862,2961.9,9,1.0,75,3,1,1410,0.000914,0.0323,21.5311,187,73.7,0.014,0.0063,0,0,0,0,0.052995,0.015625,42,0.7052,7.6409,0.4228,0,0,0
189,4794,2896,2,5,3,1.7057,2,13.0,0,2883,4.45,0.9798,2955.6,13,1.0,75,2,2,1440,0.000952,0.0329,32.0988,188,74.5,0.014,0.0068,1,0,0,0,0.061033,0.015625,41,0.744,7.6995,0.4226,0,0,0
190,4794,2866,0,0,3,1.8664,2,11.7,1,2860,4.36,0.9725,2947.1,6,1.0,74,1,2,1429,0.000971,0.0299,11.9617,189,76.4,0.0143,0.0057,0,0,0,0,0.078161,0.015625,41,0.8001,7.7777,0.4227,0,0,0
191,4792,2848,1,5,3,1.8366,1,11.5,0,2843,4.31,0.9695,2937.6,5,1.0,73,1,2,1411,0.000941,0.0355,12.4378,190,74.7,0.0149,0.0067,1,1,0,0,0.068558,0.015625,39,0.7721,7.8108,0.4225,0,0,0
192,4791,2929,1,3,3,1.9656,1,11.7,3,2921,4.43,0.9973,2936.8,8,1.0,74,1,0,1423,0.000801,0.0261,19.9005,191,74.7,0.0143,0.0055,0,0,0,0,0.061611,0.015625,40,0.7464,7.8558,0.4225,0,0,0
193,4790,3012,1,3,3,1.9785,2,12.6,3001,0,4.48,1.0234,2944.1,12,1.0,74,3,3,1440,0.000834,0.0286,29.703,192,75.5,0.0145,0.0055,0,1,0,0,0.064439,0.015625,40,0.7575,7.9059,0.4225,0,0,0
194,4787,2934,2,5,1,1.966,2,12.6,6,2923,4.47,0.9969,2943.1,11,1.0,76,2,0,1426,0.000835,0.0298,24.5536,193,74.5,0.0137,0.0051,1,0,0,0,0.070213,0.015625,39,0.7775,7.9762,0.4227,0,0,0
195,4786,2932,0,0,3,1.8506,2,12.0,7,2915,4.54,0.9966,2942.1,17,1.0,77,6,5,1450,0.000855,0.0376,37.6471,194,74.5,0.0142,0.006,0,0,0,0,0.081858,0.015625,40,0.8091,8.058,0.4227,0,0,0
196,4786,2928,0,0,3,1.427,1,11.3,6,2912,4.49,0.9957,2940.7,16,1.0,77,0,0,1430,0.00084,0.0258,36.036,195,75.5,0.0132,0.005,0,0,0,0,0.06867,0.015625,40,0.7725,8.1202,0.4228,0,0,0
197,4784,2887,3,4,3,1.7136,1,11.9,12,2862,4.39,0.9834,2935.6,25,1.0,81,10,6,1500,0.000779,0.0267,43.3158,196,72.7,0.0133,0.0054,0,0,0,0,0.073333,0.015625,42,0.7869,8.1891,0.4229,0,0,0
198,4784,2941,2,5,3,1.8041,1,12.9,2927,0,4.47,1.0017,2936.1,14,1.0,81,2,2,1500,0.000771,0.0228,30.7692,197,73.6,0.0131,0.0049,1,0,0,0,0.072614,0.015625,39,0.7848,8.2618,0.4231,0,0,0
199,4780,2905,1,5,1,1.9489,2,11.3,4,2889,4.48,0.9904,2933.2,16,1.0,81,1,1,1507,0.000889,0.0241,36.036,198,74.6,0.0133,0.0052,1,0,0,0,0.089912,0.015625,40,0.8262,8.3363,0.4233,0,0,0
200,4777,2924,0,0,1,1.9575,2,11.2,5,2914,4.43,0.9972,2932.3,10,1.0,78,1,4,1501,0.000754,0.0314,20.8817,199,78.3,0.0135,0.0055,0,0,0,0,0.065022,0.015625,40,0.7597,8.3969,0.4233,0,0,0
