window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral
21,5000,3102,2,4,1,1.9692,1,14.1,13,3084,4.5,0.9926,3125.1,18,1.0,75,2,1,949,0.002117,0.0418,64.2857,20,17.2,0.0241,0.0085,0,0,0,0,0.052265,0.015625,45,0.701,0.8565,0.3352,0,0,0
22,5000,3017,1,3,3,1.8984,1,12.1,0,3012,4.38,0.9686,3114.8,5,1.0,76,4,3,961,0.002002,0.04,18.797,21,17.6,0.0228,0.0079,0,0,0,0,0.061818,0.015625,46,0.7472,0.9038,0.3386,0,0,0
23,5000,3153,0,0,3,1.9207,2,12.1,3151,0,4.5,1.0111,3118.5,2,1.0,71,2,7,907,0.001918,0.0342,7.874,22,18.3,0.0225,0.0077,0,0,0,0,0.04943,0.015625,44,0.6839,0.9456,0.3428,0,0,0
24,5000,3147,0,0,3,1.816,1,12.3,3146,0,4.53,1.0083,3121.2,1,1.0,64,1,8,853,0.001985,0.0484,4.0984,23,19.5,0.0257,0.0101,0,0,0,0,0.084677,0.015625,43,0.8155,0.998,0.3468,0,0,0
25,5000,3131,1,5,1,1.9,1,12.3,3126,0,4.51,1.0028,3122.1,5,1.0,60,1,5,838,0.002057,0.0403,21.0084,24,20.9,0.0249,0.0097,1,1,0,0,0.072581,0.015625,42,0.7847,1.0424,0.3522,0,0,0
26,4999,3042,0,0,1,1.9822,1,12.1,0,3042,4.44,0.9767,3114.5,0,1.0,53,0,7,765,0.002307,0.0516,0.0,25,21.9,0.0303,0.0122,0,0,0,0,0.070423,0.015625,39,0.7781,1.1128,0.3589,0,0,0
27,4999,3067,1,5,1,1.9532,1,12.1,0,3062,4.39,0.9862,3110.0,5,1.0,51,1,3,740,0.002508,0.0433,25.0,26,22.3,0.0333,0.0115,1,0,0,0,0.076923,0.015625,38,0.7969,1.1773,0.3638,0,0,0
28,4997,3090,1,5,2,1.9103,1,12.2,6,3079,4.46,0.9942,3108.1,11,1.0,49,2,4,755,0.002647,0.0588,46.5116,27,22.6,0.0303,0.0123,1,0,0,0,0.099548,0.015625,38,0.843,1.2588,0.3693,0,0,0
29,4997,3189,2,4,3,1.8878,2,13.1,3171,0,4.57,1.0238,3115.9,19,1.0,52,5,2,785,0.002374,0.0506,82.6087,28,21.7,0.0266,0.0112,0,0,0,0,0.080169,0.015625,40,0.8051,1.3389,0.3726,0,0,0
30,4994,3114,0,0,3,1.9075,2,12.1,13,3096,4.54,0.9995,3115.7,18,1.0,53,4,3,804,0.002463,0.0667,74.0741,29,22.2,0.0296,0.0118,0,0,0,0,0.090196,0.015625,41,0.8268,1.3899,0.3746,0,0,0
31,4993,3043,1,4,3,1.7964,1,12.5,14,3020,4.5,0.9788,3108.8,23,1.0,55,7,5,816,0.002424,0.0424,97.3451,30,20.2,0.0225,0.0099,0,0,0,0,0.067797,0.015625,40,0.7695,1.4365,0.3744,0,0,0
32,4991,3033,0,0,3,1.9003,1,12.6,8,3022,4.44,0.9782,3101.7,11,1.0,55,4,4,811,0.002424,0.041,43.3071,31,20.1,0.0238,0.01,0,0,0,0,0.05597,0.015625,39,0.7208,1.4925,0.377,0,0,0
33,4990,2957,0,0,3,1.8928,1,12.5,4,2954,4.39,0.9579,3088.0,3,1.0,49,0,6,785,0.002156,0.0519,14.8515,32,22.2,0.0294,0.0114,0,0,0,0,0.070755,0.015625,38,0.7792,1.5632,0.3808,0,0,0
34,4987,3032,2,5,3,1.8501,1,12.4,4,3018,4.49,0.9836,3082.6,14,1.0,49,7,7,790,0.002385,0.0574,70.0,33,21.6,0.0284,0.0111,2,0,0,0,0.057416,0.015625,38,0.7279,1.6207,0.3809,0,0,0
35,4987,3098,2,4,3,1.9094,1,12.3,3081,0,4.51,1.0045,3084.1,17,1.0,48,3,4,798,0.002592,0.0593,61.5385,34,22.2,0.0286,0.0125,0,0,0,0,0.059259,0.015625,38,0.7363,1.6762,0.3803,0,0,0
36,4982,3051,1,3,3,1.7417,2,12.1,7,3039,4.57,0.9903,3081.0,12,1.0,47,1,2,775,0.002337,0.0461,56.6038,35,23.0,0.0296,0.0118,0,1,0,0,0.069124,0.015625,37,0.774,1.7407,0.3823,0,0,0
37,4982,3050,2,4,1,1.9156,2,13.4,7,3043,4.54,0.9909,3078.0,7,1.0,43,2,6,747,0.002553,0.0512,33.6538,36,23.3,0.0289,0.0117,0,0,0,0,0.074419,0.015625,34,0.79,1.8151,0.3854,0,0,0
38,4979,3083,2,3,3,1.9061,2,12.1,3068,0,4.46,1.0015,3078.5,15,1.0,45,7,5,766,0.002655,0.0517,67.5676,37,22.3,0.0249,0.0104,0,0,0,0,0.068966,0.015625,34,0.7734,1.8841,0.3869,0,0,0
39,4978,3041,1,3,3,1.9344,2,12.0,7,3029,4.41,0.989,3074.9,12,1.0,45,3,3,760,0.002612,0.0577,59.7015,38,23.0,0.0271,0.0128,0,0,0,0,0.076923,0.015625,36,0.7969,1.961,0.3874,0,0,0
40,4974,3028,2,3,1,1.9476,2,12.0,3,3018,4.4,0.9862,3070.4,10,1.0,45,5,5,754,0.002405,0.057,53.4759,39,22.2,0.03,0.0114,0,0,0,0,0.062176,0.015625,35,0.7487,2.0128,0.3888,0,0,0
41,4973,3019,2,5,1,1.9641,2,12.9,8,3006,4.41,0.9848,3065.5,13,1.0,46,2,1,792,0.002668,0.0702,58.0357,40,22.7,0.0288,0.0123,2,0,0,0,0.100877,0.015625,36,0.8451,2.0655,0.3903,0,0,0
42,4973,3024,2,5,1,1.981,2,13.2,0,3019,4.44,0.9877,3061.6,5,1.0,48,2,0,827,0.002524,0.0459,23.0415,41,22.7,0.0273,0.0111,1,0,0,0,0.077982,0.015625,36,0.7996,2.1159,0.3921,0,0,0
43,4972,3074,0,0,0,1.9877,2,13.2,3069,0,4.46,1.0037,3062.8,5,1.0,47,0,1,827,0.00243,0.0553,21.7391,42,24.1,0.031,0.011,0,0,0,0,0.080851,0.015625,36,0.8067,2.1798,0.3933,0,0,0
44,4969,3103,0,0,0,1.9919,1,12.0,3097,0,4.51,1.0119,3066.6,6,1.0,43,1,5,799,0.002526,0.0489,23.0415,43,26.0,0.0275,0.0107,0,0,0,0,0.08,0.015625,33,0.8047,2.2198,0.3953,0,0,0
45,4967,3111,1,4,0,1.9687,1,12.0,3106,0,4.47,1.0131,3070.8,5,1.0,45,3,1,784,0.002262,0.0476,24.2718,44,24.8,0.0252,0.0108,0,0,0,0,0.1,0.015625,31,0.8438,2.2626,0.3983,0,0,0
46,4965,3020,0,0,0,1.8322,1,12.0,0,3015,4.42,0.985,3066.0,5,1.0,42,0,3,762,0.002192,0.0607,24.1546,45,27.3,0.0272,0.0112,0,0,0,0,0.098131,0.015625,30,0.8408,2.3467,0.4019,0,0,0
47,4959,3107,1,5,3,1.9569,1,11.9,3097,0,4.56,1.0121,3069.9,10,1.0,39,1,4,767,0.002323,0.0756,46.0829,46,27.9,0.0306,0.0145,1,0,0,0,0.084444,0.015625,29,0.815,2.4312,0.4059,0,0,0
48,4956,3050,1,3,1,1.9875,1,11.9,3,3047,4.39,0.9941,3068.0,3,1.0,40,1,0,762,0.002307,0.0615,15.7068,47,28.1,0.0302,0.0143,0,0,0,0,0.097436,0.015625,29,0.8396,2.503,0.4095,0,0,0
49,4954,3073,1,5,3,1.9797,2,12.0,3065,0,4.42,1.0015,3068.5,8,1.0,40,1,1,780,0.00245,0.0578,36.036,48,28.9,0.0281,0.0121,1,0,0,0,0.08,0.015625,30,0.8047,2.583,0.4126,0,0,0
50,4952,3074,1,3,3,1.981,2,12.8,3060,0,4.51,1.0016,3069.0,14,1.0,42,5,3,803,0.002581,0.0472,53.719,49,28.1,0.028,0.0103,0,0,0,0,0.070866,0.015625,31,0.7795,2.6302,0.415,0,0,0
51,4950,3026,1,3,1,1.9287,2,15.3,11,3015,4.43,0.9873,3064.9,11,1.0,43,2,1,797,0.002212,0.0615,46.4135,50,28.4,0.0287,0.0117,0,0,0,0,0.077869,0.015625,31,0.7993,2.7081,0.4181,0,0,0
52,4947,3089,1,4,3,1.9936,2,12.5,3076,0,4.5,1.0071,3067.2,13,1.0,42,3,4,813,0.001958,0.0515,59.0909,51,29.8,0.0264,0.0118,0,0,0,0,0.06867,0.015625,31,0.7725,2.7768,0.4213,0,0,0
53,4947,3142,0,0,3,1.9269,2,13.0,3137,0,4.58,1.022,3074.3,5,1.0,41,0,1,780,0.002183,0.0631,23.4742,52,31.4,0.0322,0.0121,0,0,0,0,0.09009,0.015625,30,0.8266,2.8128,0.4239,0,0,0
54,4946,3012,0,0,3,1.9656,1,12.2,2,3005,4.43,0.9816,3068.4,7,1.0,41,2,2,779,0.002007,0.0653,26.0417,53,32.4,0.028,0.0122,0,0,0,0,0.075377,0.015625,31,0.7927,2.8831,0.4262,0,0,0
55,4946,3013,2,5,3,1.9201,1,12.0,4,3004,4.43,0.9836,3063.1,9,1.0,43,2,0,806,0.002142,0.0549,38.4615,54,31.9,0.0278,0.0118,1,0,0,0,0.139241,0.015625,30,0.8878,3.0224,0.4295,0,0,0
56,4943,3051,0,0,3,1.9201,1,12.4,0,3046,4.54,0.9964,3062.0,5,1.0,42,0,1,806,0.002268,0.0543,23.0415,55,33.5,0.0278,0.0118,0,0,0,0,0.104072,0.015625,30,0.8499,3.1265,0.4325,0,0,0
57,4941,3058,2,4,3,1.9409,1,12.2,4,3046,4.49,0.9988,3061.6,12,1.0,44,4,2,808,0.001761,0.0456,51.2821,56,32.5,0.0249,0.009,0,0,0,0,0.116183,0.015625,33,0.8655,3.2426,0.4341,0,0,0
58,4940,3130,3,5,1,1.9082,1,12.2,3103,0,4.52,1.0205,3068.2,28,1.0,48,7,3,863,0.002271,0.0487,110.2362,57,30.5,0.0236,0.0089,3,0,0,0,0.082397,0.015625,35,0.8104,3.3063,0.4333,0,0,0
59,4939,2976,0,0,3,1.9054,2,12.2,0,2958,4.44,0.9727,3059.4,18,1.0,44,0,4,850,0.002137,0.0484,72.9614,58,33.0,0.0263,0.0112,0,0,0,0,0.084677,0.015625,35,0.8155,3.391,0.4337,0,0,0
60,4938,2996,0,0,3,1.971,1,13.2,0,2982,4.37,0.9812,3053.4,14,1.0,43,0,1,838,0.002232,0.0512,56.4516,59,34.7,0.0284,0.0118,0,0,0,0,0.090551,0.015625,33,0.8274,3.454,0.4343,0,0,0
61,4938,3047,0,0,3,1.9766,1,13.4,0,3043,4.41,0.9981,3052.8,4,1.0,40,0,3,818,0.001687,0.056,16.5289,60,38.0,0.029,0.0109,0,0,0,0,0.084,0.015625,31,0.814,3.538,0.4365,0,0,0
62,4937,3041,1,4,3,1.9168,1,12.5,0,3036,4.41,0.9965,3051.6,5,1.0,43,3,0,807,0.001521,0.0455,23.3645,61,36.3,0.0267,0.01,0,0,0,0,0.077273,0.015625,30,0.7978,3.6153,0.4393,0,0,0
63,4937,3071,3,5,3,1.8547,1,12.7,3050,0,4.44,1.0057,3053.5,21,1.0,48,9,4,880,0.001837,0.0476,83.3333,62,33.4,0.0235,0.0096,1,0,0,0,0.071429,0.015625,34,0.7812,3.6867,0.4412,0,0,0
64,4936,3050,1,5,3,1.898,2,12.3,3,3032,4.51,0.999,3053.2,18,1.0,49,1,0,888,0.002176,0.0607,66.4207,63,33.7,0.0243,0.0103,1,0,0,0,0.075,0.015625,33,0.7917,3.751,0.4422,0,0,0
65,4936,3014,0,0,3,1.919,2,12.2,3,3001,4.48,0.9884,3049.4,13,1.0,45,0,4,864,0.001929,0.052,53.9419,64,36.5,0.0253,0.0102,0,1,0,0,0.068,0.015625,32,0.7702,3.811,0.4439,0,0,0
66,4936,2926,2,5,3,1.9446,1,12.2,3,2913,4.35,0.9632,3037.7,13,1.0,43,2,4,870,0.00209,0.055,65.9898,65,36.1,0.0262,0.0113,1,0,0,0,0.105,0.015625,30,0.8512,3.901,0.4467,0,0,0
67,4936,3027,1,4,3,1.8928,1,12.2,3,3014,4.49,0.9968,3036.7,13,1.0,44,3,2,869,0.001946,0.0396,48.5075,66,36.2,0.0258,0.0091,0,0,0,0,0.100719,0.015625,30,0.8449,3.9549,0.4486,0,0,0
68,4935,3023,1,3,3,1.9431,2,12.7,6,3012,4.48,0.9959,3035.4,11,1.0,45,1,0,873,0.002052,0.0415,46.0251,67,36.3,0.0252,0.0091,0,0,0,0,0.082988,0.015625,30,0.8117,4.013,0.4505,0,0,0
69,4932,3023,1,5,3,1.9904,2,12.5,3,3015,4.45,0.9963,3034.2,8,1.0,45,1,1,888,0.001967,0.0487,36.8664,68,37.3,0.023,0.0112,1,0,0,0,0.10177,0.015625,31,0.8465,4.0927,0.4524,0,0,0
70,4931,3001,2,4,3,1.9667,2,13.3,10,2986,4.48,0.9901,3031.0,15,1.0,46,2,1,918,0.001966,0.0524,57.4713,69,37.4,0.0241,0.0107,0,0,0,0,0.074906,0.015625,32,0.7914,4.1451,0.4531,0,0,0
71,4931,3090,1,5,3,1.9761,2,12.6,3071,0,4.51,1.0176,3036.6,19,1.0,49,5,2,931,0.002036,0.048,77.8689,70,34.6,0.0231,0.0104,1,0,0,0,0.076,0.015625,34,0.7944,4.2211,0.4538,0,0,0
72,4930,3087,1,5,1,1.9822,2,12.9,3071,0,4.52,1.015,3041.4,16,1.0,50,2,1,957,0.001851,0.044,56.1798,71,34.9,0.0226,0.0091,1,0,0,0,0.087912,0.015625,36,0.8223,4.3017,0.4546,0,0,0
73,4929,3001,1,5,3,1.9822,2,13.2,10,2986,4.43,0.988,3037.6,15,1.0,51,1,0,966,0.001854,0.0415,58.1395,72,35.2,0.0225,0.0089,1,0,0,0,0.079245,0.015625,36,0.8028,4.3432,0.4556,0,0,0
74,4928,3031,0,0,3,1.9839,2,12.6,3,3028,4.47,0.998,3037.0,3,1.0,49,0,2,966,0.001604,0.0493,11.0294,73,37.5,0.0216,0.0095,0,0,0,0,0.084507,0.015625,36,0.8151,4.4277,0.4566,0,0,0
75,4927,3047,1,4,3,1.9727,1,12.3,3040,0,4.5,1.003,3037.9,7,1.0,49,1,1,972,0.001612,0.0358,26.2172,74,38.3,0.0227,0.0075,0,0,0,0,0.082437,0.015625,36,0.8105,4.4994,0.4574,0,0,0
76,4927,3020,1,5,1,1.9893,1,12.2,4,3011,4.47,0.9947,3036.2,9,1.0,50,1,0,974,0.001699,0.0461,32.6087,75,38.5,0.0226,0.0083,1,0,0,0,0.088652,0.015625,36,0.8237,4.549,0.4584,0,0,0
77,4926,3016,1,4,1,1.9628,2,12.3,4,3007,4.38,0.994,3034.3,9,1.0,50,3,3,975,0.001652,0.0421,30.7167,76,38.9,0.0208,0.0078,0,2,0,0,0.110032,0.015625,37,0.858,4.6138,0.4593,0,0,0
78,4922,3102,0,0,3,1.9678,2,12.4,3091,0,4.56,1.0204,3040.8,12,1.0,51,3,2,969,0.001599,0.0463,44.4444,77,39.1,0.0202,0.0103,0,0,0,0,0.067616,0.015625,39,0.7689,4.66,0.4586,0,0,0
79,4921,2974,1,5,3,1.9852,1,12.4,2,2962,4.46,0.9801,3034.5,12,1.0,55,8,4,1017,0.001587,0.0381,39.604,78,37.1,0.0209,0.0085,1,0,0,0,0.07619,0.015625,41,0.7949,4.7235,0.4591,0,0,0
80,4920,2969,0,0,3,1.9699,1,12.6,0,2964,4.43,0.9804,3028.2,5,1.0,52,0,3,1011,0.00152,0.0348,18.1159,79,40.2,0.0198,0.0076,0,0,0,0,0.066202,0.015625,40,0.764,4.7862,0.459,0,0,0
81,4919,3021,1,4,3,1.948,1,12.5,4,3014,4.43,0.9978,3027.5,7,1.0,51,1,2,1015,0.001474,0.0436,21.0526,80,42.0,0.0212,0.0095,0,0,0,0,0.087248,0.015625,37,0.8209,4.8433,0.4602,0,0,0
82,4919,3092,2,5,1,1.9689,1,13.2,3076,0,4.59,1.0192,3033.7,16,1.0,52,7,6,1018,0.001601,0.0377,49.6454,81,40.2,0.0207,0.0078,1,0,0,0,0.078767,0.015625,38,0.8016,4.8844,0.4608,0,0,0
83,4918,3041,1,5,1,1.9839,2,12.3,3032,0,4.51,1.0022,3034.4,9,1.0,51,1,2,1007,0.001577,0.0378,31.5789,82,41.9,0.0207,0.008,1,0,0,0,0.079038,0.015625,38,0.8023,4.96,0.4613,0,0,0
84,4916,2999,1,5,1,1.9438,2,12.1,9,2990,4.42,0.9894,3031.0,9,1.0,50,1,2,1013,0.001617,0.0348,29.316,83,43.6,0.0199,0.0076,1,1,0,0,0.072785,0.015625,36,0.7853,5.0328,0.4617,0,0,0
85,4915,3010,1,5,1,1.9904,2,12.1,6,3004,4.55,0.9937,3029.0,6,1.0,50,2,2,1015,0.001787,0.0586,17.7305,84,44.4,0.0225,0.0104,1,1,0,0,0.082759,0.015625,36,0.8112,5.1155,0.4618,0,0,0
86,4914,2998,1,5,1,1.9569,2,12.1,1,2992,4.44,0.9907,3026.1,6,1.0,51,2,1,1017,0.001578,0.0444,17.301,85,44.5,0.0214,0.0091,1,0,0,0,0.085324,0.015625,37,0.8169,5.2008,0.4622,0,0,0
87,4914,3012,1,5,1,1.9198,2,13.3,7,3005,4.48,0.9958,3024.7,7,1.0,51,3,3,1039,0.001367,0.0469,18.797,86,43.8,0.0208,0.0097,1,0,0,0,0.068592,0.015625,36,0.7722,5.2694,0.462,0,0,0
88,4913,3016,2,3,1,1.8572,2,14.3,9,3007,4.45,0.9974,3023.9,9,1.0,53,2,0,1047,0.001393,0.0357,30.303,87,43.1,0.0216,0.0085,0,0,0,0,0.074675,0.015625,35,0.7908,5.3441,0.4624,0,0,0
89,4909,2945,1,4,1,1.8901,2,13.4,0,2940,4.32,0.9763,3016.4,5,1.0,53,3,3,1043,0.001449,0.0455,18.3824,88,43.6,0.0213,0.0096,0,1,0,0,0.087413,0.015625,37,0.8213,5.4315,0.4626,0,0,0
90,4908,2942,1,5,1,1.8886,2,14.1,5,2932,4.36,0.9776,3009.3,10,1.0,54,1,0,1051,0.001439,0.0465,35.2113,89,43.8,0.0217,0.0084,1,0,0,0,0.076412,0.015625,38,0.7955,5.4847,0.4624,0,0,0
91,4906,2967,0,0,1,1.9153,2,13.1,0,2967,4.44,0.9873,3005.3,0,1.0,53,0,1,1049,0.001295,0.0517,0.0,90,45.6,0.0195,0.0094,0,0,0,0,0.075988,0.015625,38,0.7944,5.5607,0.4623,0,0,0
92,4904,2985,0,0,0,1.882,1,12.2,0,2985,4.37,0.9939,3003.3,0,1.0,52,0,1,1043,0.001225,0.0464,0.0,91,47.5,0.0223,0.0088,0,0,0,0,0.078571,0.015625,37,0.8011,5.6142,0.4626,0,0,0
93,4903,3000,3,5,1,1.9072,1,12.6,20,2980,4.46,0.999,3003.0,20,1.0,60,11,3,1118,0.001413,0.0402,61.2903,92,42.0,0.0186,0.0076,2,0,0,0,0.068111,0.015625,39,0.7706,5.6792,0.4624,0,0,0
94,4902,2965,1,3,1,1.8644,1,12.2,13,2952,4.42,0.9885,2999.4,13,1.0,60,3,3,1126,0.001307,0.0475,39.3443,93,43.0,0.018,0.0078,0,0,0,0,0.072785,0.015625,39,0.7853,5.752,0.4622,0,0,0
95,4900,3059,3,5,1,1.8329,2,12.3,3038,0,4.49,1.0182,3005.2,22,1.0,64,8,4,1162,0.001427,0.0484,58.9888,94,40.4,0.0164,0.0069,1,0,0,0,0.083333,0.015625,43,0.8125,5.8004,0.4608,0,0,0
96,4898,3040,0,0,3,1.9499,2,12.3,3027,0,4.56,1.0105,3008.5,13,1.0,62,5,7,1154,0.001416,0.048,37.9747,95,42.2,0.0188,0.0094,0,0,0,0,0.081081,0.015625,41,0.8073,5.8755,0.46,0,0,0
97,4898,2966,0,0,3,1.9593,1,12.1,2,2959,4.42,0.9872,3004.4,7,1.0,60,2,4,1148,0.001265,0.0324,18.4615,96,44.5,0.0185,0.007,0,0,0,0,0.073529,0.015625,42,0.7875,5.9314,0.4592,0,0,0
98,4897,2998,2,5,1,1.9338,1,13.0,10,2988,4.44,0.9981,3003.8,10,1.0,63,5,2,1153,0.001345,0.0446,32.8947,97,43.3,0.0189,0.0081,1,0,0,0,0.063694,0.015625,42,0.7547,5.9855,0.4582,0,0,0
99,4896,2944,0,0,1,1.8934,1,14.6,5,2939,4.43,0.9819,2998.1,5,1.0,58,0,5,1145,0.001202,0.034,14.7929,98,47.6,0.0192,0.0078,0,0,0,0,0.076487,0.015625,40,0.7957,6.028,0.4575,0,0,0
100,4896,3096,0,0,3,1.9053,1,13.7,3091,0,4.51,1.0309,3007.9,10,1.0,60,5,3,1119,0.001217,0.0467,29.4118,99,47.0,0.0194,0.0083,0,0,0,0,0.062305,0.015625,41,0.7492,6.0841,0.4564,0,0,0
101,4895,3064,3,5,3,1.8826,1,12.4,3043,0,4.52,1.0168,3013.3,21,1.0,63,5,2,1169,0.001159,0.0322,57.4018,100,45.7,0.0181,0.0072,1,0,0,0,0.073099,0.015625,42,0.7863,6.1396,0.4553,0,0,0
102,4894,2918,1,4,1,1.8982,1,12.4,3,2915,4.36,0.9713,3004.2,3,1.0,61,1,3,1167,0.00114,0.0328,9.3168,101,46.7,0.0188,0.007,0,0,0,0,0.080597,0.015625,41,0.8061,6.2023,0.4545,0,0,0
103,4893,2974,1,4,1,1.9,2,12.1,4,2970,4.4,0.9909,3001.3,4,1.0,60,1,2,1151,0.001178,0.036,12.4224,102,48.3,0.0176,0.0083,0,0,0,0,0.063063,0.015625,41,0.7522,6.2534,0.4537,0,0,0
104,4891,3078,1,5,3,1.9464,2,12.2,3070,0,4.46,1.0234,3008.7,9,1.0,59,1,2,1162,0.001174,0.035,27.027,103,49.9,0.018,0.0081,1,0,0,0,0.058309,0.015625,41,0.732,6.3059,0.453,0,0,0
