window,alive_nodes,alive_links,n_clusters,n_encapsulated,n_candidates,max_size,max_density_ratio,max_seen_count,mean_inner_entropy,max_inner_entropy,total_inner_triangles,motif_recurrence_count,encap_events_total,dissolve_events_total,hardened_links_count,k_star,entropy,entropy_delta,milestone,physics_seconds,max_lifespan,mean_continuity,max_continuity,mean_turnover_rate,pd_p_count,pd_d_count,pd_both_count,resonant_incorporations,dissonant_incorporations,resonant_rejections,dissonant_rejections,resonance_total_events,resonance_ratio,personalities_recorded,max_relaxed_lifespan,max_strict_lifespan,identity_stable,identity_drift,identity_new,identity_reformation,mean_jaccard,motif_alpha,motif_beta,motif_gamma,cooled_nodes,mean_cooling_factor,z_hardened,z_softened,z_tensioned,alpha_t,compound_restore,inert_penalty,delta_L,delta_Z0,drift_applied,mean_h_age,max_h_age,mean_h_res,max_h_res,mean_h_str,max_h_str,mature_links,rigid_links,brittle_links,hist_matured,hist_snapped,hist_suppressed,avalanche_events,cascade_links,void_mean_V,void_max_V,void_active_nodes,gen_births,gen_candidates,gen_max_T,gen_max_delta,void_consumed,void_deposited,proliferation_pi,void_induced_births,void_total_mass,void_variance,void_isolated_high,void_active_neighbor_high,void_diffusion_events,void_to_active,void_c_diff,cascade_splashes,r0_to_rplus,rplus_to_r0,total_rplus,total_r0,amplified_pairs,echo_deposits,echo_latent_total,reforms_alive,reformations,v_energy,v_recurrence_n,v_motifs,v_labels,v_born,v_died,v_torque_n,v_torque_mean,v_torque_success
171,3918,2284,3,0,3,7,1.0,1,0,0,0,0,0,0,0,3,1.7925,0.2075,2,30.3,2,0.0,0.0,0.0,0,0,0,0,0,14,35,49,0.0,0,1,1,0,0,3,0,0.0,0,0,1,0,1.0,658,283,54523,0.00024,0.506611,0.018098,14,3,1,0.0467,0.344,0.0014,0.36,0.1155,0.68,0,0,0,1100,5,5,0,0,0.0001,0.0048,0,2,2,0.000392,4.7e-05,2,1.69,0.043783,0,0.4827,0.0,0,0,86,30,0.001,0,25,8,21,2263,595694,0,0.0,0,0,572.2554,577,4,224,3,1,836,0.596679,41.2439
172,3913,2326,1,0,1,5,0.4,2,0,0,0,0,0,0,0,3,2.0,0.2075,2,30.4,2,0.0,0.0,0.0,0,0,0,0,0,15,31,46,0.0,0,2,1,0,1,0,0,0.2857,0,0,0,0,1.0,896,270,54895,0.00052,0.506611,0.018098,42,-3,0,0.0465,0.418,0.001,0.39,0.1147,0.66,0,0,0,1345,10,4,0,0,0.0001,0.001,0,10,10,0.000418,0.000301,1,2.788,0.085984,0,0.4792,0.0,0,0,85,78,0.001,0,17,23,5,2321,594258,1,0.0208,0,0,567.8122,567,1,224,1,1,834,0.597213,42.9293
173,3907,2393,1,0,1,3,0.3333,1,0,0,0,0,0,0,0,3,1.9852,-0.0148,2,30.4,2,0.2857,0.2857,0.1042,0,0,0,0,0,20,45,65,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1330,245,54992,0.001186,0.506611,0.018098,109,-4,0,0.0471,0.322,0.0007,0.12,0.1163,0.66,0,0,0,1296,4,0,0,0,0.0001,0.001,0,0,0,0.000619,0.0,1,1.274,0.033431,0,0.4805,0.0,0,0,12,8,0.001,0,10,4,8,2385,591674,0,0.0,0,0,573.2657,571,2,225,2,1,837,0.587612,39.3438
174,3898,2351,2,0,2,5,1.6,1,0,0,0,0,0,0,0,3,1.9713,-0.0139,2,29.2,2,0.2857,0.2857,0.0962,0,0,0,0,0,21,48,69,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2143,285,53652,0.000769,0.506559,0.0181,67,-1,1,0.0471,0.29,0.0009,0.27,0.1166,0.66,0,0,0,1562,6,5,0,0,0.0001,0.001,0,2,2,0.00027,0.000229,0,1.86,0.051042,0,0.4812,0.0,0,0,5,4,0.001,0,12,4,13,2338,590688,0,0.0,0,0,568.4768,576,3,227,2,0,841,0.575546,37.1347
175,3895,2331,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9808,0.0095,2,30.3,2,0.2857,0.2857,0.0833,0,0,0,0,0,25,50,75,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1993,303,53955,0.0003,0.506559,0.0181,-20,1,0,0.0471,0.358,0.0009,0.36,0.1164,0.695,0,0,0,1702,6,5,0,0,0.0001,0.001,0,2,2,0.000406,0.000353,2,1.472,0.05148,0,0.4805,0.0,0,0,4,2,0.001,0,16,18,0,2331,588104,1,0.021,0,0,557.8792,568,0,226,0,1,839,0.569428,41.1171
176,3891,2359,1,0,1,3,0.6667,1,0,0,0,0,0,0,0,3,2.0,0.0192,1,29.2,2,0.2857,0.2857,0.0833,0,0,0,0,0,28,57,85,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1497,301,55256,0.00018,0.506559,0.0181,8,-3,0,0.0462,0.352,0.0004,0.09,0.1146,0.69,0,0,0,1531,8,0,0,0,0.0001,0.001,0,3,3,0.000495,0.000346,1,2.434,0.067825,0,0.4807,0.0,0,0,6,4,0.001,0,5,0,4,2355,587890,0,0.0,0,0,568.987,572,1,227,1,0,842,0.593958,48.0352
177,3889,2314,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9183,-0.0817,1,30.3,2,0.2857,0.2857,0.0781,0,0,0,0,0,28,57,85,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1123,247,55604,0.00047,0.506576,0.018103,-37,-3,1,0.0453,0.328,0.0004,0.09,0.1128,0.635,0,0,0,993,9,0,0,0,0.0001,0.1117,1,5,5,0.000552,0.000498,1,2.622,0.077787,0,0.5998,3e-06,1,0,151,119,0.0011,0,5,4,5,2309,587186,0,0.0,0,0,567.8053,573,1,226,1,2,841,0.577928,41.111
178,3883,2318,3,0,3,5,0.5,1,0,0,0,0,0,0,0,0,1.0,-0.9183,1,30.3,2,0.2857,0.2857,0.0893,0,0,0,0,0,24,51,75,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,875,330,54300,0.00014,0.506576,0.018103,4,1,0,0.0444,0.242,0.0009,0.24,0.1105,0.605,0,0,0,877,3,5,0,0,0.0001,0.135,1,4,4,0.000719,0.000223,0,0.934,0.025884,0,0.6238,5e-06,1,0,140,110,0.0011,0,21,3,17,2301,584146,0,0.0,0,0,579.6671,585,4,228,3,1,849,0.55561,44.3349
179,3878,2329,2,0,2,5,1.2,3,0,0,0,0,0,0,0,0,1.5,0.5,1,29.9,2,0.2857,0.2857,0.0735,0,0,0,0,0,24,51,75,0.0,0,3,3,0,0,1,1,0.0,0,0,0,0,1.0,204,285,54335,0.00025,0.506576,0.018103,15,-1,0,0.0463,0.312,0.0014,0.3,0.1148,0.585,0,0,0,821,2,10,0,0,0.0001,0.0015,0,0,0,0.000176,0.0,1,0.28,0.017175,0,0.4888,0.0,0,0,76,60,0.001,0,10,10,15,2314,581114,1,0.0378,0,0,587.4738,588,3,229,2,1,853,0.586871,47.6168
180,3871,2272,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.7842,0.2842,2,29.6,3,0.2857,0.2857,0.0893,0,0,0,0,0,22,42,64,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1027,281,52509,0.00052,0.506598,0.018103,-42,0,1,0.0461,0.274,0.0012,0.33,0.1141,0.675,0,0,0,1186,4,7,0,0,0.0001,0.0015,0,4,4,0.000134,0.000134,0,0.84,0.035211,0,0.4887,0.0,0,0,8,4,0.001,0,21,20,5,2267,578546,1,0.0252,0,0,586.5514,583,1,228,0,1,848,0.571262,43.4192
181,3867,2344,1,0,1,4,0.6,1,0,0,0,0,0,0,0,3,1.7842,0.0,1,30.5,3,0.2857,0.2857,0.0962,0,0,0,0,0,23,43,66,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,1920,286,52224,0.000819,0.506598,0.018103,72,4,0,0.0467,0.32,0.0012,0.33,0.115,0.695,0,0,0,1585,6,5,0,0,0.0001,0.0022,0,4,4,0.000242,0.000155,1,1.452,0.051194,0,0.4953,0.0,0,0,76,39,0.001,0,10,6,7,2337,576992,1,0.1017,0,0,579.4295,590,2,230,2,0,853,0.561289,35.5609
182,3859,2305,1,0,1,3,0.2222,1,0,0,0,0,0,0,0,1,1.9242,0.14,1,30.4,3,0.2857,0.2857,0.0962,0,0,0,0,0,19,41,60,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2438,267,54362,0.00043,0.506598,0.018103,33,2,0,0.0475,0.39,0.0014,0.39,0.1166,0.675,0,0,0,2148,5,7,0,0,0.0001,0.001,0,0,0,0.000449,0.0,1,1.5,0.043384,0,0.4936,0.0,0,0,60,51,0.001,0,14,3,11,2294,575338,0,0.0,0,0,582.4474,593,3,231,1,0,854,0.57366,42.5643
183,3854,2292,2,0,2,4,0.6667,1,0,0,0,0,0,0,0,1,1.7759,-0.1483,2,30.5,3,0.2857,0.2857,0.1042,0,0,0,0,0,15,35,50,0.0,1,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2514,219,54685,0.0003,0.506592,0.018103,20,0,1,0.0478,0.356,0.0014,0.39,0.1175,0.625,0,0,0,1875,18,7,0,0,0.0001,0.0362,1,3,3,0.00049,0.00029,3,5.508,0.157065,0,0.5293,0.0,1,0,103,94,0.0011,0,22,13,12,2280,573222,1,0.0425,0,0,575.0496,598,3,232,2,1,857,0.568889,39.7544
184,3845,2294,1,0,1,5,0.0,1,0,0,0,0,0,0,0,3,1.8464,0.0706,2,29.3,3,0.0,0.0,0.0,0,0,0,0,0,16,32,48,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2135,275,53324,0.00012,0.506592,0.018103,2,1,0,0.0471,0.4,0.0016,0.42,0.1157,0.615,0,0,0,2091,4,11,0,0,0.0001,0.001,0,1,1,0.001497,6e-06,0,1.044,0.034874,0,0.492,0.0,0,0,4,4,0.001,0,5,6,10,2284,571606,1,0.0769,0,0,578.9683,600,2,233,1,0,857,0.553236,47.3013
185,3841,2352,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.3873,2,30.3,3,0.0,0.0,0.0,0,0,0,0,0,14,36,50,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1697,372,54841,0.000699,0.506592,0.018103,60,2,0,0.0467,0.294,0.0006,0.3,0.1159,0.7,0,0,2,1832,10,4,0,0,0.0001,0.0535,2,2,2,0.000375,6.7e-05,0,2.898,0.085034,0,0.5721,1e-06,0,2,6,4,0.001,0,4,10,0,2352,570298,1,0.0986,0,0,579.6733,595,0,233,0,0,857,0.5712,48.3551
186,3835,2341,1,0,1,4,1.0,1,0,0,0,0,0,0,0,3,1.9219,0.4628,1,29.1,3,0.0,0.0,0.0,0,0,0,0,0,11,29,40,0.0,1,1,1,0,0,1,0,0.0,0,0,0,0,1.0,919,201,54940,0.00059,0.506563,0.018101,49,1,1,0.0466,0.362,0.0003,0.3,0.1161,0.695,0,0,0,943,9,2,0,0,0.0001,0.001,0,5,5,0.000783,0.000518,2,2.654,0.07689,0,0.4888,0.0,0,0,13,5,0.001,0,4,0,3,2338,570554,0,0.0,0,0,572.0708,598,1,234,1,0,857,0.537197,43.7751
187,3831,2293,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.5613,-0.3606,1,30.2,3,0.0,0.0,0.0,0,0,0,0,0,11,29,40,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,491,268,54606,0.00058,0.506563,0.018101,-48,-4,0,0.0461,0.18,0.0002,0.09,0.1149,0.45,0,0,0,332,3,0,0,0,0.0001,0.001,0,2,2,0.000532,0.0,0,0.84,0.026167,0,0.4875,0.0,0,0,5,2,0.001,0,8,8,0,2293,570134,0,0.0,0,0,564.5953,595,0,234,0,0,857,0.563974,43.5543
188,3828,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,-0.1021,1,29.0,3,0.0,0.0,0.0,0,0,0,0,0,12,26,38,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,867,224,53117,0.00029,0.506563,0.018101,-19,1,0,0.0459,0.256,0.0002,0.09,0.1144,0.52,0,0,0,551,0,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.0,0.0,0,0.4875,0.0,0,0,0,0,0,0,0,0,0,2322,571302,0,0.0,0,0,566.4262,595,0,234,0,0,857,0.556263,45.0191
189,3826,2333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.4591,0.0,1,30.1,3,0.0,0.0,0.0,0,0,0,0,0,12,26,38,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1042,177,52475,0.00018,0.506565,0.018102,-8,-1,1,0.0454,0.342,0.0001,0.09,0.1132,0.685,0,0,0,737,2,0,0,0,0.0001,0.001,0,0,0,0.0,0.0,0,0.602,0.017145,0,0.4867,0.0,0,0,0,0,0.001,0,3,1,0,2333,570790,0,0.0,0,0,562.2941,595,0,231,0,3,849,0.572604,44.8794
190,3822,2337,3,0,3,4,0.75,1,0,0,0,0,0,0,0,3,1.9219,0.4628,1,29.0,3,0.0,0.0,0.0,0,0,0,0,0,11,21,32,0.0,1,1,1,0,0,3,0,0.0,0,0,0,0,1.0,1164,196,54230,0.00014,0.506565,0.018102,4,0,0,0.0459,0.25,0.0005,0.15,0.1139,0.625,0,0,0,819,10,0,0,0,0.0001,0.0027,0,4,4,0.000152,0.00012,1,3.1,0.085579,0,0.4886,0.0,0,0,8,3,0.001,0,20,5,10,2327,570560,0,0.0,0,0,555.0718,605,2,233,2,0,855,0.534653,38.2564
191,3820,2335,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.9656,0.0437,1,30.2,1,0.0,0.0,0.0,0,0,0,0,0,6,14,20,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1696,153,54075,0.00012,0.506565,0.018102,2,-2,0,0.0476,0.28,0.0011,0.3,0.1177,0.635,0,0,0,1209,4,5,0,0,0.0001,0.001,0,0,0,0.000594,0.0,0,1.12,0.034261,0,0.484,0.0,0,0,2,2,0.001,0,17,8,15,2320,569808,0,0.0,1,0,564.7563,610,3,233,2,2,858,0.577525,46.6215
192,3818,2513,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.9899,0.0243,2,30.2,1,0.0,0.0,0.0,0,0,0,0,0,9,25,34,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,2409,184,54719,0.001881,0.50623,0.018098,180,1,1,0.048,0.38,0.001,0.36,0.1182,0.68,0,0,0,1891,4,5,0,0,0.0001,0.001,0,0,0,0.000277,0.0,1,0.886,0.031834,0,0.4839,0.0,0,0,0,0,0.001,0,17,14,10,2503,569572,1,0.0289,0,0,567.6014,610,2,235,2,0,864,0.544795,45.7597
193,3815,2327,1,0,1,5,1.5,1,0,0,0,0,0,0,0,3,1.904,-0.0859,2,29.0,1,0.0,0.0,0.0,0,0,0,0,0,11,25,36,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,3099,159,54639,0.001939,0.50623,0.018098,-186,2,0,0.0479,0.322,0.0006,0.09,0.1182,0.7,0,0,1,2549,14,0,0,0,0.0001,0.0202,1,6,6,0.000329,0.000297,1,4.492,0.120325,0,0.5044,0.0,0,1,37,18,0.001,0,11,10,5,2322,569450,0,0.0,0,0,574.0529,605,1,233,1,3,858,0.5561,48.6864
194,3814,2302,2,0,2,5,1.6,1,0,0,0,0,0,0,0,1,1.5766,-0.3273,2,30.1,1,0.0,0.0,0.0,0,0,0,0,0,11,32,43,0.0,0,1,1,0,0,2,0,0.0,0,0,1,0,1.0,2264,291,54128,0.002179,0.50623,0.018098,-211,3,0,0.047,0.328,0.0005,0.09,0.1165,0.685,0,0,0,1986,7,0,0,0,0.0001,0.001,0,3,3,0.000952,0.000489,0,2.054,0.060816,0,0.4861,0.0,0,0,102,101,0.001,0,12,5,9,2293,569664,0,0.0,0,0,574.4863,609,2,233,2,2,864,0.560477,43.9368
195,3813,2264,1,0,1,3,0.4444,1,0,0,0,0,0,0,0,3,1.749,0.1724,2,30.1,1,0.0,0.0,0.0,0,0,0,0,0,11,28,39,0.0,0,1,1,0,0,1,0,0.0,0,0,0,0,1.0,2232,267,51415,0.00254,0.50685,0.018113,-249,-3,1,0.0469,0.318,0.0007,0.09,0.1157,0.63,0,0,0,1508,12,0,0,0,0.0001,0.0012,0,5,5,0.000537,0.000366,1,3.528,0.106006,0,0.4886,0.0,0,0,71,45,0.001,0,24,16,3,2261,568814,0,0.0,0,0,577.9982,603,1,234,1,0,867,0.559893,47.7655
196,3812,2271,2,0,2,5,0.7111,1,0,0,0,0,0,0,0,3,1.7465,-0.0025,2,29.1,1,0.0,0.0,0.0,0,0,0,0,0,14,32,46,0.0,0,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2504,182,51145,0.00017,0.50685,0.018113,7,-1,0,0.0469,0.308,0.0009,0.18,0.1155,0.68,0,0,0,1900,6,0,0,0,0.0001,0.001,0,4,4,0.00091,0.000423,1,1.898,0.05284,0,0.4877,0.0,0,0,6,3,0.001,0,13,7,8,2263,567448,0,0.0,0,0,580.3622,608,2,236,2,0,873,0.545914,44.9917
197,3808,2366,3,0,3,5,1.6,2,0,0,0,0,0,0,0,3,1.9363,0.1898,2,30.4,1,0.0,0.0,0.0,0,0,0,0,0,14,35,49,0.0,0,2,2,0,0,2,1,0.0,0,0,0,0,1.0,2598,269,52720,0.001116,0.50685,0.018113,102,7,0,0.0471,0.344,0.0011,0.27,0.1161,0.64,0,0,0,2085,11,2,0,0,0.0001,0.0022,0,6,6,0.000468,0.000272,2,2.886,0.092983,0,0.4927,0.0,0,0,144,88,0.001,0,23,6,20,2346,566948,1,0.4229,0,0,588.4265,620,4,240,4,0,884,0.57528,45.2955
198,3807,2235,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9591,0.0229,2,30.3,2,0.0,0.0,0.0,0,0,0,0,0,19,44,63,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1746,263,53726,0.00039,0.506861,0.018112,-29,1,1,0.0479,0.3,0.0013,0.27,0.1177,0.69,0,0,0,1879,6,6,0,0,0.0001,0.001,0,0,0,0.000872,0.0,2,1.672,0.053691,0,0.4938,0.0,0,0,24,24,0.001,0,8,19,4,2231,565616,1,0.0911,0,0,582.151,604,1,240,0,0,883,0.557368,42.2323
199,3806,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.9501,-0.0091,1,30.3,2,0.0,0.0,0.0,0,0,0,0,0,27,47,74,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1.0,2229,300,49915,0.00015,0.506861,0.018112,-5,2,0,0.0465,0.364,0.001,0.3,0.1144,0.655,0,0,0,1968,9,6,0,0,0.0001,0.001,0,9,9,0.000375,0.000293,2,2.24,0.080717,0,0.4983,0.0,0,0,70,53,0.0011,0,19,12,0,2230,563240,1,0.0658,0,0,586.0332,604,0,238,0,2,879,0.557144,51.1305
200,3800,2387,3,0,3,5,0.9,1,0,0,0,0,0,0,0,3,1.9591,0.0091,1,29.1,2,0.0,0.0,0.0,0,0,0,0,0,27,47,74,0.0,0,1,1,0,0,3,0,0.0,0,0,0,0,1.0,2408,209,55176,0.001608,0.506861,0.018112,152,1,0,0.0473,0.294,0.0005,0.09,0.1174,0.685,0,0,0,1967,12,0,0,0,0.0001,0.1101,1,11,11,0.000882,0.000704,1,3.988,0.100544,0,0.6153,3e-06,1,0,145,132,0.0011,0,19,2,15,2372,561698,0,0.0,0,0,593.7562,619,3,240,3,1,887,0.563284,44.5554
201,3796,2265,2,0,2,5,1.0,1,0,0,0,0,0,0,0,3,1.9328,-0.0263,1,30.3,2,0.0,0.0,0.0,0,0,0,0,0,27,47,74,0.0,0,1,1,0,0,2,0,0.0,1,0,0,0,1.0,2709,319,52136,0.0004,0.506849,0.018113,30,-1,1,0.0467,0.394,0.0012,0.21,0.1151,0.7,0,0,1,1806,8,5,0,0,0.0001,0.0129,1,3,3,0.000949,0.000435,1,2.354,0.07064,0,0.5221,0.0,0,1,79,76,0.001,0,16,12,13,2252,561544,0,0.0,0,0,595.045,617,3,240,2,2,887,0.558281,49.1642
202,3792,2372,3,0,3,5,0.6667,2,0,0,0,0,0,0,0,3,1.6855,-0.2473,2,30.2,2,0.0,0.0,0.0,0,0,0,0,0,31,46,77,0.0,0,2,2,1,0,1,1,1.0,0,0,0,0,1.0,2800,232,52533,0.001166,0.506849,0.018113,107,4,0,0.0492,0.328,0.0023,0.36,0.1201,0.695,0,0,0,2279,3,15,0,0,0.0001,0.0224,1,0,0,0.000492,0.0,0,0.85,0.025295,0,0.5278,0.0,0,1,2,2,0.001,0,16,2,24,2348,560060,0,0.0,0,0,596.2114,628,5,241,2,1,890,0.545458,45.3542
203,3789,2295,3,0,3,4,1.0,3,0,0,0,0,0,0,0,3,1.8031,0.1177,2,29.0,2,1.0,1.0,0.0,0,0,0,0,0,32,53,85,0.0,0,3,3,2,1,0,0,0.8333,0,0,0,0,1.0,3631,234,52730,0.0004,0.506849,0.018113,30,2,0,0.0491,0.428,0.0027,0.51,0.119,0.7,0,1,1,2901,17,13,0,0,0.0001,0.0528,3,9,9,0.000215,0.000166,1,4.392,0.148145,0,0.6083,1e-06,0,3,62,42,0.001,0,7,12,14,2281,560066,2,0.1168,0,0,583.7159,622,4,239,0,2,883,0.543634,40.0858
204,3788,2279,3,0,3,5,1.0667,4,0,0,0,0,0,0,0,3,1.6697,-0.1334,2,30.1,3,0.875,1.0,0.0429,0,0,0,0,0,35,55,90,0.0,2,4,4,2,0,1,0,1.0,0,0,0,0,1.0,2793,260,51507,0.00024,0.506846,0.018111,14,4,1,0.0485,0.528,0.0028,0.66,0.1171,0.665,1,4,0,2252,12,11,0,0,0.0001,0.0144,1,8,8,0.001445,0.000459,2,3.39,0.105308,0,0.5265,0.0,0,1,124,86,0.001,0,22,12,19,2260,557332,1,0.0208,0,0,607.3376,634,5,241,3,1,892,0.545941,51.3651
205,3782,2396,1,0,1,3,0.0,5,0,0,0,0,0,0,0,3,1.7296,0.0598,2,30.1,4,0.9167,1.0,0.0429,0,0,0,0,0,44,63,107,0.0,2,5,5,1,0,0,0,1.0,0,0,0,0,1.0,2292,330,51496,0.001265,0.506846,0.018111,117,-2,0,0.0474,0.556,0.0024,0.75,0.1152,0.685,3,3,0,2215,9,13,0,0,0.0001,0.001,0,6,6,0.001793,0.000617,2,2.796,0.075125,0,0.5119,0.0,0,0,19,14,0.001,0,4,3,16,2380,556686,0,0.0,0,0,595.2873,634,4,241,0,0,890,0.557158,41.11
206,3776,2294,2,0,2,5,1.3333,1,0,0,0,0,0,0,0,3,1.4834,-0.2462,2,28.9,5,0.9286,1.0,0.0462,0,0,0,0,0,53,75,128,0.0,2,1,1,0,0,2,0,0.0,0,0,0,0,1.0,1755,287,52960,0.00025,0.506846,0.018111,15,-3,0,0.0478,0.376,0.0021,0.45,0.1175,0.7,0,0,1,1917,10,13,0,0,0.0001,0.001,0,2,2,0.000775,4.2e-05,1,2.168,0.087183,0,0.5119,0.0,0,0,25,22,0.001,0,21,7,19,2275,556310,3,0.1577,0,0,597.4206,643,5,242,2,1,892,0.538597,45.3222
207,3774,2346,3,0,3,4,1.0,2,0,0,0,0,0,0,0,3,1.6767,0.1934,2,30.0,5,0.9286,1.0,0.0429,0,0,0,0,0,54,75,129,0.0,2,2,2,1,0,2,0,1.0,0,0,1,0,1.0,1474,277,53050,0.000769,0.506794,0.018114,67,-2,1,0.047,0.434,0.002,0.48,0.1155,0.695,0,0,0,1779,8,9,0,0,0.0001,0.001,0,2,2,0.00066,0.000304,1,2.222,0.068201,0,0.5106,0.0,0,0,11,9,0.001,0,12,13,15,2331,555208,1,0.0211,0,0,600.2907,649,4,240,2,4,891,0.553898,46.7266
208,3769,2375,1,0,1,3,0.3333,3,0,0,0,0,0,0,0,3,1.7527,0.076,2,30.0,5,0.9375,1.0,0.0429,0,0,0,0,0,51,67,118,0.0,2,3,3,1,0,0,0,1.0,0,0,0,0,1.0,1437,260,53308,0.00039,0.506794,0.018114,29,-3,0,0.0466,0.37,0.0014,0.33,0.1147,0.69,0,0,0,1428,13,8,0,0,0.0001,0.001,0,10,10,0.000689,0.000439,2,4.086,0.109473,0,0.5134,0.0,0,0,127,86,0.001,0,10,6,12,2363,553378,0,0.0,0,0,593.6072,646,3,241,1,0,891,0.554948,40.8269
209,3767,2377,2,0,2,4,0.75,4,0,0,0,0,0,0,0,3,1.8339,0.0812,2,28.9,5,0.9444,1.0,0.0545,0,0,0,0,0,46,67,113,0.0,3,4,4,1,0,1,0,1.0,0,0,0,0,1.0,1989,221,53035,0.00041,0.506794,0.018114,31,3,0,0.047,0.384,0.0012,0.48,0.1153,0.68,0,0,0,1586,8,5,0,0,0.0001,0.1848,1,2,2,0.00103,0.000187,0,1.844,0.067311,0,0.6971,9e-06,1,0,18,15,0.0011,0,21,20,7,2370,552086,2,0.0668,0,0,593.7492,646,2,240,1,2,886,0.56146,45.8331
210,3762,2306,1,0,1,3,0.0,5,0,0,0,0,0,0,0,3,1.8339,0.0,2,30.1,5,0.95,1.0,0.05,0,0,0,0,0,47,70,117,0.0,3,5,5,1,0,0,0,1.0,0,0,0,0,1.0,2634,231,52564,0.0005,0.506814,0.018116,-40,-2,1,0.0483,0.484,0.0017,0.63,0.1184,0.695,0,3,0,2243,7,3,0,0,0.0001,0.0043,0,12,12,0.000919,0.000498,0,2.046,0.060711,0,0.5207,0.0,0,0,243,207,0.001,0,5,0,12,2294,549800,0,0.0,0,0,599.2064,651,3,240,1,1,886,0.551434,46.8763
211,3756,2330,2,0,2,5,1.2,1,0,0,0,0,0,0,0,3,1.8424,0.0084,2,30.0,5,0.9545,1.0,0.05,0,0,0,0,0,51,77,128,0.0,3,1,1,0,0,2,0,0.0,0,0,0,0,1.0,2210,359,51948,0.00034,0.506814,0.018116,24,3,0,0.0479,0.336,0.0015,0.33,0.1187,0.7,0,0,1,2079,11,9,0,0,0.0001,0.114,1,4,4,0.000558,0.000158,1,2.998,0.09442,0,0.6356,4e-06,1,0,170,102,0.0011,0,10,5,12,2318,548652,1,0.1883,0,0,596.7298,655,3,239,1,2,885,0.553162,43.3998
212,3754,2274,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.371,-0.4714,2,29.7,5,0.9545,1.0,0.05,0,0,0,0,0,48,76,124,0.0,3,0,0,0,0,0,0,0.0,0,0,0,0,1.0,1057,287,51437,0.00042,0.506814,0.018116,-32,-1,0,0.0463,0.392,0.001,0.33,0.1143,0.7,0,0,1,1202,14,7,0,0,0.0001,0.0315,2,9,9,0.000911,0.000555,3,3.816,0.123129,0,0.566,0.0,0,2,292,220,0.001,0,3,13,0,2274,549194,1,0.0534,0,0,590.0207,651,0,237,0,2,879,0.580273,40.8556
213,3750,2183,2,0,2,5,0.4444,1,0,0,0,0,0,0,0,3,1.5219,0.151,1,29.4,5,0.9545,1.0,0.0545,0,0,0,0,0,49,76,125,0.0,3,1,1,0,0,2,0,0.0,0,0,0,1,0.9762,552,228,53236,0.001324,0.506976,0.018116,-123,0,1,0.046,0.346,0.0006,0.09,0.1143,0.685,0,0,0,675,2,0,0,0,0.0001,0.001,0,0,0,0.001144,0.0,0,0.656,0.018323,0,0.5222,0.0,0,0,3,3,0.001,0,23,5,12,2171,546818,0,0.0,0,0,588.6041,663,3,237,3,3,876,0.554945,40.8864
