window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4768,3072,1,5,3,1.9479,2,140.2,0,0,0.0,1.0,0.0,5,1.0,30,2,7,470,0,0.005511,0.0692,40.6504,10,3.4,0.049,0.016,1,0,0,0,0.107692,0.015625,26,0.8549,1.0732,0.6474,11,4,15,792,1232,501,1.0,0.0,0,0,0,0.038462,0.034057,1.1293,1.0,1,0.4773,0.9405,35,0.5227
12,4711,2987,0,0,3,1.9037,2,138.1,0,0,0.0,1.0,0.0,7,1.0,32,7,5,445,0,0.005182,0.0687,56.4516,11,3.9,0.0477,0.0173,0,0,0,0,0.099237,0.015625,26,0.8425,1.1343,0.6358,10,5,17,777,1168,456,1.0,0.0,0,0,0,0.007634,0.029992,0.2545,1.0,1,0.4154,0.8347,30,0.5846
13,4639,2911,0,0,3,1.981,1,133.7,0,0,0.0,1.0,0.0,15,1.0,32,15,15,488,0,0.005097,0.0738,106.0606,12,4.3,0.0352,0.0159,0,0,0,0,0.114094,0.015625,31,0.8631,1.1611,0.6152,11,5,16,768,1171,425,1.0,0.0,0,0,0,0.040268,0.03146,1.28,1.0,1,0.3907,0.9727,32,0.6093
14,4614,2847,0,0,3,1.9287,1,132.0,0,0,0.0,1.0,0.0,3,1.0,27,3,8,439,0,0.005111,0.0699,21.8978,13,5.6,0.0533,0.0163,0,0,0,0,0.083916,0.015625,27,0.8138,1.2311,0.6114,11,4,12,740,1134,415,1.0,0.0,0,0,0,0.041958,0.03286,1.2769,1.0,1,0.4432,0.7419,32,0.5568
15,4602,2896,1,4,1,1.7023,1,131.0,0,0,0.0,1.0,0.0,7,1.0,26,5,6,428,0,0.004661,0.0727,68.6275,14,6.1,0.0534,0.0168,0,0,0,0,0.118182,0.015625,23,0.8678,1.2856,0.6104,12,3,11,785,1127,436,1.0,0.0,0,0,0,0.045455,0.034434,1.32,1.0,1,0.4428,0.8471,27,0.5572
16,4598,2960,1,4,3,1.9622,1,130.6,0,0,0.0,1.0,0.0,5,1.0,23,3,6,392,0,0.005504,0.0973,46.729,15,7.2,0.0608,0.0195,0,0,0,0,0.123894,0.015625,21,0.8739,1.3653,0.6103,10,2,11,751,1251,422,1.0,0.0,0,0,0,0.026549,0.033506,0.7923,1.0,1,0.4804,0.8767,26,0.5196
17,4577,2905,0,0,3,1.9902,2,130.0,0,0,0.0,1.0,0.0,5,1.0,22,5,6,384,0,0.005526,0.0826,43.4783,16,7.8,0.061,0.0182,0,0,0,0,0.190083,0.015625,21,0.9178,1.4396,0.6101,7,3,12,785,1147,439,1.0,0.0,0,0,0,0.033058,0.033457,0.9881,1.0,1,0.4189,0.991,23,0.5811
18,4560,2951,0,0,3,1.8625,1,128.8,0,0,0.0,1.0,0.0,9,1.0,24,9,7,407,0,0.005762,0.0992,57.377,17,7.9,0.0601,0.0244,0,0,0,0,0.129771,0.015625,22,0.8796,1.5389,0.607,8,2,14,781,1149,472,1.0,0.0,0,0,0,0.045802,0.034756,1.3178,1.0,1,0.3111,0.6625,22,0.6889
19,4535,2842,1,5,1,1.9412,1,128.0,0,0,0.0,1.0,0.0,10,1.0,24,6,6,411,0,0.004927,0.1,98.0392,18,8.5,0.0636,0.024,1,0,0,0,0.118182,0.015625,20,0.8678,1.6207,0.6071,10,2,12,763,1112,436,1.0,0.0,0,0,0,0.027273,0.034008,0.802,1.0,1,0.4568,0.9223,24,0.5432
20,4520,2953,1,3,3,1.835,1,126.9,0,0,0.0,1.0,0.0,9,1.0,29,8,3,434,0,0.004797,0.0945,73.7705,19,7.6,0.0577,0.0222,0,0,0,0,0.15748,0.015625,21,0.9008,1.6601,0.6051,13,2,14,765,1175,477,1.0,0.0,0,0,0,0.0,0.030769,0.0,0.9,0,0.3875,0.8513,24,0.6125
21,4509,2793,2,5,3,1.8955,2,126.2,0,0,0.0,1.0,0.0,18,1.0,33,13,9,508,0,0.004253,0.06,131.3869,20,6.8,0.0433,0.0143,1,0,0,0,0.18,0.015625,27,0.9132,1.688,0.598,15,3,15,758,1115,422,1.0,0.0,0,0,0,0.02,0.029743,0.6724,0.9672,0,0.3539,0.9419,29,0.6461
22,4501,2911,0,0,3,1.9269,2,125.2,0,0,0.0,1.0,0.0,10,1.0,33,10,10,517,0,0.004329,0.0724,71.4286,21,6.4,0.0401,0.0137,0,0,0,0,0.138158,0.015625,28,0.8869,1.8261,0.5919,16,4,13,763,1226,427,1.0,0.0,0,0,0,0.026316,0.029417,0.8946,0.9895,0,0.4162,0.8332,33,0.5838
23,4488,2783,1,4,1,1.8667,1,125.0,0,0,0.0,1.0,0.0,8,1.0,29,5,9,480,0,0.004193,0.0861,55.5556,22,8.0,0.0523,0.0199,0,0,0,0,0.139073,0.015625,26,0.8876,1.9652,0.5925,13,3,13,747,1101,429,1.0,0.0,0,0,0,0.02649,0.029138,0.9091,0.9909,0,0.5004,0.9849,33,0.4996
24,4476,2831,2,3,3,1.8843,1,124.3,0,0,0.0,1.0,0.0,9,1.0,31,5,3,497,0,0.004435,0.0741,68.7023,23,8.3,0.043,0.017,0,0,0,0,0.162963,0.015625,27,0.9041,2.1282,0.5893,14,2,15,788,1108,400,1.0,0.0,0,0,0,0.022222,0.028479,0.7803,0.978,0,0.4266,0.8522,29,0.5734
25,4468,2848,1,5,3,1.8178,2,123.9,0,0,0.0,1.0,0.0,9,1.0,29,5,7,512,0,0.00401,0.0733,63.3803,24,9.2,0.0394,0.0165,1,0,0,0,0.1,0.015625,25,0.8438,2.2282,0.5853,12,2,15,793,1133,416,1.0,0.0,0,0,0,0.033333,0.028942,1.1517,1.0152,0,0.3849,0.7053,31,0.6151
26,4458,2863,1,4,3,1.9137,2,123.2,0,0,0.0,1.0,0.0,12,1.0,31,10,8,505,0,0.004122,0.0719,91.6031,25,9.0,0.0386,0.0157,0,0,0,0,0.107914,0.015625,21,0.8552,2.3073,0.5824,13,2,16,796,1101,408,1.0,0.0,0,0,0,0.014388,0.027556,0.5222,0.9522,0,0.4553,0.9872,29,0.5447
27,4428,2950,3,5,3,1.922,2,121.8,0,0,0.0,1.0,0.0,18,1.0,32,7,6,576,0,0.004259,0.0773,106.5089,26,9.5,0.0426,0.0176,3,0,0,0,0.165746,0.015625,23,0.9057,2.4012,0.5831,13,5,14,813,1101,447,1.0,0.0,0,0,0,0.038674,0.028615,1.3515,1.0352,0,0.4011,0.758,31,0.5989
28,4416,2848,2,5,1,1.7999,2,121.1,0,0,0.0,1.0,0.0,23,1.0,39,15,8,650,0,0.003892,0.0606,125.6831,27,8.0,0.0341,0.0139,2,0,0,0,0.085859,0.015625,28,0.818,2.4669,0.5777,13,9,17,792,1084,419,1.0,0.0,0,0,0,0.015152,0.027332,0.5543,0.9554,0,0.3586,0.7699,32,0.6414
29,4408,2788,1,4,3,1.8922,2,120.7,0,0,0.0,1.0,0.0,6,1.0,32,3,10,619,0,0.003383,0.076,24.8447,28,10.4,0.039,0.0165,0,1,0,0,0.140351,0.015625,25,0.8887,2.6072,0.5782,13,4,15,735,1137,403,1.0,0.0,0,0,0,0.040936,0.028628,1.4299,1.043,0,0.5149,0.976,39,0.4851
30,4394,2797,0,0,3,1.7656,2,119.8,0,0,0.0,1.0,0.0,6,1.0,31,6,7,575,0,0.003901,0.0722,29.0698,29,11.3,0.0415,0.0159,0,0,0,0,0.116667,0.015625,23,0.8661,2.7239,0.5769,11,4,16,783,1105,397,1.0,0.0,0,0,0,0.022222,0.028018,0.7931,0.9793,0,0.4604,0.9219,32,0.5396
31,4386,2716,2,4,2,1.8716,1,119.5,0,0,0.0,1.0,0.0,2,1.0,28,2,5,537,0,0.003701,0.0743,0.0,30,13.1,0.0381,0.014,0,1,0,0,0.121622,0.015625,21,0.8715,2.8455,0.5766,12,1,15,790,1040,400,1.0,0.0,0,0,0,0.027027,0.027924,0.9679,0.9968,0,0.5317,0.9895,31,0.4683
32,4376,2763,1,4,3,1.9456,1,119.0,0,0,0.0,1.0,0.0,12,1.0,33,9,4,567,0,0.003798,0.0691,67.0391,31,11.8,0.0361,0.0142,0,0,0,0,0.117021,0.015625,22,0.8665,2.9253,0.5736,14,2,17,798,1093,411,1.0,0.0,0,0,0,0.005319,0.025771,0.2064,0.9206,0,0.3883,0.7813,28,0.6117
33,4348,2775,0,0,3,1.9386,2,118.0,0,0,0.0,1.0,0.0,10,1.0,34,10,9,584,0,0.003321,0.0518,54.9451,32,12.0,0.0359,0.0097,0,0,0,0,0.129534,0.015625,22,0.8794,3.0186,0.5723,12,3,19,747,1056,446,1.0,0.0,0,0,0,0.015544,0.024797,0.6269,0.9627,0,0.3769,0.9456,33,0.6231
34,4343,2850,1,5,3,1.9955,1,117.3,0,0,0.0,1.0,0.0,16,1.0,35,12,11,646,0,0.002969,0.0515,89.3855,33,12.1,0.0364,0.0143,1,0,0,0,0.097938,0.015625,30,0.8405,3.101,0.5699,12,4,19,789,1144,418,1.0,0.0,0,0,0,0.046392,0.026853,1.7276,1.0728,0,0.4009,0.9207,34,0.5991
35,4333,2720,0,0,3,1.8232,1,116.8,0,0,0.0,1.0,0.0,10,1.0,36,10,9,630,0,0.003175,0.0671,65.3595,34,12.3,0.0344,0.0142,0,1,0,0,0.097561,0.015625,28,0.8398,3.1986,0.569,12,4,20,763,1060,387,1.0,0.0,0,0,0,0.02439,0.026619,0.9163,0.9916,0,0.4114,0.8194,35,0.5886
36,4315,2721,0,0,3,1.9411,1,116.1,0,0,0.0,1.0,0.0,0,1.0,30,0,6,554,0,0.003082,0.0719,0.0,35,15.3,0.0406,0.0152,0,0,0,0,0.111111,0.015625,24,0.8594,3.3097,0.5692,11,3,16,806,1014,382,1.0,0.0,0,0,0,0.019608,0.025951,0.7556,0.9756,0,0.5157,0.9299,36,0.4843
37,4298,2705,0,0,3,1.9489,1,115.6,0,0,0.0,1.0,0.0,3,1.0,28,3,5,544,0,0.003,0.0789,20.8333,36,17.0,0.0423,0.0153,0,0,0,0,0.118421,0.015625,25,0.8681,3.4281,0.5698,12,2,14,759,1037,400,1.0,0.0,0,0,0,0.026316,0.025986,1.0127,1.0013,0,0.4929,0.8601,30,0.5071
38,4281,2722,0,0,3,1.9772,1,114.1,0,0,0.0,1.0,0.0,15,1.0,35,15,8,586,0,0.003184,0.0503,81.5217,37,14.4,0.0334,0.0111,0,0,0,0,0.090452,0.015625,25,0.8273,3.5186,0.5675,14,3,18,819,990,359,1.0,0.0,0,0,0,0.020101,0.025425,0.7906,0.9791,0,0.2711,0.9486,28,0.7289
39,4274,2761,1,4,3,1.9461,1,113.5,0,0,0.0,1.0,0.0,4,1.0,27,1,9,567,0,0.00267,0.0632,24.6914,38,18.9,0.0415,0.0154,0,0,0,0,0.132184,0.015625,26,0.8818,3.6508,0.5684,11,2,14,779,1093,386,1.0,0.0,0,0,0,0.063218,0.029025,2.1781,1.1178,0,0.4883,0.8313,35,0.5117
40,4267,2730,0,0,0,1.9367,1,113.2,0,0,0.0,1.0,0.0,5,1.0,28,5,4,510,0,0.003567,0.0822,35.7143,39,19.0,0.0435,0.0177,0,0,0,0,0.10274,0.015625,22,0.8479,3.7467,0.5704,10,4,14,786,1087,364,1.0,0.0,0,0,0,0.013699,0.027565,0.497,0.9497,0,0.4961,0.8948,27,0.5039
41,4252,2746,0,0,3,1.8647,1,112.8,0,0,0.0,1.0,0.0,8,1.0,27,8,9,548,0,0.002872,0.071,55.9441,40,20.3,0.0369,0.0148,0,0,0,0,0.122581,0.015625,25,0.8725,3.8692,0.57,10,3,14,776,1078,385,1.0,0.0,0,0,0,0.058065,0.03047,1.9056,1.0906,0,0.4027,0.7797,28,0.5973
42,4241,2691,2,5,3,1.9354,1,112.0,0,0,0.0,1.0,0.0,13,1.0,32,10,5,554,0,0.003919,0.0682,78.7879,41,17.2,0.0362,0.0158,2,0,0,0,0.119318,0.015625,25,0.869,3.9488,0.567,11,2,19,742,1094,356,1.0,0.0,0,0,0,0.0,0.027568,0.0,0.9,0,0.3769,0.8919,27,0.6231
43,4211,2612,3,5,1,1.9445,1,110.7,0,0,0.0,1.0,0.0,19,1.0,33,7,6,617,0,0.003117,0.0556,113.7725,42,16.2,0.0339,0.012,3,0,0,0,0.15,0.015625,27,0.8958,4.0377,0.5651,12,5,16,742,998,372,1.0,0.0,0,0,0,0.027778,0.027588,1.0069,1.0007,0,0.4087,0.8149,32,0.5913
44,4179,2677,1,3,3,1.9486,2,109.4,0,0,0.0,1.0,0.0,4,1.0,29,5,9,600,0,0.002947,0.069,24.3902,43,18.9,0.036,0.0159,0,0,0,0,0.109195,0.015625,23,0.8569,4.1124,0.5661,12,4,13,795,1003,361,1.0,0.0,0,0,0,0.034483,0.028245,1.2209,1.0221,0,0.4666,0.8725,33,0.5334
45,4164,2724,2,4,1,1.9439,2,108.4,0,0,0.0,1.0,0.0,8,1.0,33,7,3,614,0,0.002918,0.0656,45.4545,44,17.3,0.0325,0.0128,0,0,0,0,0.098361,0.015625,25,0.8411,4.1725,0.5649,16,4,13,784,1062,374,1.0,0.0,0,0,0,0.010929,0.026595,0.4109,0.9411,0,0.3908,0.8045,29,0.6092
46,4154,2608,2,5,1,1.9794,2,108.0,0,0,0.0,1.0,0.0,9,1.0,30,2,5,614,0,0.003202,0.0667,56.6038,45,19.8,0.0364,0.0143,2,0,0,0,0.115152,0.015625,25,0.8643,4.2755,0.563,13,4,13,784,959,356,1.0,0.0,0,0,0,0.012121,0.025217,0.4807,0.9481,0,0.5042,0.924,33,0.4958
47,4140,2624,2,5,3,1.8799,2,106.5,0,0,0.0,1.0,0.0,15,1.0,33,7,4,649,0,0.003342,0.0732,75.0,46,18.8,0.0327,0.015,2,0,0,0,0.107317,0.015625,25,0.8544,4.3292,0.5598,15,4,14,778,974,375,1.0,0.0,0,0,0,0.009756,0.023744,0.4109,0.9411,0,0.3917,0.9148,30,0.6083
48,4126,2649,1,4,1,1.9652,2,106.1,0,0,0.0,1.0,0.0,11,1.0,36,9,6,701,0,0.002635,0.0553,58.2011,47,18.1,0.0304,0.0099,0,0,0,0,0.090452,0.015625,29,0.8273,4.3895,0.5583,15,7,14,777,1018,394,1.0,0.0,0,0,0,0.030151,0.024355,1.238,1.0238,0,0.3766,0.8799,33,0.6234
49,4114,2662,1,5,3,1.8437,2,104.8,0,0,0.0,1.0,0.0,5,1.0,30,1,7,683,0,0.002789,0.0568,23.1481,48,22.4,0.0337,0.0122,1,0,0,0,0.10917,0.015625,26,0.8569,4.4594,0.5587,12,4,14,758,1039,350,1.0,0.0,0,0,0,0.030568,0.024946,1.2253,1.0225,0,0.4576,0.7884,36,0.5424
50,4099,2580,0,0,3,1.9919,2,104.7,0,0,0.0,1.0,0.0,4,1.0,33,4,1,652,0,0.0025,0.0479,21.6216,49,21.2,0.0324,0.0103,0,0,0,0,0.111702,0.015625,24,0.8601,4.5072,0.558,13,4,16,714,1003,348,0.0008,0.9992,605.1,4.0,0.0691,0.0,0.02257,0.0,0.9,0,0.5065,0.8468,30,0.4935
