window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4889,3161,0,0,3,1.9411,1,146.6,0,0,0.0,1.0,0.0,0,1.0,16,0,8,223,0,0.012387,0.2419,0.0,9,4.2,0.1613,0.0543,0,0,0,0,0.241935,0.015625,17,0.9354,0.8012,0.6191,5,0,11,825,1298,494,1.0,0.0,0,0,0,0.048387,0.036401,1.3293,1.0,1,0.5867,0.9604,24,0.4133
12,4868,3098,0,0,3,1.8496,1,145.4,0,0,0.0,1.0,0.0,4,1.0,19,4,1,219,0,0.0099,0.0816,86.9565,10,4.4,0.0714,0.0166,0,0,0,0,0.122449,0.015625,16,0.8724,0.8829,0.616,5,0,14,782,1273,490,1.0,0.0,0,0,0,0.0,0.030801,0.0,1.0,1,0.4575,0.8878,16,0.5425
13,4851,3088,1,4,3,1.9135,1,144.5,0,0,0.0,1.0,0.0,10,1.0,20,8,7,268,0,0.010496,0.0875,121.6216,11,4.7,0.0688,0.0231,0,0,0,0,0.1375,0.015625,17,0.8864,0.8954,0.6072,7,0,13,780,1235,489,1.0,0.0,0,0,0,0.0375,0.031758,1.1808,1.0,1,0.3752,0.8796,19,0.6248
14,4845,2999,2,4,1,1.9038,1,144.0,0,0,0.0,1.0,0.0,4,1.0,18,2,4,272,0,0.009637,0.1806,57.971,12,5.6,0.0764,0.0372,0,0,0,0,0.25,0.015625,17,0.9375,0.9232,0.6095,6,0,12,733,1190,510,1.0,0.0,0,0,0,0.055556,0.034931,1.5904,1.0,1,0.4406,0.7739,20,0.5594
15,4836,3072,1,5,3,1.8944,2,143.3,0,0,0.0,1.0,0.0,14,1.0,22,10,6,313,0,0.010022,0.1667,149.4253,13,4.8,0.0833,0.0347,1,0,0,0,0.197917,0.015625,20,0.9211,1.0441,0.6025,8,1,13,804,1233,474,1.0,0.0,0,0,0,0.03125,0.034471,0.9066,1.0,1,0.3167,0.792,18,0.6833
16,4819,3156,0,0,3,1.8007,2,142.9,0,0,0.0,1.0,0.0,8,1.0,21,8,9,304,0,0.007542,0.0909,98.7654,14,4.5,0.0682,0.0231,0,0,0,0,0.136364,0.015625,18,0.8854,1.1577,0.5952,8,1,12,801,1260,518,1.0,0.0,0,0,0,0.034091,0.034426,0.9903,1.0,1,0.4399,0.923,22,0.5601
17,4803,3052,1,5,1,1.9817,1,142.6,0,0,0.0,1.0,0.0,12,1.0,24,8,5,338,0,0.008658,0.1081,114.2857,15,4.6,0.0833,0.0266,1,0,0,0,0.126126,0.015625,19,0.8761,1.2478,0.5926,10,0,14,791,1212,477,1.0,0.0,0,0,0,0.018018,0.032603,0.5526,1.0,1,0.4038,0.8252,21,0.5962
18,4779,3025,3,5,3,1.9107,1,141.2,0,0,0.0,1.0,0.0,9,1.0,26,7,5,410,0,0.006715,0.0976,68.9655,16,5.0,0.0623,0.0213,2,0,0,0,0.121951,0.015625,22,0.8719,1.3698,0.5848,10,1,15,799,1142,522,1.0,0.0,0,0,0,0.03252,0.032594,0.9977,1.0,1,0.4451,0.8994,24,0.5548
19,4769,3024,3,3,3,1.9701,2,139.9,0,0,0.0,1.0,0.0,18,1.0,34,16,8,478,0,0.005543,0.0526,122.3022,15,3.9,0.0384,0.0115,0,0,0,0,0.092105,0.015625,27,0.8304,1.4619,0.5741,12,1,21,820,1205,483,1.0,0.0,0,0,0,0.013158,0.030651,0.4293,1.0,1,0.3324,0.8624,26,0.6676
20,4755,3009,0,0,3,1.9054,2,140.2,0,0,0.0,1.0,0.0,0,1.0,25,0,9,395,0,0.005299,0.0682,0.0,16,5.1,0.0492,0.0154,0,0,0,0,0.113636,0.015625,21,0.8625,1.5755,0.5675,9,0,16,789,1207,500,1.0,0.0,0,0,0,0.034091,0.030978,1.1005,1.01,0,0.5787,0.8886,34,0.4213
21,4736,3088,0,0,3,1.8842,1,138.3,0,0,0.0,1.0,0.0,15,1.0,32,15,8,466,0,0.005072,0.0758,126.0504,17,4.0,0.0379,0.0142,0,0,0,0,0.128788,0.015625,26,0.8787,1.6437,0.5636,10,4,18,801,1207,485,1.0,0.0,0,0,0,0.030303,0.030914,0.9802,0.998,0,0.3176,0.8186,25,0.6824
22,4710,3026,2,5,3,1.8107,1,137.0,0,0,0.0,1.0,0.0,15,1.0,27,7,12,459,0,0.006314,0.1056,112.782,18,5.0,0.0528,0.0208,2,0,0,0,0.105634,0.015625,25,0.8521,1.7352,0.5601,8,0,19,774,1213,511,1.0,0.0,0,0,0,0.042254,0.031994,1.3207,1.0321,0,0.4405,0.8498,32,0.5595
23,4686,2962,0,0,3,1.9975,1,136.0,0,0,0.0,1.0,0.0,18,1.0,37,18,8,498,0,0.004895,0.051,125.8741,19,4.3,0.0334,0.0124,0,0,0,0,0.070064,0.015625,30,0.777,1.7862,0.5519,10,4,23,817,1167,431,1.0,0.0,0,0,0,0.0,0.028947,0.0,0.9,0,0.3506,0.9027,27,0.6494
24,4657,2839,2,3,3,1.9784,1,134.5,0,0,0.0,1.0,0.0,19,1.0,37,16,16,561,0,0.00394,0.0679,124.1379,20,4.6,0.0378,0.0139,0,0,0,0,0.067901,0.015625,33,0.7699,1.8356,0.5438,9,8,20,771,1125,399,1.0,0.0,0,0,0,0.030864,0.02913,1.0595,1.006,0,0.4168,0.9924,37,0.5832
25,4635,2994,1,5,3,1.5657,1,133.3,0,0,0.0,1.0,0.0,10,1.0,32,6,11,517,0,0.004591,0.0774,64.1026,21,5.9,0.041,0.0166,1,0,0,0,0.119048,0.015625,30,0.8688,1.9546,0.5381,6,6,20,738,1230,484,1.0,0.0,0,0,0,0.029762,0.02919,1.0196,1.002,0,0.4762,0.982,37,0.5238
26,4627,2953,0,0,3,1.9087,2,132.4,0,0,0.0,1.0,0.0,9,1.0,33,9,8,498,0,0.004398,0.0714,68.7023,22,6.3,0.0397,0.0134,0,0,0,0,0.092857,0.015625,29,0.8317,2.0475,0.5317,8,5,20,788,1174,480,1.0,0.0,0,0,0,0.014286,0.02777,0.5144,0.9514,0,0.4164,0.8493,32,0.5836
27,4619,2979,2,5,3,1.8624,1,132.5,0,0,0.0,1.0,0.0,32,1.0,46,29,16,664,0,0.003665,0.0541,151.5152,23,4.7,0.023,0.0104,1,0,0,0,0.094595,0.015625,33,0.8348,2.1015,0.5259,13,6,27,833,1131,463,1.0,0.0,0,0,0,0.027027,0.0277,0.9757,0.9976,0,0.286,0.9043,33,0.714
28,4604,2937,0,0,3,1.9251,1,131.5,0,0,0.0,1.0,0.0,8,1.0,36,8,18,606,0,0.003594,0.0588,46.5116,24,6.3,0.0374,0.0119,0,0,0,0,0.090909,0.015625,35,0.8281,2.1764,0.5193,10,3,23,803,1113,467,1.0,0.0,0,0,0,0.053476,0.030154,1.7734,1.0773,0,0.4752,0.9565,46,0.5248
29,4597,2886,0,0,3,1.8892,1,131.2,0,0,0.0,1.0,0.0,4,1.0,28,4,12,510,0,0.004204,0.0685,29.8507,25,8.4,0.0411,0.0163,0,0,0,0,0.116438,0.015625,28,0.8658,2.286,0.5181,7,1,20,716,1181,450,1.0,0.0,0,0,0,0.054795,0.032501,1.6859,1.0686,0,0.503,0.9375,36,0.497
30,4592,2907,2,5,3,1.8914,1,130.8,0,0,0.0,1.0,0.0,9,1.0,24,2,6,441,0,0.006085,0.1145,70.3125,26,10.3,0.0507,0.0221,1,0,0,0,0.114504,0.015625,19,0.8635,2.3318,0.521,6,1,17,707,1220,470,1.0,0.0,0,0,0,0.015267,0.03086,0.4947,0.9495,0,0.4569,0.8346,28,0.5431
31,4579,2955,1,5,1,1.962,1,131.3,0,0,0.0,1.0,0.0,5,1.0,23,1,2,444,0,0.005061,0.0976,41.3223,27,10.9,0.0495,0.0234,1,1,0,0,0.170732,0.015625,19,0.9085,2.4049,0.5221,6,1,16,847,1201,387,1.0,0.0,0,0,0,0.01626,0.029469,0.5518,0.9552,0,0.4988,0.8724,24,0.5012
32,4567,2956,0,0,3,1.9575,2,129.9,0,0,0.0,1.0,0.0,9,1.0,26,9,6,464,0,0.004503,0.0719,69.2308,28,10.1,0.0445,0.0144,0,0,0,0,0.107914,0.015625,20,0.8552,2.5129,0.5206,7,1,18,812,1188,454,1.0,0.0,0,0,0,0.028777,0.029403,0.9787,0.9979,0,0.3882,0.8892,23,0.6118
33,4557,2925,0,0,3,1.8753,1,129.8,0,0,0.0,1.0,0.0,12,1.0,32,12,6,482,0,0.004553,0.0667,85.7143,29,8.1,0.0473,0.0167,0,0,0,0,0.1,0.015625,25,0.8438,2.5795,0.5184,12,1,19,786,1187,456,1.0,0.0,0,0,0,0.0,0.026603,0.0,0.9,0,0.351,0.89,26,0.649
34,4539,2957,1,4,3,1.7427,1,128.8,0,0,0.0,1.0,0.0,10,1.0,31,8,9,523,0,0.00347,0.0621,60.6061,30,9.2,0.038,0.0145,0,0,0,0,0.112994,0.015625,27,0.8617,2.6191,0.5171,11,3,17,785,1205,456,1.0,0.0,0,0,0,0.056497,0.02945,1.9184,1.0918,0,0.4508,0.8633,32,0.5492
35,4526,2699,3,4,3,1.7057,1,127.5,0,0,0.0,1.0,0.0,13,1.0,38,10,3,567,0,0.004081,0.0552,86.3309,31,8.1,0.0339,0.0119,0,0,0,0,0.110345,0.015625,28,0.8584,2.6949,0.5134,14,3,21,735,1046,388,1.0,0.0,0,0,0,0.006897,0.027302,0.2526,0.9253,0,0.3805,0.8427,31,0.6195
36,4520,2806,1,5,1,1.9713,2,126.8,0,0,0.0,1.0,0.0,5,1.0,34,1,5,540,0,0.003386,0.0702,29.9401,32,9.7,0.04,0.0125,1,0,0,0,0.099415,0.015625,26,0.8428,2.7768,0.5103,13,3,18,730,1112,457,1.0,0.0,0,0,0,0.005848,0.025259,0.2315,0.9232,0,0.5014,0.9975,38,0.4986
37,4511,2867,2,3,3,1.9411,2,127.1,0,0,0.0,1.0,0.0,20,1.0,37,18,15,625,0,0.003402,0.05,123.4568,30,8.2,0.0301,0.0113,0,0,0,0,0.088889,0.015625,33,0.8242,2.8157,0.504,16,2,19,818,1100,441,1.0,0.0,0,0,0,0.033333,0.026028,1.2807,1.0281,0,0.3146,0.9105,34,0.6854
38,4490,2841,1,3,3,1.8413,2,126.2,0,0,0.0,1.0,0.0,2,1.0,30,1,8,575,0,0.003767,0.0637,13.7931,31,10.8,0.035,0.0123,0,0,0,0,0.089172,0.015625,30,0.8248,2.873,0.4993,11,1,18,791,1142,402,1.0,0.0,0,0,0,0.044586,0.027795,1.6041,1.0604,0,0.4975,0.8748,37,0.5025
39,4479,2838,2,4,3,1.9893,2,125.2,0,0,0.0,1.0,0.0,15,1.0,38,13,5,614,0,0.003602,0.0632,78.6517,32,9.3,0.0368,0.0131,0,0,0,0,0.089474,0.015625,31,0.8254,2.8993,0.4975,10,3,25,778,1104,436,1.0,0.0,0,0,0,0.015789,0.026652,0.5924,0.9592,0,0.3592,0.8558,30,0.6408
40,4472,2898,0,0,3,1.9128,2,124.8,0,0,0.0,1.0,0.0,9,1.0,37,9,10,642,0,0.002796,0.0655,58.0645,33,10.2,0.0303,0.0119,0,0,0,0,0.077381,0.015625,32,0.7981,2.9529,0.4949,12,3,22,723,1173,457,1.0,0.0,0,0,0,0.035714,0.027515,1.298,1.0298,0,0.4692,0.9434,38,0.5308
41,4469,2767,0,0,1,1.8672,1,124.3,0,0,0.0,1.0,0.0,2,1.0,32,2,7,577,0,0.003037,0.0748,14.2857,34,11.9,0.0329,0.0145,0,0,0,0,0.081633,0.015625,28,0.8086,3.0345,0.4947,10,3,19,791,1053,437,1.0,0.0,0,0,0,0.034014,0.028134,1.209,1.0209,0,0.5213,0.8015,37,0.4787
42,4456,2802,0,0,1,1.9506,1,124.7,0,0,0.0,1.0,0.0,3,1.0,30,3,5,530,0,0.003336,0.0732,18.8679,35,13.3,0.0386,0.0163,0,0,0,0,0.109756,0.015625,23,0.8576,3.1443,0.4965,7,2,21,751,1094,420,1.0,0.0,0,0,0,0.012195,0.026616,0.4582,0.9458,0,0.4958,0.8933,32,0.5042
43,4447,2786,2,5,3,1.9656,1,123.5,0,0,0.0,1.0,0.0,12,1.0,31,7,6,563,0,0.003303,0.0566,66.2252,36,13.5,0.0353,0.012,1,0,0,0,0.09434,0.015625,22,0.8344,3.2135,0.4973,7,3,21,763,1068,421,1.0,0.0,0,0,0,0.025157,0.026477,0.9502,0.995,0,0.3843,0.9774,30,0.6157
44,4440,2778,0,0,3,1.8928,1,123.0,0,0,0.0,1.0,0.0,11,1.0,33,11,9,605,0,0.003371,0.0734,55.2147,37,13.5,0.0365,0.0162,0,0,0,0,0.124294,0.015625,24,0.8743,3.2926,0.4953,10,1,22,743,1096,407,1.0,0.0,0,0,0,0.045198,0.02826,1.5994,1.0599,0,0.4052,0.8511,31,0.5948
45,4432,2829,0,0,1,1.8962,1,122.6,0,0,0.0,1.0,0.0,9,1.0,36,9,6,610,0,0.002989,0.0544,58.3942,38,13.2,0.033,0.0119,0,0,0,0,0.088435,0.015625,27,0.8233,3.3674,0.4955,10,3,23,774,1090,425,1.0,0.0,0,0,0,0.027211,0.02816,0.9663,0.9966,0,0.3927,0.7918,33,0.6073
46,4426,2760,0,0,3,1.9463,1,122.7,0,0,0.0,1.0,0.0,5,1.0,35,5,6,576,0,0.002517,0.0645,33.3333,39,14.5,0.0357,0.0144,0,0,0,0,0.103226,0.015625,25,0.8486,3.4319,0.4968,8,5,22,770,1050,402,1.0,0.0,0,0,0,0.012903,0.026707,0.4831,0.9483,0,0.4842,0.8867,36,0.5158
47,4414,2811,2,5,1,1.9147,1,120.9,0,0,0.0,1.0,0.0,13,1.0,32,8,11,623,0,0.002731,0.0558,60.7735,40,16.3,0.0399,0.0134,1,0,0,0,0.086294,0.015625,28,0.8189,3.4827,0.4974,8,3,21,780,1107,423,1.0,0.0,0,0,0,0.076142,0.031415,2.4237,1.1424,0,0.4005,0.8376,35,0.5995
48,4401,2848,2,5,3,1.8289,1,119.4,0,0,0.0,1.0,0.0,22,1.0,41,16,7,653,0,0.003377,0.0538,105.7692,41,13.0,0.0371,0.0126,1,0,0,0,0.112108,0.015625,31,0.8606,3.5186,0.4966,10,6,25,766,1123,412,1.0,0.0,0,0,0,0.008969,0.029277,0.3063,0.9306,0,0.3812,0.8923,32,0.6188
49,4386,2818,2,5,3,1.9797,2,116.5,0,0,0.0,1.0,0.0,12,1.0,38,5,8,669,0,0.002491,0.0733,66.2983,42,14.8,0.034,0.0153,1,0,0,0,0.089005,0.015625,29,0.8244,3.5709,0.4967,10,4,24,751,1144,409,1.0,0.0,0,0,0,0.020942,0.028484,0.7352,0.9735,0,0.5056,0.9838,41,0.4944
50,4360,2670,1,5,1,1.9737,2,106.0,0,0,0.0,1.0,0.0,9,1.0,37,5,6,657,0,0.002611,0.0678,41.4201,43,16.1,0.0342,0.0146,1,0,0,0,0.096045,0.015625,30,0.8373,3.6048,0.4958,9,4,24,759,1018,399,0.0007,0.9993,779.8,3.2,0.0639,0.033898,0.028999,1.1689,1.0169,0,0.4627,0.8508,38,0.5373
