window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
1,5000,3118,0,0,3,1.9951,0,152.9,0,0,0.0,1.0,0.0,5,1.0,3,5,2,30,0,0.10723,0.4211,312.5,0,0.0,0.0,0.0895,0,0,0,0,0.421053,0.015625,3,0.9629,0.4211,0.9597,2,0,1,765,1239,515,1.0,0.0,0,0,0,0.0,0,0.0,1.0,1,0.0,0.0,0,1.0
2,5000,3168,1,4,3,1.8965,0,151.3,0,0,0.0,1.0,0.0,4,1.0,4,1,0,50,0,0.075138,0.5882,235.2941,1,0.8,0.0,0.1968,0,0,0,0,0.588235,0.015625,4,0.9734,0.5882,0.9426,2,0,2,784,1255,547,1.0,0.0,0,0,0,0,0,0.0,1.0,1,0.4144,0.7935,3,0.5856
3,4992,3096,0,0,3,1.9436,0,152.1,0,0,0.0,1.0,0.0,16,1.0,13,16,7,149,0,0.018673,0.1311,288.4615,2,0.5,0.0,0.0312,0,0,0,0,0.131148,0.015625,14,0.8809,0.6866,0.8958,2,2,9,817,1202,498,1.0,0.0,0,0,0,0.016393,0.008197,2.0,1.0,1,0.1142,0.7952,4,0.8858
4,4946,3155,0,0,3,1.8856,1,150.1,0,0,0.0,1.0,0.0,1,1.0,12,1,2,126,0,0.019243,0.1852,37.037,3,1.3,0.0,0.0504,0,0,0,0,0.185185,0.015625,12,0.9156,0.8718,0.8783,2,2,8,705,1316,539,1.0,0.0,0,0,0,0.0,0.004918,0.0,1.0,1,0.6711,0.9092,13,0.3289
5,4935,3122,0,0,3,1.9604,1,148.3,0,0,0.0,1.0,0.0,12,1.0,15,12,9,196,0,0.014781,0.127,230.7692,4,1.3,0.0,0.0315,0,0,0,0,0.142857,0.015625,18,0.8906,0.9035,0.8252,7,3,5,773,1260,497,1.0,0.0,0,0,0,0.063492,0.024443,2.5976,1.0,1,0.2459,0.714,12,0.7541
6,4919,3108,2,5,2,1.8603,1,148.1,0,0,0.0,1.0,0.0,14,1.0,19,8,4,241,0,0.01235,0.1772,180.5556,5,1.5,0.1772,0.0319,1,0,0,0,0.177215,0.015625,18,0.9118,0.9542,0.7821,9,2,8,813,1217,538,1.0,0.0,0,0,0,0.025316,0.024692,1.0253,1.0,1,0.3687,0.9402,15,0.6313
7,4908,3132,2,4,3,1.8919,1,147.8,0,0,0.0,1.0,0.0,12,1.0,19,8,8,238,0,0.013078,0.1053,173.913,6,1.6,0.0526,0.0303,0,0,0,0,0.25,0.015625,15,0.9375,1.0331,0.7626,9,2,8,787,1220,535,1.0,0.0,0,0,0,0.013158,0.021809,0.6033,1.0,1,0.4333,0.9687,19,0.5667
8,4866,3049,2,5,3,1.9201,2,146.3,0,0,0.0,1.0,0.0,13,1.0,21,8,6,296,0,0.010068,0.0909,148.1481,7,2.0,0.0852,0.0218,1,0,0,0,0.159091,0.015625,16,0.9018,1.124,0.7551,11,2,8,776,1199,496,1.0,0.0,0,0,0,0.034091,0.024538,1.3893,1.0,1,0.3924,0.8942,19,0.6076
9,4832,3120,2,5,1,1.9404,2,144.1,0,0,0.0,1.0,0.0,22,1.0,28,14,7,393,0,0.007618,0.0806,196.4286,8,1.8,0.0565,0.017,2,0,0,0,0.096774,0.015625,20,0.8385,1.1643,0.7356,14,4,10,833,1237,466,1.0,0.0,0,0,0,0.024194,0.024469,0.9887,1.0,1,0.3333,0.8776,21,0.6667
10,4805,3102,2,3,3,1.9489,2,142.8,0,0,0.0,1.0,0.0,8,1.0,25,8,11,419,0,0.006454,0.082,63.6364,9,2.5,0.0656,0.0213,0,0,0,0,0.090164,0.015625,25,0.8267,1.2299,0.721,13,2,10,831,1195,497,1.0,0.0,0,0,0,0.065574,0.031943,2.0529,1.0,1,0.4208,0.9101,28,0.5792
11,4786,3054,1,5,3,1.9354,2,140.9,0,0,0.0,1.0,0.0,0,1.0,22,1,4,342,0,0.008168,0.1169,0.0,10,3.6,0.0649,0.0247,1,0,0,0,0.116883,0.015625,20,0.8663,1.2819,0.7048,11,2,9,769,1206,520,1.0,0.0,0,0,0,0.025974,0.030948,0.8393,1.0,1,0.5307,0.8528,25,0.4693
12,4778,3096,5,5,1,1.8636,2,139.9,0,0,0.0,1.0,0.0,19,1.0,22,10,10,426,0,0.007694,0.1567,145.1613,11,3.4,0.0768,0.0353,2,0,0,0,0.179104,0.015625,23,0.9128,1.3416,0.6902,7,1,14,825,1178,524,1.0,0.0,0,0,0,0.067164,0.03652,1.8391,1.0,1,0.3373,0.9432,22,0.6627
13,4755,3075,0,0,3,1.9853,2,139.7,0,0,0.0,1.0,0.0,12,1.0,27,12,7,426,0,0.005931,0.0909,99.0991,12,3.0,0.0567,0.0213,0,0,0,0,0.099174,0.015625,25,0.8424,1.3746,0.668,8,2,17,798,1257,467,1.0,0.0,0,0,0,0.033058,0.036025,0.9176,1.0,1,0.3757,0.8874,22,0.6243
14,4747,2945,4,5,2,1.8403,1,139.6,0,0,0.0,1.0,0.0,12,1.0,27,7,7,468,0,0.006919,0.0935,89.5522,13,3.6,0.0472,0.0196,2,0,0,0,0.093525,0.015625,25,0.8329,1.4322,0.6508,7,2,18,729,1184,468,1.0,0.0,0,0,0,0.021583,0.034099,0.6329,1.0,1,0.418,0.9466,27,0.582
15,4713,3080,0,0,3,1.9223,1,137.8,0,0,0.0,1.0,0.0,12,1.0,29,12,10,494,0,0.005649,0.068,90.2256,13,3.3,0.0446,0.0154,0,0,0,0,0.102041,0.015625,27,0.8469,1.4594,0.6392,6,4,19,786,1221,484,1.0,0.0,0,0,0,0.027211,0.033238,0.8187,1.0,1,0.3732,0.8708,27,0.6268
