window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
16,4665,2945,1,5,3,1.9017,2,133.9,0,0,0.0,1.0,0.0,7,1.0,25,4,5,384,0,0.007202,0.1161,66.0377,15,4.4,0.061,0.0231,1,0,0,0,0.116071,0.015625,25,0.8654,1.9757,0.5854,6,4,15,780,1194,455,1.0,0.0,0,0,0,0.026786,0.044314,0.6045,1.0,1,0.445,0.8172,26,0.555
17,4658,2957,2,3,3,1.9401,2,133.9,0,0,0.0,1.0,0.0,4,1.0,23,4,6,392,0,0.005983,0.1075,45.977,16,5.4,0.052,0.0219,0,0,0,0,0.139785,0.015625,24,0.8882,2.1155,0.5743,7,2,14,743,1204,466,1.0,0.0,0,0,0,0.053763,0.045364,1.1852,1.0,1,0.4458,0.9506,25,0.5542
18,4648,3010,1,5,0,1.8698,2,133.6,0,0,0.0,1.0,0.0,11,1.0,27,7,3,415,0,0.006121,0.0709,92.437,17,5.3,0.054,0.0174,1,0,0,0,0.086614,0.015625,25,0.8196,2.2021,0.567,6,3,18,786,1187,476,1.0,0.0,0,0,0,0.015748,0.042247,0.3728,1.0,1,0.415,0.8326,23,0.585
19,4629,2923,3,5,3,1.9491,2,132.2,0,0,0.0,1.0,0.0,19,1.0,29,10,8,486,0,0.005586,0.0857,143.9394,18,5.5,0.0468,0.019,2,0,0,0,0.121429,0.015625,27,0.8713,2.2593,0.5522,9,2,18,755,1137,465,1.0,0.0,0,0,0,0.035714,0.041593,0.8587,1.0,1,0.3929,0.8843,27,0.6071
20,4617,2969,1,3,3,1.9362,2,131.7,0,0,0.0,1.0,0.0,7,1.0,31,6,4,470,0,0.005567,0.0909,47.619,19,5.8,0.0476,0.0173,0,0,0,0,0.123377,0.015625,24,0.8734,2.3242,0.5438,8,4,19,733,1196,467,1.0,0.0,0,0,0,0.006494,0.038251,0.1698,0.917,0,0.4002,0.9449,29,0.5999
21,4607,2798,1,5,3,1.9661,2,131.3,0,0,0.0,1.0,0.0,15,1.0,33,11,9,520,0,0.004325,0.0795,83.3333,20,6.2,0.0449,0.0161,1,0,0,0,0.085227,0.015625,27,0.8167,2.3754,0.5377,9,5,19,730,1135,448,1.0,0.0,0,0,0,0.022727,0.036772,0.6181,0.9618,0,0.4109,0.9679,31,0.5891
22,4585,2875,0,0,3,1.7814,2,130.1,0,0,0.0,1.0,0.0,3,1.0,31,3,5,484,0,0.004119,0.0839,21.7391,21,6.8,0.0434,0.0166,0,0,0,0,0.090909,0.015625,25,0.8281,2.4663,0.5334,9,5,17,765,1121,453,1.0,0.0,0,0,0,0.013986,0.034602,0.4042,0.9404,0,0.479,0.8635,33,0.521
23,4579,2929,0,0,3,1.9667,1,129.5,0,0,0.0,1.0,0.0,3,1.0,28,3,6,454,0,0.004699,0.075,25.8621,22,7.9,0.0467,0.0173,0,0,0,0,0.108333,0.015625,24,0.8558,2.4996,0.5311,9,4,15,784,1163,447,1.0,0.0,0,0,0,0.016667,0.032894,0.5067,0.9507,0,0.4682,0.8244,31,0.5318
24,4566,2821,2,5,3,1.9465,1,129.1,0,0,0.0,1.0,0.0,8,1.0,24,3,7,484,0,0.004416,0.0915,46.6667,23,9.0,0.0532,0.0208,1,0,0,0,0.097561,0.015625,25,0.8398,2.5362,0.529,6,3,15,707,1124,470,1.0,0.0,0,0,0,0.067073,0.036149,1.8555,1.0855,0,0.4472,0.8042,28,0.5528
25,4553,2887,1,3,1,1.7918,1,128.6,0,0,0.0,1.0,0.0,10,1.0,30,11,5,488,0,0.005385,0.0786,68.7023,24,8.0,0.0487,0.0196,0,0,0,0,0.135714,0.015625,25,0.8849,2.6005,0.5296,8,5,17,757,1159,434,1.0,0.0,0,0,0,0.014286,0.034067,0.4193,0.9419,0,0.3752,0.8544,24,0.6248
26,4532,2910,0,0,3,1.8841,2,127.3,0,0,0.0,1.0,0.0,4,1.0,30,4,4,497,0,0.003906,0.1298,31.746,25,8.7,0.0473,0.0225,0,1,0,0,0.129771,0.015625,27,0.8796,2.6615,0.5293,11,2,17,771,1147,412,1.0,0.0,0,0,0,0.022901,0.033003,0.6939,0.9694,0,0.4439,0.9127,30,0.5561
27,4520,2804,4,5,1,1.8753,1,126.2,0,0,0.0,1.0,0.0,21,1.0,34,9,5,538,0,0.004787,0.085,142.8571,26,7.1,0.0407,0.017,3,0,0,0,0.104575,0.015625,28,0.8506,2.7269,0.5253,15,2,17,756,1112,424,1.0,0.0,0,0,0,0.006536,0.030483,0.2144,0.9214,0,0.4145,0.8996,30,0.5855
28,4513,2968,2,3,3,1.977,1,126.5,0,0,0.0,1.0,0.0,4,1.0,33,4,5,566,0,0.003847,0.1018,25.3165,27,8.2,0.0419,0.0182,0,0,0,0,0.113772,0.015625,27,0.8627,2.7509,0.5218,12,4,17,759,1179,457,1.0,0.0,0,0,0,0.02994,0.030431,0.9839,0.9984,0,0.421,0.926,34,0.579
29,4499,2839,4,4,3,1.968,2,125.7,0,0,0.0,1.0,0.0,28,1.0,43,21,11,679,0,0.004012,0.0609,131.4554,28,6.9,0.0284,0.013,0,0,0,0,0.065217,0.015625,36,0.7604,2.7813,0.5141,13,7,23,703,1128,465,1.0,0.0,0,0,0,0.026087,0.030017,0.8691,0.9869,0,0.3313,0.8149,33,0.6687
30,4481,2804,0,0,3,1.7582,2,125.0,0,0,0.0,1.0,0.0,2,1.0,38,2,7,649,0,0.003028,0.0476,6.2112,29,8.5,0.038,0.0123,0,0,0,0,0.077381,0.015625,33,0.7981,2.8408,0.5121,13,5,20,729,1119,448,1.0,0.0,0,0,0,0.035714,0.03056,1.1687,1.0169,0,0.5041,0.8766,43,0.4959
31,4450,2847,0,0,0,1.8842,1,123.4,0,0,0.0,1.0,0.0,2,1.0,29,2,11,599,0,0.003234,0.06,5.4945,30,11.6,0.0381,0.0127,0,0,0,0,0.09,0.015625,29,0.8264,2.9308,0.513,9,5,15,745,1161,444,1.0,0.0,0,0,0,0.08,0.035268,2.2683,1.1268,0,0.4423,0.8404,38,0.5577
32,4437,2837,0,0,3,1.9907,1,123.0,0,0,0.0,1.0,0.0,4,1.0,30,4,3,516,0,0.003949,0.071,27.2109,31,11.9,0.0432,0.0138,0,0,0,0,0.122581,0.015625,24,0.8725,3.0082,0.5134,9,6,15,758,1153,418,1.0,0.0,0,0,0,0.012903,0.033138,0.3894,0.9389,0,0.4959,0.8782,29,0.504
33,4407,2867,1,3,1,1.9824,1,121.3,0,0,0.0,1.0,0.0,11,1.0,34,12,8,559,0,0.003337,0.0683,56.9948,32,11.0,0.0379,0.0136,0,0,0,0,0.092683,0.015625,27,0.8314,3.0619,0.5102,10,7,17,791,1117,436,1.0,0.0,0,0,0,0.02439,0.032305,0.755,0.9755,0,0.3791,0.8775,30,0.6209
34,4391,2728,0,0,3,1.9066,1,119.9,0,0,0.0,1.0,0.0,5,1.0,30,5,9,519,0,0.003266,0.0671,28.3688,33,12.9,0.0485,0.0172,0,0,0,0,0.087248,0.015625,25,0.8209,3.1156,0.5103,9,6,15,742,1091,388,1.0,0.0,0,0,0,0.020134,0.031146,0.6464,0.9646,0,0.4728,0.9834,34,0.5272
35,4371,2786,0,0,3,1.9329,1,118.9,0,0,0.0,1.0,0.0,0,1.0,26,0,4,466,0,0.003274,0.0698,0.0,34,15.8,0.0513,0.0176,0,0,0,0,0.093023,0.015625,22,0.832,3.1776,0.5122,8,3,15,752,1082,421,1.0,0.0,0,0,0,0.015504,0.029656,0.5228,0.9523,0,0.5324,0.9917,30,0.4676
36,4357,2802,3,5,3,1.9225,1,118.3,0,0,0.0,1.0,0.0,18,1.0,33,13,6,573,0,0.003597,0.0862,103.6585,35,12.8,0.0394,0.0168,1,0,0,0,0.086207,0.015625,31,0.8187,3.2466,0.5074,12,4,17,733,1112,406,1.0,0.0,0,0,0,0.034483,0.030116,1.145,1.0145,0,0.3352,0.845,26,0.6648
37,4349,2797,2,5,1,1.99,1,118.2,0,0,0.0,1.0,0.0,16,1.0,35,11,9,610,0,0.0036,0.0615,82.8729,36,12.9,0.0362,0.0141,1,0,0,0,0.082051,0.015625,33,0.8096,3.3132,0.5032,10,3,22,734,1080,435,1.0,0.0,0,0,0,0.046154,0.031643,1.4586,1.0459,0,0.3715,0.9084,33,0.6285
38,4330,2838,1,4,3,1.9568,2,117.5,0,0,0.0,1.0,0.0,8,1.0,37,6,4,612,0,0.003232,0.0494,51.9481,37,13.0,0.0333,0.0129,0,0,0,0,0.061728,0.015625,33,0.7469,3.3626,0.4982,12,3,22,766,1096,438,1.0,0.0,0,0,0,0.018519,0.030393,0.6093,0.9609,0,0.4405,0.8909,35,0.5595
39,4296,2751,3,5,3,1.9785,2,115.4,0,0,0.0,1.0,0.0,17,1.0,41,12,8,657,0,0.002744,0.0455,85.1064,38,12.5,0.0322,0.0115,1,0,0,0,0.090909,0.015625,34,0.8281,3.403,0.4949,12,3,26,753,1121,399,1.0,0.0,0,0,0,0.020202,0.029423,0.6866,0.9687,0,0.4095,0.986,37,0.5905
40,4285,2775,0,0,3,1.9217,2,113.9,0,0,0.0,1.0,0.0,0,1.0,34,0,7,590,0,0.002952,0.0681,0.0,39,15.0,0.0389,0.015,0,0,0,0,0.099476,0.015625,30,0.8429,3.4292,0.4939,10,3,21,736,1057,439,1.0,0.0,0,0,0,0.026178,0.029114,0.8992,0.9899,0,0.5323,0.9738,41,0.4677
41,4272,2763,0,0,3,1.8702,1,113.5,0,0,0.0,1.0,0.0,5,1.0,35,5,4,587,0,0.003162,0.0649,27.933,40,15.2,0.0368,0.0141,0,0,0,0,0.086486,0.015625,30,0.8193,3.4887,0.4919,10,4,21,764,1066,394,1.0,0.0,0,0,0,0.016216,0.027885,0.5815,0.9582,0,0.42,0.8148,34,0.58
42,4249,2690,0,0,1,1.9592,1,112.3,0,0,0.0,1.0,0.0,9,1.0,38,9,6,615,0,0.002862,0.0625,49.1803,41,14.7,0.0326,0.0122,0,0,0,0,0.072917,0.015625,31,0.7857,3.5564,0.4911,11,4,23,715,1074,383,1.0,0.0,0,0,0,0.010417,0.026222,0.3973,0.9397,0,0.3908,0.9122,35,0.6092
43,4231,2760,0,0,3,1.9252,1,111.2,0,0,0.0,1.0,0.0,6,1.0,37,6,7,625,0,0.002576,0.0598,34.6821,42,15.9,0.0346,0.0137,0,0,0,0,0.081522,0.015625,32,0.8083,3.589,0.4887,12,3,22,780,1091,397,1.0,0.0,0,0,0,0.027174,0.026312,1.0327,1.0033,0,0.4385,0.9094,38,0.5615
44,4223,2626,1,3,3,1.7773,1,111.1,0,0,0.0,1.0,0.0,7,1.0,38,6,5,618,0,0.00253,0.0591,33.7079,43,16.3,0.04,0.0155,0,0,0,0,0.075269,0.015625,33,0.7924,3.6266,0.4888,11,4,23,717,1046,417,1.0,0.0,0,0,0,0.016129,0.025343,0.6364,0.9636,0,0.4576,0.7774,37,0.5424
45,4214,2689,0,0,3,1.8791,1,110.8,0,0,0.0,1.0,0.0,3,1.0,37,3,4,596,0,0.002492,0.0608,17.2414,44,17.5,0.0328,0.0137,0,0,0,0,0.099448,0.015625,31,0.8429,3.6653,0.4876,11,4,22,765,1018,402,1.0,0.0,0,0,0,0.022099,0.025034,0.8828,0.9883,0,0.4345,0.8676,38,0.5655
46,4203,2646,0,0,1,1.9229,1,109.7,0,0,0.0,1.0,0.0,8,1.0,38,8,7,613,0,0.002612,0.0711,42.1053,45,16.5,0.0339,0.0133,0,0,0,0,0.076142,0.015625,31,0.7948,3.7059,0.4873,12,4,22,756,1033,363,1.0,0.0,0,0,0,0.015228,0.0241,0.6319,0.9632,0,0.4217,0.9157,37,0.5783
47,4188,2649,2,3,3,1.7311,1,109.5,0,0,0.0,1.0,0.0,9,1.0,36,9,11,627,0,0.002397,0.0576,44.1989,46,17.3,0.0344,0.0129,0,0,0,0,0.073298,0.015625,31,0.7868,3.7373,0.4865,12,4,20,748,1042,369,1.0,0.0,0,0,0,0.036649,0.025295,1.4489,1.0449,0,0.4307,0.9975,38,0.5693
48,4161,2659,2,5,3,1.8093,1,107.9,0,0,0.0,1.0,0.0,14,1.0,40,8,4,645,0,0.003144,0.0667,81.3953,47,15.6,0.0314,0.0143,1,0,0,0,0.077778,0.015625,30,0.7991,3.7651,0.4836,14,4,22,757,1026,414,1.0,0.0,0,0,0,0.005556,0.023415,0.2373,0.9237,0,0.4335,0.8404,36,0.5665
49,4148,2691,2,5,2,1.9822,2,106.8,0,0,0.0,1.0,0.0,15,1.0,42,9,7,679,0,0.002787,0.0837,72.8155,48,15.5,0.0297,0.0162,1,0,0,0,0.12093,0.015625,31,0.8708,3.8255,0.4843,12,6,24,766,1085,396,1.0,0.0,0,0,0,0.009302,0.022071,0.4215,0.9421,0,0.4529,0.9915,40,0.5471
50,4129,2631,0,0,1,1.9777,2,105.2,0,0,0.0,1.0,0.0,5,1.0,40,5,7,680,0,0.002313,0.0474,27.7778,49,17.0,0.0322,0.0117,0,0,0,0,0.089474,0.015625,32,0.8254,3.8571,0.4841,11,4,25,753,1023,349,0.0011,0.9989,534.2,3.3,0.0637,0.015789,0.021473,0.7353,0.9735,0,0.4392,0.8339,42,0.5608
