seed,cycle_id,cycle_type,step_start,step_end,node_id
1337,0,C→Dust→A→C,261,2888,135
1337,1,C→Dust→A→C,2888,4026,135
1337,2,C→Dust→A→C,4026,4864,135
1337,3,C→Dust→A→C,261,1491,138
1337,4,C→Dust→B→C,249,2265,141
1337,5,C→Dust→B→C,2265,4290,141
1337,6,C→Dust→A→C,4290,4475,141
1337,7,C→Dust→B→C,4475,5019,141
1337,8,C→Dust→A→C,93,860,21
1337,9,C→Dust→A→C,1078,2965,150
1337,10,C→Dust→A→C,276,1568,152
1337,11,C→Dust→B→C,1568,2602,152
1337,12,C→Dust→B→C,2602,3458,152
1337,13,C→Dust→B→C,3458,5100,152
1337,14,C→Dust→B→C,144,3722,153
1337,15,C→Dust→A→C,1687,3242,154
1337,16,C→Dust→A→C,3242,4678,154
1337,17,C→Dust→A→C,171,1760,159
1337,18,C→Dust→A→C,1760,2265,159
1337,19,C→Dust→A→C,2265,2982,159
1337,20,C→Dust→A→C,96,4306,32
1337,21,C→Dust→A→C,171,958,164
1337,22,C→Dust→B→C,3322,4711,164
1337,23,C→Dust→A→C,63,2433,40
1337,24,C→Dust→A→C,2433,3481,40
1337,25,C→Dust→B→C,63,3861,41
1337,26,C→Dust→A→C,156,2812,48
1337,27,C→Dust→B→C,329,3060,51
1337,28,C→Dust→B→C,138,5228,184
1337,29,C→Dust→A→C,4046,4880,185
1337,30,C→Dust→A→C,1341,2837,60
1337,31,C→Dust→A→C,2837,3824,60
1337,32,C→Dust→A→C,3824,4275,60
1337,33,C→Dust→B→C,50,1388,76
1337,34,C→Dust→A→C,1388,1688,76
1337,35,C→Dust→A→C,1688,4119,76
1337,36,C→Dust→A→C,756,3285,78
1337,37,C→Dust→A→C,3285,4502,78
1337,38,C→Dust→A→C,2078,2634,80
1337,39,C→Dust→A→C,2634,4336,80
1337,40,C→Dust→B→C,93,1491,86
1337,41,C→Dust→A→C,1491,2219,86
1337,42,C→Dust→B→C,2219,2933,86
1337,43,C→Dust→B→C,2933,4988,86
1337,44,C→Dust→A→C,2433,3523,99
1337,45,C→Dust→B→C,279,3732,117
1337,46,C→Dust→A→C,277,2602,126
1337,47,C→Dust→A→C,204,1088,127
1337,48,C→Dust→A→C,1088,2973,127
1337,49,C→Dust→A→C,918,4660,7
1337,50,C→Dust→A→C,1428,3019,14
1337,51,C→Dust→B→C,3019,5046,14
1337,52,C→Dust→A→C,294,4146,143
1337,53,C→Dust→B→C,99,5091,155
1337,54,C→Dust→A→C,923,2734,158
1337,55,C→Dust→B→C,2734,3887,158
1337,56,C→Dust→B→C,874,3523,163
1337,57,C→Dust→B→C,138,4115,166
1337,58,C→Dust→A→C,129,2134,45
1337,59,C→Dust→A→C,150,2550,46
1337,60,C→Dust→A→C,2938,4920,46
1337,61,C→Dust→B→C,297,2632,50
1337,62,C→Dust→A→C,2632,4576,50
1337,63,C→Dust→A→C,188,4240,56
1337,64,C→Dust→A→C,651,1390,57
1337,65,C→Dust→A→C,1390,3821,57
1337,66,C→Dust→A→C,280,872,199
1337,67,C→Dust→A→C,872,3726,199
1337,68,C→Dust→A→C,3726,3907,199
1337,69,C→Dust→A→C,120,747,73
1337,70,C→Dust→B→C,747,2511,73
1337,71,C→Dust→B→C,2511,5117,73
1337,72,C→Dust→A→C,93,923,90
1337,73,C→Dust→A→C,923,2646,90
1337,74,C→Dust→A→C,2646,3618,90
1337,75,C→Dust→A→C,3618,4046,90
1337,76,C→Dust→A→C,4046,4834,90
1337,77,C→Dust→B→C,1768,3306,91
1337,78,C→Dust→A→C,3306,5228,91
1337,79,C→Dust→A→C,103,1334,107
1337,80,C→Dust→A→C,1334,4961,107
1337,81,C→Dust→A→C,1675,2320,4
