seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
789,1,0.0005,118,110,1,0,3,0,0,0,4,111,7,118,0,67,51,118,0,0,6,1.3976
789,2,0.0005,84,71,9,0,1,0,0,0,3,81,3,84,0,53,31,84,0,0,8,1.741
789,3,0.0005,34,29,3,0,1,0,0,0,1,34,0,33,1,21,13,32,1,1,7,1.7366
789,4,0.0005,15,7,7,0,1,0,0,0,0,15,0,15,0,8,7,15,0,0,5,2.1493
789,5,0.0005,13,13,0,0,0,0,0,0,0,13,0,13,0,7,6,13,0,0,2,0.9957
789,6,0.0005,18,13,4,0,0,0,0,0,1,18,0,18,0,8,10,18,0,0,5,1.9524
789,7,0.0005,15,12,0,0,0,0,0,0,3,15,0,15,0,9,6,15,0,0,4,1.6895
789,8,0.0005,9,8,0,0,1,0,0,0,0,8,1,9,0,4,5,9,0,0,3,1.3921
789,9,0.0005,24,19,3,0,1,0,0,0,1,22,2,24,0,19,5,24,0,0,5,1.6117
789,10,0.0005,21,14,4,0,1,0,0,0,2,19,2,21,0,9,12,21,0,0,7,2.3303
789,11,0.0005,9,7,0,0,1,0,0,0,1,8,1,8,1,6,3,9,0,0,4,1.7527
789,12,0.0005,19,18,1,0,0,0,0,0,0,19,0,19,0,10,9,19,0,0,3,1.2448
789,13,0.0005,21,19,2,0,0,0,0,0,0,21,0,21,0,11,10,21,0,0,4,1.4519
789,14,0.0005,17,16,0,0,1,0,0,0,0,16,1,17,0,9,8,17,0,0,3,1.2533
789,15,0.0005,14,9,2,0,2,0,0,0,1,11,3,14,0,6,8,14,0,0,7,2.4067
789,16,0.0005,17,11,1,0,4,0,0,0,1,14,3,17,0,7,10,17,0,0,8,2.4609
789,17,0.0005,12,7,4,0,1,0,0,0,0,11,1,12,0,5,7,12,0,0,5,2.1258
789,18,0.0005,14,11,1,0,0,0,0,0,2,12,2,14,0,9,5,14,0,0,4,1.6894
789,19,0.0005,13,11,0,0,1,0,0,0,1,11,2,13,0,6,7,12,0,1,5,1.9143
789,20,0.0005,12,10,1,0,1,0,0,0,0,11,1,12,0,6,6,12,0,0,4,1.65
789,21,0.0005,17,12,2,0,3,0,0,0,0,15,2,17,0,5,12,17,0,0,6,2.0875
789,22,0.0005,12,11,1,0,0,0,0,0,0,12,0,12,0,8,4,12,0,0,3,1.2807
789,23,0.0005,17,13,2,0,1,0,0,0,1,15,2,17,0,10,7,17,0,0,5,1.9015
789,24,0.0005,16,15,1,0,0,0,0,0,0,16,0,16,0,9,7,16,0,0,3,1.2476
789,25,0.0005,6,3,2,0,0,0,0,0,1,5,1,6,0,3,3,6,0,0,5,2.2516
