seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
55,1,0.0005,117,106,5,0,3,0,0,0,3,114,3,117,0,62,55,115,2,0,9,1.6264
55,2,0.0005,78,69,5,0,1,0,0,0,3,74,4,77,1,38,40,78,0,0,7,1.6539
55,3,0.0005,30,23,3,0,2,0,0,0,2,26,4,30,0,15,15,30,0,0,7,2.0711
55,4,0.0005,12,12,0,0,0,0,0,0,0,12,0,12,0,7,5,12,0,0,2,0.9799
55,5,0.0005,11,10,0,0,1,0,0,0,0,11,0,11,0,4,7,11,0,0,3,1.3222
55,6,0.0005,13,9,2,0,0,0,0,0,2,13,0,13,0,6,7,13,0,0,4,1.8843
55,7,0.0005,12,9,1,0,1,0,0,0,1,10,2,12,0,6,6,11,0,1,6,2.2516
55,8,0.0005,12,9,2,0,1,0,0,0,0,11,1,12,0,5,7,12,0,0,5,1.9508
55,9,0.0005,10,8,0,0,2,0,0,0,0,8,2,10,0,4,6,10,0,0,4,1.6855
55,10,0.0005,14,12,0,0,1,0,0,0,1,12,2,14,0,5,9,14,0,0,4,1.5216
55,11,0.0005,19,12,6,0,1,0,0,0,0,18,1,19,0,13,6,19,0,0,5,1.9916
55,12,0.0005,15,8,5,0,2,0,0,0,0,13,2,15,0,8,7,15,0,0,5,2.2323
55,13,0.0005,18,16,0,0,2,0,0,0,0,17,1,18,0,11,7,18,0,0,4,1.4628
55,14,0.0005,14,11,0,0,2,0,0,0,1,12,2,14,0,5,9,14,0,0,5,1.7534
55,15,0.0005,31,25,4,0,1,0,0,0,1,29,2,31,0,15,16,31,0,0,6,1.8856
55,16,0.0005,13,12,0,0,1,0,0,0,0,12,1,13,0,6,7,13,0,0,3,1.3143
55,17,0.0005,4,4,0,0,0,0,0,0,0,4,0,4,0,2,2,4,0,0,2,1.0
55,18,0.0005,13,9,2,0,0,0,0,0,2,12,1,13,0,9,4,11,1,1,6,2.1416
55,19,0.0005,17,16,0,0,1,0,0,0,0,16,1,17,0,9,8,17,0,0,3,1.2639
55,20,0.0005,15,13,2,0,0,0,0,0,0,15,0,15,0,7,8,15,0,0,3,1.4295
55,21,0.0005,18,16,2,0,0,0,0,0,0,18,0,18,0,10,8,18,0,0,4,1.4932
55,22,0.0005,9,4,0,0,3,0,0,0,2,5,4,9,0,4,5,9,0,0,5,2.1972
55,23,0.0005,14,10,0,0,1,0,0,0,3,12,2,14,0,6,8,13,0,1,7,2.4067
55,24,0.0005,4,4,0,0,0,0,0,0,0,4,0,4,0,3,1,4,0,0,2,0.8113
55,25,0.0005,12,8,2,0,0,0,0,0,2,10,2,10,2,6,6,12,0,0,5,2.0546
