seed,window,rate,n_C,r_000,r_001,r_010,r_011,r_100,r_101,r_110,r_111,bd_0,bd_1,sz_0,sz_1,f_0,f_1,intr_0,intr_1,intr_2p,cp_full_types,cp_full_entropy
456,1,0.0005,101,87,7,0,6,0,0,0,1,96,5,98,3,49,52,101,0,0,10,1.8229
456,2,0.0005,76,72,1,0,2,0,0,0,1,74,2,76,0,32,44,76,0,0,6,1.3369
456,3,0.0005,23,19,1,0,1,0,0,0,2,20,3,23,0,9,14,23,0,0,5,1.7386
456,4,0.0005,13,9,2,0,1,0,0,0,1,11,2,13,0,7,6,13,0,0,5,2.0382
456,5,0.0005,13,11,0,0,1,0,0,0,1,12,1,13,0,7,6,12,0,1,5,1.9143
456,6,0.0005,20,15,1,0,2,0,0,0,2,18,2,20,0,12,8,20,0,0,7,2.12
456,7,0.0005,16,9,5,0,0,0,0,0,2,14,2,16,0,10,6,15,1,0,7,2.5
456,8,0.0005,16,12,1,0,3,0,0,0,0,14,2,15,1,10,6,16,0,0,6,1.9197
456,9,0.0005,12,11,0,0,1,0,0,0,0,11,1,12,0,5,7,9,2,1,5,2.085
456,10,0.0005,8,7,1,0,0,0,0,0,0,8,0,8,0,4,4,7,1,0,4,1.75
456,11,0.0005,27,20,0,0,4,0,0,0,3,22,5,27,0,11,16,27,0,0,7,2.1245
456,12,0.0005,22,20,0,0,2,0,0,0,0,21,1,22,0,14,8,21,1,0,4,1.3796
456,13,0.0005,18,15,0,0,2,0,0,0,1,17,1,18,0,7,11,18,0,0,5,1.7233
456,14,0.0005,13,13,0,0,0,0,0,0,0,13,0,13,0,3,10,13,0,0,2,0.7793
456,15,0.0005,6,6,0,0,0,0,0,0,0,6,0,6,0,2,4,6,0,0,2,0.9183
456,16,0.0005,16,14,0,0,2,0,0,0,0,14,2,16,0,4,12,16,0,0,3,1.2988
456,17,0.0005,12,10,0,0,2,0,0,0,0,11,1,10,2,7,5,12,0,0,4,1.5511
456,18,0.0005,23,12,8,0,3,0,0,0,0,20,3,21,2,9,14,22,1,0,8,2.5618
456,19,0.0005,33,19,5,0,6,0,0,0,3,28,5,31,2,16,17,33,0,0,11,2.8473
456,20,0.0005,16,10,3,0,0,0,0,0,3,16,0,14,2,8,8,16,0,0,6,2.2806
456,21,0.0005,15,7,3,0,3,0,0,0,2,11,4,15,0,9,6,15,0,0,7,2.5493
456,22,0.0005,16,16,0,0,0,0,0,0,0,16,0,16,0,9,7,16,0,0,2,0.9887
456,23,0.0005,15,12,1,0,0,0,0,0,2,14,1,15,0,8,7,15,0,0,5,1.8389
456,24,0.0005,8,8,0,0,0,0,0,0,0,8,0,8,0,5,3,8,0,0,2,0.9544
456,25,0.0005,23,19,3,0,0,0,0,0,1,22,1,23,0,11,12,23,0,0,5,1.7519
