seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
11,53,3,20,1,unformed,,0.0,0.0,0.0,0.0,0.913326,0.0,0.0,0.0,0.981608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.700043,0.383585,0.244186,0.343788,0.276361,0.670004,0.316559,cold_start,24,0.030271,0.438557,-1.385369
11,4,4,20,1,unformed,,0.5,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.896589,0.0,0.0,0.0,4.98004,0.0,0.0,0.0,12.539535,0.313629,0.116279,0.016456,0.669834,0.451948,0.383013,cold_start,12,0.031134,0.3253,2.62203
11,54,4,20,1,unformed,,0.5,0.0,0.0,0.0,0.885165,0.0,0.0,0.0,0.976693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.983638,0.558893,0.72093,0.241153,0.351447,0.922044,0.196364,cold_start,67,0.029301,0.260822,-2.403824
11,56,6,20,1,unformed,,0.0,0.0,0.0,0.0,0.87196,0.0,0.0,0.0,0.964635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.630862,0.459369,0.104651,0.387698,0.793456,0.551672,0.257514,cold_start,13,0.034394,0.038738,-2.797649
11,8,8,20,1,unformed,,0.0,0.0,0.0,0.0,0.711288,0.0,0.0,0.0,0.978315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.547794,0.575839,0.453488,0.408934,0.646163,0.794769,0.187506,cold_start,44,0.027142,0.203606,-1.817962
11,58,8,20,1,unformed,,0.0,0.0,0.0,0.0,0.926294,0.0,0.0,0.0,0.980585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.47938,0.447578,0.72093,0.431566,0.609795,0.028021,0.265919,cold_start,67,0.030354,0.263219,2.05214
11,69,19,20,1,unformed,,0.4,0.0,0.0,0.0,0.660521,0.0,0.0,0.0,0.923063,0.0,0.0,0.0,5.96909,0.0,0.0,0.0,26.160055,0.491795,0.581395,0.258294,0.658773,0.468718,0.235744,cold_start,54,0.030613,0.14773,-1.632907
11,70,20,20,1,unformed,,0.0,0.0,0.0,0.0,0.875738,0.0,0.0,0.0,0.898247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.97785,0.319341,0.05814,0.226958,0.417376,0.574891,0.3771,cold_start,8,0.022805,0.356126,2.436193
11,72,22,20,1,unformed,,0.0,0.0,0.0,0.0,0.847745,0.0,0.0,0.0,0.895194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.949533,0.361321,0.023256,0.579469,0.244389,0.598171,0.336351,cold_start,4,0.011687,0.755152,1.972998
11,74,24,20,1,unformed,,0.4,0.0,0.0,0.0,0.864518,0.0,0.0,0.0,0.947259,0.0,0.0,0.0,19.944932,0.0,0.0,0.0,19.553615,0.344484,0.069767,0.267814,0.097656,0.942701,0.352137,cold_start,9,0.019106,0.262564,-2.213863
11,75,25,20,1,unformed,,0.0,0.0,0.0,0.0,0.687971,0.0,0.0,0.0,0.947029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.308793,0.131625,0.069767,0.014553,0.396017,0.046163,0.628822,cold_start,8,0.026776,0.61115,-1.339755
11,82,32,20,1,unformed,,0.333333,0.0,0.0,0.0,0.843067,0.0,0.0,0.0,0.945402,0.0,0.0,0.0,19.954862,0.0,0.0,0.0,18.342084,0.456871,0.255814,0.407964,0.763039,0.400666,0.259272,cold_start,25,0.028829,0.181835,-2.477621
11,83,33,20,1,unformed,,0.0,0.0,0.0,0.0,0.801542,0.0,0.0,0.0,0.894688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.919986,0.230054,0.081395,0.033103,0.235039,0.570679,0.480933,cold_start,9,0.033091,0.727601,-2.124953
