seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
8,53,3,20,1,unformed,,0.0,0.0,0.0,0.0,0.938939,0.0,0.0,0.0,0.981374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5972,0.405046,0.116279,0.107239,0.95186,0.444804,0.298584,cold_start,12,0.027442,0.045365,1.861926
8,60,10,20,1,unformed,,0.5,0.0,0.0,0.0,0.851059,0.0,0.0,0.0,0.963528,0.0,0.0,0.0,10.390657,0.0,0.0,0.0,26.303523,0.372816,0.372093,0.386093,0.454389,0.27869,0.325982,cold_start,36,0.024418,0.07978,-0.209763
8,12,12,20,1,unformed,,0.25,0.0,0.0,0.0,0.894205,0.0,0.0,0.0,0.958095,0.0,0.0,0.0,12.845138,0.0,0.0,0.0,18.806513,0.465154,0.174419,0.263931,0.678454,0.743813,0.253488,cold_start,18,0.032397,0.116982,1.014721
8,66,16,20,1,unformed,,0.0,0.0,0.0,0.0,0.598114,0.0,0.0,0.0,0.968824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.31244,0.159918,0.0,0.026754,0.003301,0.609618,0.582179,cold_start,2,0.0,0.982568,-3.127956
8,67,17,20,1,unformed,,0.0,0.0,0.0,0.0,0.883757,0.0,0.0,0.0,0.893163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.125326,0.356524,0.046512,0.022972,0.410666,0.945945,0.340776,cold_start,6,0.026875,0.403445,-1.236502
8,19,19,20,1,unformed,,0.0,0.0,0.0,0.0,0.780173,0.0,0.0,0.0,0.913034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.54863,0.33468,0.151163,0.018888,0.823312,0.345357,0.361668,cold_start,15,0.033511,0.17562,1.171308
8,70,20,20,1,unformed,,0.0,0.0,0.0,0.0,0.83524,0.0,0.0,0.0,0.953047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.383078,0.146692,0.034884,0.020533,0.056236,0.475116,0.603536,cold_start,5,0.042968,0.942917,2.712444
8,21,21,20,1,unformed,,0.25,0.0,0.0,0.0,0.760203,0.0,0.0,0.0,0.962991,0.0,0.0,0.0,11.868876,0.0,0.0,0.0,33.0481,0.676747,0.755814,0.299895,0.708513,0.942768,0.142442,cold_start,70,0.024528,0.162665,0.274577
8,73,23,20,1,unformed,,0.0,0.0,0.0,0.0,0.740521,0.0,0.0,0.0,0.886022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.299575,0.242436,0.05814,0.023241,0.54323,0.345133,0.464982,cold_start,7,0.050464,0.454798,-0.342434
8,78,28,20,1,unformed,,0.75,0.0,0.0,0.0,0.829447,0.0,0.0,0.0,0.909055,0.0,0.0,0.0,23.334911,0.0,0.0,0.0,11.925023,0.300928,0.127907,0.037735,0.479221,0.558847,0.396497,cold_start,13,0.027121,0.511105,-1.753513
8,79,29,20,1,unformed,,0.0,0.0,0.0,0.0,0.693631,0.0,0.0,0.0,0.949772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.302229,0.38799,0.44186,0.248959,0.697385,0.163757,0.312783,cold_start,43,0.039472,0.202169,3.011413
8,80,30,20,1,unformed,,1.0,0.0,0.0,0.0,0.810202,0.0,0.0,0.0,0.970189,0.0,0.0,0.0,25.952182,0.0,0.0,0.0,18.609268,0.362994,0.197674,0.301431,0.563601,0.389271,0.334822,cold_start,20,0.049998,0.316846,2.256615
8,81,31,20,1,unformed,,0.0,0.0,0.0,0.0,0.856426,0.0,0.0,0.0,0.94525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.390599,0.427178,0.232558,0.248961,0.760655,0.466538,0.281114,cold_start,22,0.03031,0.026614,-1.902091
8,32,32,20,1,unformed,,0.0,0.0,0.0,0.0,0.905293,0.0,0.0,0.0,0.945295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.885223,0.414533,0.27907,0.406369,0.439189,0.533505,0.290966,cold_start,28,0.029091,0.227047,-2.888771
8,82,32,20,1,unformed,,0.5,0.0,0.0,0.0,0.918531,0.0,0.0,0.0,0.950528,0.0,0.0,0.0,31.9655,0.0,0.0,0.0,11.975263,0.318618,0.05814,0.03645,0.286231,0.893652,0.377843,cold_start,7,0.020785,0.713364,-1.390447
8,83,33,20,1,unformed,,0.0,0.0,0.0,0.0,0.752743,0.0,0.0,0.0,0.959783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.661585,0.302181,0.05814,0.092138,0.5994,0.459046,0.395146,cold_start,7,0.031676,0.35207,-1.722889
8,84,34,20,1,unformed,,1.0,0.0,0.0,0.0,0.79474,0.0,0.0,0.0,0.929091,0.0,0.0,0.0,28.736198,0.0,0.0,0.0,11.791817,0.26998,0.209302,0.032479,0.59133,0.246808,0.431372,cold_start,20,0.057099,0.383058,-2.525774
8,85,35,20,1,unformed,,0.5,0.0,0.0,0.0,0.871857,0.0,0.0,0.0,0.95391,0.0,0.0,0.0,34.768095,0.0,0.0,0.0,12.430397,0.36508,0.127907,0.001242,0.414602,0.916568,0.332925,cold_start,13,0.02407,0.464208,-0.263865
8,86,36,20,1,unformed,,0.75,0.0,0.0,0.0,0.885652,0.0,0.0,0.0,0.930276,0.0,0.0,0.0,35.698559,0.0,0.0,0.0,11.442235,0.288235,0.151163,0.140478,0.692259,0.169042,0.410445,cold_start,15,0.059078,0.285986,-2.203375
8,87,37,20,1,unformed,,1.0,0.0,0.0,0.0,0.821638,0.0,0.0,0.0,0.960725,0.0,0.0,0.0,30.809629,0.0,0.0,0.0,11.388186,0.322845,0.197674,0.170262,0.599575,0.323868,0.373518,cold_start,19,0.05121,0.398683,-1.989105
