seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
12,6,6,20,1,unformed,,1.0,0.0,0.0,0.0,0.923836,0.0,0.0,0.0,0.977413,0.0,0.0,0.0,6.95814,0.0,0.0,0.0,33.326098,0.592246,0.848837,0.24438,0.73558,0.540188,0.17931,cold_start,78,0.034468,0.131199,-0.970249
12,7,7,20,1,unformed,,0.0,0.0,0.0,0.0,0.754474,0.0,0.0,0.0,0.954802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.122682,0.430541,0.139535,0.249515,0.576602,0.756514,0.278551,cold_start,17,0.031721,0.389582,0.628773
12,58,8,20,1,unformed,,0.0,0.0,0.0,0.0,0.922213,0.0,0.0,0.0,0.977447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.171387,0.656381,1.395349,0.250123,0.366133,0.613918,0.150568,cold_start,125,0.027062,0.177352,-1.439879
12,61,11,20,1,unformed,,0.0,0.0,0.0,0.0,0.920181,0.0,0.0,0.0,0.958273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.193421,0.556724,0.488372,0.331271,0.593831,0.813422,0.197528,cold_start,47,0.026652,0.153864,-1.690939
12,17,17,20,1,unformed,,0.4,0.0,0.0,0.0,0.796349,0.0,0.0,0.0,0.914915,0.0,0.0,0.0,4.37665,0.0,0.0,0.0,32.717066,0.417273,0.197674,0.335987,0.607834,0.527598,0.288802,cold_start,22,0.022028,0.338693,-1.101533
12,67,17,20,1,unformed,,0.0,0.0,0.0,0.0,0.77832,0.0,0.0,0.0,0.95581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.85372,0.50083,0.453488,0.249638,0.455376,0.844816,0.230013,cold_start,44,0.031142,0.195053,1.031182
12,68,18,20,1,unformed,,0.0,0.0,0.0,0.0,0.882367,0.0,0.0,0.0,0.965562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.557941,0.451296,0.162791,0.494506,0.181516,0.966369,0.26324,cold_start,18,0.024812,0.538348,-0.394981
12,69,19,20,1,unformed,,1.0,0.0,0.0,0.0,0.913844,0.0,0.0,0.0,0.952544,0.0,0.0,0.0,8.925317,0.0,0.0,0.0,25.228741,0.723546,0.732558,0.466485,0.860641,0.834501,0.125393,cold_start,67,0.028475,0.111763,-2.628601
12,70,20,20,1,unformed,,0.285714,0.0,0.0,0.0,0.793859,0.0,0.0,0.0,0.977263,0.0,0.0,0.0,20.585272,0.0,0.0,0.0,18.813115,0.300674,0.046512,0.268655,0.265343,0.622185,0.396771,cold_start,7,0.024491,0.539831,-1.452221
12,71,21,20,1,unformed,,0.142857,0.0,0.0,0.0,0.665549,0.0,0.0,0.0,0.81647,0.0,0.0,0.0,21.544102,0.0,0.0,0.0,12.677042,0.245482,0.034884,0.039398,0.047813,0.859832,0.461141,cold_start,5,0.029528,0.206916,-1.645225
12,22,22,20,1,unformed,,0.625,0.0,0.0,0.0,0.793127,0.0,0.0,0.0,0.959897,0.0,0.0,0.0,21.306998,0.0,0.0,0.0,33.346918,0.593394,1.081395,0.237868,0.719431,0.334882,0.17875,cold_start,98,0.029854,0.157149,-3.071954
12,72,22,20,1,unformed,,0.0,0.0,0.0,0.0,0.755926,0.0,0.0,0.0,0.640552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.01563,0.261484,0.023256,0.016637,0.52077,0.485273,0.441471,cold_start,4,0.033754,0.477213,1.076566
12,73,23,20,1,unformed,,0.0,0.0,0.0,0.0,0.719529,0.0,0.0,0.0,0.951704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.53497,0.208288,0.023256,0.142776,0.34905,0.318069,0.51031,cold_start,4,0.009981,0.646663,2.454913
12,74,24,20,1,unformed,,0.0,0.0,0.0,0.0,0.790372,0.0,0.0,0.0,0.937132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.610637,0.27886,0.05814,0.100277,0.337674,0.619349,0.421062,cold_start,7,0.027528,0.662147,-2.182874
12,75,25,20,1,unformed,,0.375,0.0,0.0,0.0,0.806547,0.0,0.0,0.0,0.963916,0.0,0.0,0.0,18.402142,0.0,0.0,0.0,34.565881,0.33829,0.488372,0.369386,0.158921,0.336482,0.358129,cold_start,47,0.040203,0.141525,2.321265
12,76,26,20,1,unformed,,0.375,0.0,0.0,0.0,0.943681,0.0,0.0,0.0,0.991534,0.0,0.0,0.0,26.309561,0.0,0.0,0.0,11.62307,0.299871,0.139535,0.076981,0.746477,0.236493,0.397639,cold_start,14,0.04993,0.249245,-0.628686
12,27,27,20,1,unformed,,0.25,0.0,0.0,0.0,0.78502,0.0,0.0,0.0,0.944357,0.0,0.0,0.0,7.840395,0.0,0.0,0.0,32.730605,0.778363,1.05814,0.401565,0.742532,0.911216,0.108,cold_start,96,0.027322,0.074128,-0.047965
