seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
20,1,1,20,1,unformed,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.520918,0.435158,0.011628,0.445547,0.738207,0.545251,0.275069,cold_start,4,0.007327,0.961479,1.469456
20,51,1,20,1,unformed,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.361724,0.21933,0.011628,0.01428,0.410038,0.441376,0.495189,cold_start,3,0.014273,0.352226,-0.471714
20,52,2,20,1,unformed,,0.0,0.0,0.0,0.0,0.978381,0.0,0.0,0.0,0.989317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.009484,0.353351,0.22093,0.367707,0.378861,0.445907,0.343733,cold_start,22,0.037055,0.094339,-0.70448
20,56,6,20,1,unformed,,0.0,0.0,0.0,0.0,0.899487,0.0,0.0,0.0,0.945982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.417478,0.282212,0.034884,0.011911,0.247988,0.834064,0.417235,cold_start,5,0.033386,0.696362,1.656054
20,8,8,20,1,unformed,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.010179,0.257744,0.011628,0.24215,0.513811,0.263385,0.445992,cold_start,4,0.011045,0.215074,3.107559
20,60,10,20,1,unformed,,0.0,0.0,0.0,0.0,0.937387,0.0,0.0,0.0,0.926883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.829617,0.311314,0.069767,0.020102,0.47994,0.675445,0.385436,cold_start,8,0.027448,0.518335,-2.803905
20,17,17,20,1,unformed,,0.0,0.0,0.0,0.0,0.764967,0.0,0.0,0.0,0.928468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.365608,0.362238,0.023256,0.035882,0.696238,0.693576,0.335512,cold_start,4,0.057316,0.303473,0.399551
20,68,18,20,1,unformed,,0.0,0.0,0.0,0.0,0.844235,0.0,0.0,0.0,0.960272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.571393,0.404533,0.034884,0.116371,0.523294,0.943582,0.299001,cold_start,5,0.027684,0.461433,0.488366
20,70,20,20,1,unformed,,0.0,0.0,0.0,0.0,0.543785,0.0,0.0,0.0,0.966406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.319936,0.245358,0.023256,0.301607,0.152587,0.503985,0.461295,cold_start,6,0.007937,0.529902,-2.190267
20,72,22,20,1,unformed,,0.0,0.0,0.0,0.0,0.798897,0.0,0.0,0.0,0.883959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.502821,0.141549,0.023256,0.001788,0.093871,0.44728,0.612051,cold_start,4,0.017,0.763876,-3.023623
20,23,23,20,1,unformed,,1.0,0.0,0.0,0.0,0.667423,0.0,0.0,0.0,0.902344,0.0,0.0,0.0,12.80977,0.0,0.0,0.0,33.335106,0.281104,0.046512,0.266367,0.662298,0.14924,0.418496,cold_start,9,0.019937,0.183348,-0.581118
20,74,24,20,1,unformed,,0.0,0.0,0.0,0.0,0.872357,0.0,0.0,0.0,0.950284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.531274,0.300657,0.151163,0.406318,0.499536,0.145612,0.396789,cold_start,17,0.020027,0.411248,2.951027
20,75,25,20,1,unformed,,0.0,0.0,0.0,0.0,0.750918,0.0,0.0,0.0,0.869083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.575283,0.19744,0.313953,0.332985,0.112384,0.030439,0.525614,cold_start,32,0.024992,0.229524,-2.877635
