seed,cid,t,window,pulse_n,trigger,tags,d_social,delta_social,theta_social,R_social,d_stability,delta_stability,theta_stability,R_stability,d_spread,delta_spread,theta_spread,R_spread,d_familiarity,delta_familiarity,theta_familiarity,R_familiarity,v11_b_gen,v11_delta,v11_d_n,v11_d_s,v11_d_r,v11_d_phase,v11_p_capture,v11_captured,v11_n_local,v11_s_avg_local,v11_r_local,v11_theta_avg_local
6,0,0,20,1,unformed,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.114483,0.468502,0.418605,0.263148,0.440156,0.752097,0.251187,cold_start,41,0.022754,0.102327,-2.407437
6,52,2,20,1,unformed,,0.0,0.0,0.0,0.0,0.831926,0.0,0.0,0.0,0.904138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.504652,0.197048,0.023256,0.128204,0.489622,0.14711,0.526176,cold_start,4,0.037463,0.493239,-1.572431
6,53,3,20,1,unformed,,0.0,0.0,0.0,0.0,0.885932,0.0,0.0,0.0,0.992888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75293,0.423035,0.418605,0.372674,0.637201,0.263659,0.284305,cold_start,40,0.026285,0.168242,1.085975
6,6,6,20,1,unformed,,0.666667,0.0,0.0,0.0,0.80009,0.0,0.0,0.0,0.976293,0.0,0.0,0.0,5.461138,0.0,0.0,0.0,33.186008,0.52989,0.406977,0.265589,0.591015,0.855977,0.212507,cold_start,40,0.021999,0.346667,2.120116
6,57,7,20,1,unformed,,0.333333,0.0,0.0,0.0,0.910754,0.0,0.0,0.0,0.934903,0.0,0.0,0.0,7.944223,0.0,0.0,0.0,12.090973,0.321778,0.05814,0.0292,0.281941,0.917831,0.374605,cold_start,7,0.027962,0.45183,-2.505829
6,58,8,20,1,unformed,,0.0,0.0,0.0,0.0,0.783582,0.0,0.0,0.0,0.990229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.954104,0.253083,0.05814,0.228782,0.273355,0.452056,0.45169,cold_start,8,0.015305,0.561017,1.295236
6,60,10,20,1,unformed,,0.0,0.0,0.0,0.0,0.801635,0.0,0.0,0.0,0.952357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.122314,0.167302,0.116279,0.021408,0.368653,0.162866,0.570587,cold_start,12,0.029737,0.41192,-1.14412
6,62,12,20,1,unformed,,0.0,0.0,0.0,0.0,0.930668,0.0,0.0,0.0,0.879718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.535868,0.065884,0.05814,0.007588,0.091253,0.106555,0.752144,cold_start,7,0.011095,0.915826,-0.613116
6,13,13,20,1,unformed,,0.0,0.0,0.0,0.0,0.855229,0.0,0.0,0.0,0.909816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.697406,0.299022,0.267442,0.31239,0.533298,0.082958,0.39856,cold_start,26,0.03434,0.241341,2.648535
6,63,13,20,1,unformed,,0.4,0.0,0.0,0.0,0.899738,0.0,0.0,0.0,0.94821,0.0,0.0,0.0,10.340378,0.0,0.0,0.0,12.161859,0.392771,0.116279,0.006435,0.795348,0.65302,0.308736,cold_start,12,0.030549,0.200599,0.647788
6,64,14,20,1,unformed,,0.0,0.0,0.0,0.0,0.92465,0.0,0.0,0.0,0.959794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08252,0.096132,0.093023,0.061692,0.225344,0.004468,0.692655,cold_start,10,0.017163,0.335402,-0.021508
6,65,15,20,1,unformed,,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.762226,0.0,0.0,0.0,11.986761,0.30899,0.069767,0.038043,0.442636,0.685512,0.387884,cold_start,8,0.017556,0.548852,-1.213104
6,67,17,20,1,unformed,,0.0,0.0,0.0,0.0,0.901888,0.0,0.0,0.0,0.961087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.116116,0.257434,0.023256,0.020718,0.295661,0.690099,0.446369,cold_start,4,0.022334,0.654949,0.518833
6,70,20,20,1,unformed,,0.0,0.0,0.0,0.0,0.765253,0.0,0.0,0.0,0.911216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.171037,0.188744,0.023256,0.001116,0.455472,0.275133,0.538213,cold_start,4,0.038028,0.521539,-1.854293
