window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6149,16,6,0,1.9987,0,33.2,0,0,6.65,1.0,6149.0,662,1.0,407,631,224,2262,0.000864,0.0064,387.9108,0,0.0,0.0,0.001,0,0,0,0
2,5000,3830,2,9,0,1.9986,0,38.7,511,3307,5.25,0.8351,4623.7,523,1.0,329,11,89,2307,0.001085,0.0092,248.4406,1,1.0,0.0,0.0011,0,0,0,0
3,5000,3537,1,5,0,1.9987,0,50.4,305,3242,4.94,0.8695,4089.8,295,1.0,285,3,47,2081,0.001347,0.0121,285.2998,2,2.0,0.0089,0.0015,1,0,0,0
4,5000,3187,1,3,0,1.9986,0,65.0,87,3139,4.63,0.863,3747.5,48,1.0,189,7,103,1915,0.001599,0.0187,73.0949,3,2.9,0.0147,0.0024,0,0,0,0
5,5000,3118,2,5,0,1.9986,0,77.9,0,3109,4.46,0.8814,3537.7,9,1.0,136,4,57,1508,0.002309,0.0279,18.9474,4,3.8,0.0196,0.0036,1,0,0,0
6,5000,3000,0,0,3,1.9987,0,90.3,0,3000,4.38,0.8865,3384.0,0,1.0,98,0,38,1195,0.003089,0.0268,0.0,5,4.7,0.0255,0.0049,0,0,0,0
7,5000,3102,0,0,3,1.9979,1,98.0,1,3101,4.48,0.9362,3313.5,1,1.0,73,1,26,906,0.004406,0.0357,0.0,6,5.6,0.0196,0.0064,0,0,0,0
8,5000,3066,1,5,0,1.9995,1,111.1,0,3061,4.46,0.9409,3258.5,5,1.0,56,1,18,753,0.005511,0.0487,23.5849,7,6.5,0.0398,0.0094,1,0,0,0
9,5000,3059,1,4,0,1.9989,1,117.0,0,3051,4.41,0.9504,3218.6,8,1.0,52,6,10,687,0.005899,0.0766,41.6667,8,6.7,0.0431,0.0121,0,0,0,0
10,5000,3024,1,5,0,1.9955,2,126.7,0,3014,4.43,0.95,3183.2,10,1.0,39,1,14,612,0.006968,0.0729,57.1429,9,7.0,0.0339,0.0128,1,0,0,0
11,5000,3054,2,5,0,1.983,2,130.6,6,3028,4.42,0.9659,3161.7,26,1.0,34,9,14,604,0.007364,0.0603,143.6782,10,6.5,0.0362,0.0129,1,0,0,0
12,5000,3062,1,5,0,1.9944,2,137.4,4,3048,4.44,0.9732,3146.4,14,1.0,25,1,10,518,0.008912,0.0864,95.8904,11,7.6,0.0607,0.0199,1,0,0,0
13,5000,3107,1,4,1,1.9508,2,144.1,7,3092,4.52,0.9893,3140.7,15,1.0,22,4,7,453,0.01032,0.0915,117.1875,12,6.5,0.0528,0.0182,0,0,0,0
14,5000,3110,1,3,3,1.9598,2,148.2,5,3105,4.45,0.9915,3136.6,5,1.0,17,1,6,393,0.013039,0.1176,53.7634,13,7.0,0.0647,0.0243,0,1,0,0
15,5000,3032,2,5,1,1.9932,2,151.7,4,3018,4.35,0.9707,3123.6,14,1.0,16,3,4,372,0.015159,0.1215,132.6531,14,7.1,0.0601,0.0316,2,0,0,0
16,5000,3035,1,5,3,1.9801,2,150.9,4,3016,4.46,0.9749,3113.1,19,1.0,13,2,5,357,0.01491,0.122,165.1376,15,6.5,0.0755,0.0211,1,1,0,0
17,5000,3059,1,3,3,1.967,2,161.8,9,3040,4.44,0.9845,3107.1,19,1.0,13,5,5,339,0.016281,0.1224,173.9487,16,7.0,0.0773,0.0293,0,0,0,0
18,5000,3132,1,5,3,1.9368,2,165.6,3128,0,4.49,1.0072,3109.7,4,1.0,13,1,1,306,0.018592,0.117,43.4783,17,6.7,0.0771,0.0226,1,0,0,0
19,5000,3099,2,4,1,1.8542,2,171.4,3,3093,4.46,0.9969,3108.7,6,1.0,16,5,2,349,0.013393,0.0943,58.8235,18,5.9,0.0637,0.018,0,0,0,0
20,5000,3088,1,5,1,1.9048,2,171.9,1,3082,4.49,0.994,3106.7,6,1.0,14,2,4,366,0.013929,0.1089,51.5464,19,7.2,0.0705,0.0236,1,1,0,0
21,5000,3111,2,5,3,1.9203,2,176.8,3101,0,4.47,1.0013,3107.1,10,1.0,14,2,2,367,0.014903,0.1261,95.2381,20,7.6,0.0741,0.0324,2,1,0,0
22,5000,3114,0,0,1,1.9178,2,177.4,3108,0,4.47,1.002,3107.8,6,1.0,11,1,4,350,0.015772,0.1327,56.8182,21,8.9,0.0758,0.032,0,2,0,0
23,5000,3093,0,0,3,1.8676,1,178.6,0,3088,4.46,0.9957,3106.4,5,1.0,9,0,2,279,0.021404,0.1644,73.5294,21,9.2,0.0998,0.0404,0,0,0,0
24,5000,3106,3,5,3,1.9367,1,181.0,0,3091,4.49,0.9999,3106.3,15,1.0,13,5,1,307,0.016747,0.1277,168.5393,22,7.1,0.0733,0.0196,2,0,0,0
25,5000,3007,1,4,3,1.99,1,180.8,8,2994,4.45,0.971,3096.9,13,1.0,15,5,3,345,0.015647,0.1695,109.0909,23,7.0,0.0612,0.034,0,0,0,0
26,5000,3038,0,0,3,1.9698,2,182.8,4,3034,4.48,0.9828,3091.3,4,1.0,14,0,1,335,0.015954,0.1237,32.2581,24,7.1,0.067,0.0265,0,1,0,0
27,5000,2981,2,5,3,1.9502,1,187.1,4,2973,4.31,0.9676,3080.8,8,1.0,12,2,4,353,0.015806,0.1429,89.8876,25,5.8,0.0731,0.029,1,3,0,0
28,4997,3091,1,5,3,1.9387,1,188.2,3082,0,4.4,1.003,3081.7,9,1.0,12,1,1,294,0.019703,0.1765,108.4337,26,6.4,0.0857,0.0381,1,0,0,0
29,4994,3093,2,5,3,1.9387,2,196.4,3079,0,4.43,1.0033,3082.8,14,1.0,12,2,2,335,0.016166,0.1132,141.4141,27,6.4,0.0802,0.0238,2,1,0,0
30,4993,3132,1,3,3,1.9258,2,202.5,3125,0,4.5,1.0144,3087.5,7,1.0,13,1,0,315,0.018486,0.1471,69.3069,28,6.8,0.0772,0.0314,0,0,0,0
31,4991,2989,1,3,3,1.9788,2,206.2,4,2982,4.39,0.971,3078.1,7,1.0,13,3,3,330,0.01877,0.1136,59.5238,29,7.4,0.0753,0.0217,0,0,0,0
32,4991,2895,0,0,3,1.9893,2,203.7,5,2890,4.29,0.9459,3060.7,5,1.0,12,2,3,330,0.017038,0.1548,38.4615,30,8.8,0.0646,0.0324,0,1,0,0
33,4991,3103,2,5,1,1.9899,1,203.8,3091,0,4.5,1.0125,3064.7,12,1.0,11,2,3,338,0.016533,0.117,136.3636,31,8.1,0.0864,0.0265,2,1,0,0
34,4991,3148,0,0,1,2.0,1,209.2,3148,0,4.52,1.0254,3072.9,3,1.0,10,0,1,278,0.021184,0.16,41.0959,32,8.2,0.0952,0.0353,0,1,0,0
35,4989,3115,0,0,3,1.977,1,206.2,3111,0,4.52,1.0124,3076.9,4,1.0,9,1,2,262,0.022143,0.1977,37.037,33,9.3,0.0997,0.0379,0,0,0,0
36,4989,3152,2,5,3,1.9569,1,199.3,3145,0,4.48,1.0229,3084.4,10,1.0,9,2,2,275,0.019339,0.1867,144.9275,34,8.3,0.0933,0.0401,2,1,0,0
37,4987,3083,0,0,3,1.9887,1,198.7,0,3078,4.49,0.9996,3084.2,5,1.0,8,0,1,236,0.025446,0.1667,86.2069,35,10.0,0.1167,0.0331,0,1,0,0
38,4984,3177,3,5,3,1.9943,1,201.3,3166,0,4.49,1.0295,3093.8,19,1.0,11,3,0,277,0.021448,0.1383,206.5217,36,8.0,0.0862,0.0262,3,0,0,0
39,4983,3031,3,5,1,1.9539,1,199.3,12,3010,4.43,0.9816,3087.8,21,1.0,12,3,2,336,0.016723,0.1154,193.8776,37,7.4,0.0769,0.0203,2,1,0,0
40,4980,3069,0,0,1,1.953,2,211.9,10,3059,4.46,0.9945,3086.1,10,1.0,12,1,1,315,0.019681,0.1444,101.1236,38,8.4,0.0768,0.0224,0,0,0,0
41,4977,3169,2,5,1,1.8674,1,216.7,3156,0,4.56,1.0245,3094.0,14,1.0,13,2,1,349,0.015566,0.1262,140.0,39,8.5,0.0697,0.0319,1,1,0,0
42,4976,2969,1,5,1,1.804,1,217.7,0,2964,4.42,0.9633,3082.1,5,1.0,12,1,2,351,0.016083,0.1477,60.9756,40,7.9,0.0739,0.0326,1,2,0,0
43,4976,2995,0,0,3,1.926,2,219.1,4,2991,4.41,0.9744,3073.8,4,1.0,12,4,4,320,0.016321,0.125,44.7761,41,8.5,0.0756,0.0237,0,1,0,0
44,4974,3097,2,5,3,1.96,1,210.8,3080,0,4.47,1.0068,3076.0,17,1.0,12,5,5,359,0.015469,0.115,96.4059,42,8.6,0.0717,0.0206,2,1,0,0
45,4973,3084,2,5,3,1.9724,1,219.2,3071,0,4.4,1.0023,3076.8,13,1.0,12,3,3,341,0.015925,0.134,134.8315,43,6.8,0.0799,0.0343,1,3,0,0
46,4969,3071,0,0,3,1.9235,2,213.5,1,3070,4.42,0.9983,3076.3,1,1.0,10,1,3,283,0.020243,0.1395,0.0,44,8.9,0.0901,0.0301,0,0,0,0
47,4966,3098,1,5,3,1.9158,1,216.6,3091,0,4.56,1.0064,3078.3,7,1.0,10,3,3,303,0.019032,0.1429,63.2911,45,9.6,0.0908,0.0229,1,1,0,0
48,4963,3032,0,0,3,1.8859,1,215.8,0,3032,4.35,0.9864,3073.9,0,1.0,10,0,0,258,0.022327,0.1404,0.0,46,10.6,0.0965,0.0283,0,0,0,0
49,4963,3093,1,3,3,1.9293,1,217.0,3090,0,4.46,1.0056,3075.7,3,1.0,9,1,2,271,0.021869,0.1463,40.0,47,11.6,0.101,0.0245,0,1,0,0
50,4961,2966,0,0,3,1.9728,1,193.7,3,2963,4.34,0.9676,3065.3,3,1.0,7,0,2,136,0.034143,0.194,48.3871,97,25.0,0.1343,0.0538,0,1,3,0
