window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6165,13,6,0,1.9985,0,33.8,0,0,6.61,1.0,6165.0,647,1.0,403,618,215,2175,0.000897,0.0091,399.6294,0,0.0,0.0055,0.001,2,0,0,0
2,5000,3685,3,5,0,1.9985,0,39.9,474,3215,5.33,0.8204,4535.7,470,1.0,305,6,104,2185,0.001139,0.009,130.1023,1,1.0,0.0072,0.0012,1,0,0,0
3,5000,3339,2,5,0,1.9985,0,52.5,243,3109,4.82,0.8531,3954.8,230,1.0,251,14,68,1969,0.001467,0.0142,253.6151,2,1.9,0.0106,0.0019,1,0,0,0
4,5000,3150,2,5,0,1.9985,0,67.2,36,3120,4.51,0.8708,3641.3,30,1.0,161,3,93,1723,0.001912,0.0205,53.1136,3,2.8,0.0154,0.003,1,0,0,0
5,5000,3186,0,0,1,1.9985,0,80.7,0,3176,4.53,0.913,3489.5,10,1.0,105,0,56,1302,0.002672,0.0253,29.3255,4,3.8,0.0162,0.004,0,0,0,0
6,5000,3057,0,0,3,1.9982,1,93.7,0,3052,4.44,0.9082,3366.0,5,1.0,78,0,27,941,0.0038,0.0372,16.7224,5,4.8,0.0248,0.006,0,0,0,0
7,5000,3005,0,0,3,1.9955,1,107.8,0,2998,4.3,0.9174,3275.7,7,1.0,54,2,26,777,0.004905,0.0452,30.0,6,5.6,0.0407,0.0084,0,1,0,0
8,5000,3021,4,5,0,1.9924,1,116.9,4,3003,4.44,0.9385,3219.1,18,1.0,35,4,23,617,0.007255,0.0699,105.8824,7,5.7,0.0384,0.0154,3,0,0,0
9,5000,3151,0,0,1,1.9864,1,122.5,0,3144,4.51,0.983,3205.5,7,1.0,30,2,7,482,0.008848,0.0704,44.4444,8,6.4,0.0412,0.0173,0,0,0,0
10,5000,3012,0,0,0,1.9818,1,128.0,0,3007,4.4,0.9501,3170.3,5,1.0,20,0,10,412,0.011401,0.0891,54.3478,9,6.7,0.0523,0.0251,0,0,0,0
