window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,5984,12,3,0,1.9985,0,33.6,0,0,6.48,1.0,5984.0,545,1.0,351,525,174,1867,0.001023,0.0063,406.1103,0,0.0,0.0,0.0011,0,0,0,0
2,5000,3617,2,5,0,1.9986,0,37.8,425,3178,5.1,0.8242,4427.3,439,1.0,287,14,78,1930,0.00126,0.0081,393.3393,1,1.0,0.0071,0.0012,2,0,0,0
3,5000,3418,3,4,0,1.9987,0,52.7,223,3202,4.95,0.8738,3931.2,216,1.0,255,12,44,1797,0.00153,0.0113,247.1396,2,1.9,0.0099,0.0017,0,0,0,0
4,5000,3113,1,5,0,1.9987,0,68.3,53,3072,4.57,0.8678,3612.7,41,1.0,161,2,96,1576,0.001872,0.0177,77.3585,3,2.8,0.0144,0.0026,1,0,0,0
5,5000,3131,0,0,3,1.9987,0,83.2,4,3122,4.53,0.907,3452.1,9,1.0,117,0,44,1233,0.002686,0.0324,22.9592,4,3.8,0.017,0.0041,0,0,0,0
6,5000,3056,1,4,0,1.9989,1,96.5,9,3047,4.41,0.9153,3339.0,9,1.0,87,3,33,1027,0.003495,0.0322,29.703,5,4.6,0.0253,0.0051,0,0,0,0
7,5000,3038,1,3,0,1.9989,1,105.3,1,3037,4.45,0.9308,3263.7,1,1.0,63,2,26,789,0.00465,0.03,4.7619,6,5.4,0.02,0.0058,0,0,0,0
8,5000,3125,0,0,3,1.9985,2,115.3,1,3124,4.43,0.9666,3232.9,1,1.0,48,1,16,648,0.005886,0.0526,0.0,7,6.4,0.037,0.0095,0,0,0,0
9,5000,3138,2,5,0,1.9965,1,125.3,9,3129,4.48,0.9764,3213.9,9,1.0,43,3,8,549,0.007196,0.0559,52.3256,8,6.9,0.0317,0.0096,1,1,0,0
10,5000,3106,0,0,1,1.9802,1,138.5,7,3099,4.41,0.9724,3194.3,7,1.0,35,2,10,494,0.008454,0.0638,38.1679,9,7.7,0.0496,0.0131,0,0,0,0
11,5000,3094,1,5,0,1.9818,1,143.2,5,3079,4.45,0.9737,3177.6,15,1.0,31,6,10,440,0.009408,0.0569,132.7434,10,7.3,0.0508,0.0133,1,0,0,0
12,5000,3042,0,0,1,1.9932,1,147.6,0,3037,4.43,0.9637,3156.7,5,1.0,26,0,5,389,0.010493,0.0756,44.6429,11,7.7,0.0588,0.0144,0,0,0,0
