window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6058,16,4,0,1.9994,0,33.0,0,0,6.55,1.0,6058.0,632,1.0,389,603,214,2149,0.00089,0.006,408.4416,0,0.0,0.0,0.001,0,0,0,0
2,5000,3721,3,5,0,1.9995,0,39.2,489,3243,5.18,0.8311,4528.7,478,1.0,300,9,98,2160,0.001167,0.0081,201.7019,1,1.0,0.0056,0.0011,1,0,0,0
3,5000,3373,1,5,0,1.9995,0,51.7,266,3130,4.8,0.8578,3964.8,243,1.0,254,3,49,1924,0.001486,0.0102,267.4806,2,1.9,0.0097,0.0017,1,0,0,0
4,5000,3150,1,5,0,1.9995,0,65.9,69,3109,4.61,0.8716,3652.1,41,1.0,177,1,78,1727,0.001729,0.0178,68.6106,3,2.9,0.0128,0.0023,1,0,0,0
5,5000,3088,1,3,0,1.9995,0,83.9,0,3083,4.42,0.8914,3464.1,5,1.0,116,1,62,1353,0.002474,0.0175,12.5628,4,3.9,0.0146,0.0034,0,0,0,0
6,5000,2994,1,5,0,1.9995,2,94.6,5,2984,4.42,0.8992,3329.8,10,1.0,84,1,33,1024,0.003551,0.0409,35.461,5,4.8,0.0267,0.0061,1,0,0,0
7,5000,3040,1,5,0,1.9991,2,106.0,5,3035,4.39,0.9333,3257.3,5,1.0,62,1,23,828,0.004633,0.0426,21.2766,6,5.6,0.0329,0.0083,1,1,0,0
8,5000,3028,6,5,0,1.9963,2,118.0,6,3003,4.47,0.9444,3206.4,25,1.0,56,15,21,733,0.005041,0.0391,108.2251,7,4.9,0.0319,0.0081,2,0,0,0
9,5000,3043,1,4,0,1.9962,2,130.4,8,3025,4.36,0.9588,3173.7,18,1.0,47,2,11,628,0.006343,0.0622,82.1256,8,5.4,0.0385,0.0115,0,0,0,0
10,5000,3148,1,3,0,1.995,2,131.8,3,3136,4.48,0.9934,3169.0,12,1.0,41,3,9,550,0.007477,0.0734,71.4286,9,6.0,0.0405,0.0133,0,0,0,0
11,5000,3142,2,5,0,1.9873,2,145.6,3,3134,4.5,0.9929,3164.5,8,1.0,38,2,5,524,0.008082,0.0813,51.9481,10,6.2,0.0455,0.0151,1,0,0,0
12,5000,3065,2,3,1,1.9169,2,151.8,7,3053,4.43,0.9733,3149.2,12,1.0,36,8,10,525,0.007622,0.0581,83.9161,11,6.0,0.0312,0.0121,0,1,0,0
13,5000,3007,0,0,3,1.9068,2,158.1,7,2995,4.43,0.961,3128.9,12,1.0,26,0,10,426,0.009732,0.072,105.2632,12,6.3,0.0373,0.0147,0,0,0,0
14,5000,3157,2,5,3,1.9241,1,166.9,3134,0,4.5,1.0078,3132.6,23,1.0,24,4,6,420,0.01058,0.075,157.5342,13,5.8,0.0518,0.0181,1,0,0,0
15,5000,3056,0,0,3,1.8084,1,169.0,9,3042,4.43,0.9785,3123.1,14,1.0,17,0,7,372,0.012596,0.1197,133.3333,14,6.1,0.0741,0.024,0,1,0,0
16,5000,2980,1,4,3,1.6605,1,169.7,11,2965,4.43,0.9596,3106.3,15,1.0,14,1,4,312,0.015776,0.1146,164.8352,15,6.4,0.0677,0.0251,0,0,0,0
17,5000,3083,2,5,3,1.8765,1,181.9,11,3067,4.47,0.9933,3103.8,16,1.0,16,7,5,330,0.01516,0.1382,131.5789,16,5.5,0.0813,0.0346,1,0,0,0
18,5000,3037,0,0,3,1.8955,2,172.3,6,3026,4.43,0.9807,3096.7,11,1.0,14,1,3,296,0.01549,0.1446,115.3846,17,7.3,0.074,0.0283,0,0,0,0
19,5000,3131,0,0,3,1.9043,1,168.3,3126,0,4.5,1.01,3100.2,5,1.0,13,0,1,278,0.018263,0.1216,55.5556,18,8.5,0.0792,0.0196,0,0,0,0
20,5000,3062,0,0,3,1.977,1,170.3,0,3062,4.44,0.9889,3096.5,0,1.0,11,0,2,249,0.020522,0.1562,0.0,19,9.0,0.1068,0.0348,0,1,0,0
21,5000,3107,1,5,1,1.966,1,172.3,3102,0,4.45,1.0031,3097.5,5,1.0,11,1,1,248,0.021438,0.1846,79.3651,20,9.5,0.0901,0.0436,1,0,0,0
22,5000,2999,0,0,1,1.9926,1,179.4,0,2999,4.38,0.9711,3088.1,0,1.0,7,0,4,228,0.023152,0.1644,0.0,18,10.1,0.1252,0.0288,0,0,0,0
23,5000,3080,0,0,0,1.9899,1,196.1,0,3080,4.46,0.9976,3087.4,0,1.0,6,0,1,172,0.034208,0.2273,0.0,19,11.0,0.1553,0.0515,0,1,0,0
24,5000,3049,0,0,0,1.9593,1,195.0,0,3049,4.48,0.9887,3083.7,0,1.0,6,0,0,148,0.037591,0.2449,0.0,20,12.0,0.1667,0.0432,0,0,0,0
25,5000,3048,0,0,0,1.8879,1,199.3,0,3048,4.47,0.9895,3080.3,0,1.0,5,0,1,148,0.039439,0.2857,0.0,21,13.4,0.1837,0.0563,0,1,0,0
26,4999,3098,0,0,3,1.9966,1,203.0,3097,0,4.54,1.0052,3082.0,1,1.0,5,1,1,132,0.043248,0.3143,0.0,22,14.4,0.1943,0.0775,0,0,0,0
27,4999,3032,1,3,1,1.9329,1,203.7,4,3028,4.37,0.9853,3077.2,4,1.0,9,5,1,178,0.028989,0.1765,90.9091,23,8.6,0.1353,0.0392,0,0,0,0
28,4999,3115,3,4,1,1.967,1,199.1,3102,0,4.47,1.0111,3080.8,13,1.0,12,5,2,241,0.019137,0.1067,166.6667,24,7.1,0.0827,0.0224,0,0,0,0
29,4999,3068,0,0,3,1.9489,2,203.5,7,3061,4.48,0.9962,3079.6,7,1.0,11,1,2,219,0.023195,0.1429,96.7742,25,8.6,0.0921,0.0327,0,0,0,0
30,4999,3060,0,0,3,1.9531,1,200.8,4,3056,4.45,0.9942,3077.7,4,1.0,9,0,2,211,0.023685,0.1864,72.7273,26,9.0,0.0975,0.0429,0,1,0,0
31,4999,3012,0,0,3,1.9476,1,204.2,5,3007,4.39,0.9806,3071.5,5,1.0,6,1,4,180,0.028108,0.1957,102.5641,27,8.8,0.1304,0.0349,0,2,0,0
32,4998,3012,0,0,3,1.9257,1,206.3,0,3012,4.44,0.9824,3065.8,0,1.0,6,0,0,114,0.046145,0.2727,0.0,28,9.8,0.1364,0.0816,0,0,0,0
33,4998,3028,1,5,3,1.9788,1,205.9,5,3018,4.41,0.9888,3062.2,10,1.0,11,6,1,163,0.027812,0.2174,238.0952,29,5.9,0.1377,0.0498,1,0,0,0
34,4998,3134,2,5,3,1.9803,1,205.7,3116,0,4.45,1.0212,3069.0,18,1.0,11,3,3,210,0.02213,0.1449,265.625,30,6.7,0.1196,0.0296,1,0,0,0
35,4998,3068,0,0,3,1.9329,2,212.4,10,3048,4.34,0.9997,3068.9,20,1.0,14,5,2,222,0.020169,0.1477,228.9157,31,6.1,0.1023,0.0319,0,0,0,0
36,4998,3084,3,5,3,1.9316,1,212.6,3063,0,4.5,1.0044,3070.4,21,1.0,13,3,4,259,0.019562,0.1414,228.2609,32,6.5,0.0889,0.0308,1,0,0,0
37,4998,3135,1,5,3,1.9446,1,214.3,3123,0,4.51,1.019,3076.5,12,1.0,13,1,1,258,0.018866,0.1392,160.0,33,7.2,0.0781,0.0281,1,0,0,0
38,4996,3095,4,5,3,1.9457,2,204.4,3071,0,4.54,1.0054,3078.3,24,1.0,17,7,3,332,0.014059,0.0982,233.0097,34,5.6,0.0595,0.0178,1,1,0,0
39,4994,3032,0,0,3,1.9699,2,215.8,3,3024,4.37,0.9864,3073.9,8,1.0,14,0,3,266,0.016968,0.1319,95.2381,35,6.6,0.0824,0.023,0,0,0,0
40,4991,3103,1,3,3,1.9853,1,219.8,3091,0,4.45,1.0086,3076.7,12,1.0,12,3,5,279,0.017095,0.1068,120.8791,36,7.8,0.0835,0.02,0,1,0,0
41,4990,3034,1,3,3,1.9928,1,217.6,6,3028,4.41,0.9874,3072.6,6,1.0,11,1,2,235,0.0199,0.1266,81.0811,37,9.1,0.0658,0.0265,0,0,0,0
42,4990,3035,0,0,3,1.9772,2,215.4,5,3030,4.37,0.9889,3069.0,5,1.0,11,0,0,217,0.022471,0.1515,75.7576,38,10.1,0.097,0.0348,0,0,0,0
43,4990,3024,2,5,3,1.9363,1,212.7,4,3010,4.42,0.9867,3064.7,14,1.0,12,3,2,272,0.019371,0.2029,196.9697,39,9.7,0.1087,0.0425,2,1,0,0
44,4990,3068,2,4,3,1.9628,1,217.4,3043,0,4.52,1.001,3065.0,25,1.0,17,8,3,297,0.014398,0.1091,242.7184,40,7.3,0.0742,0.0204,0,0,0,0
45,4989,3146,2,5,3,1.987,2,214.8,3112,0,4.6,1.0238,3072.8,34,1.0,14,2,5,329,0.014004,0.1238,357.8947,28,4.7,0.0914,0.0326,1,2,0,0
46,4989,3155,2,5,1,1.9428,2,214.9,3126,0,4.53,1.0242,3080.6,29,1.0,14,2,2,287,0.017994,0.1182,273.5849,29,5.4,0.0758,0.0219,1,0,0,0
47,4989,3039,1,4,1,1.9821,2,212.9,19,3020,4.44,0.9878,3076.6,19,1.0,14,1,1,298,0.017081,0.1463,237.5,30,6.0,0.0752,0.0282,0,0,0,0
48,4987,3111,1,5,1,1.9568,2,214.0,3091,0,4.58,1.0101,3079.9,20,1.0,12,1,3,308,0.017324,0.12,215.0538,31,6.7,0.0843,0.0245,1,0,0,0
49,4987,3009,3,5,3,1.9183,2,206.2,8,2997,4.36,0.9791,3073.1,12,1.0,15,7,4,329,0.014111,0.1132,121.2121,15,3.9,0.0741,0.0242,1,1,0,0
50,4986,3018,1,4,1,1.9152,2,194.9,4,3009,4.45,0.9837,3067.9,9,1.0,16,3,2,278,0.016751,0.0968,70.1754,25,4.4,0.0833,0.025,0,0,1,0
51,4985,3146,0,0,1,1.8132,2,196.4,3137,0,4.52,1.023,3075.3,9,1.0,15,0,1,252,0.01857,0.1047,102.5641,26,5.3,0.064,0.0216,0,0,1,0
52,4983,3087,0,0,3,1.7194,1,168.3,3082,0,4.53,1.0034,3076.4,5,1.0,13,0,2,252,0.017688,0.1236,50.0,27,6.8,0.0824,0.0239,0,0,1,0
53,4983,3083,1,4,3,1.8056,1,168.7,3076,0,4.44,1.0019,3077.1,7,1.0,14,4,3,270,0.016769,0.1154,85.7143,28,6.5,0.0769,0.0284,0,0,1,0
54,4983,3104,0,0,3,1.7814,1,163.5,3104,0,4.48,1.0079,3079.6,0,1.0,12,0,2,225,0.018696,0.1154,0.0,29,7.9,0.0791,0.0281,0,0,1,0
55,4981,3108,0,0,3,1.7381,1,165.0,3108,0,4.45,1.0083,3082.3,0,1.0,11,0,1,215,0.020574,0.1702,0.0,30,9.2,0.1021,0.0361,0,1,1,0
56,4981,3092,0,0,3,1.7427,1,172.9,3092,0,4.37,1.0028,3083.3,0,1.0,8,0,3,180,0.021829,0.1351,0.0,31,11.5,0.1081,0.0224,0,0,1,0
57,4980,3042,1,5,3,1.8496,1,162.8,0,3037,4.43,0.9879,3079.3,5,1.0,9,1,0,178,0.028942,0.1846,81.9672,32,11.1,0.1256,0.0423,1,0,1,0
58,4979,3042,1,4,3,1.944,1,169.1,7,3035,4.41,0.989,3075.8,7,1.0,10,5,4,236,0.020244,0.1639,75.195,33,9.9,0.1148,0.0383,0,1,1,0
59,4979,3083,3,5,3,1.922,2,166.8,3065,0,4.45,1.0021,3076.5,18,1.0,13,6,3,261,0.018435,0.122,239.4366,34,7.9,0.0819,0.0252,2,0,1,0
60,4979,3068,0,0,3,1.8503,2,162.6,5,3063,4.46,0.9975,3075.7,5,1.0,12,0,1,241,0.019855,0.1477,62.5,35,9.5,0.0925,0.0357,0,0,1,0
61,4978,3045,0,0,3,1.7843,1,171.4,5,3040,4.49,0.991,3072.7,5,1.0,12,0,0,232,0.020763,0.1667,75.7576,36,10.5,0.0873,0.0409,0,0,1,0
62,4978,3015,0,0,3,1.8294,1,165.9,1,3014,4.36,0.983,3067.2,1,1.0,10,1,3,242,0.018307,0.1562,0.0,37,11.0,0.1094,0.0349,0,1,1,0
63,4977,3063,2,5,3,1.9172,1,169.6,6,3052,4.5,0.9988,3066.8,11,1.0,10,4,4,254,0.018083,0.125,145.1613,38,11.1,0.0853,0.0248,1,0,1,0
64,4976,3161,1,4,1,1.9103,1,165.6,3158,0,4.55,1.0295,3076.4,9,1.0,11,1,0,234,0.019485,0.1294,112.5,39,11.0,0.0824,0.0261,0,0,1,0
65,4976,3081,3,5,3,1.9345,2,170.0,3070,0,4.45,1.0014,3076.8,11,1.0,12,3,2,285,0.015274,0.099,118.2796,40,9.8,0.0776,0.0208,1,2,1,0
66,4975,2995,1,3,3,1.8625,2,169.0,11,2984,4.45,0.9759,3069.0,11,1.0,17,7,2,292,0.015696,0.1048,113.4021,41,7.6,0.0683,0.0244,0,0,1,0
67,4973,3055,0,0,3,1.9358,2,173.3,6,3049,4.46,0.9959,3067.7,6,1.0,15,0,2,292,0.015766,0.1111,75.9494,42,9.2,0.0733,0.0253,0,1,1,0
68,4973,3071,3,5,3,1.9638,1,166.6,3052,0,4.47,1.001,3068.0,19,1.0,18,7,4,320,0.012143,0.0857,186.8132,43,8.4,0.0508,0.014,1,0,1,0
69,4972,3090,2,4,1,1.9683,1,169.4,3081,0,4.41,1.0065,3070.1,9,1.0,18,3,3,335,0.013701,0.0991,80.0,44,9.1,0.0676,0.0218,0,0,1,0
70,4971,3173,0,0,3,1.997,2,171.1,3174,0,4.55,1.0323,3080.6,6,1.0,15,0,3,303,0.014922,0.1143,63.8298,45,11.3,0.0705,0.0257,0,1,1,0
71,4969,2983,0,0,3,1.9875,1,163.6,5,2978,4.46,0.9713,3071.3,5,1.0,17,5,3,282,0.014051,0.1013,73.5294,46,10.3,0.0684,0.0215,0,0,1,0
72,4968,2988,1,5,1,1.9506,1,174.7,6,2977,4.44,0.9754,3063.3,11,1.0,13,2,6,275,0.015857,0.1546,119.0476,47,13.2,0.0876,0.0333,1,0,1,0
73,4966,3029,1,5,3,1.9139,1,165.0,0,3019,4.42,0.9898,3060.1,10,1.0,11,1,3,248,0.019239,0.1196,128.2051,48,14.6,0.0839,0.0224,1,0,1,0
74,4965,3149,3,5,3,1.9194,2,175.5,3130,0,4.49,1.0262,3068.5,19,1.0,12,3,2,263,0.017062,0.1313,206.5217,49,13.8,0.0818,0.0224,3,0,1,0
75,4963,3033,0,0,3,1.8955,2,163.5,3,3025,4.47,0.9895,3065.2,8,1.0,13,3,2,273,0.017275,0.1134,89.8876,50,13.7,0.0753,0.0217,0,0,1,0
76,4960,3066,1,4,3,1.8619,1,173.3,3053,0,4.42,1.0002,3065.2,13,1.0,18,6,1,306,0.014198,0.1143,135.4167,51,10.6,0.06,0.0237,0,0,1,0
77,4958,3166,3,4,1,1.9076,1,162.3,3157,0,4.54,1.0323,3075.7,18,1.0,17,5,6,356,0.012481,0.0741,173.913,52,11.8,0.0484,0.0127,0,1,1,0
78,4957,3115,4,6,1,1.9078,2,171.1,3089,0,4.48,1.0115,3079.4,26,1.0,20,6,3,394,0.010894,0.0733,175.1825,53,10.2,0.048,0.0151,2,1,1,0
79,4952,3060,1,3,1,1.9227,2,171.3,5,3051,4.37,0.9943,3077.6,9,1.0,17,1,4,377,0.01224,0.1085,60.3448,54,12.8,0.0496,0.0192,0,0,1,0
80,4948,3057,0,0,3,1.9958,2,166.4,7,3043,4.53,0.9939,3075.6,14,1.0,18,6,5,353,0.013346,0.1304,128.7129,55,12.5,0.053,0.0272,0,0,1,0
81,4946,2989,0,0,3,1.9943,1,167.3,7,2980,4.42,0.9747,3067.5,9,1.0,15,0,3,315,0.015522,0.1346,94.7368,56,15.9,0.0625,0.0299,0,0,1,0
82,4941,3110,0,0,3,1.9926,1,164.8,3107,0,4.53,1.0125,3071.5,3,1.0,14,0,1,300,0.015503,0.1222,36.5854,57,17.5,0.0691,0.026,0,1,1,0
83,4937,3055,2,5,3,1.8215,1,174.3,7,3043,4.45,0.9951,3069.9,12,1.0,11,2,5,318,0.015682,0.1111,142.8571,58,19.4,0.0795,0.0198,1,2,1,0
84,4935,3073,0,0,1,1.948,1,166.0,3068,0,4.46,1.0009,3070.2,5,1.0,10,0,1,241,0.020876,0.1605,66.6667,59,21.3,0.0952,0.0292,0,1,1,0
