window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6035,13,5,0,1.9997,0,32.5,0,0,6.53,1.0,6035.0,525,1.0,330,504,174,1894,0.001097,0.0132,381.646,0,0.0,0.0132,0.0013,1,0,0,0
2,5000,3548,5,5,0,1.9997,0,36.1,402,3151,5.08,0.8144,4401.0,397,1.0,266,21,85,1985,0.001334,0.0099,370.5441,1,0.9,0.0073,0.0014,2,0,0,0
3,5000,3310,0,0,1,1.9997,0,49.7,211,3102,4.78,0.8622,3868.0,208,1.0,217,9,58,1731,0.001672,0.0135,280.8684,2,1.9,0.0112,0.002,0,0,0,0
4,5000,3140,0,0,3,1.9997,0,66.9,37,3101,4.55,0.8802,3582.0,39,1.0,153,0,64,1505,0.002131,0.0221,81.25,3,2.9,0.0184,0.0029,0,0,0,0
5,5000,3061,2,4,0,1.9997,0,81.8,5,3052,4.41,0.8981,3408.3,9,1.0,116,4,41,1276,0.002604,0.0199,22.5989,4,3.8,0.0141,0.0033,0,0,0,0
6,5000,3137,2,5,0,1.9995,1,96.3,3,3129,4.59,0.9418,3330.8,8,1.0,73,2,45,972,0.003895,0.0519,28.8809,5,4.6,0.0308,0.0077,1,0,0,0
7,5000,3192,2,4,0,1.9987,2,103.4,11,3176,4.48,0.9684,3296.1,16,1.0,60,2,15,745,0.00554,0.0471,64.5161,6,5.3,0.0304,0.0089,0,0,0,0
8,5000,3118,1,4,0,1.9972,2,118.8,12,3101,4.52,0.9575,3256.5,17,1.0,49,3,14,694,0.006005,0.0602,85.8586,7,5.8,0.0312,0.0112,0,0,0,0
9,5000,3125,0,0,3,1.9968,2,121.3,12,3109,4.54,0.9674,3230.2,16,1.0,36,0,13,554,0.007426,0.0534,84.6561,8,6.6,0.04,0.0115,0,0,0,0
10,5000,3046,2,3,0,1.9909,1,139.0,9,3030,4.41,0.9528,3196.7,16,1.0,36,5,5,489,0.008519,0.0748,113.4752,9,6.8,0.0442,0.015,0,0,0,0
11,5000,3088,2,4,1,1.9833,1,147.2,11,3077,4.49,0.9715,3178.6,11,1.0,30,2,8,489,0.008969,0.0752,85.9375,10,7.1,0.0489,0.0156,0,0,0,0
12,5000,3112,1,4,0,1.9925,2,149.2,8,3104,4.49,0.9822,3168.4,8,1.0,20,1,11,455,0.00972,0.0876,68.3761,11,7.7,0.0401,0.0187,0,0,0,0
13,5000,3097,1,3,3,1.9899,2,156.9,7,3090,4.48,0.9806,3158.2,7,1.0,19,2,3,358,0.01302,0.122,76.9231,12,7.9,0.064,0.0272,0,0,0,0
14,5000,3053,0,0,3,1.9527,2,163.0,6,3047,4.37,0.971,3144.1,6,1.0,18,2,3,340,0.01328,0.1165,52.0833,13,8.4,0.0655,0.0225,0,0,0,0
15,5000,3198,0,0,3,1.9347,1,166.0,3197,0,4.52,1.015,3150.9,1,1.0,17,1,2,314,0.015483,0.092,0.0,14,9.5,0.0805,0.0189,0,1,0,0
16,5000,3105,1,4,3,1.8992,1,163.2,4,3101,4.47,0.9871,3145.5,4,1.0,14,1,4,288,0.016418,0.1013,54.7945,15,10.1,0.0802,0.0167,0,0,0,0
17,5000,3178,2,3,3,1.8783,1,175.3,3162,0,4.57,1.0092,3149.1,16,1.0,20,10,4,318,0.013042,0.1066,140.3509,16,7.0,0.0738,0.0189,0,0,0,0
18,5000,3004,2,4,1,1.953,2,168.5,12,2992,4.4,0.9586,3133.8,12,1.0,22,2,0,331,0.012996,0.0849,116.5049,17,7.3,0.0566,0.0162,0,0,0,0
19,5000,3015,2,3,3,1.9955,2,185.7,9,3006,4.41,0.9657,3121.9,9,1.0,21,5,6,344,0.01354,0.0887,77.5862,18,6.1,0.0484,0.018,0,0,0,0
20,5000,3157,1,5,3,1.9822,2,181.9,3139,0,4.5,1.0102,3125.3,18,1.0,21,5,5,362,0.012247,0.0916,152.5424,19,6.5,0.0668,0.0218,1,0,0,0
21,5000,3056,0,0,3,1.9372,2,187.0,9,3047,4.44,0.9799,3118.7,9,1.0,17,0,4,322,0.012927,0.11,101.1236,20,7.2,0.06,0.022,0,0,0,0
22,5000,3186,1,4,3,1.8741,1,190.4,3176,0,4.56,1.0195,3125.1,10,1.0,16,4,5,310,0.014484,0.1204,93.75,21,7.2,0.0741,0.0224,0,0,0,0
23,5000,3073,0,0,3,1.7961,1,199.1,5,3068,4.44,0.9849,3120.1,5,1.0,13,1,4,265,0.01819,0.1486,60.6061,22,9.9,0.0709,0.0305,0,0,0,0
24,5000,3046,1,3,1,1.7161,1,197.6,0,3046,4.39,0.9785,3113.1,0,1.0,10,1,4,247,0.019526,0.1449,0.0,23,12.0,0.1159,0.0336,0,0,0,0
25,5000,3090,3,4,3,1.8623,1,195.0,4,3077,4.51,0.9933,3110.9,13,1.0,16,8,2,262,0.015947,0.1136,158.5366,24,7.8,0.0739,0.0238,0,0,0,0
26,5000,3130,1,5,3,1.9256,2,203.0,3119,0,4.44,1.0056,3112.7,11,1.0,16,3,3,294,0.015489,0.1146,113.6364,25,7.6,0.0667,0.0211,1,0,0,0
27,5000,3111,0,0,3,1.932,2,203.6,0,3106,4.43,0.9995,3112.5,5,1.0,15,0,1,272,0.017887,0.1263,54.3478,26,9.0,0.0905,0.0289,0,0,0,0
28,5000,3058,1,3,1,1.9681,1,201.8,0,3054,4.36,0.9841,3107.3,4,1.0,14,3,4,287,0.016923,0.1184,56.338,27,9.6,0.0842,0.0198,0,0,0,0
29,5000,3180,0,0,1,1.9144,1,198.9,3182,0,4.54,1.0217,3114.4,0,1.0,13,0,1,252,0.017663,0.1392,0.0,28,11.2,0.0759,0.0276,0,0,0,0
30,5000,3037,0,0,0,1.8739,1,197.8,0,3037,4.4,0.9774,3107.1,0,1.0,9,0,4,239,0.021581,0.1404,0.0,29,13.1,0.114,0.0307,0,1,0,0
31,4997,3119,2,4,1,1.8892,1,203.7,3110,0,4.49,1.0035,3108.2,9,1.0,12,4,1,223,0.020672,0.1304,134.3284,30,10.6,0.0797,0.0278,0,0,0,0
32,4996,3105,0,0,3,1.9332,1,201.8,4,3096,4.51,0.9991,3107.9,9,1.0,14,4,2,242,0.017645,0.1286,140.625,31,9.6,0.0964,0.0288,0,0,0,0
33,4995,3154,1,4,3,1.9077,1,205.9,3142,0,4.49,1.0134,3112.3,12,1.0,14,1,1,249,0.017641,0.1163,151.8987,32,10.1,0.0698,0.0245,0,0,0,0
34,4995,3023,0,0,3,1.93,1,210.2,4,3019,4.38,0.974,3103.8,4,1.0,12,0,2,234,0.02179,0.1385,65.5738,33,11.9,0.0846,0.0282,0,0,0,0
35,4994,3128,0,0,3,1.9261,1,212.4,3124,0,4.54,1.0071,3106.1,4,1.0,10,0,2,219,0.024771,0.2097,70.1754,34,14.7,0.1169,0.0447,0,0,0,0
36,4994,3189,1,5,3,1.9621,1,209.0,3182,0,4.6,1.0244,3114.1,8,1.0,9,4,5,239,0.01901,0.2319,116.6667,35,12.8,0.1159,0.0551,1,1,0,0
37,4993,2948,0,0,3,1.9589,1,210.1,0,2948,4.35,0.9515,3098.3,0,1.0,6,0,3,188,0.030123,0.2273,0.0,36,15.8,0.1591,0.0448,0,0,0,0
38,4993,2964,2,3,3,1.8577,1,217.2,2,2957,4.43,0.9606,3085.5,7,1.0,10,6,2,175,0.023948,0.1739,121.9512,37,10.1,0.1033,0.0379,0,0,0,0
39,4993,3174,0,0,3,1.7652,1,216.7,3178,0,4.61,1.0271,3094.3,0,1.0,9,0,1,155,0.033014,0.1786,0.0,38,12.2,0.1384,0.0449,0,0,0,0
40,4992,2986,0,0,3,1.7652,1,220.0,0,2986,4.4,0.9682,3084.0,0,1.0,9,0,0,155,0.03251,0.1765,0.0,39,13.2,0.1397,0.0434,0,0,0,0
41,4992,3067,0,0,3,1.7763,1,216.9,2,3065,4.43,0.995,3082.4,2,1.0,8,2,3,170,0.027154,0.1538,27.027,40,15.2,0.1218,0.022,0,0,0,0
42,4992,3118,1,5,1,1.7842,1,209.2,3113,0,4.51,1.0104,3085.8,5,1.0,8,2,2,186,0.026689,0.1731,100.0,41,15.4,0.1462,0.0459,1,0,0,0
43,4989,2998,1,5,1,1.7849,1,220.1,0,2993,4.33,0.9742,3077.4,5,1.0,7,1,2,190,0.027479,0.1636,98.0392,42,17.9,0.1394,0.0252,1,0,0,0
44,4988,3030,1,3,3,1.8232,2,215.7,4,3026,4.36,0.986,3072.9,4,1.0,9,2,0,170,0.029156,0.1915,95.2381,43,14.7,0.1206,0.0411,0,0,0,0
45,4988,3090,2,5,3,1.7865,2,219.9,3076,0,4.47,1.005,3074.5,14,1.0,14,7,2,238,0.017646,0.1111,218.75,44,7.4,0.0754,0.0249,1,0,0,0
46,4988,3098,0,0,3,1.8982,2,219.6,3093,0,4.48,1.0069,3076.8,5,1.0,10,0,4,218,0.021981,0.1233,72.4638,45,11.2,0.092,0.027,0,0,0,0
47,4988,3056,0,0,3,1.9585,1,212.5,0,3052,4.48,0.9939,3074.8,4,1.0,9,0,1,210,0.023952,0.1429,85.1064,46,11.2,0.1122,0.033,0,1,0,0
48,4987,3021,3,4,3,1.9639,1,211.3,10,3006,4.45,0.9842,3069.7,15,1.0,13,10,6,268,0.015365,0.0909,230.7692,47,7.5,0.0727,0.0192,0,1,0,0
49,4987,3087,1,5,3,1.9651,1,215.5,3070,0,4.45,1.0051,3071.3,17,1.0,16,8,5,286,0.014632,0.1224,186.0465,48,6.6,0.0755,0.0232,1,1,0,0
50,4986,3128,1,6,3,1.992,2,204.2,3113,0,4.58,1.0167,3076.7,15,1.0,14,1,3,210,0.021501,0.163,182.9268,99,11.1,0.0788,0.0343,0,0,2,0
51,4984,3039,1,3,0,1.9823,2,187.4,1,3030,4.45,0.9889,3073.1,9,1.0,12,4,6,219,0.015403,0.1489,109.589,100,13.1,0.0691,0.0322,0,0,2,0
52,4982,3122,1,5,3,1.972,2,181.6,3118,0,4.43,1.0147,3077.9,5,1.0,11,1,2,191,0.019565,0.129,63.2911,101,14.7,0.0688,0.0272,1,0,2,0
53,4979,3040,0,0,3,1.9878,2,175.4,0,3040,4.44,0.9889,3074.3,0,1.0,9,0,2,173,0.024207,0.1507,0.0,102,18.2,0.0986,0.033,0,0,2,0
54,4977,3046,2,5,3,1.981,1,164.2,0,3036,4.44,0.9917,3071.6,10,1.0,6,2,5,192,0.019085,0.1458,161.2903,103,19.0,0.0979,0.0318,2,1,1,0
55,4974,3016,2,3,3,1.992,1,166.8,8,3003,4.36,0.9836,3066.3,13,1.0,9,5,2,171,0.022898,0.1897,250.0,104,13.3,0.1069,0.0451,0,0,1,0
56,4972,3097,4,5,1,1.9944,2,164.9,3071,0,4.45,1.0091,3069.2,26,1.0,12,4,1,254,0.019528,0.1146,305.8824,105,10.7,0.0859,0.0252,3,0,1,0
57,4971,3003,2,5,3,1.9872,2,173.4,8,2990,4.47,0.9804,3062.9,13,1.0,14,5,3,293,0.014849,0.1026,123.8095,106,9.8,0.0673,0.0182,1,1,1,0
58,4967,3093,1,3,1,1.9641,2,165.2,3080,0,4.49,1.0089,3065.8,13,1.0,12,1,3,291,0.016401,0.1429,158.5366,107,11.8,0.0816,0.028,0,2,1,0
59,4966,3062,1,5,3,1.9679,2,169.8,3,3049,4.43,0.9989,3065.4,13,1.0,12,1,1,244,0.017719,0.1224,147.7273,108,12.4,0.0802,0.0252,1,0,1,0
60,4960,3035,1,5,1,1.9855,2,169.8,3,3027,4.43,0.991,3062.5,8,1.0,10,1,3,254,0.018966,0.1209,64.026,109,14.4,0.0907,0.0237,1,0,1,0
61,4957,3091,2,5,2,1.9859,2,163.3,3083,0,4.43,1.0084,3065.2,8,1.0,11,2,1,238,0.020304,0.1266,115.942,110,13.4,0.087,0.0244,1,1,1,0
62,4953,3139,2,5,3,1.9712,2,165.2,3130,0,4.55,1.0217,3072.2,9,1.0,11,4,4,249,0.017182,0.1124,101.2658,111,12.7,0.0857,0.0211,1,1,1,0
63,4952,3025,3,5,3,1.9591,2,165.4,4,3016,4.44,0.9861,3067.7,9,1.0,13,3,1,277,0.016054,0.1354,102.2727,112,11.2,0.0718,0.0251,1,0,1,0
64,4950,3059,1,5,1,1.97,2,174.2,0,3054,4.44,0.9974,3066.9,5,1.0,14,1,0,286,0.016859,0.0971,52.0833,113,11.3,0.0689,0.0175,1,0,1,0
65,4948,3046,0,0,3,1.9728,2,164.2,2,3042,4.48,0.9938,3064.9,4,1.0,15,4,3,317,0.014711,0.1028,21.0526,114,11.5,0.0701,0.0202,0,0,1,0
66,4945,2931,1,5,3,1.9852,1,173.4,0,2921,4.38,0.9603,3052.2,10,1.0,17,6,4,342,0.012663,0.1165,109.8901,115,10.4,0.0641,0.0233,1,1,1,0
67,4943,2947,0,0,3,1.9875,1,167.1,0,2938,4.35,0.9687,3042.2,9,1.0,15,4,6,340,0.012966,0.0945,64.2202,116,12.1,0.0606,0.0182,0,0,1,0
68,4942,3118,0,0,3,1.9785,1,167.2,3122,0,4.49,1.0237,3049.8,0,1.0,14,0,1,284,0.015796,0.1,0.0,117,13.9,0.0711,0.0167,0,0,1,0
69,4942,3031,3,5,3,1.9692,1,162.1,4,3017,4.42,0.9944,3048.0,14,1.0,19,7,2,348,0.011774,0.0917,142.8571,118,10.5,0.0559,0.0198,2,1,1,0
70,4940,3060,2,4,1,1.9937,1,164.3,3044,0,4.49,1.0036,3049.1,16,1.0,20,3,2,364,0.012597,0.096,136.3636,119,10.8,0.0531,0.0196,0,0,1,0
