window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6164,19,5,0,1.999,0,33.8,0,0,6.67,1.0,6164.0,604,1.0,370,560,190,2110,0.000982,0.0097,392.6941,0,0.0,0.0065,0.0012,3,0,0,0
2,5000,3751,1,5,0,1.999,0,37.2,453,3313,5.31,0.8268,4578.0,438,1.0,308,24,86,2171,0.001162,0.0068,351.2862,1,0.9,0.0055,0.0011,1,0,0,0
3,5000,3340,1,4,0,1.999,0,51.7,279,3074,4.84,0.8474,3972.0,266,1.0,269,9,48,2001,0.001435,0.0096,279.7056,2,1.9,0.0077,0.0017,0,0,0,0
4,5000,3266,1,5,0,1.999,0,67.4,40,3230,4.59,0.8885,3697.2,36,1.0,196,6,79,1847,0.001744,0.0135,56.0748,3,2.8,0.0111,0.0022,1,0,0,0
5,5000,3138,0,0,3,1.999,0,81.3,7,3127,4.5,0.894,3511.1,11,1.0,135,3,64,1507,0.002115,0.0212,24.4444,4,3.7,0.0138,0.0031,0,0,0,0
6,5000,3117,3,5,0,1.9992,1,95.3,8,3099,4.43,0.9172,3398.5,18,1.0,99,3,39,1190,0.003036,0.0303,50.5618,5,4.5,0.0177,0.0046,3,0,0,0
7,5000,3046,0,0,1,1.9979,1,110.2,12,3027,4.37,0.9201,3310.4,19,1.0,76,6,29,1009,0.003832,0.0455,52.6857,6,5.2,0.0239,0.0069,0,0,0,0
8,5000,3081,0,0,0,1.996,1,122.1,6,3070,4.43,0.9453,3259.4,11,1.0,56,0,20,784,0.005152,0.0526,48.2456,7,6.3,0.0344,0.0094,0,0,0,0
9,5000,3057,0,0,0,1.9948,1,123.9,0,3053,4.41,0.9497,3218.9,4,1.0,47,0,9,652,0.006376,0.0849,19.802,8,7.2,0.0401,0.0137,0,0,0,0
10,5000,3045,0,0,3,1.9954,1,139.5,2,3043,4.4,0.9554,3187.3,2,1.0,39,2,10,576,0.007535,0.0552,0.0,9,8.2,0.0325,0.011,0,0,0,0
11,5000,2985,2,4,1,1.9941,1,145.0,4,2976,4.34,0.9465,3153.6,9,1.0,36,6,9,536,0.00781,0.0595,51.2821,10,8.0,0.0379,0.0131,0,0,0,0
12,5000,3072,1,4,0,1.9846,1,152.9,2,3061,4.51,0.978,3141.0,11,1.0,30,4,10,462,0.009011,0.069,81.4815,11,7.7,0.0405,0.015,0,0,0,0
13,5000,3037,3,5,3,1.955,2,151.2,3,3020,4.38,0.9715,3126.2,17,1.0,25,3,8,476,0.009301,0.0604,129.771,12,7.0,0.045,0.0137,2,0,0,0
14,5000,3089,0,0,3,1.9659,2,146.9,3,3081,4.51,0.9897,3121.2,8,1.0,19,0,6,423,0.011207,0.123,70.7965,13,7.6,0.0635,0.0252,0,2,0,0
15,5000,3127,0,0,3,1.9527,1,149.9,3118,0,4.53,1.0016,3121.9,9,1.0,15,1,5,355,0.014006,0.1122,88.8889,14,7.9,0.0791,0.0241,0,0,0,0
16,5000,3071,0,0,3,1.9169,1,154.2,3,3068,4.35,0.9856,3115.9,3,1.0,14,0,1,295,0.017584,0.1139,38.961,15,8.6,0.0728,0.0228,0,0,0,0
17,5000,3093,0,0,3,1.8829,1,157.2,6,3087,4.44,0.9934,3113.4,6,1.0,13,3,4,276,0.016961,0.1282,82.1918,16,9.2,0.0733,0.0258,0,1,0,0
18,5000,3005,1,3,3,1.9427,1,161.5,4,3001,4.45,0.9687,3102.0,4,1.0,14,5,4,308,0.016021,0.1098,26.3158,17,7.1,0.0752,0.0264,0,1,0,0
19,5000,3093,1,5,3,1.9494,1,168.4,5,3088,4.54,0.9974,3101.1,5,1.0,13,1,2,261,0.020201,0.1733,67.5676,18,8.0,0.0914,0.0356,1,0,0,0
20,5000,3095,0,0,3,1.9329,2,165.7,0,3095,4.49,0.9982,3100.5,0,1.0,10,0,3,251,0.020427,0.1493,0.0,19,10.6,0.0938,0.0343,0,0,0,0
21,5000,3122,1,5,3,1.962,1,166.3,3113,0,4.57,1.0063,3102.6,9,1.0,13,5,2,269,0.018351,0.1316,121.6216,20,8.9,0.0855,0.0279,1,0,0,0
22,5000,3121,0,0,3,1.9884,1,175.2,3120,0,4.51,1.0054,3104.3,1,1.0,12,1,2,273,0.018816,0.1528,0.0,20,9.0,0.0853,0.0316,0,1,0,0
23,5000,3049,1,5,3,1.9884,1,174.5,0,3044,4.42,0.9839,3099.0,5,1.0,11,1,2,256,0.018722,0.1605,64.1026,21,10.3,0.0957,0.0331,1,0,0,0
24,5000,3169,0,0,3,1.9922,1,176.9,3168,0,4.58,1.0204,3105.7,1,1.0,10,1,2,251,0.019133,0.1316,0.0,22,12.1,0.0938,0.0251,0,0,0,0
25,5000,3150,1,4,3,1.9728,1,178.9,3143,0,4.56,1.0129,3109.9,7,1.0,11,5,4,273,0.018176,0.1351,86.9565,23,10.6,0.0811,0.0258,0,0,0,0
26,4999,3018,3,5,3,1.9245,1,179.9,8,3000,4.4,0.9732,3101.2,18,1.0,15,9,5,334,0.013569,0.1101,170.0,24,8.1,0.0673,0.0239,2,1,0,0
27,4998,3174,2,5,1,1.9127,2,188.4,3154,0,4.62,1.0212,3108.1,20,1.0,12,2,5,332,0.013992,0.1121,215.0538,21,5.1,0.0794,0.0178,2,3,0,0
28,4997,3118,1,5,3,1.9124,2,179.6,3103,0,4.48,1.0029,3109.0,15,1.0,9,1,4,266,0.019124,0.1341,214.2857,22,3.8,0.1077,0.0233,1,3,0,0
29,4997,3069,0,0,3,1.9068,2,187.7,0,3069,4.4,0.9883,3105.2,0,1.0,7,0,2,180,0.032048,0.1915,0.0,23,5.3,0.1454,0.0372,0,0,0,0
30,4996,3165,0,0,3,1.8826,1,187.7,3165,0,4.51,1.0174,3110.9,0,1.0,6,0,1,160,0.033318,0.1957,0.0,24,6.8,0.1609,0.0292,0,1,0,0
31,4995,3129,1,4,3,1.9038,1,190.9,3126,0,4.5,1.0053,3112.6,3,1.0,6,1,1,157,0.033936,0.2059,93.75,25,7.0,0.1397,0.0367,0,1,0,0
32,4992,3061,1,5,3,1.8498,1,188.8,0,3056,4.43,0.985,3107.7,5,1.0,7,1,0,158,0.036134,0.2857,89.2857,26,6.9,0.15,0.0604,1,0,0,0
33,4990,2987,0,0,3,1.8678,2,187.4,5,2973,4.42,0.9647,3096.2,14,1.0,11,9,5,207,0.021089,0.1538,224.1379,27,5.0,0.1108,0.0343,0,0,0,0
34,4990,3028,0,0,3,1.9269,1,193.1,8,3015,4.46,0.98,3089.7,13,1.0,11,3,3,217,0.020955,0.1918,179.1045,28,5.9,0.1068,0.0459,0,0,0,0
35,4987,3192,1,4,3,1.944,1,196.2,3190,0,4.57,1.0322,3100.2,10,1.0,11,3,3,221,0.021849,0.1389,151.5152,29,5.9,0.0944,0.0259,0,0,0,0
36,4985,3099,2,5,1,1.9591,1,195.7,0,3089,4.45,0.9996,3100.1,10,1.0,11,2,2,234,0.020891,0.1622,147.0588,30,6.4,0.0923,0.0375,1,0,0,0
37,4984,3014,5,5,1,1.9499,2,195.3,13,2991,4.41,0.9748,3091.9,23,1.0,15,6,2,299,0.014668,0.0891,250.0,31,4.5,0.0677,0.022,1,1,0,0
38,4984,3063,1,3,3,1.9411,2,192.9,6,3057,4.45,0.9915,3089.2,6,1.0,14,0,1,264,0.019371,0.1264,69.7674,32,5.9,0.0785,0.0314,0,0,0,0
39,4984,3110,0,0,3,1.8412,2,197.9,3103,0,4.49,1.0061,3091.1,7,1.0,10,1,5,264,0.019106,0.1333,86.9565,33,7.8,0.096,0.0244,0,1,0,0
40,4984,3033,1,5,3,1.7964,1,201.8,6,3022,4.43,0.983,3085.6,11,1.0,11,1,0,229,0.021438,0.1639,180.3279,34,8.0,0.0984,0.0291,1,0,0,0
41,4984,3080,3,5,3,1.9712,1,201.2,12,3063,4.5,0.9984,3085.1,17,1.0,11,3,3,284,0.018129,0.1075,166.4444,35,7.8,0.0842,0.0225,1,1,0,0
