window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6150,13,6,0,1.9994,0,32.7,0,0,6.62,1.0,6150.0,560,1.0,350,531,181,1972,0.001008,0.0067,400.0,0,0.0,0.0,0.0012,0,0,0,0
2,5000,3722,4,5,0,1.9994,0,35.8,447,3281,5.23,0.8247,4553.3,441,1.0,286,8,72,2024,0.001257,0.0081,199.5124,1,1.0,0.0081,0.0012,1,0,0,0
3,5000,3308,2,5,0,1.9993,0,49.8,235,3082,4.89,0.8456,3944.2,226,1.0,243,8,51,1866,0.00152,0.0155,211.5907,2,1.9,0.0116,0.0021,1,0,0,0
4,5000,3228,1,3,0,1.9993,0,62.3,55,3191,4.61,0.8857,3664.9,37,1.0,181,7,69,1682,0.001821,0.0201,58.1583,3,2.8,0.0151,0.0025,0,0,0,0
5,5000,3062,2,5,0,1.9993,0,79.6,1,3056,4.45,0.884,3463.9,6,1.0,122,3,62,1338,0.002551,0.0339,12.7551,4,3.7,0.0196,0.0041,1,0,0,0
6,5000,3012,1,4,0,1.9992,2,93.4,6,3001,4.44,0.9032,3334.8,11,1.0,93,9,38,1094,0.003226,0.0241,32.9341,5,4.4,0.0187,0.0045,0,0,0,0
7,5000,3158,2,5,0,1.995,2,105.5,8,3141,4.5,0.9597,3290.6,17,1.0,72,6,27,904,0.003946,0.0385,65.6371,6,5.0,0.0238,0.0068,2,0,0,0
8,5000,3125,2,5,0,1.9923,2,119.4,5,3112,4.49,0.9604,3253.8,13,1.0,57,4,19,776,0.005074,0.041,54.5455,7,5.6,0.0287,0.0082,2,0,0,0
9,5000,2992,0,0,1,1.9862,2,127.3,1,2991,4.31,0.9346,3201.4,1,1.0,42,1,16,625,0.006789,0.0541,0.0,8,6.6,0.0394,0.0121,0,0,0,0
10,5000,3046,2,4,0,1.9849,1,138.9,7,3039,4.34,0.9599,3173.2,7,1.0,34,2,10,542,0.008216,0.0738,50.0,9,6.8,0.0431,0.0177,0,0,0,0
