window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6163,21,5,0,1.9969,0,34.4,0,0,6.68,1.0,6163.0,638,1.0,393,590,197,2110,0.000929,0.0072,393.3416,0,0.0,0.0052,0.0011,4,0,0,0
2,5000,3748,1,3,0,1.9969,0,39.8,473,3263,5.25,0.8279,4585.0,485,1.0,319,23,97,2197,0.001141,0.0072,380.8025,1,1.0,0.0043,0.0011,0,0,0,0
3,5000,3429,0,0,3,1.9969,0,52.3,240,3213,4.88,0.8604,4023.5,216,1.0,265,1,55,1962,0.001454,0.0093,234.5277,2,1.9,0.0065,0.0017,0,0,0,0
4,5000,3186,0,0,0,1.9969,0,65.5,42,3162,4.59,0.867,3695.7,24,1.0,182,4,87,1734,0.001683,0.0123,41.0714,3,2.9,0.0058,0.0023,0,0,0,0
5,5000,3063,1,5,0,1.9969,0,78.9,3,3055,4.45,0.879,3484.8,8,1.0,139,1,44,1373,0.00236,0.0168,18.2648,4,3.9,0.0096,0.0028,1,0,0,0
6,5000,3161,4,5,0,1.9968,0,96.8,8,3131,4.52,0.9318,3392.3,30,1.0,113,11,37,1258,0.002903,0.0342,73.6041,5,4.5,0.0189,0.0044,2,0,0,0
7,5000,3171,3,5,0,1.9929,2,105.1,12,3139,4.55,0.9503,3337.0,32,1.0,82,3,34,1065,0.003617,0.0434,95.8084,6,5.1,0.0265,0.0071,2,0,0,0
8,5000,3160,1,5,0,1.9941,2,120.4,1,3144,4.51,0.9583,3297.6,16,1.0,66,2,18,895,0.004546,0.0414,55.3506,7,6.0,0.0272,0.0077,1,0,0,0
9,5000,3085,1,5,0,1.9892,2,129.4,0,3076,4.52,0.9477,3255.1,9,1.0,52,1,15,779,0.005401,0.0492,40.1786,8,6.8,0.0311,0.0099,1,1,0,0
10,5000,3043,0,0,1,1.9863,2,134.8,0,3038,4.43,0.946,3216.5,5,1.0,41,0,11,619,0.00701,0.0621,29.4118,9,7.6,0.035,0.0129,0,0,0,0
11,5000,3076,0,0,3,1.9923,1,142.7,0,3071,4.39,0.9633,3193.1,5,1.0,32,0,9,546,0.008432,0.0814,31.0559,10,8.3,0.039,0.0147,0,0,0,0
12,5000,3109,1,5,3,1.9954,1,145.2,3,3097,4.5,0.9776,3180.2,12,1.0,24,4,12,518,0.008665,0.0743,81.4815,11,8.3,0.0458,0.014,1,2,0,0
13,5000,2943,1,4,3,1.9658,1,149.6,0,2943,4.31,0.9354,3146.3,0,1.0,23,1,2,435,0.010823,0.0727,0.0,12,8.9,0.0455,0.0122,0,1,0,0
14,5000,3018,0,0,3,1.8689,2,163.8,0,3018,4.43,0.9645,3129.2,0,1.0,18,0,5,394,0.011705,0.0841,0.0,13,10.1,0.0534,0.0182,0,1,0,0
15,5000,2981,0,0,3,1.9252,1,162.4,4,2977,4.36,0.9583,3110.7,4,1.0,18,4,4,370,0.012437,0.0865,0.0,14,11.1,0.0563,0.0185,0,0,0,0
16,5000,3039,0,0,3,1.8567,1,170.9,0,3039,4.44,0.9796,3102.2,0,1.0,13,0,5,325,0.016507,0.1279,0.0,15,11.4,0.064,0.0258,0,1,0,0
17,5000,3083,0,0,3,1.922,1,176.4,0,3083,4.38,0.9945,3100.1,0,1.0,12,0,1,269,0.01953,0.1222,0.0,16,12.6,0.0844,0.0198,0,1,0,0
18,5000,3167,0,0,3,1.9363,1,177.4,3165,0,4.57,1.0196,3107.2,3,1.0,13,3,2,267,0.018379,0.1389,14.4928,17,12.5,0.0944,0.0324,0,0,0,0
19,5000,3034,2,5,3,1.9406,1,187.4,4,3026,4.44,0.9787,3099.9,8,1.0,14,2,1,294,0.018062,0.1034,93.0233,18,12.5,0.0785,0.0225,1,0,0,0
20,5000,3046,0,0,3,1.9017,1,181.1,4,3039,4.33,0.9842,3094.8,7,1.0,16,7,5,324,0.014495,0.1124,84.3373,19,10.6,0.0581,0.0232,0,0,0,0
21,5000,3065,3,5,3,1.9386,1,186.1,7,3053,4.48,0.9913,3091.9,12,1.0,17,4,3,347,0.013684,0.1081,106.7961,20,9.9,0.0605,0.0194,1,0,0,0
22,5000,3116,0,0,3,1.9133,1,193.5,3112,0,4.57,1.007,3094.2,4,1.0,15,0,2,313,0.015972,0.0948,27.2727,21,9.9,0.0747,0.0175,0,1,0,0
23,5000,3010,0,0,3,1.9156,1,203.7,4,3006,4.43,0.9753,3086.2,4,1.0,12,0,3,269,0.018327,0.1176,37.9747,22,12.2,0.0847,0.0278,0,1,0,0
24,5000,3057,2,4,3,1.8464,1,196.8,5,3048,4.43,0.9914,3083.4,9,1.0,13,4,3,260,0.018552,0.169,119.403,23,8.7,0.0845,0.0371,0,0,0,0
25,5000,3034,1,3,3,1.9629,1,200.8,6,3028,4.43,0.9855,3078.7,6,1.0,14,5,4,251,0.01779,0.1071,64.9351,24,6.9,0.0905,0.0202,0,0,0,0
26,5000,3117,2,5,1,1.9749,2,197.3,3101,0,4.46,1.0112,3082.4,16,1.0,15,5,4,276,0.016845,0.1354,186.0465,25,6.7,0.0816,0.0302,1,0,0,0
27,5000,3023,1,5,1,1.9342,2,199.0,10,3008,4.42,0.9825,3076.7,15,1.0,14,3,4,284,0.01683,0.1412,181.8182,26,6.1,0.0647,0.0323,1,1,0,0
28,4999,3148,0,0,0,1.8775,2,203.2,3145,0,4.52,1.0209,3083.5,3,1.0,12,0,2,241,0.020909,0.1216,43.4783,27,7.8,0.0991,0.0284,0,0,0,0
29,4999,3056,0,0,0,1.8619,1,196.2,0,3056,4.39,0.9919,3080.9,0,1.0,8,0,4,221,0.022235,0.1429,0.0,28,9.1,0.1102,0.0238,0,1,0,0
30,4999,3057,0,0,3,1.8629,1,194.3,0,3053,4.44,0.993,3078.6,4,1.0,9,4,3,191,0.024275,0.1852,81.6327,29,8.6,0.1074,0.04,0,0,0,0
31,4999,3062,4,5,1,1.9251,1,195.2,12,3040,4.47,0.9951,3077.0,22,1.0,15,9,3,284,0.015932,0.1196,265.0602,30,5.4,0.0761,0.0242,2,1,0,0
32,4998,3132,0,0,1,1.9075,1,191.8,3123,0,4.51,1.0161,3082.3,9,1.0,14,0,1,251,0.020255,0.1111,107.1429,31,6.7,0.0759,0.024,0,0,0,0
33,4998,3112,0,0,3,1.8648,1,195.6,3100,0,4.54,1.0087,3085.1,12,1.0,14,3,3,254,0.018683,0.141,173.913,32,6.5,0.0744,0.0296,0,1,0,0
34,4997,3118,2,5,1,1.9853,1,201.7,3101,0,4.46,1.0096,3088.2,17,1.0,13,3,4,273,0.017555,0.1548,202.5316,33,6.2,0.0901,0.0345,2,0,0,0
35,4996,3055,0,0,3,1.9839,1,212.8,3,3052,4.47,0.9903,3085.1,3,1.0,11,0,2,243,0.020126,0.1493,47.619,34,7.7,0.0938,0.0366,0,0,0,0
36,4994,3133,0,0,3,1.9922,1,214.0,3122,0,4.51,1.014,3089.6,11,1.0,15,8,4,253,0.017674,0.1316,154.9296,35,6.1,0.0808,0.0288,0,0,0,0
37,4993,3045,0,0,3,1.9982,1,209.8,10,3035,4.38,0.9869,3085.4,10,1.0,14,2,3,265,0.017238,0.1034,115.3846,16,4.6,0.0843,0.0225,0,1,0,0
38,4992,3068,2,5,1,1.9895,1,206.6,4,3054,4.44,0.9949,3083.7,14,1.0,13,2,3,270,0.017747,0.1071,179.4872,17,5.2,0.0867,0.0226,2,1,0,0
39,4991,3117,0,0,1,1.9855,1,212.3,3112,0,4.45,1.0098,3086.9,5,1.0,10,0,3,225,0.024488,0.1552,94.3396,18,6.9,0.1034,0.0379,0,0,0,0
40,4991,3158,3,5,2,1.9587,1,218.4,3139,0,4.53,1.0208,3093.7,19,1.0,10,3,3,277,0.018669,0.1728,256.7568,14,5.4,0.0988,0.0337,2,2,0,0
41,4990,2951,1,5,3,1.886,1,217.6,9,2937,4.33,0.9581,3080.1,14,1.0,9,1,2,244,0.022683,0.2034,254.5455,15,6.4,0.1114,0.0508,1,1,0,0
42,4987,3022,1,4,3,1.8735,2,216.3,15,3007,4.48,0.9829,3074.5,15,1.0,9,3,3,228,0.024556,0.1429,196.9697,16,6.6,0.1119,0.0252,0,1,0,0
43,4985,3084,0,0,3,1.9086,2,216.6,3071,0,4.5,1.0028,3075.4,13,1.0,8,0,1,208,0.029159,0.193,236.3636,16,6.4,0.1111,0.0416,0,0,0,0
44,4983,3159,2,4,3,1.9587,1,211.8,3150,0,4.57,1.0245,3083.4,9,1.0,11,4,1,228,0.020738,0.1714,134.3284,17,5.4,0.1024,0.0338,0,0,0,0
45,4978,3103,3,5,3,1.9698,1,215.0,3077,0,4.45,1.0057,3085.3,26,1.0,16,7,2,302,0.015114,0.1275,282.6087,18,4.1,0.0625,0.0249,2,0,0,0
46,4976,3075,0,0,3,1.9667,2,215.9,15,3050,4.47,0.997,3084.3,25,1.0,17,4,3,302,0.014513,0.1038,257.732,15,3.6,0.062,0.0184,0,1,0,0
47,4974,3170,0,0,3,1.9904,1,219.1,3154,0,4.54,1.0251,3092.5,16,1.0,13,0,4,277,0.015425,0.1867,246.1538,16,4.5,0.08,0.0395,0,1,0,0
48,4972,3035,1,5,3,1.8716,1,214.5,11,3019,4.5,0.9832,3087.0,16,1.0,13,5,5,289,0.016069,0.1912,146.2623,17,5.2,0.0798,0.0373,1,0,0,0
49,4969,3077,1,5,3,1.9046,1,208.4,7,3065,4.52,0.9971,3086.0,12,1.0,14,1,0,272,0.017681,0.1354,129.0323,18,5.8,0.082,0.027,1,0,0,0
50,4965,3103,1,5,3,1.9258,2,171.7,3085,0,4.53,1.005,3087.6,18,1.0,15,6,5,260,0.017403,0.1078,187.5,39,8.7,0.0686,0.027,1,0,3,0
51,4958,2998,1,5,1,1.8553,2,182.8,0,2985,4.36,0.9737,3079.1,13,1.0,14,1,2,264,0.012888,0.0727,152.9412,40,8.1,0.0545,0.0112,1,0,2,0
52,4956,3040,0,0,3,1.9149,2,157.6,0,3035,4.52,0.9885,3075.4,5,1.0,14,5,5,269,0.015146,0.0948,51.5464,41,8.2,0.0565,0.0172,0,0,2,0
