window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed
1,5000,6217,14,5,0,1.9995,0,34.5,0,0,6.68,1.0,6217.0,563,1.0,360,533,173,1947,0.001014,0.0122,381.6949,0,0.0,0.0097,0.0013,3,0,0,0
2,5000,3638,3,5,0,1.9995,0,37.7,428,3184,5.11,0.8119,4517.7,454,1.0,345,20,35,2018,0.001178,0.008,398.9455,1,1.0,0.0064,0.0012,2,0,0,0
3,5000,3382,1,5,0,1.9995,0,52.1,249,3167,4.87,0.8613,3967.3,215,1.0,294,1,52,1994,0.001309,0.0104,232.684,2,2.0,0.007,0.0016,1,0,0,0
4,5000,3166,0,0,1,1.9995,0,67.3,29,3149,4.54,0.8703,3651.6,17,1.0,173,3,124,1754,0.001634,0.0148,30.6859,3,2.9,0.0089,0.0022,0,0,0,0
5,5000,3025,0,0,3,1.9995,0,83.6,1,3024,4.36,0.8787,3442.7,1,1.0,119,1,55,1259,0.002612,0.0186,0.0,4,3.9,0.014,0.0036,0,0,0,0
6,5000,3013,3,5,0,1.9995,0,95.8,0,2998,4.45,0.9075,3320.0,15,1.0,89,3,33,1040,0.003432,0.0347,47.7707,5,4.7,0.0209,0.0058,3,0,0,0
7,5000,3032,4,5,0,1.9954,1,108.5,14,3009,4.43,0.9335,3248.0,23,1.0,76,6,19,926,0.004037,0.0376,77.4411,6,5.3,0.0273,0.0079,2,1,0,0
8,5000,3065,1,5,0,1.9952,2,119.2,9,3046,4.47,0.9556,3207.3,19,1.0,68,1,9,806,0.005022,0.0429,71.9697,7,6.2,0.0273,0.0086,1,0,0,0
9,5000,3222,1,3,0,1.9972,2,118.9,3205,0,4.55,1.0037,3210.2,17,1.0,59,7,16,764,0.00514,0.0522,73.913,8,6.4,0.0234,0.0084,0,0,0,0
10,5000,3076,0,0,1,1.9957,2,141.3,4,3067,4.54,0.9655,3185.8,9,1.0,49,0,10,658,0.005986,0.0467,46.1538,9,7.0,0.0289,0.0105,0,0,0,0
11,5000,3134,1,5,0,1.9875,1,148.7,3,3117,4.53,0.9864,3177.2,17,1.0,40,6,15,612,0.00694,0.0556,94.4444,10,6.8,0.0341,0.0121,1,0,0,0
12,5000,3008,0,0,3,1.9958,1,151.6,0,2999,4.39,0.9546,3151.2,9,1.0,30,0,10,509,0.008882,0.0962,62.5,11,6.9,0.0449,0.0187,0,0,0,0
13,5000,3082,1,3,0,1.9942,1,152.9,4,3073,4.48,0.9811,3141.3,9,1.0,26,3,7,461,0.010205,0.0916,62.9921,12,7.7,0.0553,0.0225,0,0,0,0
14,5000,3145,1,4,3,1.9935,1,162.6,3138,0,4.48,1.001,3141.8,7,1.0,22,4,8,457,0.010572,0.0759,43.4783,13,8.0,0.0511,0.0145,0,0,0,0
15,5000,3065,1,5,3,1.9698,2,166.3,0,3061,4.44,0.9786,3132.2,4,1.0,16,1,7,412,0.012254,0.0976,36.036,14,8.4,0.0636,0.0219,1,2,0,0
16,5000,3017,1,5,3,1.8639,2,171.7,2,3007,4.44,0.9674,3118.6,10,1.0,16,6,6,394,0.013112,0.1318,56.8235,15,7.9,0.0685,0.0287,1,0,0,0
17,5000,3101,0,0,0,1.7993,2,179.6,0,3096,4.44,0.995,3116.7,5,1.0,15,0,1,337,0.016182,0.1188,50.5051,16,9.4,0.0693,0.0222,0,0,0,0
18,5000,3087,1,3,1,1.8379,1,176.2,2,3080,4.45,0.9915,3113.5,7,1.0,15,3,3,365,0.01391,0.1458,65.9341,17,9.5,0.071,0.0286,0,1,0,0
19,5000,3175,4,5,2,1.882,1,192.9,3156,0,4.51,1.0177,3119.7,19,1.0,19,6,2,417,0.011747,0.1074,125.0,18,7.6,0.0531,0.0212,2,1,0,0
20,5000,3153,1,3,1,1.9757,2,184.0,3152,0,4.48,1.0096,3122.9,1,1.0,17,2,4,412,0.011625,0.0902,0.0,19,9.3,0.0508,0.0152,0,0,0,0
21,5000,3011,2,5,1,1.9857,2,194.4,5,2997,4.45,0.9675,3112.2,14,1.0,20,8,5,415,0.011144,0.0849,141.4141,20,7.2,0.05,0.0187,1,3,0,0
22,5000,3044,1,5,1,1.9761,2,191.8,5,3032,4.33,0.9801,3105.7,12,1.0,19,3,4,402,0.012566,0.0885,95.2381,21,8.6,0.0515,0.0197,1,0,0,0
23,5000,3139,1,5,3,1.9747,2,195.9,3126,0,4.5,1.0097,3108.9,13,1.0,18,4,5,421,0.011385,0.1016,101.6949,22,9.7,0.0566,0.0194,1,0,0,0
24,5000,3089,0,0,3,1.9587,2,196.1,4,3075,4.49,0.9942,3107.0,14,1.0,19,4,3,406,0.013095,0.0924,123.8938,23,9.3,0.0581,0.02,0,0,0,0
25,5000,3045,1,5,3,1.8503,1,198.3,4,3026,4.39,0.9819,3101.1,19,1.0,18,1,2,409,0.012838,0.1085,153.2258,24,10.2,0.0614,0.0222,1,1,0,0
26,4998,3104,3,5,3,1.9409,1,202.2,3081,0,4.51,1.0008,3101.4,23,1.0,18,5,5,450,0.011122,0.0828,146.8531,25,8.8,0.0557,0.0171,1,1,0,0
27,4998,3174,1,3,3,1.9497,2,204.2,3162,0,4.62,1.0211,3108.3,12,1.0,15,1,4,388,0.012686,0.0982,114.2857,26,8.9,0.0634,0.0171,0,2,0,0
28,4998,3079,0,0,3,1.9045,2,191.0,7,3067,4.46,0.9915,3105.5,12,1.0,10,0,5,325,0.015517,0.1538,115.3846,27,10.8,0.0855,0.031,0,1,0,0
29,4994,3030,1,5,1,1.8814,1,188.6,7,3018,4.5,0.978,3098.3,12,1.0,11,1,0,260,0.019559,0.1429,126.8571,28,10.7,0.09,0.0253,1,0,0,0
30,4993,3168,3,3,3,1.9201,1,190.7,3144,0,4.54,1.0206,3105.0,25,1.0,19,13,5,337,0.012758,0.0984,140.6447,29,6.8,0.0598,0.0172,0,0,0,0
31,4992,3190,0,0,3,1.882,2,190.8,3174,0,4.52,1.0261,3113.6,21,1.0,20,3,2,351,0.011861,0.1194,162.6016,30,7.4,0.056,0.0204,0,0,0,0
32,4991,3123,1,3,1,1.9177,1,193.1,3102,0,4.56,1.0027,3114.5,21,1.0,23,7,4,375,0.011571,0.0769,145.8333,31,7.2,0.0487,0.0165,0,0,0,0
33,4986,3115,2,4,3,1.9405,1,198.2,3094,0,4.59,1.0001,3114.5,21,1.0,22,7,8,404,0.010857,0.0942,158.7302,32,8.2,0.0522,0.0184,0,0,0,0
34,4986,3062,1,3,3,1.9741,2,198.3,15,3044,4.5,0.9847,3109.5,18,1.0,23,6,5,402,0.011036,0.1032,145.2991,33,8.3,0.046,0.0186,0,0,0,0
35,4985,3163,1,5,1,1.9803,2,204.4,3145,0,4.52,1.0155,3114.6,18,1.0,24,5,4,412,0.011215,0.0866,150.0,34,8.6,0.0465,0.0175,1,0,0,0
36,4983,2967,0,0,3,1.9654,2,212.5,15,2953,4.41,0.9572,3100.7,14,1.0,23,4,5,443,0.010813,0.0815,94.4882,35,9.7,0.0438,0.0175,0,0,0,0
37,4981,3004,2,5,3,1.9672,1,211.8,12,2988,4.46,0.9717,3091.5,16,1.0,21,2,4,445,0.010813,0.0957,148.1481,36,10.8,0.0536,0.0196,1,0,0,0
38,4980,3081,1,5,3,1.9425,1,212.6,0,3076,4.44,0.9969,3090.5,5,1.0,17,1,5,401,0.012599,0.1167,44.2478,37,13.4,0.0622,0.023,1,0,0,0
39,4978,3114,1,5,3,1.9334,2,208.0,3108,0,4.54,1.0069,3092.7,6,1.0,18,2,1,396,0.013098,0.1402,47.1698,38,13.6,0.0587,0.0262,1,0,0,0
40,4978,3118,0,0,3,1.9054,2,195.8,3113,0,4.5,1.0074,3095.1,5,1.0,17,0,1,386,0.014063,0.1064,54.3478,39,15.1,0.0616,0.0219,0,0,0,0
41,4974,3025,1,3,3,1.9682,1,203.0,0,3012,4.51,0.9795,3088.4,13,1.0,20,7,4,425,0.010941,0.1212,88.7097,40,13.7,0.0503,0.0234,0,0,0,0
42,4974,3038,2,5,3,1.9733,1,200.7,4,3024,4.43,0.9852,3083.6,14,1.0,21,2,1,441,0.011196,0.0974,87.8378,40,12.0,0.0496,0.0173,1,1,0,0
43,4972,3059,1,5,3,1.9776,2,202.6,0,3050,4.5,0.9928,3081.3,9,1.0,19,1,3,446,0.01137,0.1145,64.5161,41,12.5,0.0562,0.0216,1,1,0,0
44,4969,3140,2,5,3,1.977,2,206.2,3120,0,4.57,1.0172,3086.9,20,1.0,23,7,3,476,0.010977,0.1169,121.6216,42,11.2,0.0483,0.0215,2,0,0,0
45,4967,3096,3,5,3,1.9785,2,203.1,3074,0,4.39,1.0027,3087.7,22,1.0,23,5,5,543,0.009256,0.0649,127.907,43,10.6,0.0447,0.0129,3,1,0,0
46,4967,3009,0,0,3,1.9671,2,194.1,0,2999,4.4,0.9769,3080.2,10,1.0,17,0,6,488,0.010867,0.125,73.5294,44,10.9,0.0566,0.0272,0,3,0,0
47,4963,3067,2,5,1,1.9668,1,202.4,0,3057,4.54,0.9961,3079.0,10,1.0,16,2,3,431,0.011932,0.0963,78.7402,45,11.8,0.0607,0.0187,2,2,0,0
48,4959,3080,0,0,3,1.9462,1,208.9,3075,0,4.42,1.0003,3079.1,5,1.0,16,0,0,376,0.015024,0.1579,54.3478,46,12.8,0.0639,0.0301,0,0,0,0
49,4956,3045,0,0,3,1.9217,1,214.6,0,3041,4.43,0.99,3075.8,4,1.0,15,0,1,376,0.014322,0.1136,46.5116,47,14.3,0.0674,0.0254,0,1,0,0
50,4950,3066,1,3,3,1.9772,1,205.8,0,3066,4.46,0.9971,3074.9,0,1.0,12,1,4,236,0.018063,0.0971,0.0,97,32.2,0.0744,0.0165,0,1,6,0
51,4947,3131,2,5,3,1.9919,1,172.9,3121,0,4.49,1.0165,3080.2,10,1.0,12,2,2,222,0.012923,0.0738,107.5269,98,32.1,0.0503,0.0111,2,2,6,0
52,4944,3054,0,0,3,1.9827,2,177.8,0,3054,4.55,0.9923,3077.7,0,1.0,10,0,2,177,0.019088,0.1019,0.0,99,38.5,0.0722,0.0184,0,2,6,0
53,4944,3003,2,5,1,1.9666,1,169.4,4,2994,4.39,0.978,3070.6,9,1.0,12,3,1,167,0.018248,0.082,123.2877,100,32.9,0.0618,0.0135,1,0,6,0
54,4943,3085,1,4,3,1.9638,1,169.8,3075,0,4.45,1.0042,3072.0,10,1.0,11,3,4,199,0.01428,0.0752,61.8904,101,36.1,0.0541,0.0105,0,1,6,0
55,4939,3003,3,5,3,1.9566,2,172.6,12,2981,4.49,0.9796,3065.4,22,1.0,14,5,2,213,0.014392,0.0811,191.7812,102,29.1,0.0524,0.0142,2,0,6,0
56,4937,3089,0,0,3,1.9379,2,165.7,3081,0,4.54,1.007,3067.7,8,1.0,12,0,2,201,0.016378,0.0863,70.5882,103,34.8,0.0549,0.0167,0,1,6,0
