window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate
48,4926,2977,2,5,1,1.8395,1,36.2,6,2966,4.43,0.9764,3049.1,11,1.0,13,3,1,244,0.018865,0.1111,128.2051
49,4924,3079,1,3,1,1.983,1,38.6,3069,0,4.48,1.0089,3051.9,10,1.0,13,6,6,281,0.017963,0.1573,100.0
50,4920,3128,1,5,0,1.9853,2,36.9,3115,0,4.6,1.0225,3059.2,13,1.0,13,1,1,262,0.019266,0.1358,168.8312
51,4919,3021,0,0,0,1.9438,2,33.9,8,3013,4.44,0.9887,3055.5,8,1.0,14,5,4,292,0.016478,0.1277,79.5455
52,4917,3001,1,3,1,1.953,1,34.3,6,2995,4.36,0.9838,3050.3,6,1.0,14,2,2,287,0.017373,0.1333,69.4444
53,4917,2974,1,5,1,1.9386,1,33.0,0,2974,4.44,0.9773,3043.1,0,1.0,11,1,4,279,0.01765,0.125,0.0
54,4916,3103,0,0,1,1.9037,2,33.8,3103,0,4.5,1.0178,3048.8,0,1.0,9,0,2,211,0.024326,0.18,0.0
55,4915,3077,0,0,0,1.8911,1,33.0,3077,0,4.61,1.0084,3051.5,0,1.0,7,0,2,189,0.027883,0.2364,0.0
56,4915,2957,2,5,1,1.9785,1,32.9,1,2946,4.41,0.9719,3042.5,11,1.0,10,6,3,220,0.017427,0.1803,192.3077
57,4914,2987,2,5,2,1.9056,1,34.0,5,2972,4.46,0.9835,3037.2,15,1.0,8,2,4,190,0.025213,0.1481,173.3333
58,4913,3122,1,5,3,1.8568,2,33.1,3104,0,4.61,1.0255,3045.4,19,1.0,9,1,0,196,0.026466,0.1912,250.0
59,4913,3082,0,0,3,1.9785,2,34.0,3070,0,4.49,1.0109,3048.9,12,1.0,9,2,2,211,0.022749,0.1746,166.6667
60,4912,2999,2,4,3,1.9785,1,33.1,13,2986,4.4,0.9852,3044.1,13,1.0,11,2,0,234,0.01974,0.1446,158.5366
61,4910,2965,3,5,3,1.9207,1,34.1,13,2947,4.41,0.9764,3036.6,18,1.0,12,3,2,304,0.017012,0.1351,253.5211
62,4909,3068,0,0,3,1.9157,2,33.2,3063,0,4.52,1.0094,3039.6,5,1.0,11,1,2,281,0.019047,0.1579,44.4444
63,4909,3049,3,5,3,1.9749,1,34.1,3035,0,4.49,1.0028,3040.5,14,1.0,12,3,2,317,0.016089,0.125,172.8395
64,4907,3042,0,0,3,1.9392,1,33.3,3033,0,4.46,1.0005,3040.6,9,1.0,11,0,1,273,0.017716,0.1398,101.1236
65,4905,3081,1,4,3,1.8389,1,33.9,3071,0,4.42,1.012,3044.5,10,1.0,12,2,1,279,0.019283,0.1282,116.8831
66,4905,3014,0,0,3,1.7545,1,33.5,1,3013,4.45,0.9909,3041.6,1,1.0,11,1,2,275,0.020417,0.1455,19.2308
67,4904,3006,1,4,1,1.7827,1,33.0,4,3002,4.49,0.9894,3038.2,4,1.0,10,1,2,243,0.022944,0.1667,76.9231
68,4902,3004,0,0,3,1.7207,1,34.0,0,3004,4.4,0.9898,3034.9,0,1.0,9,0,1,223,0.02492,0.1356,0.0
