window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5941,11,5,0,1.9995,0,18.2,0,0,6.53,1.0,5941.0,492,1.0,310,472,162,1817,0.001145,0.0095,403.9409,0,0.0,0.0095,0.0014,1,0,0,0,0.037508,0.015625,63,0.5834,0.0375,0.2694,86,144,80,2070,1322,1391
2,5000,4096,3,5,0,1.9995,0,17.4,394,3682,5.49,0.8708,4721.0,414,1.0,315,48,43,1990,0.001183,0.011,365.8105,1,0.9,0.0084,0.0014,2,0,0,0,0.039041,0.015625,63,0.5998,0.0738,0.2628,98,134,83,1303,1369,697
3,5000,3461,2,5,0,1.9995,0,16.7,256,3229,4.99,0.8512,4109.5,232,1.0,266,10,59,1958,0.001236,0.0124,252.7233,2,1.8,0.0091,0.0018,2,0,0,0,0.047028,0.015625,63,0.6677,0.1191,0.2743,89,108,69,977,1274,576
4,5000,3336,3,5,0,1.9995,0,16.6,70,3272,4.78,0.8797,3804.5,64,1.0,189,4,81,1818,0.001365,0.0126,92.6471,3,2.8,0.0094,0.0022,1,0,0,0,0.04534,0.015625,62,0.6554,0.1573,0.2836,77,62,50,905,1292,541
5,5000,3321,1,5,0,1.9995,0,16.6,12,3302,4.73,0.9121,3644.3,19,1.0,142,1,48,1436,0.001811,0.0211,36.6795,4,3.7,0.0148,0.0036,1,0,0,0,0.054482,0.015625,58,0.7132,0.2118,0.2975,63,37,42,915,1273,504
6,5000,3225,0,0,1,1.9996,2,16.5,0,3220,4.61,0.915,3524.5,5,1.0,127,0,15,1223,0.0021,0.0286,12.3153,5,4.7,0.0218,0.005,0,0,0,0,0.052381,0.015625,57,0.7017,0.2404,0.306,57,32,38,852,1257,542
7,5000,3275,0,0,0,1.9929,1,16.5,0,3275,4.63,0.9459,3462.1,0,1.0,121,0,6,1165,0.001996,0.0231,0.0,6,5.7,0.0172,0.0048,0,0,0,0,0.04359,0.015625,56,0.6415,0.2839,0.3101,53,31,37,819,1285,546
8,5000,3165,0,0,3,1.9964,1,16.4,1,3164,4.53,0.9319,3396.1,1,1.0,114,1,8,1139,0.002031,0.0364,0.0,7,6.7,0.0184,0.0055,0,0,0,0,0.047619,0.015625,55,0.6719,0.3064,0.3206,51,29,34,758,1273,547
9,5000,3159,1,5,3,1.9972,1,16.4,0,3154,4.6,0.9434,3348.7,5,1.0,110,1,5,1115,0.002045,0.0427,13.7741,8,7.6,0.023,0.0068,1,0,0,0,0.072,0.015625,54,0.783,0.3357,0.3334,49,26,35,807,1268,526
10,5000,3229,1,3,0,1.9877,1,16.4,1,3223,4.54,0.9706,3326.9,6,1.0,105,2,7,1086,0.001962,0.0284,16.4474,9,8.5,0.0174,0.0054,0,0,0,0,0.063091,0.015625,52,0.7523,0.391,0.3399,50,22,33,789,1248,567
11,5000,3267,0,0,3,1.9718,2,16.5,7,3256,4.72,0.9849,3316.9,11,1.0,97,7,15,1025,0.002029,0.0321,30.3951,10,9.1,0.0204,0.0062,0,0,0,0,0.06414,0.015625,51,0.7564,0.4552,0.3457,48,20,29,781,1307,559
12,5000,3183,0,0,3,1.955,1,16.5,5,3178,4.53,0.9656,3296.3,5,1.0,92,0,5,980,0.002012,0.0309,17.9211,11,10.1,0.0159,0.006,0,0,0,0,0.051546,0.015625,50,0.6969,0.4999,0.352,45,19,28,789,1270,520
13,5000,3187,0,0,3,1.9454,1,16.5,5,3182,4.58,0.9714,3280.7,5,1.0,84,1,9,916,0.00217,0.0331,15.2091,12,11.0,0.0188,0.0068,0,0,0,0,0.0625,0.015625,47,0.75,0.5624,0.3581,41,18,25,801,1260,545
14,5000,3251,1,4,0,1.8506,1,16.4,0,3246,4.58,0.9921,3276.8,5,1.0,82,3,5,904,0.002102,0.0377,16.2338,13,11.9,0.0212,0.0069,0,0,0,0,0.103774,0.015625,48,0.8494,0.6661,0.3644,38,19,25,805,1266,566
15,5000,3235,0,0,1,1.8369,1,16.5,0,3235,4.6,0.9888,3271.5,0,1.0,78,0,4,873,0.002042,0.0284,0.0,14,13.0,0.0217,0.0071,0,0,0,0,0.069401,0.015625,45,0.7749,0.7324,0.3716,37,18,23,793,1276,542
16,5000,3155,2,5,1,1.8586,1,16.4,0,3145,4.53,0.9684,3257.8,10,1.0,75,2,5,863,0.002245,0.0378,35.3357,15,13.6,0.0261,0.0079,2,0,0,0,0.103093,0.015625,46,0.8484,0.8355,0.3736,36,15,24,802,1269,501
17,5000,3126,2,5,3,1.9137,1,16.5,5,3116,4.54,0.9639,3243.2,10,1.0,71,5,9,857,0.00229,0.0396,36.4964,16,13.9,0.0235,0.008,1,0,0,0,0.053957,0.015625,46,0.7104,0.8678,0.3734,34,12,25,820,1253,491
18,5000,3156,2,3,3,1.9479,2,17.0,6,3147,4.48,0.9759,3234.0,9,1.0,69,5,7,870,0.002425,0.0332,22.0916,17,14.4,0.0262,0.0079,0,0,0,0,0.077491,0.015625,41,0.7984,0.938,0.3787,32,14,23,821,1270,505
19,5000,3182,1,5,1,1.9692,2,18.3,7,3171,4.54,0.9858,3228.9,11,1.0,70,4,3,868,0.002404,0.048,41.3223,18,14.9,0.0253,0.0096,1,0,0,0,0.076,0.015625,43,0.7944,1.002,0.3828,31,15,24,778,1244,553
20,5000,3070,2,5,1,1.952,2,16.7,2,3058,4.52,0.9553,3213.8,12,1.0,69,4,5,874,0.002598,0.052,41.9847,19,15.3,0.0308,0.0114,2,0,0,0,0.066914,0.015625,43,0.7665,1.0689,0.3841,29,13,27,773,1280,457
21,5000,3246,0,0,1,1.9562,2,21.3,3257,0,4.64,1.0136,3218.4,5,1.0,64,0,5,828,0.002441,0.0463,18.1818,20,16.5,0.0287,0.01,0,0,0,0,0.067616,0.015625,41,0.7689,1.1365,0.3852,28,11,25,810,1285,525
22,5000,3081,1,5,1,1.9347,1,23.5,0,3076,4.61,0.9612,3205.3,5,1.0,57,1,8,768,0.002599,0.0427,24.2718,21,17.1,0.031,0.0117,1,0,0,0,0.090047,0.015625,38,0.8265,1.2265,0.3887,25,10,22,792,1239,469
23,5000,3210,0,0,3,1.9462,1,21.1,3227,0,4.58,1.0061,3207.3,0,1.0,52,0,5,717,0.002754,0.0619,0.0,22,17.7,0.0308,0.0127,0,0,0,0,0.080952,0.015625,34,0.807,1.3075,0.3939,23,8,21,820,1252,534
24,5000,3169,1,4,3,1.9681,1,24.2,4,3165,4.58,0.9892,3203.7,4,1.0,49,1,4,695,0.003146,0.0601,17.2414,23,18.0,0.0295,0.0114,0,0,0,0,0.107296,0.015625,33,0.8544,1.4148,0.3991,23,5,21,807,1259,529
