window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
40,4979,3206,3,5,3,1.9381,2,16.6,3200,0,4.61,1.006,3193.0,12,1.0,55,3,1,800,0.00267,0.0534,47.2441,39,23.7,0.0284,0.0112,1,0,0,0,0.072519,0.015625,40,0.7845,2.3964,0.4325,30,5,20,839,1271,527
41,4978,3205,1,3,3,1.9508,2,16.7,3206,0,4.6,1.006,3195.0,8,1.0,57,6,4,834,0.00258,0.0377,28.4698,40,23.8,0.0238,0.0088,0,0,0,0,0.061644,0.015625,42,0.7465,2.4238,0.4292,30,7,20,825,1241,527
42,4978,3176,3,5,1,1.9331,2,16.6,10,3156,4.54,0.9946,3193.2,20,1.0,57,6,6,844,0.002623,0.0438,73.3591,41,21.4,0.0234,0.0107,1,0,0,0,0.065693,0.015625,41,0.7622,2.4566,0.4248,26,7,24,831,1223,513
43,4978,3118,1,5,3,1.9531,2,16.4,5,3105,4.58,0.9787,3186.0,13,1.0,54,4,7,858,0.002646,0.0431,49.7925,42,22.7,0.0227,0.0097,1,0,0,0,0.062745,0.015625,40,0.751,2.488,0.4212,24,5,25,777,1311,484
44,4977,3178,1,5,3,1.9858,2,16.4,5,3168,4.55,0.9977,3185.3,10,1.0,54,1,1,837,0.002523,0.0463,40.3226,43,23.5,0.0223,0.0089,1,1,0,0,0.081081,0.015625,39,0.8073,2.4996,0.4189,25,5,24,814,1254,538
45,4974,3086,0,0,3,1.9816,2,16.5,0,3084,4.52,0.9717,3175.8,2,1.0,51,2,5,836,0.002286,0.0502,0.0,44,24.6,0.026,0.0107,0,0,0,0,0.07113,0.015625,39,0.7803,2.5163,0.4171,23,5,23,774,1237,511
46,4970,3105,0,0,0,1.9336,1,16.7,0,3105,4.52,0.9798,3169.1,0,1.0,46,0,5,792,0.00234,0.0456,0.0,45,25.3,0.0295,0.0107,0,0,0,0,0.070539,0.015625,38,0.7785,2.5578,0.417,22,4,20,797,1234,503
47,4968,3193,2,4,1,1.9859,1,16.3,3189,0,4.55,1.0083,3171.8,9,1.0,50,6,2,809,0.002135,0.0482,37.1901,46,24.2,0.0248,0.0086,0,0,0,0,0.060241,0.015625,38,0.7406,2.598,0.4168,23,6,21,816,1195,571
48,4966,3124,0,0,3,1.9871,1,16.3,5,3119,4.51,0.9863,3167.3,5,1.0,48,0,2,801,0.002266,0.0449,20.9205,47,25.2,0.0252,0.0098,0,0,0,0,0.073469,0.015625,37,0.7873,2.6102,0.4162,22,5,21,791,1223,537
49,4960,3152,1,4,3,1.9899,1,16.2,8,3144,4.58,0.9956,3165.8,8,1.0,48,1,1,819,0.002125,0.0519,35.7143,48,26.2,0.0284,0.0107,0,0,0,0,0.069264,0.015625,38,0.7744,2.6405,0.4152,22,6,20,815,1222,521
50,4953,3170,0,0,3,1.9803,1,22.9,3171,0,4.58,1.0015,3166.3,0,1.0,45,0,3,796,0.001992,0.0538,0.0,49,28.2,0.0267,0.0117,0,0,0,0,0.06278,0.015625,38,0.7511,2.6719,0.4152,21,5,19,813,1236,533
51,4948,3026,4,5,3,1.9797,1,16.1,9,3005,4.49,0.9597,3152.9,21,1.0,46,6,5,841,0.002623,0.0522,84.0336,50,26.7,0.0243,0.0109,3,0,0,0,0.076305,0.015625,37,0.7952,2.688,0.4157,20,6,20,799,1179,485
52,4946,3081,4,4,3,1.9927,1,16.1,6,3061,4.5,0.9793,3146.1,20,1.0,51,7,2,875,0.002521,0.052,75.4717,51,25.0,0.0253,0.0106,0,0,0,0,0.066914,0.015625,41,0.7665,2.7251,0.4144,20,7,24,802,1213,493
53,4942,3168,1,3,3,1.9845,2,19.8,3173,0,4.61,1.0118,3150.0,14,1.0,49,3,5,862,0.00255,0.0397,41.3793,52,25.1,0.0245,0.0087,0,1,0,0,0.072848,0.015625,39,0.7855,2.7516,0.4128,19,7,23,766,1293,533
54,4940,3157,3,3,3,1.962,2,24.1,3158,0,4.61,1.004,3151.3,6,1.0,47,3,5,876,0.002148,0.0491,21.8978,53,25.9,0.0219,0.0088,0,0,0,0,0.077193,0.015625,37,0.7976,2.7727,0.4113,19,6,22,780,1281,522
55,4931,3085,1,5,3,1.9344,2,24.0,6,3075,4.64,0.9809,3145.0,10,1.0,46,1,2,852,0.002442,0.0498,39.0625,54,26.3,0.0252,0.0104,1,0,0,0,0.068966,0.015625,34,0.7734,2.8225,0.4102,19,6,21,751,1261,515
56,4928,3166,1,5,1,1.9369,2,24.0,3175,0,4.59,1.0109,3148.6,8,1.0,47,1,0,854,0.002191,0.0403,32.9218,55,26.7,0.0257,0.01,1,0,0,0,0.080645,0.015625,35,0.8063,2.8507,0.4104,20,6,21,785,1272,510
57,4925,3177,2,5,1,1.9687,2,21.7,3172,0,4.65,1.0113,3152.4,16,1.0,49,3,1,899,0.002098,0.0478,53.0035,56,26.6,0.024,0.0093,1,0,0,0,0.068259,0.015625,37,0.7711,2.8917,0.4103,20,7,22,787,1288,482
58,4921,3159,3,5,1,1.9785,2,16.1,3145,0,4.67,1.0033,3153.5,19,1.0,51,5,3,933,0.002283,0.0417,61.1511,57,26.2,0.0233,0.0083,1,0,0,0,0.083333,0.015625,36,0.8125,2.9403,0.4102,21,7,23,813,1247,527
59,4921,3128,1,5,1,1.9875,2,16.2,8,3120,4.67,0.9927,3151.1,8,1.0,49,1,3,911,0.002171,0.0409,30.6513,58,27.3,0.0244,0.0092,1,0,0,0,0.100372,0.015625,35,0.8443,2.9876,0.4104,20,6,23,839,1243,510
60,4919,3108,0,0,0,1.9657,2,16.1,2,3106,4.55,0.9876,3147.0,2,1.0,47,2,4,910,0.00191,0.0392,0.0,59,29.3,0.0242,0.0079,0,0,0,0,0.078431,0.015625,36,0.8008,3.0542,0.4114,20,6,21,754,1258,525
61,4915,3056,0,0,0,1.9105,1,16.0,0,3056,4.54,0.9738,3138.3,0,1.0,47,0,0,867,0.002048,0.055,0.0,60,30.3,0.0251,0.0118,0,0,0,0,0.091743,0.015625,35,0.8297,3.1093,0.4118,20,6,21,777,1218,476
62,4911,3134,1,5,0,1.9407,1,15.9,0,3129,4.55,0.9988,3137.9,5,1.0,48,1,0,878,0.002049,0.0488,18.0505,61,30.6,0.024,0.0104,1,0,0,0,0.090592,0.015625,36,0.8275,3.1999,0.4118,21,6,21,788,1279,505
63,4907,3185,2,5,1,1.8994,1,15.9,3212,0,4.64,1.0236,3145.7,8,1.0,50,2,0,916,0.002056,0.0392,26.6667,62,30.3,0.0238,0.0087,1,0,0,0,0.084967,0.015625,37,0.8161,3.2685,0.4116,22,6,22,792,1291,518
64,4906,3058,1,3,0,1.9073,2,16.0,3,3055,4.54,0.9747,3137.3,3,1.0,50,1,1,919,0.001892,0.0386,10.6762,63,30.1,0.0233,0.0083,0,0,0,0,0.084211,0.015625,37,0.8145,3.3527,0.4115,22,6,22,784,1209,508
65,4899,3097,2,5,3,1.9448,2,15.9,15,3077,4.58,0.9883,3133.5,20,1.0,58,11,3,989,0.001954,0.0479,65.7895,64,26.8,0.0205,0.0085,1,0,0,0,0.060703,0.015625,40,0.7426,3.4102,0.4103,23,10,25,807,1252,492
66,4895,3171,0,0,3,1.9173,2,15.9,3174,0,4.64,1.0151,3138.5,12,1.0,55,0,3,982,0.001842,0.0356,37.1517,65,27.9,0.0215,0.008,0,0,0,0,0.062315,0.015625,40,0.7493,3.4695,0.4091,22,10,23,825,1199,540
67,4895,3070,1,4,3,1.896,1,15.8,10,3051,4.47,0.9802,3132.0,19,1.0,57,5,3,1004,0.001858,0.0338,66.2021,66,27.9,0.0204,0.0083,0,0,0,0,0.067568,0.015625,42,0.7688,3.5236,0.4082,23,10,24,775,1198,504
68,4891,3065,1,4,3,1.8842,1,15.9,10,3055,4.48,0.9806,3125.6,10,1.0,56,5,6,1014,0.001759,0.0426,20.6624,67,29.0,0.0217,0.0085,0,0,0,0,0.088146,0.015625,42,0.8227,3.6057,0.4084,24,7,25,775,1211,507
69,4885,3081,1,5,3,1.9084,2,15.8,3,3074,4.58,0.9874,3121.5,7,1.0,55,1,2,995,0.001865,0.0361,23.8095,68,30.4,0.0199,0.0073,1,0,0,0,0.065574,0.015625,41,0.7617,3.6549,0.4079,24,6,25,748,1262,512
70,4883,3102,2,5,1,1.8907,2,16.0,10,3092,4.48,0.9944,3119.6,10,1.0,56,7,6,1019,0.001748,0.0381,32.8467,69,30.4,0.0216,0.0075,1,0,0,0,0.065744,0.015625,40,0.7623,3.7206,0.4082,25,7,24,809,1173,507
71,4879,3080,1,5,3,1.9148,2,16.1,10,3070,4.56,0.9885,3115.8,10,1.0,55,1,2,1003,0.001934,0.0597,32.2581,70,30.7,0.0213,0.0097,1,0,0,0,0.078616,0.015625,40,0.8013,3.7992,0.4087,24,8,23,776,1183,525
72,4876,3099,2,5,1,1.8671,2,15.9,5,3084,4.56,0.9951,3114.2,15,1.0,56,5,4,1035,0.001799,0.0469,55.5556,71,29.8,0.0209,0.0086,1,0,0,0,0.068592,0.015625,39,0.7722,3.8606,0.4086,22,9,25,793,1233,512
73,4874,3035,1,5,1,1.8699,2,15.7,8,3022,4.54,0.9769,3106.7,13,1.0,53,1,4,1014,0.001722,0.0462,44.3686,72,31.0,0.0222,0.0093,1,1,0,0,0.075908,0.015625,38,0.7942,3.9035,0.4085,21,8,24,779,1222,457
74,4871,3061,2,5,1,1.9012,2,15.8,5,3051,4.58,0.9867,3102.3,10,1.0,55,2,0,1036,0.001919,0.0439,32.0513,73,30.8,0.0212,0.0088,2,0,0,0,0.056426,0.015625,38,0.7231,3.9474,0.4077,21,8,26,763,1244,476
75,4866,3141,0,0,1,1.9002,2,15.7,3160,0,4.66,1.0182,3108.3,5,1.0,53,0,2,1034,0.001666,0.041,16.2338,74,32.8,0.0212,0.0087,0,0,0,0,0.088328,0.015625,38,0.8231,3.9852,0.4072,21,7,25,787,1280,498
76,4860,3131,0,0,0,1.9018,1,15.7,3144,0,4.6,1.0118,3112.2,5,1.0,51,0,2,995,0.001664,0.0359,16.6667,75,34.3,0.0214,0.0093,0,0,0,0,0.062092,0.015625,36,0.7484,4.0375,0.4071,20,7,24,803,1216,517
77,4854,3019,0,0,0,1.9166,1,15.6,0,3019,4.52,0.9728,3103.3,0,1.0,50,0,1,970,0.001529,0.045,0.0,76,35.4,0.0219,0.008,0,0,0,0,0.069204,0.015625,35,0.7742,4.1067,0.4077,19,7,24,777,1212,477
78,4848,3091,0,0,3,1.9144,1,15.7,0,3091,4.59,0.9964,3102.1,0,1.0,49,0,1,959,0.001636,0.0418,0.0,77,36.0,0.0233,0.0085,0,0,0,0,0.076655,0.015625,34,0.7962,4.1764,0.4084,18,7,24,744,1301,477
79,4845,3133,2,4,3,1.962,1,15.6,3139,0,4.66,1.0131,3106.4,8,1.0,52,4,1,985,0.001384,0.0438,27.8746,78,34.8,0.0199,0.0075,0,0,0,0,0.06734,0.015625,35,0.768,4.2269,0.4091,18,7,27,769,1226,532
80,4840,3077,0,0,3,1.9657,1,15.6,8,3069,4.58,0.9914,3103.6,8,1.0,51,0,1,972,0.001558,0.0411,28.6738,79,35.7,0.0207,0.0089,0,0,0,0,0.065068,0.015625,35,0.7599,4.2886,0.4097,18,7,26,770,1229,510
81,4837,3048,2,5,3,1.948,1,15.9,9,3035,4.54,0.9838,3098.3,13,1.0,52,4,3,1026,0.001511,0.0393,37.6712,80,35.9,0.0204,0.0086,1,0,0,0,0.088525,0.015625,35,0.8235,4.3246,0.41,19,7,26,777,1180,519
82,4837,3005,2,5,3,1.9621,1,15.5,4,2991,4.48,0.9727,3089.4,14,1.0,54,4,2,1033,0.001773,0.0435,42.2961,81,35.6,0.0198,0.0088,1,0,0,0,0.072464,0.015625,35,0.7844,4.3536,0.4098,21,7,26,783,1210,469
83,4836,3128,0,0,3,1.9499,2,15.7,3147,0,4.6,1.0198,3095.9,10,1.0,52,0,2,1029,0.001487,0.0392,31.9489,82,37.6,0.0197,0.0084,0,0,0,0,0.063253,0.015625,35,0.753,4.4138,0.4097,20,7,25,799,1205,521
84,4834,3145,0,0,3,1.896,1,20.8,3153,0,4.66,1.0196,3102.3,10,1.0,51,0,1,996,0.001435,0.0372,31.746,83,38.5,0.0221,0.0084,0,0,0,0,0.071207,0.015625,34,0.7806,4.4665,0.41,20,7,24,790,1261,512
85,4832,3093,3,4,1,1.9412,1,15.9,15,3073,4.6,0.9973,3101.4,20,1.0,56,7,2,1058,0.001484,0.036,58.1395,84,35.9,0.0199,0.0087,0,0,0,0,0.058172,0.015625,37,0.7314,4.5136,0.4098,21,7,28,747,1263,500
86,4830,3055,1,3,3,1.8889,1,16.2,3,3052,4.52,0.9865,3097.0,3,1.0,55,2,3,1049,0.001333,0.0385,6.2696,85,37.1,0.0196,0.0069,0,0,0,0,0.059172,0.015625,35,0.7359,4.5579,0.4095,20,7,28,735,1207,518
87,4829,3079,2,5,3,1.9668,2,16.0,9,3070,4.6,0.9948,3095.2,9,1.0,57,2,0,1078,0.001512,0.0435,26.8657,86,36.8,0.0183,0.0088,1,0,0,0,0.075362,0.015625,36,0.7927,4.6014,0.4099,20,8,29,766,1235,488
88,4826,3135,0,0,3,1.981,2,16.0,3163,0,4.66,1.0209,3102.1,4,1.0,56,0,1,1077,0.001487,0.04,11.6618,87,38.4,0.0197,0.0081,0,0,0,0,0.077143,0.015625,36,0.7975,4.67,0.41,20,8,28,796,1262,509
89,4825,3033,0,0,3,1.9634,1,15.8,4,3029,4.56,0.9798,3095.5,4,1.0,54,0,2,1064,0.00143,0.0348,12.012,88,40.7,0.0197,0.0083,0,0,0,0,0.089855,0.015625,36,0.8261,4.7193,0.4103,19,8,27,780,1193,519
90,4824,3105,0,0,3,1.976,1,15.7,3106,0,4.73,1.0031,3096.5,0,1.0,53,0,1,1046,0.001269,0.0357,0.0,89,42.3,0.0199,0.0078,0,0,0,0,0.071429,0.015625,35,0.7812,4.7582,0.4104,19,8,26,805,1250,489
91,4824,3151,1,3,3,1.8955,1,15.7,3168,0,4.68,1.0214,3103.5,2,1.0,53,1,1,1045,0.001142,0.0436,6.4935,90,43.1,0.0199,0.0088,0,1,0,0,0.071651,0.015625,36,0.7819,4.8143,0.4108,18,8,27,808,1216,500
92,4823,3074,1,5,3,1.9121,1,15.6,0,3069,4.6,0.9914,3100.7,5,1.0,53,1,1,1023,0.001235,0.0392,16.8919,91,43.0,0.0216,0.0076,1,1,0,0,0.078431,0.015625,34,0.8008,4.8503,0.4112,17,8,28,826,1212,495
93,4820,3137,2,5,3,1.9463,2,15.7,3146,0,4.67,1.0167,3106.1,12,1.0,57,7,3,1077,0.001307,0.0351,36.2538,92,40.9,0.0195,0.007,1,0,0,0,0.055556,0.015625,37,0.7188,4.8912,0.4107,17,8,32,791,1234,511
94,4820,2981,0,0,3,1.9257,2,15.8,0,2971,4.46,0.9634,3094.2,10,1.0,56,0,1,1072,0.001293,0.0421,32.8947,93,42.6,0.0207,0.0086,0,0,0,0,0.064725,0.015625,37,0.7586,4.9365,0.4099,17,7,32,759,1167,488
95,4818,3097,0,0,3,1.9408,1,15.6,3092,0,4.58,1.0008,3094.5,5,1.0,54,0,2,1046,0.001212,0.0346,16.0256,94,44.9,0.0199,0.0077,0,0,0,0,0.08805,0.015625,37,0.8225,4.9742,0.4096,17,7,30,824,1196,497
96,4817,3072,4,9,1,1.9871,1,15.8,5,3049,4.57,0.9934,3092.4,23,1.0,56,4,2,1118,0.001806,0.0762,68.2493,95,44.2,0.0184,0.0107,2,0,0,0,0.076246,0.015625,39,0.7951,5.0153,0.4092,20,7,29,823,1199,479
97,4817,3111,2,4,1,1.9608,1,15.7,3110,0,4.58,1.0078,3094.9,9,1.0,59,8,5,1143,0.001452,0.058,22.9226,96,42.1,0.0178,0.0085,0,0,0,0,0.058011,0.015625,41,0.7307,5.0512,0.4083,22,8,29,824,1216,522
98,4816,3131,1,5,1,1.908,2,15.7,3132,0,4.68,1.0138,3099.4,10,1.0,58,1,2,1142,0.001469,0.0414,28.8184,97,43.6,0.0192,0.0083,1,1,0,0,0.082873,0.015625,39,0.8115,5.0899,0.407,23,8,27,819,1262,483
