window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5997,17,5,0,1.9978,0,18.4,0,0,6.56,1.0,5997.0,626,1.0,380,589,209,2118,0.000967,0.0076,403.4861,0,0.0,0.0072,0.0011,3,0,0,0,0.028197,0.015625,63,0.4459,0.0282,0.2064,119,198,63,2052,1347,1455
2,5000,4131,2,5,0,1.9978,0,17.3,446,3675,5.51,0.8709,4766.3,456,1.0,347,14,47,2143,0.001117,0.0087,363.1285,1,1.0,0.0076,0.0013,2,0,0,0,0.033084,0.015625,63,0.5277,0.0538,0.2062,112,169,66,1345,1324,759
3,5000,3533,0,0,1,1.9979,0,16.9,284,3284,5.1,0.8575,4171.7,249,1.0,289,2,60,2073,0.001108,0.0109,242.1875,2,2.0,0.0076,0.0017,0,0,0,0,0.032736,0.015625,62,0.5227,0.0855,0.2062,105,130,54,991,1264,624
4,5000,3273,1,5,0,1.9978,0,16.7,77,3203,4.71,0.8613,3818.6,70,1.0,191,5,103,1798,0.001295,0.0142,108.3591,3,2.9,0.0095,0.0022,1,0,0,0,0.041451,0.015625,62,0.623,0.1192,0.2164,86,74,31,915,1264,517
5,5000,3291,1,5,0,1.9978,0,16.6,9,3275,4.66,0.904,3643.7,16,1.0,171,1,21,1431,0.001731,0.0246,31.6206,4,3.9,0.0149,0.0039,1,0,0,0,0.05104,0.015625,62,0.6939,0.1663,0.2308,80,61,30,874,1220,551
6,5000,3235,2,5,0,1.9988,2,16.6,0,3221,4.69,0.9172,3527.0,14,1.0,155,5,21,1350,0.001843,0.025,28.1124,5,4.7,0.0163,0.0043,1,0,0,0,0.044146,0.015625,59,0.6461,0.2047,0.2449,72,56,27,854,1241,529
7,5000,3197,1,4,0,1.9979,2,16.8,3,3189,4.57,0.9282,3444.5,8,1.0,140,6,21,1274,0.001859,0.0198,20.6186,6,5.6,0.0167,0.0043,0,0,0,0,0.054455,0.015625,57,0.7131,0.2591,0.2626,63,50,27,825,1258,523
8,5000,3286,0,0,3,1.999,2,16.8,0,3281,4.67,0.9638,3409.2,5,1.0,126,0,14,1183,0.001962,0.0231,12.0482,7,6.6,0.0118,0.0043,0,0,0,0,0.050808,0.015625,56,0.6925,0.2822,0.2749,56,47,23,817,1298,555
9,5000,3177,0,0,0,1.9982,1,16.7,4,3169,4.56,0.9447,3362.8,8,1.0,118,4,12,1137,0.001854,0.0256,21.5054,8,7.4,0.0163,0.005,0,0,0,0,0.063939,0.015625,55,0.7556,0.3462,0.291,51,45,22,800,1265,522
10,5000,3108,2,5,0,1.9956,1,16.6,4,3094,4.56,0.9371,3316.5,14,1.0,108,2,12,1114,0.001916,0.0269,39.4366,9,8.3,0.0175,0.0057,2,0,0,0,0.077957,0.015625,54,0.7996,0.3972,0.3055,46,39,23,804,1252,501
11,5000,3194,0,0,1,1.9907,1,16.8,4,3180,4.62,0.969,3296.1,14,1.0,103,0,5,1054,0.00216,0.0401,41.2979,10,9.4,0.0258,0.0071,0,1,0,0,0.068768,0.015625,54,0.7728,0.466,0.3173,46,34,23,853,1262,502
12,5000,3277,2,4,0,1.9911,1,16.9,5,3258,4.67,0.9951,3293.1,19,1.0,99,5,9,1018,0.002042,0.0339,51.7711,11,9.9,0.0214,0.0068,0,0,0,0,0.059896,0.015625,52,0.7391,0.5207,0.3247,45,30,24,834,1311,552
13,5000,3218,2,5,1,1.9881,1,16.9,5,3203,4.55,0.9804,3282.4,15,1.0,101,4,2,1056,0.002059,0.0308,43.1034,12,10.5,0.0204,0.0063,1,0,0,0,0.056022,0.015625,52,0.7211,0.5711,0.3292,44,30,27,834,1248,530
14,5000,3301,1,3,0,1.9972,2,16.7,3319,0,4.69,1.0125,3288.7,11,1.0,95,2,8,1021,0.001905,0.0299,33.7423,13,11.2,0.0149,0.0059,0,0,0,0,0.044776,0.015625,51,0.651,0.6099,0.3292,41,28,26,861,1308,524
15,5000,3228,0,0,3,1.99,2,16.6,7,3216,4.58,0.9838,3281.2,12,1.0,96,9,8,1020,0.001917,0.0307,34.5821,14,11.4,0.0187,0.006,0,0,0,0,0.044693,0.015625,50,0.6504,0.6546,0.3322,41,27,28,820,1266,538
16,5000,3176,1,5,1,1.997,1,16.6,12,3159,4.59,0.9716,3268.8,17,1.0,91,1,6,998,0.001945,0.0348,56.1056,15,12.3,0.0204,0.0074,1,0,0,0,0.079114,0.015625,51,0.8025,0.7337,0.3337,40,24,27,823,1241,535
17,5000,3190,0,0,3,1.9958,1,16.8,10,3176,4.55,0.9785,3260.0,14,1.0,87,3,7,982,0.001894,0.0357,47.9452,16,13.2,0.0207,0.0063,0,0,0,0,0.081169,0.015625,50,0.8075,0.8149,0.3373,39,23,25,829,1265,498
18,5000,3265,1,5,3,1.9497,1,16.8,3250,0,4.68,1.0019,3260.8,17,1.0,83,3,7,967,0.00203,0.0348,47.9042,17,14.4,0.0205,0.0074,1,0,0,0,0.057971,0.015625,49,0.7305,0.8671,0.3405,38,20,25,770,1369,508
19,5000,3182,1,4,3,1.988,1,16.8,10,3172,4.58,0.9782,3252.9,10,1.0,79,3,7,947,0.002125,0.0316,29.4118,18,15.0,0.0222,0.0081,0,0,0,0,0.063291,0.015625,49,0.7531,0.9145,0.3437,37,16,26,831,1288,503
20,5000,3202,0,0,3,1.9853,2,16.8,3,3199,4.57,0.9858,3248.0,3,1.0,76,0,3,912,0.001886,0.0348,10.7914,19,15.9,0.0232,0.0078,0,0,0,0,0.097561,0.015625,47,0.8398,1.0121,0.3484,35,16,25,803,1323,497
21,5000,3251,0,0,3,1.9823,1,16.8,3259,0,4.64,1.0033,3249.2,1,1.0,72,1,5,904,0.002026,0.0347,0.0,20,17.4,0.022,0.0076,0,0,0,0,0.079861,0.015625,46,0.8043,1.092,0.3539,35,15,22,820,1288,563
22,5000,3146,1,5,3,1.9408,1,16.9,0,3141,4.56,0.9712,3239.4,5,1.0,62,1,11,814,0.00231,0.0541,19.9203,21,18.4,0.0235,0.0092,1,0,0,0,0.069498,0.015625,44,0.7752,1.1537,0.3586,28,14,20,804,1321,507
23,5000,3243,2,4,1,1.7982,1,16.9,3233,0,4.64,1.0016,3239.9,12,1.0,63,4,3,812,0.002178,0.0391,48.583,22,18.4,0.0246,0.0085,0,0,0,0,0.089844,0.015625,42,0.8261,1.2241,0.3649,31,12,20,820,1321,547
24,4999,3101,0,0,3,1.7496,2,17.0,4,3093,4.59,0.9611,3226.7,8,1.0,62,0,1,802,0.002215,0.0417,31.4961,23,19.3,0.0248,0.0104,0,0,0,0,0.075758,0.015625,42,0.7937,1.2998,0.3699,31,11,20,774,1237,495
25,4999,3224,0,0,3,1.7417,1,17.2,3,3221,4.67,0.9993,3226.4,3,1.0,60,0,2,789,0.002252,0.0418,11.6732,24,20.6,0.024,0.0092,0,0,0,0,0.076046,0.015625,42,0.7945,1.3759,0.3734,29,11,20,800,1286,504
26,4999,3263,3,5,1,1.7095,1,17.2,3284,0,4.67,1.0195,3233.0,12,1.0,59,5,6,805,0.002328,0.0541,38.3275,25,20.3,0.0302,0.011,1,0,0,0,0.067568,0.015625,42,0.7688,1.4367,0.3761,30,9,20,801,1273,572
27,4999,3200,2,5,3,1.7965,1,17.3,3,3192,4.6,0.9907,3229.9,8,1.0,58,1,2,801,0.002346,0.0536,31.1284,26,20.8,0.0291,0.0117,1,0,0,0,0.111111,0.015625,40,0.8594,1.5478,0.3816,29,8,21,815,1308,520
28,4999,3146,1,4,3,1.7828,2,17.4,9,3137,4.58,0.9764,3221.9,9,1.0,58,3,3,818,0.002305,0.0509,29.8507,27,20.9,0.0252,0.0091,0,0,0,0,0.094545,0.015625,39,0.8347,1.6241,0.3858,28,7,23,831,1227,512
29,4997,3207,1,5,3,1.7358,2,17.2,5,3197,4.57,0.9958,3220.5,10,1.0,58,3,3,830,0.002188,0.0506,40.4858,28,20.9,0.0255,0.0089,1,0,0,0,0.101167,0.015625,39,0.8456,1.7253,0.3913,28,6,24,842,1304,477
