window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6056,18,5,0,1.9984,0,18.2,0,0,6.57,1.0,6056.0,637,1.0,394,600,206,2169,0.000887,0.0071,419.3548,0,0.0,0.0066,0.0011,1,0,0,0,0.041456,0.015625,64,0.6231,0.0415,0.2803,86,209,99,2066,1344,1482
2,5000,4169,4,4,0,1.9985,0,17.2,482,3668,5.56,0.8703,4808.7,501,1.0,377,19,36,2225,0.001033,0.0082,379.6507,1,1.0,0.0058,0.0012,0,0,0,0,0.052417,0.015625,64,0.7019,0.0913,0.2701,89,189,99,1366,1283,785
3,5000,3535,0,0,3,1.9985,0,16.8,315,3234,5.03,0.8524,4190.3,301,1.0,311,2,68,2137,0.001056,0.0084,288.4615,2,2.0,0.0023,0.0014,0,0,0,0,0.040427,0.015625,64,0.6135,0.1318,0.2695,85,139,87,966,1237,638
4,5000,3256,2,5,0,1.9985,0,16.5,118,3166,4.74,0.8603,3833.4,90,1.0,271,3,43,1882,0.001221,0.0135,124.4813,3,2.9,0.0104,0.0023,1,0,0,0,0.044118,0.015625,64,0.6458,0.1551,0.2745,81,111,79,879,1257,511
5,5000,3241,0,0,3,1.9986,0,16.6,9,3233,4.68,0.8916,3636.3,8,1.0,222,0,49,1697,0.001379,0.0269,14.0105,4,3.9,0.0126,0.0031,0,0,0,0,0.047138,0.015625,63,0.6685,0.1998,0.2895,68,94,60,883,1248,551
6,5000,3271,1,5,0,1.9989,1,16.6,0,3266,4.61,0.9261,3531.9,5,1.0,193,1,30,1553,0.001434,0.0185,9.7087,5,4.9,0.016,0.0032,1,0,0,0,0.040741,0.015625,62,0.6165,0.2349,0.2949,59,79,55,847,1320,511
7,5000,3092,0,0,1,1.9981,1,16.6,3,3079,4.58,0.9036,3421.9,13,1.0,172,8,29,1445,0.001489,0.0245,27.897,6,5.7,0.0177,0.0038,0,0,0,0,0.04898,0.015625,61,0.681,0.2819,0.2973,53,68,51,790,1232,486
8,5000,3198,5,5,0,1.9992,1,16.4,23,3155,4.62,0.9484,3372.2,43,1.0,173,15,14,1468,0.001541,0.0223,86.8687,7,6.2,0.0155,0.0037,3,0,0,0,0.055762,0.015625,61,0.7198,0.3116,0.2962,57,62,54,822,1261,495
9,5000,3198,3,5,0,1.9989,1,16.4,17,3157,4.61,0.9583,3337.3,41,1.0,155,3,21,1413,0.001643,0.0257,85.4167,8,7.1,0.0169,0.0045,3,0,0,0,0.061265,0.015625,59,0.745,0.3571,0.3022,51,54,50,821,1288,519
10,5000,3242,1,3,3,1.9937,2,16.4,17,3215,4.56,0.9765,3320.0,27,1.0,141,3,17,1353,0.001643,0.0271,59.4714,9,8.0,0.0176,0.0045,0,0,0,0,0.058455,0.015625,57,0.7327,0.3988,0.3078,49,49,43,782,1299,519
11,5000,3142,0,0,3,1.9848,2,16.3,5,3132,4.66,0.9549,3290.3,10,1.0,130,0,11,1280,0.001637,0.0339,23.31,10,9.0,0.0186,0.0053,0,0,0,0,0.076923,0.015625,57,0.7969,0.4528,0.3149,49,44,37,781,1309,501
12,5000,3231,1,5,3,1.9836,1,16.5,0,3226,4.63,0.9847,3281.2,5,1.0,121,1,10,1246,0.001786,0.0337,12.5628,11,10.1,0.0208,0.0057,1,1,0,0,0.098558,0.015625,54,0.8415,0.5514,0.3227,47,42,32,865,1260,551
13,5000,3215,1,5,0,1.9575,1,16.5,0,3205,4.64,0.9827,3271.7,10,1.0,115,1,7,1209,0.001658,0.0304,26.455,12,11.1,0.018,0.0057,1,0,0,0,0.075949,0.015625,52,0.7943,0.6273,0.3279,45,39,31,817,1240,544
14,5000,3262,1,5,3,1.8798,2,16.7,0,3252,4.68,0.9974,3270.4,10,1.0,102,1,14,1099,0.001954,0.034,29.6736,13,11.9,0.0211,0.0068,1,0,0,0,0.087819,0.015625,49,0.8221,0.7151,0.3348,45,31,26,803,1314,529
15,5000,3208,1,5,3,1.8132,2,16.6,0,3203,4.5,0.9833,3262.6,5,1.0,97,1,6,1087,0.001809,0.0293,15.1515,14,12.8,0.0211,0.0065,1,1,0,0,0.082111,0.015625,47,0.8097,0.7972,0.3404,44,28,25,836,1245,516
16,5000,3188,0,0,3,1.9185,2,16.5,0,3188,4.57,0.9798,3253.9,0,1.0,91,0,6,1030,0.001792,0.024,0.0,15,13.7,0.0183,0.0053,0,0,0,0,0.087087,0.015625,46,0.8206,0.8843,0.3476,42,25,24,803,1247,547
17,5000,3132,3,5,1,1.9758,1,16.5,4,3122,4.55,0.9666,3240.3,10,1.0,88,3,6,1017,0.001977,0.0345,31.746,16,14.1,0.0222,0.0073,1,0,0,0,0.115987,0.015625,45,0.8653,1.0003,0.3519,42,24,22,805,1227,515
18,5000,3262,2,5,3,1.9764,1,16.4,3259,0,4.71,1.0096,3244.0,16,1.0,84,2,6,1017,0.001943,0.0363,49.6894,17,14.7,0.0186,0.0071,1,1,0,0,0.090634,0.015625,45,0.8276,1.091,0.3569,41,22,21,853,1262,560
19,5000,3125,0,0,3,1.9712,2,16.5,8,3112,4.55,0.9669,3232.1,13,1.0,85,5,4,998,0.001944,0.0325,44.9827,18,15.1,0.0216,0.007,0,0,0,0,0.061688,0.015625,46,0.7467,1.1526,0.3593,42,21,22,799,1207,539
20,5000,3198,1,5,3,1.948,1,16.5,9,3179,4.64,0.9905,3228.8,19,1.0,81,7,11,965,0.002061,0.0329,52.6316,19,15.0,0.0202,0.0071,1,0,0,0,0.09589,0.015625,42,0.8371,1.2485,0.3625,41,20,20,796,1262,560
21,5000,3249,2,5,3,1.9067,1,16.5,3245,0,4.64,1.0096,3232.1,18,1.0,78,3,6,980,0.002108,0.0337,54.3131,20,15.6,0.0193,0.0076,1,0,0,0,0.088957,0.015625,41,0.8244,1.3375,0.3649,39,20,19,848,1278,519
22,5000,3258,0,0,3,1.9254,2,16.5,3261,0,4.69,1.012,3236.2,14,1.0,77,5,6,956,0.002207,0.0337,40.5797,21,15.7,0.0205,0.0076,0,0,0,0,0.101124,0.015625,41,0.8455,1.4386,0.3689,40,19,18,858,1271,534
23,5000,3238,0,0,3,1.883,1,16.5,3228,0,4.63,1.0014,3236.6,13,1.0,78,4,3,961,0.00204,0.035,43.6242,22,16.0,0.0225,0.0077,0,0,0,0,0.105096,0.015625,42,0.8513,1.5437,0.3727,40,18,20,801,1311,530
24,5000,3201,1,3,3,1.9075,1,16.5,0,3197,4.58,0.99,3233.2,4,1.0,74,3,7,950,0.001847,0.0345,14.2857,23,17.0,0.0202,0.008,0,0,0,0,0.096552,0.015625,43,0.8382,1.6403,0.3762,38,15,21,781,1341,512
25,5000,3235,4,5,1,1.8978,1,16.6,3233,0,4.64,1.0027,3234.2,10,1.0,72,4,6,956,0.00209,0.0409,32.3625,24,16.9,0.023,0.0084,2,0,0,0,0.075472,0.015625,40,0.793,1.7157,0.379,38,13,21,851,1289,515
26,5000,3223,4,5,3,1.8978,2,16.5,5,3203,4.52,0.9969,3233.1,20,1.0,74,7,5,1012,0.002225,0.0333,63.2911,25,16.7,0.0211,0.0079,3,0,0,0,0.075758,0.015625,41,0.7937,1.7915,0.3808,38,11,25,814,1260,523
27,5000,3250,1,5,3,1.9859,2,16.6,3247,0,4.65,1.0081,3235.9,15,1.0,69,1,6,979,0.002236,0.0417,46.2963,26,17.4,0.0234,0.0085,1,0,0,0,0.080357,0.015625,40,0.8056,1.8718,0.3832,37,9,23,857,1261,493
28,4997,3128,0,0,3,1.9796,2,16.5,0,3123,4.59,0.9697,3225.6,5,1.0,67,0,2,961,0.002069,0.049,18.1159,27,18.9,0.0217,0.0084,0,0,0,0,0.076923,0.015625,40,0.7969,1.9488,0.3854,37,8,22,777,1281,517
29,4997,3213,0,0,3,1.985,1,16.5,0,3213,4.65,0.9965,3224.4,0,1.0,63,0,4,926,0.002176,0.04,0.0,28,20.1,0.0214,0.009,0,0,0,0,0.08,0.015625,37,0.8047,2.0288,0.3889,35,8,20,815,1260,517
30,4995,3101,0,0,3,1.9988,1,16.6,0,3101,4.54,0.9653,3212.6,0,1.0,58,0,5,885,0.002122,0.0409,0.0,29,21.2,0.0258,0.0103,0,0,0,0,0.104089,0.015625,37,0.8499,2.1329,0.3935,34,7,17,799,1233,512
31,4993,3149,2,5,3,1.9871,1,16.5,3,3141,4.58,0.982,3206.6,8,1.0,57,3,4,893,0.002198,0.052,26.7176,30,21.7,0.0246,0.0104,1,0,0,0,0.100372,0.015625,37,0.8443,2.2332,0.3978,35,6,16,808,1257,514
