window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6009,12,6,0,1.9996,0,18.2,0,0,6.58,1.0,6009.0,584,1.0,365,555,190,2016,0.001009,0.008,403.0366,0,0.0,0.007,0.0012,1,0,0,0,0.034778,0.015625,64,0.5507,0.0348,0.2535,101,176,88,2051,1418,1403
2,5000,4028,8,5,0,1.9996,0,17.3,451,3554,5.34,0.8602,4696.3,474,1.0,343,21,43,2140,0.001137,0.0092,401.8692,1,1.0,0.007,0.0013,3,0,0,0,0.040523,0.015625,64,0.6144,0.0753,0.2413,104,158,81,1294,1255,748
3,5000,3554,0,0,1,1.9997,0,17.0,279,3285,5.04,0.8648,4137.2,269,1.0,284,1,60,2053,0.001138,0.0097,272.3577,2,1.9,0.0077,0.0017,0,0,0,0,0.041396,0.015625,64,0.6225,0.1167,0.2469,96,119,69,970,1296,635
4,5000,3315,0,0,0,1.9997,0,16.8,82,3242,4.76,0.8737,3815.9,73,1.0,193,0,91,1837,0.001288,0.0165,110.7692,3,2.9,0.0121,0.0025,0,0,0,0,0.05972,0.015625,63,0.7384,0.1764,0.267,83,64,46,895,1231,556
5,5000,3241,3,5,0,1.9997,0,16.9,14,3223,4.69,0.8944,3624.6,18,1.0,175,5,23,1503,0.001642,0.0204,35.0195,4,3.8,0.0115,0.0034,1,0,0,0,0.057407,0.015625,59,0.7278,0.2338,0.2758,77,58,40,831,1261,566
6,5000,3271,2,4,0,1.9998,1,16.7,12,3259,4.76,0.9283,3523.6,12,1.0,158,5,22,1396,0.001719,0.0201,23.5546,5,4.7,0.012,0.0037,0,0,0,0,0.044177,0.015625,59,0.6463,0.278,0.2861,74,50,34,823,1329,555
7,5000,3275,1,4,0,1.9979,2,16.7,7,3268,4.6,0.9461,3461.4,7,1.0,145,1,14,1325,0.001749,0.0252,15.2505,6,5.7,0.0134,0.0042,0,0,0,0,0.056723,0.015625,58,0.7245,0.3242,0.2986,71,43,31,791,1330,515
8,5000,3260,1,5,1,1.9987,2,16.5,11,3244,4.66,0.9541,3416.7,16,1.0,141,8,12,1320,0.001798,0.0286,34.4828,7,6.4,0.0157,0.005,1,0,0,0,0.06544,0.015625,58,0.7612,0.3897,0.3081,67,41,33,839,1282,523
9,5000,3221,2,4,0,1.9969,2,16.6,17,3199,4.58,0.9537,3377.5,22,1.0,128,8,21,1242,0.001808,0.0235,54.7264,8,7.0,0.0165,0.0049,0,0,0,0,0.056471,0.015625,57,0.7233,0.4461,0.3158,61,37,30,798,1278,530
10,5000,3191,2,5,0,1.9963,2,16.6,6,3175,4.57,0.9544,3343.6,16,1.0,118,2,12,1202,0.001944,0.0332,42.5532,9,7.9,0.0168,0.0059,1,0,0,0,0.063776,0.015625,54,0.755,0.5023,0.3283,54,35,29,744,1249,568
11,5000,3259,1,3,0,1.9974,2,16.6,2,3257,4.66,0.9788,3329.5,2,1.0,109,3,12,1175,0.001902,0.0346,2.9762,10,8.8,0.0173,0.0055,0,0,0,0,0.060519,0.015625,53,0.7418,0.5484,0.3377,50,32,27,797,1303,515
12,5000,3192,1,5,1,1.9821,2,16.6,6,3181,4.57,0.9648,3308.4,11,1.0,105,7,11,1160,0.002007,0.0284,27.1003,11,9.6,0.0181,0.0061,1,0,0,0,0.05168,0.015625,53,0.6977,0.6,0.3462,47,29,29,820,1294,509
13,5000,3169,2,5,3,1.9187,2,16.5,11,3148,4.57,0.9637,3288.5,21,1.0,104,5,6,1165,0.001925,0.0285,53.4759,12,10.1,0.0196,0.0057,1,0,0,0,0.07513,0.015625,50,0.792,0.6389,0.353,47,28,29,829,1243,504
14,5000,3190,0,0,3,1.8606,2,16.7,5,3185,4.58,0.9739,3275.3,5,1.0,102,0,2,1145,0.001884,0.0364,14.3678,13,11.2,0.0215,0.0064,0,0,0,0,0.058824,0.015625,49,0.7344,0.6781,0.3559,47,27,28,780,1273,524
15,5000,3185,0,0,3,1.8926,1,16.7,5,3180,4.54,0.9758,3264.0,5,1.0,92,1,11,1067,0.001939,0.0383,12.0846,14,12.1,0.0236,0.0073,0,0,0,0,0.056047,0.015625,48,0.7212,0.7135,0.3619,40,26,26,779,1297,503
16,5000,3210,0,0,3,1.8776,1,16.7,3,3207,4.64,0.9854,3257.7,3,1.0,84,3,11,1013,0.001914,0.0355,3.3557,15,12.8,0.0151,0.0071,0,0,0,0,0.096774,0.015625,47,0.8385,0.778,0.3719,37,23,24,808,1260,515
17,5000,3289,1,3,1,1.7916,1,16.6,3305,0,4.68,1.0137,3263.3,3,1.0,81,2,5,998,0.001965,0.0467,6.3291,16,13.9,0.0208,0.0076,0,0,0,0,0.084112,0.015625,45,0.8142,0.8248,0.3782,36,21,24,830,1315,536
18,5000,3127,2,5,3,1.848,1,16.6,5,3122,4.55,0.9625,3248.9,5,1.0,79,2,4,946,0.002095,0.043,18.1159,17,14.5,0.0215,0.0085,1,0,0,0,0.082437,0.015625,43,0.8105,0.8642,0.385,35,19,25,782,1208,551
19,5000,3154,1,5,3,1.877,2,16.9,5,3144,4.56,0.9736,3239.4,10,1.0,77,1,3,938,0.002079,0.047,34.2466,18,15.2,0.021,0.0088,1,0,0,0,0.090604,0.015625,42,0.8275,0.9354,0.3914,33,19,25,870,1207,518
20,5000,3283,2,5,1,1.9219,2,16.8,3300,0,4.79,1.0224,3247.1,20,1.0,74,2,5,962,0.002304,0.0505,64.7249,19,15.9,0.024,0.0096,2,0,0,0,0.082019,0.015625,42,0.8095,1.0017,0.3944,31,17,26,876,1341,505
21,5000,3170,0,0,1,1.9626,2,19.4,4,3161,4.57,0.9785,3239.8,9,1.0,70,0,4,908,0.002317,0.0552,29.703,20,16.7,0.029,0.0102,0,0,0,0,0.077922,0.015625,41,0.7995,1.0666,0.3956,28,16,26,805,1282,505
22,5000,3276,0,0,0,1.9687,1,21.2,3305,0,4.64,1.0182,3246.0,0,1.0,65,0,5,870,0.002227,0.0483,0.0,21,17.7,0.0246,0.0086,0,0,0,0,0.074349,0.015625,38,0.7898,1.1372,0.4004,27,13,25,833,1282,561
23,5000,3231,1,4,1,1.9591,1,16.8,11,3220,4.62,0.9958,3244.5,11,1.0,70,9,4,909,0.00201,0.0321,41.8251,22,17.1,0.022,0.0077,0,0,0,0,0.075,0.015625,40,0.7917,1.1801,0.405,28,16,26,780,1336,524
24,5000,3188,2,5,1,1.9383,1,16.8,13,3170,4.62,0.9842,3239.2,18,1.0,70,4,4,916,0.002024,0.0482,60.2007,23,17.0,0.0195,0.0089,1,0,0,0,0.115756,0.015625,39,0.865,1.238,0.4098,26,18,26,780,1267,544
25,5000,3195,0,0,1,1.8628,2,16.7,7,3183,4.57,0.9876,3235.0,12,1.0,67,0,3,912,0.002109,0.0449,40.5405,24,18.4,0.0252,0.0093,0,0,0,0,0.076923,0.015625,38,0.7969,1.2828,0.4136,25,16,26,851,1245,486
26,5000,3228,0,0,3,1.778,1,16.5,0,3228,4.59,0.9981,3234.3,0,1.0,60,0,7,871,0.002068,0.0531,0.0,25,20.5,0.0227,0.0097,0,0,0,0,0.089796,0.015625,35,0.826,1.3431,0.4208,24,12,24,847,1228,550
27,5000,3230,1,3,3,1.7108,1,16.5,2,3223,4.56,0.9988,3233.9,7,1.0,60,6,6,856,0.002101,0.0403,25.5319,26,20.1,0.0265,0.009,0,0,0,0,0.092742,0.015625,36,0.8315,1.3995,0.4253,24,11,25,786,1284,576
28,5000,3212,3,5,3,1.837,1,16.5,5,3192,4.55,0.9939,3231.8,20,1.0,64,6,2,871,0.002177,0.0573,80.6452,27,18.9,0.0219,0.0094,2,0,0,0,0.068702,0.015625,38,0.7726,1.4415,0.4258,22,13,29,815,1278,518
29,5000,3264,2,5,3,1.926,2,16.5,3274,0,4.6,1.0151,3237.0,12,1.0,59,2,7,876,0.002298,0.0429,37.1747,28,20.1,0.0239,0.0098,1,0,0,0,0.089286,0.015625,37,0.825,1.5022,0.4252,21,10,28,786,1327,577
30,5000,3182,2,5,3,1.9259,2,16.5,0,3175,4.67,0.9846,3231.7,7,1.0,57,3,5,890,0.00234,0.0651,23.4375,29,20.8,0.0243,0.0119,1,0,0,0,0.068966,0.015625,37,0.7734,1.5712,0.4246,20,8,29,784,1305,531
31,4999,3258,0,0,3,1.9803,2,16.5,3284,0,4.66,1.0149,3236.8,1,1.0,56,1,2,873,0.002334,0.0388,0.0,30,21.6,0.0268,0.0095,0,0,0,0,0.071197,0.015625,37,0.7805,1.6424,0.4268,20,8,28,813,1318,527
32,4996,3137,1,4,3,1.9446,1,16.4,4,3133,4.53,0.972,3227.3,4,1.0,56,1,1,871,0.002133,0.0388,15.748,31,22.1,0.0252,0.0094,0,0,0,0,0.073643,0.015625,36,0.7878,1.716,0.4289,20,9,27,779,1266,507
33,4996,3171,0,0,3,1.8914,1,16.4,4,3167,4.6,0.9842,3221.9,4,1.0,55,0,1,865,0.002247,0.0482,16.3265,32,22.9,0.0243,0.0112,0,0,0,0,0.068273,0.015625,36,0.7711,1.7522,0.4304,20,9,26,780,1304,493
34,4992,3098,0,0,3,1.8503,1,16.4,4,3094,4.55,0.9651,3210.1,4,1.0,54,0,1,857,0.00204,0.045,13.289,33,24.2,0.0252,0.01,0,0,0,0,0.086817,0.015625,36,0.82,1.8326,0.4335,20,9,25,772,1235,538
35,4992,3229,0,0,3,1.8716,1,16.5,3243,0,4.6,1.0093,3213.3,0,1.0,53,0,1,857,0.001804,0.0438,0.0,34,25.5,0.0251,0.0104,0,0,0,0,0.094276,0.015625,36,0.8343,1.9269,0.4372,20,9,24,763,1293,547
36,4992,3091,2,5,3,1.9332,1,16.6,0,3083,4.54,0.9654,3201.6,8,1.0,56,5,2,889,0.001926,0.0432,29.5203,35,24.5,0.0267,0.0104,1,0,0,0,0.07554,0.015625,37,0.7932,1.9916,0.4379,20,8,28,723,1307,536
37,4992,3207,0,0,3,1.969,1,16.6,3213,0,4.59,1.0032,3202.7,0,1.0,53,0,3,872,0.002026,0.0476,0.0,36,25.6,0.0233,0.0099,0,0,0,0,0.07326,0.015625,37,0.7867,2.0502,0.4388,19,7,27,823,1308,500
38,4991,3088,0,0,3,1.9629,1,16.4,0,3088,4.54,0.9675,3191.8,0,1.0,53,0,0,867,0.001863,0.0488,0.0,37,26.6,0.0287,0.0105,0,0,0,0,0.085366,0.015625,37,0.817,2.1193,0.4412,19,7,27,808,1198,515
39,4990,3172,1,5,1,1.9785,1,17.6,0,3168,4.61,0.9944,3189.9,4,1.0,53,1,1,884,0.001764,0.0504,15.748,38,27.4,0.0227,0.0103,1,0,0,0,0.085271,0.015625,37,0.8168,2.1775,0.4433,20,7,26,776,1249,530
40,4990,3140,1,5,1,1.9735,1,16.4,5,3135,4.53,0.9858,3185.1,5,1.0,53,1,1,888,0.00196,0.0414,19.305,39,27.6,0.0231,0.0102,1,0,0,0,0.090226,0.015625,36,0.8268,2.2113,0.4445,20,7,26,789,1248,488
41,4990,3237,2,5,0,1.9774,2,16.4,3271,0,4.74,1.0277,3194.5,12,1.0,54,7,6,925,0.002157,0.0473,36.4238,40,26.3,0.0248,0.0102,1,0,0,0,0.085174,0.015625,38,0.8166,2.2965,0.446,20,9,25,816,1339,477
42,4990,3214,4,5,3,1.9472,2,16.3,3208,0,4.67,1.0103,3197.9,23,1.0,58,9,5,973,0.001896,0.0389,72.7848,41,24.7,0.0212,0.0076,1,0,0,0,0.083832,0.015625,39,0.8136,2.3534,0.4465,21,8,29,766,1315,536
43,4988,3215,1,4,3,1.9418,2,16.3,3198,0,4.55,1.0068,3200.2,24,1.0,59,8,7,1006,0.001983,0.0387,74.4337,42,24.3,0.0199,0.0078,0,0,0,0,0.083333,0.015625,39,0.8125,2.4248,0.4478,21,7,31,785,1269,560
44,4987,3108,0,0,3,1.9913,2,16.3,9,3094,4.53,0.9739,3191.4,14,1.0,53,0,6,973,0.001766,0.0377,46.8227,43,27.7,0.0215,0.0075,0,0,0,0,0.075472,0.015625,38,0.793,2.5003,0.4488,21,5,27,775,1251,533
45,4987,3171,2,4,3,1.9952,1,16.3,9,3162,4.59,0.9942,3189.5,9,1.0,51,2,4,955,0.001954,0.0541,31.5789,44,29.6,0.0223,0.0104,0,0,0,0,0.097973,0.015625,35,0.8405,2.5982,0.4504,20,5,26,795,1265,532
46,4987,3075,0,0,3,1.9952,1,16.3,1,3074,4.49,0.9674,3178.6,1,1.0,51,1,1,930,0.001924,0.0437,0.0,45,30.6,0.0229,0.0096,0,0,0,0,0.083333,0.015625,33,0.8125,2.6816,0.453,20,5,26,760,1234,518
47,4983,3153,0,0,3,1.9936,1,16.4,0,3153,4.58,0.9927,3176.2,0,1.0,49,0,2,913,0.001578,0.0474,0.0,46,31.0,0.0249,0.0102,0,0,0,0,0.09854,0.015625,31,0.8414,2.7764,0.4563,20,4,25,798,1236,550
48,4983,3134,3,5,1,1.9015,1,16.4,4,3120,4.53,0.988,3172.1,14,1.0,52,3,0,973,0.001729,0.0422,46.5116,47,30.2,0.0222,0.0093,2,0,0,0,0.084416,0.015625,32,0.8149,2.8414,0.4586,20,5,27,773,1263,526
49,4982,3221,1,5,3,1.8972,1,16.3,3240,0,4.55,1.0233,3179.9,14,1.0,51,1,2,971,0.002012,0.0521,46.5116,48,29.9,0.0236,0.0099,1,0,0,0,0.081433,0.015625,31,0.8081,2.9196,0.4595,19,4,28,783,1324,537
50,4982,3180,1,5,3,1.9671,2,16.3,3162,0,4.55,1.0012,3180.3,22,1.0,53,4,2,1013,0.001891,0.0393,81.4815,49,29.8,0.0229,0.0093,1,0,0,0,0.071429,0.015625,32,0.7812,2.991,0.4602,20,4,29,794,1257,529
51,4982,3191,3,5,3,1.9671,2,16.3,3185,0,4.62,1.0087,3183.2,26,1.0,55,3,1,1034,0.001903,0.0369,83.0671,50,29.5,0.0197,0.0086,1,0,0,0,0.089231,0.015625,31,0.8249,3.0402,0.4618,20,4,31,798,1305,531
52,4982,3220,1,5,3,1.9539,2,16.3,3217,0,4.62,1.015,3188.3,19,1.0,53,1,3,1039,0.001912,0.0417,57.9268,51,31.1,0.0205,0.009,1,1,0,0,0.104167,0.015625,31,0.85,3.1057,0.4639,18,4,31,820,1268,528
53,4979,3217,1,4,3,1.9628,2,16.4,3228,0,4.61,1.0147,3193.2,12,1.0,53,1,1,1018,0.001708,0.0413,38.961,52,31.4,0.0219,0.0076,0,0,0,0,0.104762,0.015625,31,0.8509,3.1882,0.4665,18,4,31,808,1311,497
54,4978,3218,0,0,3,1.957,2,16.3,3222,0,4.64,1.0107,3196.8,9,1.0,53,0,0,1018,0.001702,0.0503,30.6122,53,32.4,0.0207,0.0109,0,0,0,0,0.090604,0.015625,31,0.8275,3.2453,0.4685,18,4,31,819,1257,524
55,4978,3159,0,0,3,1.8967,1,16.3,3,3156,4.61,0.9893,3193.2,3,1.0,51,0,2,1009,0.001574,0.0407,10.453,54,33.5,0.0222,0.0084,0,1,0,0,0.091525,0.015625,31,0.8293,3.3368,0.4702,17,4,30,813,1231,530
56,4977,3241,2,5,3,1.7892,1,16.3,3245,0,4.58,1.0172,3199.0,9,1.0,52,2,1,1021,0.001782,0.0373,28.8462,55,32.9,0.0225,0.0075,1,0,0,0,0.114907,0.015625,31,0.864,3.4517,0.4721,18,4,30,802,1306,549
57,4975,3170,2,3,3,1.9424,1,16.3,10,3160,4.54,0.9918,3196.2,10,1.0,55,3,0,1056,0.001606,0.0422,33.2226,56,32.1,0.0194,0.0073,0,0,0,0,0.113636,0.015625,33,0.8625,3.5654,0.4733,18,4,33,798,1267,522
58,4975,3207,3,5,3,1.9437,2,16.3,3194,0,4.62,1.005,3197.9,20,1.0,57,5,3,1113,0.001767,0.042,55.9006,57,31.8,0.0184,0.0082,1,0,0,0,0.075075,0.015625,37,0.7919,3.6404,0.4731,18,4,35,759,1345,526
59,4971,3140,1,3,1,1.9169,2,16.3,13,3122,4.61,0.9836,3192.4,18,1.0,56,6,7,1087,0.00155,0.0326,52.3077,58,31.4,0.0187,0.0071,0,1,0,0,0.083086,0.015625,36,0.8119,3.7235,0.474,18,4,34,788,1263,505
60,4968,3208,1,3,3,1.9385,2,16.4,3199,0,4.65,1.0061,3194.5,15,1.0,58,3,1,1073,0.001617,0.0339,43.4783,59,31.3,0.0183,0.0058,0,0,0,0,0.09887,0.015625,34,0.842,3.8224,0.4746,19,4,35,768,1299,522
61,4965,3130,5,5,3,1.9657,2,16.3,8,3107,4.6,0.9817,3188.3,23,1.0,62,8,4,1153,0.001676,0.047,64.0669,60,30.0,0.0187,0.0083,2,0,0,0,0.08094,0.015625,37,0.807,3.9033,0.4741,19,7,36,837,1278,466
62,4963,3145,0,0,1,1.9517,2,16.2,3,3137,4.56,0.9877,3184.2,8,1.0,59,0,3,1092,0.00166,0.0437,24.3161,61,31.2,0.0182,0.0086,0,0,0,0,0.081633,0.015625,35,0.8086,3.9762,0.4752,18,7,34,809,1204,508
