window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5914,11,3,0,1.9978,0,18.2,0,0,6.51,1.0,5914.0,520,1.0,322,501,179,1871,0.001097,0.0079,408.6614,0,0.0,0.0,0.0013,0,0,0,0,0.039707,0.015625,64,0.6065,0.0397,0.2926,76,172,74,2034,1370,1417
2,5000,4001,2,4,0,1.9976,0,17.2,387,3592,5.43,0.8637,4647.3,409,1.0,302,18,38,1902,0.001231,0.0087,384.9057,1,1.0,0.0,0.0013,0,0,0,0,0.040029,0.015625,63,0.6097,0.07,0.2888,79,152,71,1285,1288,730
3,5000,3610,5,4,0,1.9976,0,17.0,250,3375,5.05,0.8775,4140.2,235,1.0,239,8,71,1826,0.001301,0.0107,283.455,2,1.9,0.0,0.0018,0,0,0,0,0.051456,0.015625,61,0.6963,0.1137,0.3002,75,103,61,1004,1337,605
4,5000,3348,1,5,0,1.9976,0,16.9,75,3285,4.7,0.8792,3831.7,63,1.0,167,1,73,1593,0.001536,0.0161,106.4189,3,2.9,0.0161,0.0028,1,0,0,0,0.048316,0.015625,57,0.6766,0.1542,0.3076,66,61,40,903,1266,550
5,5000,3256,0,0,1,1.9976,0,16.8,12,3246,4.75,0.8949,3640.5,10,1.0,146,2,23,1290,0.002047,0.0241,22.9885,4,3.8,0.0241,0.0043,0,0,0,0,0.048246,0.015625,56,0.6761,0.2003,0.3181,58,55,33,835,1310,513
6,5000,3140,0,0,3,1.9973,1,16.7,7,3134,4.59,0.898,3497.8,6,1.0,130,0,16,1158,0.002067,0.0351,15.6658,5,4.8,0.0226,0.0051,0,0,0,0,0.06015,0.015625,55,0.7402,0.2504,0.3286,50,49,31,843,1228,478
7,5000,3224,1,5,0,1.9972,1,16.6,0,3219,4.63,0.9401,3429.3,5,1.0,116,1,15,1069,0.00222,0.0276,14.1643,6,5.8,0.0207,0.0054,1,0,0,0,0.063536,0.015625,54,0.7541,0.2891,0.336,44,44,28,805,1248,546
8,5000,3102,1,3,0,1.9923,1,16.5,0,3093,4.61,0.9242,3356.6,9,1.0,113,10,13,1034,0.002189,0.0388,28.2132,7,6.3,0.0269,0.0059,0,0,0,0,0.068657,0.015625,53,0.7724,0.3577,0.3412,42,41,30,786,1244,512
9,5000,3249,1,4,0,1.9846,2,16.6,7,3237,4.67,0.9742,3335.1,12,1.0,106,5,12,1003,0.002263,0.0298,37.8549,8,7.0,0.0268,0.0061,0,0,0,0,0.059524,0.015625,54,0.7375,0.4172,0.3516,39,36,31,804,1343,541
10,5000,3112,0,0,1,1.9721,2,16.6,9,3098,4.48,0.9446,3294.5,14,1.0,98,4,12,944,0.002283,0.0273,44.164,9,7.8,0.0136,0.0054,0,0,0,0,0.054545,0.015625,51,0.7135,0.4566,0.3589,36,32,30,761,1255,501
11,5000,3270,2,4,0,1.975,1,16.7,12,3258,4.61,0.9938,3290.4,12,1.0,92,3,9,927,0.002354,0.0392,34.5912,10,8.6,0.0166,0.006,0,0,0,0,0.075301,0.015625,49,0.7925,0.4826,0.3681,35,28,29,834,1293,547
12,5000,3174,1,4,1,1.9706,1,16.7,11,3163,4.55,0.9699,3272.5,11,1.0,82,1,11,873,0.002565,0.0347,39.8551,11,9.7,0.0226,0.0071,0,0,0,0,0.059028,0.015625,48,0.7353,0.5207,0.3738,34,22,26,827,1253,513
13,5000,3270,0,0,0,1.9235,2,16.5,0,3270,4.61,0.9993,3272.2,0,1.0,78,0,4,820,0.002387,0.0377,0.0,12,10.7,0.0167,0.0078,0,0,0,0,0.07113,0.015625,44,0.7803,0.5882,0.3808,32,22,24,809,1252,587
14,5000,3165,0,0,3,1.9292,1,16.4,0,3165,4.6,0.9715,3257.9,0,1.0,69,0,9,750,0.002488,0.045,0.0,13,12.0,0.0338,0.0094,0,0,0,0,0.067568,0.015625,40,0.7688,0.6558,0.3887,28,19,22,779,1254,558
15,5000,3187,0,0,3,1.9108,1,16.3,0,3187,4.56,0.9809,3249.0,0,1.0,63,0,6,686,0.002503,0.0404,0.0,14,12.9,0.0179,0.0086,0,0,0,0,0.067265,0.015625,39,0.7677,0.7231,0.3961,28,16,19,826,1224,560
16,5000,3256,1,5,3,1.9634,1,16.4,3253,0,4.62,1.0024,3250.1,5,1.0,58,1,6,654,0.002922,0.0474,23.8095,15,13.6,0.03,0.0104,1,0,0,0,0.066351,0.015625,37,0.7645,0.7799,0.4009,26,14,18,804,1323,502
17,5000,3091,0,0,3,1.9587,1,16.3,0,3087,4.54,0.9563,3232.4,4,1.0,58,4,4,651,0.002937,0.0507,18.7793,16,13.7,0.0338,0.0095,0,0,0,0,0.069124,0.015625,38,0.774,0.8491,0.4068,26,13,19,779,1200,543
18,5000,3142,0,0,3,1.9612,1,16.5,4,3138,4.56,0.9749,3222.9,4,1.0,56,4,6,633,0.003031,0.0657,20.8333,17,13.8,0.0438,0.0131,0,0,0,0,0.10101,0.015625,40,0.8453,0.9501,0.4153,25,12,19,831,1243,525
19,5000,3116,2,5,1,1.9543,1,16.5,4,3107,4.57,0.9701,3212.2,9,1.0,57,4,3,650,0.002814,0.0372,42.654,18,14.2,0.0279,0.0081,1,0,0,0,0.074419,0.015625,40,0.79,1.0245,0.4171,24,12,21,832,1221,506
20,5000,3238,0,0,3,1.9367,1,16.6,3241,0,4.62,1.0104,3215.7,8,1.0,54,4,7,644,0.003178,0.0545,38.0952,19,15.1,0.0386,0.011,0,0,0,0,0.095455,0.015625,39,0.8363,1.1199,0.4204,22,13,19,784,1326,531
21,5000,3218,1,5,3,1.9656,1,16.4,3210,0,4.72,1.0009,3216.0,9,1.0,55,1,0,643,0.002998,0.0478,44.5545,20,15.8,0.0297,0.011,1,0,0,0,0.095694,0.015625,38,0.8367,1.2156,0.4239,22,13,20,822,1313,542
22,5000,3167,1,3,1,1.9603,1,16.7,7,3160,4.55,0.9862,3211.3,7,1.0,51,4,8,646,0.002897,0.0444,28.0374,21,16.2,0.0293,0.0097,0,0,0,0,0.071111,0.015625,35,0.7803,1.2867,0.427,19,14,18,814,1243,528
23,5000,3226,5,5,1,1.9602,2,16.7,3223,0,4.57,1.0098,3214.6,23,1.0,58,13,6,714,0.003126,0.0542,87.7863,22,15.0,0.0409,0.0115,1,0,0,0,0.093863,0.015625,40,0.8335,1.312,0.425,20,16,22,799,1303,546
24,4999,3238,0,0,3,1.9139,2,16.7,3232,0,4.61,1.0102,3218.1,19,1.0,53,0,5,655,0.003714,0.057,86.3636,23,16.3,0.0336,0.0119,0,0,0,0,0.083333,0.015625,37,0.8125,1.3296,0.4233,19,13,21,786,1332,558
25,4999,3167,0,0,3,1.914,1,16.8,5,3152,4.62,0.9856,3213.2,15,1.0,49,0,4,623,0.003548,0.0538,83.3333,24,16.7,0.0296,0.0119,0,0,0,0,0.107527,0.015625,37,0.8547,1.3511,0.4213,19,11,19,745,1252,523
26,4999,3144,3,5,3,1.9987,1,18.1,4,3126,4.5,0.9805,3206.6,18,1.0,49,3,3,672,0.003408,0.0524,89.1089,25,16.5,0.0339,0.0114,3,1,0,0,0.095238,0.015625,38,0.8359,1.3939,0.4209,17,11,21,767,1280,528
27,4997,3101,0,0,3,1.9964,1,18.4,0,3101,4.54,0.9701,3196.6,0,1.0,45,0,4,630,0.004063,0.0773,0.0,26,18.2,0.0425,0.0182,0,0,0,0,0.103093,0.015625,36,0.8484,1.4145,0.4194,15,11,19,826,1186,509
28,4997,3108,1,3,3,1.9476,1,17.1,0,3103,4.5,0.9749,3188.1,5,1.0,45,4,4,630,0.002933,0.0524,24.7525,27,18.4,0.0304,0.0116,0,0,0,0,0.104762,0.015625,36,0.8509,1.4574,0.4211,15,10,20,764,1205,534
29,4997,3171,1,3,3,1.9899,1,17.1,0,3166,4.56,0.9951,3186.5,5,1.0,44,1,2,629,0.003199,0.0677,26.8817,28,19.4,0.0312,0.014,0,0,0,0,0.078125,0.015625,35,0.8,1.4939,0.4204,15,9,20,772,1279,534
30,4996,3111,0,0,3,1.9975,2,16.8,0,3111,4.51,0.9785,3179.3,0,1.0,41,0,3,601,0.003081,0.0629,0.0,29,21.0,0.0386,0.0136,0,0,0,0,0.068571,0.015625,34,0.7721,1.5396,0.4203,14,9,18,750,1288,498
31,4995,3170,0,0,3,1.9687,1,16.7,0,3170,4.56,0.9973,3178.4,0,1.0,37,0,4,572,0.00307,0.0494,0.0,30,23.2,0.0363,0.0131,0,0,0,0,0.08642,0.015625,32,0.8192,1.6136,0.4224,13,9,15,821,1293,477
32,4995,3107,2,4,3,1.9907,1,16.8,5,3097,4.55,0.9796,3171.6,10,1.0,40,7,4,588,0.002963,0.0606,56.25,31,20.8,0.0394,0.0126,0,0,0,0,0.090909,0.015625,32,0.8281,1.6742,0.425,13,10,17,781,1263,487
33,4993,3224,0,0,3,1.97,1,16.8,3253,0,4.66,1.0254,3180.1,8,1.0,41,3,2,589,0.003341,0.0694,56.7376,32,20.5,0.0295,0.0136,0,0,0,0,0.069444,0.015625,33,0.775,1.7159,0.4258,13,10,18,834,1236,555
34,4993,3149,2,5,1,1.9425,1,16.8,4,3140,4.62,0.9911,3177.2,9,1.0,46,6,1,637,0.003388,0.0806,49.7238,33,19.2,0.0352,0.0139,1,0,0,0,0.080645,0.015625,35,0.8063,1.7751,0.4238,15,13,18,768,1274,545
35,4991,3176,1,5,3,1.8549,1,16.7,4,3167,4.55,0.9997,3177.1,9,1.0,41,1,6,638,0.003577,0.0622,48.3871,34,20.9,0.0394,0.0145,1,0,0,0,0.082902,0.015625,34,0.8115,1.832,0.4241,14,11,16,805,1245,547
36,4988,3200,0,0,3,1.8892,2,16.7,3200,0,4.66,1.0088,3180.0,8,1.0,44,4,1,633,0.002874,0.0503,46.7836,35,20.4,0.0263,0.0127,0,0,0,0,0.100559,0.015625,33,0.8446,1.9326,0.4268,17,11,16,814,1270,526
37,4986,3093,1,5,3,1.8185,1,16.6,4,3084,4.53,0.9752,3171.7,9,1.0,43,5,6,634,0.003088,0.0492,46.5116,36,20.1,0.0288,0.0114,1,0,0,0,0.060109,0.015625,35,0.7401,1.9654,0.4262,15,9,19,736,1266,516
38,4985,3164,0,0,3,1.9174,1,16.5,0,3164,4.54,0.9978,3171.0,0,1.0,38,0,5,604,0.003428,0.0795,0.0,37,23.2,0.0382,0.0141,0,0,0,0,0.079545,0.015625,33,0.8036,2.0165,0.4263,15,7,16,854,1209,503
39,4985,3182,2,5,3,1.9304,1,16.5,3183,0,4.61,1.006,3173.0,9,1.0,36,2,4,610,0.003366,0.0642,49.1803,38,23.2,0.0357,0.015,1,0,0,0,0.090909,0.015625,31,0.8281,2.0754,0.4271,15,6,15,816,1213,599
40,4984,3214,0,0,3,1.9266,1,16.5,3248,0,4.57,1.0216,3180.2,1,1.0,35,1,2,607,0.003536,0.0595,0.0,39,24.7,0.0405,0.0139,0,0,0,0,0.091892,0.015625,31,0.83,2.1456,0.4291,15,5,15,789,1230,578
41,4982,3184,0,0,3,1.9877,1,23.5,3187,0,4.6,1.0019,3180.9,0,1.0,34,0,1,585,0.003257,0.104,0.0,40,26.3,0.0385,0.019,0,0,0,0,0.138728,0.015625,28,0.8874,2.1861,0.4317,14,5,15,803,1287,528
