window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6037,15,6,0,1.9981,0,18.4,0,0,6.63,1.0,6037.0,618,1.0,381,585,204,2122,0.000968,0.0081,400.5185,0,0.0,0.0078,0.0012,2,0,0,0,0.029708,0.015625,64,0.474,0.0297,0.237,115,176,90,2141,1299,1461
2,5000,4109,5,4,0,1.9982,0,17.4,444,3638,5.54,0.8663,4763.7,471,1.0,371,13,23,2170,0.001065,0.0093,354.9359,1,1.0,0.0085,0.0013,0,0,0,0,0.039696,0.015625,64,0.6064,0.0694,0.2373,114,168,89,1301,1337,773
3,5000,3622,2,5,0,1.9982,0,17.1,312,3334,4.99,0.8688,4211.3,288,1.0,304,13,80,2127,0.001039,0.0116,282.7586,2,1.9,0.0077,0.0013,1,0,0,0,0.043243,0.015625,64,0.6387,0.1057,0.2311,102,121,81,990,1335,629
4,5000,3292,3,4,0,1.9982,0,16.9,115,3207,4.8,0.8625,3857.6,85,1.0,212,6,98,1883,0.001233,0.015,114.5975,3,2.8,0.0115,0.0022,0,0,0,0,0.048331,0.015625,63,0.6767,0.1479,0.2483,87,69,56,898,1283,523
5,5000,3301,0,0,1,1.9983,0,16.8,8,3295,4.72,0.9003,3674.4,6,1.0,149,0,63,1569,0.001571,0.0216,11.3208,4,3.8,0.0116,0.0032,0,0,0,0,0.06136,0.015625,61,0.7454,0.2092,0.2618,59,49,41,833,1292,543
6,5000,3267,1,4,0,1.9989,1,16.8,8,3255,4.62,0.9182,3558.0,12,1.0,147,8,10,1298,0.001797,0.0201,27.972,5,4.6,0.0097,0.0038,0,0,0,0,0.053571,0.015625,58,0.7083,0.2583,0.271,57,51,39,831,1257,562
7,5000,3264,1,5,0,1.9965,1,16.7,10,3249,4.74,0.9367,3484.5,15,1.0,130,3,20,1213,0.001873,0.0315,30.4348,6,5.5,0.0147,0.0047,1,0,0,0,0.044118,0.015625,55,0.6458,0.3025,0.2775,51,47,32,868,1277,526
8,5000,3245,1,4,0,1.9972,2,16.8,11,3234,4.67,0.9457,3431.3,11,1.0,126,1,5,1182,0.001894,0.0228,28.7206,7,6.5,0.0152,0.0051,0,0,0,0,0.053299,0.015625,55,0.7068,0.3431,0.2887,52,43,31,830,1282,514
9,5000,3263,0,0,1,1.9975,2,16.8,6,3257,4.59,0.9604,3397.6,6,1.0,112,2,16,1098,0.002013,0.0266,13.6612,8,7.5,0.0126,0.0047,0,0,0,0,0.06117,0.015625,52,0.7446,0.3883,0.3015,48,35,29,864,1258,546
10,5000,3231,0,0,0,1.9954,1,24.1,3,3228,4.6,0.9595,3367.3,3,1.0,105,3,10,1032,0.001901,0.0235,9.1743,9,8.3,0.0169,0.0056,0,0,0,0,0.070588,0.015625,51,0.7786,0.4324,0.3182,45,32,28,836,1241,530
11,5000,3215,0,0,3,1.9886,1,24.1,0,3215,4.64,0.962,3341.9,0,1.0,100,0,5,1009,0.001967,0.0369,0.0,10,9.4,0.0246,0.0062,0,0,0,0,0.070769,0.015625,50,0.7792,0.5032,0.333,45,31,24,818,1277,533
12,5000,3240,1,5,0,1.982,1,16.5,6,3229,4.66,0.9741,3326.3,11,1.0,98,8,10,988,0.001938,0.0282,35.4839,11,9.8,0.0219,0.0055,1,0,0,0,0.065831,0.015625,48,0.7626,0.569,0.3454,44,30,24,845,1293,502
13,5000,3229,0,0,3,1.9619,1,16.6,0,3224,4.67,0.9748,3312.4,5,1.0,91,0,7,932,0.002008,0.0418,15.5763,12,10.8,0.0227,0.0068,0,0,0,0,0.083582,0.015625,47,0.8131,0.6526,0.3563,42,26,23,849,1247,545
14,5000,3150,1,5,1,1.9886,1,16.7,0,3141,4.59,0.9572,3290.7,9,1.0,84,1,8,890,0.002163,0.0386,29.316,13,11.7,0.0204,0.0064,1,0,0,0,0.061093,0.015625,46,0.7442,0.7008,0.362,38,24,22,775,1307,501
15,5000,3191,3,5,3,1.988,1,16.8,5,3176,4.54,0.9734,3278.2,15,1.0,82,3,5,916,0.002257,0.0363,50.5051,14,12.3,0.0239,0.0074,2,0,0,0,0.082508,0.015625,46,0.8106,0.7602,0.3702,38,22,22,776,1298,565
16,5000,3191,0,0,3,1.99,2,16.8,5,3181,4.61,0.9764,3268.0,10,1.0,74,0,8,841,0.002642,0.0468,36.7647,15,13.1,0.0283,0.0088,0,0,0,0,0.089928,0.015625,43,0.8263,0.8034,0.3791,35,19,20,812,1291,531
17,5000,3189,2,5,3,1.9489,1,16.9,5,3179,4.56,0.9785,3259.2,10,1.0,71,2,5,843,0.002564,0.0392,33.7838,16,13.7,0.0269,0.0088,1,0,0,0,0.104575,0.015625,41,0.8506,0.8557,0.3858,33,17,21,799,1304,550
18,5000,3139,0,0,3,1.9413,1,16.7,0,3139,4.55,0.9669,3246.6,0,1.0,68,0,3,822,0.002359,0.0407,0.0,17,14.6,0.0251,0.0089,0,0,0,0,0.096296,0.015625,39,0.8377,0.9186,0.3956,32,15,21,810,1255,516
19,5000,3210,2,5,3,1.9621,1,16.6,5,3200,4.58,0.9899,3242.9,10,1.0,69,2,1,864,0.002384,0.041,35.0877,18,15.1,0.0261,0.0086,2,0,0,0,0.068259,0.015625,40,0.7711,0.9732,0.4015,31,16,22,832,1231,561
20,5000,3182,0,0,1,1.958,1,16.6,8,3169,4.53,0.983,3237.1,13,1.0,68,3,4,861,0.002442,0.0476,48.5075,19,15.5,0.0286,0.0088,0,1,0,0,0.080586,0.015625,39,0.8061,1.0355,0.4078,31,15,22,787,1270,500
21,5000,3094,0,0,3,1.9401,1,16.6,5,3084,4.46,0.9598,3223.5,10,1.0,62,0,6,799,0.00242,0.0426,42.9185,20,16.5,0.026,0.0086,0,0,0,0,0.080851,0.015625,36,0.8067,1.1164,0.4141,27,15,20,762,1240,534
22,5000,3167,0,0,3,1.9037,1,16.7,2,3165,4.51,0.9841,3218.1,2,1.0,60,2,4,784,0.002283,0.0462,4.3478,21,17.0,0.0256,0.0092,0,0,0,0,0.092437,0.015625,35,0.831,1.1794,0.4213,27,12,21,816,1254,515
23,5000,3126,1,5,3,1.9258,1,16.7,5,3116,4.49,0.974,3209.3,10,1.0,61,6,5,790,0.002443,0.0484,41.6667,22,17.0,0.0268,0.0102,1,0,0,0,0.108871,0.015625,37,0.8565,1.26,0.4286,25,12,24,791,1244,494
