window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5939,20,5,0,1.9979,0,18.1,0,0,6.5,1.0,5939.0,503,1.0,300,466,166,1765,0.001201,0.0078,414.5334,0,0.0,0.0045,0.0014,2,0,0,0,0.033701,0.015625,63,0.5364,0.0337,0.2512,83,148,69,2073,1363,1376
2,5000,3954,7,6,0,1.9979,0,17.1,391,3561,5.35,0.8586,4629.7,393,1.0,297,27,30,1886,0.001261,0.0165,361.2903,1,0.9,0.0085,0.0017,4,0,0,0,0.033046,0.015625,63,0.5272,0.0667,0.2475,86,140,71,1247,1243,744
3,5000,3500,4,5,0,1.9979,0,16.7,239,3268,5.02,0.8647,4077.8,232,1.0,241,15,71,1870,0.001278,0.0135,260.0897,2,1.8,0.0091,0.0022,1,0,0,0,0.040431,0.015625,63,0.6135,0.1072,0.2557,83,94,64,970,1319,582
4,5000,3366,0,0,3,1.9979,0,17.1,64,3307,4.84,0.8899,3799.1,59,1.0,172,0,69,1596,0.001539,0.0189,93.5024,3,2.8,0.0108,0.0029,0,1,0,0,0.037889,0.015625,62,0.5876,0.1397,0.2624,74,49,49,954,1322,522
5,5000,3263,0,0,3,1.9979,0,16.8,19,3240,4.64,0.9021,3621.7,23,1.0,125,5,52,1291,0.001877,0.0213,47.2103,4,3.7,0.0139,0.0037,0,0,0,0,0.040698,0.015625,58,0.6161,0.1745,0.2756,57,32,36,867,1273,492
6,5000,3258,0,0,0,1.9985,1,16.7,0,3258,4.53,0.9261,3517.8,0,1.0,93,0,32,1080,0.002202,0.0318,0.0,5,4.7,0.0111,0.0053,0,0,0,0,0.047745,0.015625,55,0.6727,0.1984,0.2897,41,23,29,827,1290,561
7,5000,3199,0,0,3,1.9982,1,16.4,0,3199,4.66,0.9305,3438.1,0,1.0,69,0,24,875,0.002862,0.043,0.0,6,5.6,0.0193,0.0076,0,0,0,0,0.062914,0.015625,46,0.7516,0.2308,0.3118,34,15,20,821,1286,515
8,5000,3176,2,5,0,1.9986,1,16.5,9,3157,4.59,0.9397,3379.9,19,1.0,60,11,20,845,0.003157,0.0508,71.4286,7,5.8,0.0292,0.0099,2,0,0,0,0.064407,0.015625,43,0.7574,0.2597,0.3218,28,9,23,790,1228,524
9,5000,3261,0,0,3,1.9999,1,16.5,4,3252,4.63,0.9717,3356.1,9,1.0,51,0,9,692,0.003702,0.0426,41.4747,8,6.8,0.0282,0.0091,0,0,0,0,0.080851,0.015625,36,0.8067,0.3171,0.3411,25,8,18,831,1313,527
10,5000,3124,4,5,0,1.997,1,16.7,13,3101,4.52,0.9427,3313.9,23,1.0,47,5,9,721,0.003892,0.0408,94.0171,9,7.1,0.0315,0.0098,3,0,0,0,0.073469,0.015625,35,0.7873,0.3905,0.3574,25,6,16,779,1215,531
11,5000,3165,0,0,1,1.9951,1,16.8,8,3157,4.65,0.9623,3289.1,8,1.0,41,4,10,664,0.004627,0.0588,23.5726,10,7.7,0.0354,0.0123,0,0,0,0,0.081448,0.015625,31,0.8082,0.4539,0.3709,21,5,15,768,1270,534
12,5000,3276,4,5,0,1.9881,1,24.0,14,3257,4.62,0.9966,3287.1,19,1.0,44,9,6,720,0.004009,0.0524,75.3138,11,7.4,0.0295,0.0105,2,0,0,0,0.068548,0.015625,33,0.7721,0.5224,0.3821,21,6,17,835,1304,500
13,5000,3226,1,5,1,1.9938,1,24.4,5,3216,4.65,0.984,3278.3,10,1.0,43,2,3,735,0.004044,0.0533,38.6266,12,8.0,0.0316,0.0116,1,0,0,0,0.065574,0.015625,34,0.7617,0.588,0.3906,21,4,18,794,1284,538
14,5000,3176,3,4,1,1.9852,2,17.8,8,3168,4.61,0.9728,3264.7,8,1.0,44,5,4,756,0.003844,0.0513,30.837,13,8.1,0.0269,0.0113,0,0,0,0,0.068376,0.015625,33,0.7715,0.6436,0.3976,20,5,19,792,1287,522
