window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6052,13,5,0,1.9981,0,18.4,0,0,6.65,1.0,6052.0,579,1.0,350,554,204,2002,0.00103,0.0084,420.6696,0,0.0,0.0084,0.0012,1,0,0,0,0.030726,0.015625,64,0.4915,0.0307,0.2415,98,176,76,2064,1322,1489
2,5000,4119,3,5,0,1.9981,0,17.3,420,3682,5.57,0.8663,4775.3,437,1.0,332,11,29,2038,0.001139,0.0072,365.3846,1,1.0,0.0062,0.0012,1,0,0,0,0.03329,0.015625,64,0.5306,0.0595,0.2538,98,161,73,1321,1343,743
3,5000,3538,4,5,0,1.998,0,16.9,261,3302,5.0,0.8572,4178.7,236,1.0,273,7,66,2008,0.001156,0.0096,219.077,2,1.9,0.0076,0.0017,2,0,0,0,0.038228,0.015625,64,0.5913,0.0955,0.2578,88,119,66,968,1304,614
4,5000,3269,0,0,1,1.998,0,16.7,72,3212,4.67,0.8595,3820.8,57,1.0,194,3,82,1782,0.001332,0.0158,87.4233,3,2.9,0.0112,0.0024,0,0,0,0,0.044678,0.015625,62,0.6503,0.1284,0.2703,72,74,48,900,1262,539
5,5000,3383,1,3,0,1.998,0,16.8,8,3376,4.73,0.9208,3675.2,7,1.0,173,1,22,1464,0.001694,0.0338,13.9442,4,3.9,0.0211,0.0043,0,0,0,0,0.045028,0.015625,58,0.653,0.1584,0.2782,65,63,45,852,1315,598
6,5000,3219,2,5,0,1.9985,1,16.6,8,3208,4.66,0.9083,3545.1,11,1.0,161,2,14,1427,0.001726,0.0214,24.3363,5,4.8,0.0175,0.0041,2,0,0,0,0.042735,0.015625,58,0.6344,0.1883,0.2808,59,58,44,841,1278,500
7,5000,3208,1,4,1,1.9937,2,16.7,5,3203,4.6,0.9269,3460.9,5,1.0,149,2,14,1367,0.001756,0.0247,10.7991,6,5.8,0.0141,0.0044,0,0,0,0,0.039175,0.015625,57,0.6012,0.2131,0.2795,58,53,38,832,1264,528
8,5000,3116,0,0,0,1.9912,2,16.7,1,3115,4.48,0.9207,3384.2,1,1.0,141,1,9,1319,0.001729,0.0243,0.0,7,6.8,0.0182,0.0046,0,0,0,0,0.053528,0.015625,56,0.7081,0.2405,0.2913,55,49,37,801,1204,503
9,5000,3219,0,0,0,1.9908,1,16.7,0,3219,4.55,0.9606,3351.2,0,1.0,128,0,13,1237,0.001667,0.0211,0.0,8,7.8,0.0147,0.0044,0,1,0,0,0.05,0.015625,54,0.6875,0.2905,0.3031,54,42,32,837,1256,549
10,5000,3121,0,0,3,1.9867,1,16.5,0,3121,4.6,0.9431,3309.3,0,1.0,117,0,11,1129,0.001758,0.0286,0.0,9,8.8,0.0189,0.0053,0,0,0,0,0.057143,0.015625,53,0.7266,0.339,0.3124,52,38,27,793,1246,488
