window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5873,11,5,0,1.9998,0,18.3,0,0,6.53,1.0,5873.0,517,1.0,318,493,175,1842,0.001131,0.0114,422.2586,0,0.0,0.0114,0.0013,1,0,0,0,0.038486,0.015625,64,0.594,0.0385,0.2643,89,163,66,2078,1328,1390
2,5000,4106,3,5,0,1.9998,0,18.4,408,3699,5.52,0.8757,4703.7,407,1.0,311,24,31,1937,0.001203,0.0077,368.4211,1,0.9,0.0056,0.0013,1,0,0,0,0.03589,0.015625,63,0.5646,0.0666,0.2658,91,152,68,1332,1298,766
3,5000,3561,0,0,1,1.9998,0,20.4,246,3341,5.04,0.8653,4145.3,220,1.0,248,2,65,1847,0.001272,0.0109,248.2993,2,1.9,0.01,0.0018,0,0,0,0,0.034608,0.015625,63,0.5485,0.0976,0.2647,84,107,57,985,1286,637
4,5000,3381,0,0,3,1.9998,0,16.7,75,3326,4.86,0.8839,3847.6,55,1.0,179,2,71,1599,0.0014,0.0129,94.8276,3,2.9,0.0086,0.0024,0,0,0,0,0.040288,0.015625,62,0.6122,0.1185,0.2662,70,61,48,956,1248,556
5,5000,3220,2,5,0,1.9998,0,16.5,9,3207,4.64,0.8862,3640.4,13,1.0,163,4,20,1295,0.001796,0.0189,28.4464,4,3.8,0.0168,0.0038,1,0,0,0,0.05042,0.015625,59,0.6901,0.15,0.272,64,52,47,834,1249,535
6,5000,3295,1,5,0,1.9997,1,16.5,0,3280,4.64,0.9303,3541.7,15,1.0,145,1,19,1207,0.002005,0.0296,35.2941,5,4.8,0.0228,0.0048,1,0,0,0,0.038724,0.015625,57,0.5965,0.1774,0.272,61,41,43,814,1310,555
7,5000,3276,4,5,0,1.9982,2,16.6,7,3246,4.58,0.9427,3475.3,30,1.0,134,6,17,1217,0.002115,0.0292,73.0479,6,5.6,0.0176,0.0052,4,0,0,0,0.060827,0.015625,57,0.7431,0.2135,0.2731,57,36,41,818,1297,511
8,5000,3195,0,0,1,1.9998,2,16.6,0,3190,4.58,0.9361,3413.0,5,1.0,112,0,22,1077,0.00228,0.0414,14.2857,7,6.5,0.0231,0.0065,0,0,0,0,0.085635,0.015625,53,0.8175,0.2713,0.2864,48,29,35,781,1295,525
9,5000,3270,0,0,3,1.9998,1,16.9,3,3262,4.75,0.9662,3384.4,8,1.0,104,3,11,1033,0.002415,0.0466,21.5054,8,7.3,0.0262,0.0076,0,0,0,0,0.069948,0.015625,52,0.7766,0.3413,0.2989,45,27,32,811,1315,533
10,5000,3275,2,4,0,1.9984,1,16.9,7,3260,4.63,0.9734,3364.5,15,1.0,102,4,6,1035,0.002112,0.0428,41.7827,9,8.1,0.0187,0.006,0,0,0,0,0.072193,0.015625,51,0.7836,0.4135,0.3098,45,24,33,858,1318,508
11,5000,3193,1,3,3,1.9925,1,17.0,8,3180,4.48,0.9572,3335.9,13,1.0,101,5,6,1029,0.002155,0.031,35.3982,10,8.8,0.0215,0.0062,0,0,0,0,0.059155,0.015625,51,0.7359,0.4586,0.3156,46,22,33,783,1296,537
12,5000,3325,4,5,1,1.9883,2,16.9,18,3295,4.64,0.9972,3334.2,30,1.0,101,7,7,1069,0.002028,0.0313,76.087,11,9.2,0.0209,0.0064,2,0,0,0,0.060052,0.015625,52,0.7398,0.5186,0.3183,47,20,34,824,1287,574
13,5000,3142,0,0,1,1.9669,2,16.9,4,3133,4.5,0.9502,3306.8,9,1.0,94,0,7,1003,0.002292,0.0391,26.4706,12,10.1,0.0198,0.007,0,0,0,0,0.047486,0.015625,50,0.671,0.5577,0.3218,45,17,32,740,1273,514
14,5000,3229,0,0,3,1.9428,1,16.8,0,3229,4.56,0.9796,3296.4,0,1.0,86,0,8,970,0.002158,0.0411,0.0,13,11.3,0.0247,0.0077,0,1,0,0,0.061644,0.015625,49,0.7465,0.6194,0.3262,42,15,29,782,1261,580
15,5000,3317,2,5,1,1.9502,1,17.0,3313,0,4.64,1.0071,3299.7,10,1.0,83,5,8,955,0.002155,0.0389,28.125,14,11.9,0.0192,0.0081,1,0,0,0,0.07485,0.015625,50,0.7913,0.6942,0.3306,43,11,29,876,1306,535
16,5000,3143,0,0,1,1.9291,1,16.9,0,3143,4.53,0.9579,3281.3,0,1.0,76,0,7,883,0.002084,0.0381,0.0,15,13.0,0.0246,0.0075,0,0,0,0,0.072664,0.015625,46,0.785,0.7669,0.3349,40,10,26,785,1275,512
17,5000,3263,0,0,3,1.9352,1,16.9,0,3263,4.6,0.995,3279.3,0,1.0,71,0,5,829,0.002412,0.0526,0.0,16,14.2,0.0233,0.0084,0,0,0,0,0.086466,0.015625,44,0.8193,0.8533,0.3408,38,10,23,786,1288,544
18,5000,3188,1,4,3,1.9948,1,17.0,4,3184,4.49,0.975,3269.7,4,1.0,69,1,3,816,0.002284,0.0352,15.873,17,14.9,0.0234,0.0076,0,0,0,0,0.070312,0.015625,44,0.7778,0.9237,0.3479,37,10,22,805,1298,492
