window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
11,5000,3224,1,4,0,1.9983,2,16.5,4,3215,4.61,0.9773,3298.9,9,1.0,77,1,9,896,0.002642,0.0436,31.0345,10,9.2,0.0279,0.0083,0,0,0,0,0.057047,0.015625,50,0.7261,0.3619,0.2793,36,12,29,856,1227,529
12,5000,3111,1,5,1,1.9969,2,16.5,4,3097,4.55,0.9514,3270.0,14,1.0,75,5,7,873,0.002709,0.0358,46.5116,11,9.7,0.0255,0.008,1,0,0,0,0.058632,0.015625,48,0.7335,0.4205,0.2878,36,11,28,804,1266,497
13,5000,3209,1,4,3,1.9758,2,16.4,8,3201,4.63,0.984,3261.3,8,1.0,73,1,3,855,0.002796,0.041,30.4183,12,10.5,0.0254,0.0091,0,0,0,0,0.05597,0.015625,46,0.7208,0.4765,0.2977,36,10,27,828,1266,487
14,5000,3200,0,0,3,1.9469,2,16.3,6,3194,4.56,0.9837,3253.1,6,1.0,70,2,5,862,0.002508,0.0567,13.9373,13,11.5,0.0288,0.0101,0,0,0,0,0.056667,0.015625,47,0.7243,0.5065,0.3081,35,10,25,830,1227,552
15,5000,3184,0,0,3,1.8837,1,18.9,1,3183,4.55,0.9814,3244.5,1,1.0,67,1,4,818,0.00248,0.0404,0.0,14,12.6,0.0237,0.0083,0,0,0,0,0.058824,0.015625,45,0.7344,0.5653,0.3193,34,10,23,831,1238,516
16,5000,3167,1,4,3,1.8817,1,16.6,6,3161,4.55,0.9789,3235.4,6,1.0,68,3,2,824,0.002399,0.0316,20.4918,15,13.2,0.0223,0.0081,0,0,0,0,0.079051,0.015625,42,0.8023,0.6443,0.3316,35,9,24,795,1275,546
17,5000,3208,1,4,1,1.9486,1,16.6,3,3205,4.64,0.9925,3232.3,3,1.0,67,1,2,819,0.002488,0.0426,10.7914,16,13.9,0.0168,0.0083,0,0,0,0,0.067376,0.015625,42,0.7681,0.7117,0.3414,34,10,23,803,1298,554
18,5000,3203,1,5,1,1.9904,2,16.6,0,3198,4.61,0.9919,3229.2,5,1.0,63,1,5,801,0.002506,0.046,19.3798,17,14.5,0.0239,0.0084,1,0,0,0,0.049808,0.015625,42,0.6863,0.7615,0.3468,33,9,21,817,1244,534
19,5000,3197,1,4,1,1.9749,2,16.6,3,3189,4.57,0.991,3226.0,8,1.0,62,1,2,790,0.002483,0.0345,31.25,18,15.5,0.0233,0.0088,0,1,0,0,0.065134,0.015625,41,0.7601,0.8267,0.3538,33,8,21,781,1295,539
20,5000,3218,2,5,1,1.9395,2,16.6,5,3208,4.6,0.9977,3225.3,10,1.0,65,5,2,836,0.002376,0.0341,31.6901,19,15.4,0.0225,0.0081,1,0,0,0,0.05802,0.015625,43,0.7307,0.8847,0.3568,33,8,24,823,1304,508
21,5000,3173,0,0,1,1.889,2,16.6,0,3173,4.56,0.9853,3220.3,0,1.0,61,0,4,797,0.002304,0.0445,0.0,20,16.5,0.0229,0.0089,0,0,0,0,0.052632,0.015625,42,0.7031,0.9252,0.3599,32,7,22,813,1259,515
22,5000,3147,0,0,3,1.8589,1,16.7,0,3147,4.6,0.9794,3213.3,0,1.0,59,0,2,774,0.002377,0.052,0.0,21,17.7,0.028,0.0104,0,1,0,0,0.064,0.015625,41,0.7559,0.9812,0.3657,30,7,22,771,1248,494
23,5000,3146,0,0,3,1.8649,1,16.7,0,3146,4.56,0.981,3206.9,0,1.0,57,0,2,760,0.002301,0.0588,0.0,22,18.9,0.0279,0.0116,0,0,0,0,0.079832,0.015625,41,0.8043,1.0232,0.3703,30,7,20,788,1261,519
24,5000,3237,2,3,1,1.8009,1,16.7,3262,0,4.66,1.0172,3212.7,6,1.0,57,3,3,762,0.002282,0.0508,23.8095,23,18.9,0.0302,0.01,0,0,0,0,0.0625,0.015625,40,0.75,1.0701,0.3726,29,8,20,797,1328,544
25,4999,3182,1,5,3,1.8507,1,16.7,3,3174,4.58,0.9913,3209.8,8,1.0,56,1,2,760,0.002345,0.0658,35.3982,24,19.8,0.0318,0.0113,1,0,0,0,0.078947,0.015625,40,0.8021,1.149,0.3776,29,7,20,787,1301,521
26,4999,3214,1,5,3,1.8295,2,16.6,3206,0,4.62,1.0012,3210.2,8,1.0,54,1,3,753,0.002488,0.0545,32.2581,25,20.2,0.0248,0.011,1,0,0,0,0.066148,0.015625,39,0.7638,1.2152,0.3798,27,6,21,808,1254,538
27,4999,3192,1,3,3,1.9319,2,16.7,7,3185,4.57,0.9949,3208.5,7,1.0,53,3,4,762,0.002405,0.0389,24.0,26,20.1,0.0254,0.0083,0,0,0,0,0.077821,0.015625,37,0.7992,1.293,0.3822,26,6,21,808,1316,494
28,4999,3218,0,0,3,1.9749,2,16.8,3219,0,4.62,1.0038,3209.7,3,1.0,51,0,2,746,0.002256,0.0449,12.6582,27,21.4,0.0254,0.0109,0,0,0,0,0.061224,0.015625,36,0.7448,1.3297,0.3854,25,6,20,823,1231,567
29,4998,3135,0,0,3,1.9839,1,16.5,3,3132,4.52,0.9789,3202.6,3,1.0,50,0,1,728,0.002139,0.0508,12.931,28,22.3,0.0313,0.0103,0,0,0,0,0.088983,0.015625,35,0.8244,1.3848,0.3896,24,6,20,803,1235,495
30,4998,3218,0,0,3,1.9386,1,16.5,3224,0,4.56,1.0063,3204.8,1,1.0,47,1,4,717,0.002416,0.0535,0.0,29,23.3,0.0304,0.0125,0,0,0,0,0.061728,0.015625,35,0.7469,1.4342,0.393,23,6,18,812,1277,561
31,4995,3168,3,5,3,1.8752,1,16.4,0,3154,4.54,0.9896,3201.3,14,1.0,51,8,4,754,0.002383,0.0498,60.3448,30,21.8,0.0258,0.01,1,0,0,0,0.074689,0.015625,36,0.7908,1.4798,0.394,24,8,19,796,1298,521
32,4993,3202,0,0,3,1.8194,1,16.4,3198,0,4.57,1.0019,3201.9,10,1.0,47,0,4,725,0.002572,0.0476,42.3729,31,23.7,0.0303,0.0102,0,0,0,0,0.06746,0.015625,33,0.7684,1.5473,0.3968,22,8,17,857,1236,519
33,4992,3178,0,0,3,1.8253,1,22.5,0,3174,4.51,0.9932,3199.6,4,1.0,44,0,3,683,0.002689,0.0588,18.2648,32,24.7,0.0339,0.0134,0,0,0,0,0.076923,0.015625,32,0.7969,1.6061,0.3993,21,7,16,754,1351,509
34,4992,3120,0,0,3,1.9046,1,23.8,0,3120,4.5,0.9774,3192.0,0,1.0,42,0,2,675,0.002438,0.0515,0.0,33,26.0,0.0339,0.0135,0,0,0,0,0.092784,0.015625,32,0.8316,1.6989,0.4041,20,6,16,777,1237,514
35,4989,3246,2,4,3,1.8474,1,23.8,3286,0,4.66,1.0291,3201.8,9,1.0,44,9,7,677,0.002591,0.0639,42.4528,34,23.4,0.0274,0.0112,0,0,0,0,0.082192,0.015625,34,0.8099,1.7811,0.4056,19,8,17,793,1321,503
36,4989,3097,0,0,3,1.8333,1,23.7,4,3088,4.46,0.9703,3191.9,9,1.0,43,0,1,677,0.002309,0.0625,41.6667,35,25.0,0.0284,0.0121,0,0,0,0,0.066964,0.015625,34,0.7667,1.8302,0.4081,19,7,17,695,1317,492
37,4988,3112,1,5,3,1.8878,1,19.8,4,3103,4.51,0.9773,3184.3,9,1.0,42,1,2,686,0.002603,0.0766,41.8605,36,26.5,0.0309,0.0143,1,0,0,0,0.076577,0.015625,34,0.796,1.8752,0.4079,18,6,18,799,1223,499
38,4987,3192,2,5,3,1.8973,1,16.4,3183,0,4.58,1.0048,3185.8,18,1.0,47,9,4,733,0.002323,0.0377,68.0,37,24.6,0.0274,0.0086,1,0,0,0,0.064151,0.015625,37,0.7564,1.9394,0.4077,21,6,20,804,1247,534
39,4986,3166,1,4,3,1.9032,2,16.5,4,3152,4.56,0.9944,3184.0,14,1.0,44,3,6,714,0.002396,0.0506,61.9469,38,24.6,0.0293,0.0117,0,0,0,0,0.067511,0.015625,36,0.7686,2.0069,0.4076,17,6,21,806,1270,518
40,4985,3211,0,0,3,1.956,2,16.2,3209,0,4.64,1.0114,3187.8,15,1.0,45,6,5,737,0.00212,0.04,55.3191,39,24.9,0.0283,0.0097,0,0,0,0,0.068,0.015625,39,0.7702,2.0549,0.408,20,5,20,791,1314,504
41,4985,3165,2,5,3,1.9319,1,16.3,12,3143,4.59,0.9935,3185.6,22,1.0,51,9,3,764,0.002389,0.0463,89.0688,40,22.8,0.0261,0.0096,1,0,0,0,0.050193,0.015625,38,0.6887,2.1012,0.4063,20,6,25,778,1278,525
42,4983,3210,1,5,1,1.9242,1,16.3,3201,0,4.63,1.0092,3188.7,17,1.0,50,1,2,775,0.002325,0.0462,66.9291,41,24.3,0.0237,0.0099,1,0,0,0,0.1,0.015625,37,0.8438,2.1397,0.407,20,6,24,802,1254,559
43,4983,3104,1,5,3,1.9465,2,16.5,8,3087,4.5,0.9759,3180.6,17,1.0,50,4,4,800,0.002324,0.042,68.2731,42,24.1,0.0245,0.0089,1,0,0,0,0.080153,0.015625,37,0.8051,2.1855,0.4072,19,6,25,763,1255,512
44,4982,3138,1,4,3,1.9476,2,16.5,3,3135,4.57,0.9879,3176.6,3,1.0,48,1,3,793,0.002447,0.0472,13.4529,43,26.0,0.0285,0.0115,0,0,0,0,0.060086,0.015625,37,0.74,2.2327,0.4069,17,5,26,808,1240,487
45,4982,3209,3,5,3,1.9432,2,16.6,3218,0,4.64,1.0155,3181.7,13,1.0,48,3,3,829,0.002638,0.0508,51.5873,44,26.6,0.0262,0.0112,1,0,0,0,0.085938,0.015625,36,0.8182,2.2757,0.4068,17,5,26,812,1304,513
46,4980,3211,1,3,3,1.9621,2,16.5,3231,0,4.62,1.0163,3187.2,8,1.0,49,2,1,836,0.002457,0.0467,28.1124,45,27.1,0.0228,0.0101,0,0,0,0,0.07393,0.015625,37,0.7887,2.3301,0.4072,17,5,27,792,1256,566
47,4979,3245,0,0,3,1.9542,2,16.6,3281,0,4.66,1.0285,3196.8,7,1.0,48,2,3,832,0.002219,0.0456,17.9856,46,27.7,0.0254,0.0091,0,0,0,0,0.091228,0.015625,38,0.8287,2.3722,0.4078,17,4,27,785,1297,517
48,4979,3138,0,0,3,1.9197,1,16.5,2,3136,4.54,0.9833,3191.2,2,1.0,47,1,2,797,0.001872,0.0457,9.1324,47,28.3,0.0263,0.01,0,0,0,0,0.059361,0.015625,35,0.7368,2.3951,0.4082,16,4,27,765,1271,509
49,4976,3048,0,0,3,1.8678,1,16.6,0,3048,4.46,0.9592,3177.6,0,1.0,45,0,2,790,0.001994,0.0547,0.0,48,29.2,0.0289,0.0106,0,0,0,0,0.070312,0.015625,34,0.7778,2.4459,0.409,15,4,26,787,1187,499
50,4974,3180,0,0,3,1.9463,1,16.3,3178,0,4.55,1.0007,3177.8,2,1.0,44,2,3,795,0.00195,0.0518,4.2194,49,30.8,0.0291,0.0117,0,0,0,0,0.083665,0.015625,35,0.8132,2.4737,0.4103,15,4,25,785,1282,503
51,4972,3225,2,5,1,1.9732,1,16.3,3237,0,4.57,1.0194,3184.3,9,1.0,46,2,0,797,0.002064,0.051,36.0,50,30.4,0.026,0.0114,1,0,0,0,0.07451,0.015625,34,0.7903,2.5483,0.4121,15,4,27,828,1242,540
52,4971,3168,1,5,1,1.9386,1,16.6,4,3164,4.59,0.9954,3182.7,4,1.0,46,1,1,812,0.001792,0.05,14.652,51,31.2,0.025,0.0105,1,0,0,0,0.071429,0.015625,34,0.7812,2.584,0.4137,16,4,26,831,1240,499
53,4970,3208,0,0,3,1.8858,2,16.6,3228,0,4.61,1.014,3187.4,4,1.0,44,0,2,803,0.001999,0.0532,15.5642,52,33.0,0.0266,0.0125,0,0,0,0,0.08365,0.015625,34,0.8132,2.641,0.4153,16,4,24,790,1311,494
54,4968,3148,1,5,3,1.8858,1,16.6,7,3136,4.52,0.9888,3183.7,12,1.0,45,4,3,799,0.001967,0.0516,48.7805,53,32.1,0.0262,0.0089,1,0,0,0,0.06746,0.015625,36,0.7684,2.6807,0.4165,16,3,26,780,1240,527
55,4967,3184,0,0,3,1.8626,1,16.6,3171,0,4.63,1.0001,3183.7,13,1.0,47,8,6,835,0.001914,0.0381,43.6283,54,31.7,0.0258,0.0088,0,0,0,0,0.059322,0.015625,37,0.7366,2.7188,0.417,18,3,26,835,1243,514
56,4967,3232,2,5,3,1.9231,1,16.6,3253,0,4.71,1.0239,3191.7,15,1.0,49,4,2,839,0.002191,0.05,60.0,55,31.2,0.0248,0.0103,1,0,0,0,0.080769,0.015625,37,0.8065,2.765,0.4176,18,4,27,867,1253,511
57,4964,3124,3,5,3,1.9448,1,16.6,9,3100,4.6,0.9808,3185.3,24,1.0,48,3,4,868,0.002313,0.0508,85.7143,56,30.1,0.0244,0.0098,2,0,0,0,0.098305,0.015625,35,0.8411,2.8023,0.4194,14,5,29,781,1229,525
58,4964,3169,1,4,1,1.9694,2,16.6,5,3154,4.63,0.9954,3183.7,15,1.0,46,2,4,875,0.002068,0.0511,52.6316,57,32.3,0.0245,0.009,0,1,0,0,0.080292,0.015625,35,0.8054,2.8497,0.4207,13,4,29,823,1265,487
59,4963,3170,2,5,1,1.9591,2,16.5,4,3161,4.55,0.9961,3182.4,9,1.0,47,2,1,858,0.002118,0.0462,35.8566,58,31.3,0.0241,0.0101,1,0,0,0,0.088462,0.015625,33,0.8234,2.8728,0.422,13,4,30,769,1329,529
60,4963,3196,0,0,1,1.9821,2,16.5,3211,0,4.6,1.0095,3185.6,5,1.0,46,0,1,858,0.001932,0.0427,18.3824,59,32.7,0.0249,0.0108,0,1,0,0,0.067616,0.015625,33,0.7689,2.9084,0.4229,13,4,29,843,1242,515
61,4963,3216,1,5,1,1.983,1,16.5,3237,0,4.67,1.0157,3190.9,4,1.0,47,1,0,860,0.00195,0.0481,15.0943,60,33.0,0.0239,0.0101,1,0,0,0,0.092593,0.015625,33,0.8313,2.9269,0.4239,13,4,30,802,1272,553
62,4962,3139,0,0,1,1.9827,1,16.4,0,3139,4.54,0.9853,3186.0,0,1.0,46,0,1,860,0.00184,0.0354,0.0,61,34.6,0.0238,0.0076,0,0,0,0,0.086614,0.015625,33,0.8196,2.9545,0.4254,13,4,29,784,1250,521
63,4960,3092,0,0,3,1.9952,1,16.3,2,3090,4.54,0.9732,3177.0,2,1.0,45,2,3,873,0.001867,0.0442,0.0,62,36.3,0.0242,0.0102,0,0,0,0,0.110619,0.015625,34,0.8588,2.9943,0.4273,13,3,29,820,1212,484
64,4958,3064,2,5,3,1.99,1,16.1,0,3054,4.55,0.9677,3166.2,10,1.0,44,2,3,865,0.002126,0.0522,38.4615,63,36.2,0.0264,0.0118,2,0,0,0,0.074627,0.015625,32,0.7906,3.0241,0.4291,12,2,30,782,1236,514
65,4955,3173,0,0,3,1.9928,1,16.3,3177,0,4.61,1.0045,3167.7,5,1.0,44,0,0,846,0.002084,0.0507,18.3824,64,37.2,0.026,0.0123,0,0,0,0,0.101449,0.015625,30,0.846,3.0604,0.4313,12,2,30,828,1250,507
66,4955,3101,0,0,3,1.9742,1,16.4,1,3095,4.55,0.9809,3161.4,6,1.0,45,1,0,856,0.00171,0.0427,21.8182,65,37.4,0.0252,0.0088,0,0,0,0,0.074733,0.015625,31,0.7909,3.1137,0.4334,12,2,31,804,1202,483
67,4954,3116,0,0,3,1.9168,1,16.4,2,3114,4.5,0.987,3157.1,2,1.0,45,2,2,868,0.001531,0.0468,0.0,66,38.4,0.0236,0.009,0,0,0,0,0.080851,0.015625,33,0.8067,3.1563,0.435,12,2,31,834,1195,472
68,4953,3173,0,0,3,1.8791,1,16.4,3183,0,4.63,1.0089,3160.0,5,1.0,47,5,3,885,0.00161,0.0373,15.3257,67,37.7,0.0219,0.008,0,0,0,0,0.078358,0.015625,33,0.8006,3.2048,0.4368,13,3,31,761,1309,500
69,4951,3076,2,4,3,1.918,1,16.4,4,3068,4.55,0.9759,3152.0,8,1.0,48,4,3,893,0.001698,0.0507,30.6513,68,36.5,0.0213,0.0092,0,1,0,0,0.097826,0.015625,35,0.8403,3.2229,0.4376,14,2,32,823,1193,498
70,4950,3154,1,5,1,1.8843,1,16.3,3152,0,4.63,1.0014,3152.5,5,1.0,46,1,3,883,0.001678,0.0515,19.0114,69,37.6,0.0227,0.0098,1,0,0,0,0.073529,0.015625,32,0.7875,3.2487,0.4391,15,2,29,835,1227,528
71,4948,3088,1,4,2,1.7738,2,16.2,4,3084,4.56,0.9815,3146.3,4,1.0,46,1,1,886,0.001672,0.0471,14.9254,70,38.5,0.0242,0.01,0,0,0,0,0.086957,0.015625,32,0.8203,3.2835,0.44,15,2,29,811,1247,495
72,4948,3179,0,0,1,1.7848,2,16.1,3192,0,4.68,1.0143,3151.1,4,1.0,44,4,6,890,0.001619,0.0406,15.3846,71,40.5,0.0247,0.009,0,2,0,0,0.077491,0.015625,34,0.7984,3.3499,0.4409,15,3,26,816,1303,504
73,4948,3096,2,3,3,1.8279,1,16.1,7,3089,4.47,0.9842,3145.8,7,1.0,46,2,0,875,0.001667,0.0458,25.1799,72,39.7,0.0248,0.0097,0,0,0,0,0.080986,0.015625,32,0.8071,3.3745,0.4421,15,3,28,804,1227,527
74,4946,3161,0,0,3,1.8454,1,16.1,3164,0,4.62,1.0078,3148.4,9,1.0,47,3,2,895,0.001812,0.0456,31.6206,73,39.8,0.023,0.0099,0,0,0,0,0.068441,0.015625,33,0.7717,3.4202,0.4428,15,4,28,754,1338,500
75,4945,3117,0,0,3,1.8973,1,16.1,3,3114,4.49,0.991,3145.4,3,1.0,45,0,2,869,0.001521,0.0455,10.8303,74,41.9,0.0269,0.0086,0,0,0,0,0.083916,0.015625,32,0.8138,3.4551,0.444,15,3,27,788,1197,540
76,4941,3165,0,0,3,1.9657,1,16.2,3188,0,4.62,1.0142,3150.1,7,1.0,46,4,3,886,0.001737,0.0433,17.1233,75,41.9,0.0235,0.0089,0,0,0,0,0.073333,0.015625,32,0.7869,3.4984,0.4446,15,4,27,794,1253,525
77,4939,3117,0,0,3,1.9591,1,16.3,7,3110,4.56,0.9905,3147.0,7,1.0,47,4,3,885,0.001481,0.0444,23.166,76,42.0,0.0238,0.0087,0,0,0,0,0.055556,0.015625,32,0.7188,3.5503,0.445,15,5,27,785,1242,492
78,4936,3149,0,0,3,1.9698,1,16.1,3148,0,4.59,1.0014,3147.5,4,1.0,46,0,1,877,0.001382,0.037,11.4068,77,43.9,0.0255,0.0096,0,0,0,0,0.088889,0.015625,32,0.8242,3.6022,0.4459,15,4,27,801,1246,523
79,4933,3133,1,5,3,1.7839,1,16.1,6,3122,4.56,0.9958,3146.1,11,1.0,47,3,2,901,0.001338,0.043,36.9004,78,43.9,0.0227,0.009,1,0,0,0,0.082437,0.015625,33,0.8105,3.638,0.447,15,3,29,827,1214,483
80,4932,3139,0,0,3,1.7395,1,16.1,0,3139,4.53,0.998,3145.4,0,1.0,47,0,0,890,0.001554,0.0515,0.0,79,44.9,0.0233,0.0105,0,0,0,0,0.077206,0.015625,32,0.7976,3.6931,0.4481,15,3,29,792,1224,547
81,4930,3229,1,4,3,1.8323,1,16.1,3260,0,4.72,1.034,3156.7,4,1.0,48,1,0,898,0.001308,0.042,15.6863,80,44.9,0.0221,0.0093,0,0,0,0,0.080153,0.015625,33,0.8051,3.7237,0.449,15,3,30,848,1247,522
82,4929,3086,1,5,3,1.7839,1,16.2,0,3081,4.58,0.9797,3150.0,5,1.0,47,1,2,907,0.001322,0.0396,17.3611,81,46.6,0.0232,0.0089,1,0,0,0,0.069307,0.015625,33,0.7746,3.7699,0.4497,15,3,29,753,1230,515
83,4929,3060,0,0,3,1.5104,2,16.2,0,3060,4.5,0.9741,3141.4,0,1.0,47,0,0,899,0.001404,0.0391,0.0,82,47.6,0.0236,0.0086,0,0,0,0,0.064057,0.015625,33,0.7561,3.8233,0.4503,15,3,29,814,1221,467
84,4927,3108,1,5,3,1.6342,1,16.1,1,3102,4.51,0.9904,3138.2,6,1.0,48,2,1,929,0.00145,0.0437,20.1613,83,47.6,0.0224,0.0095,1,0,0,0,0.099206,0.015625,34,0.8425,3.8629,0.4513,15,3,30,800,1213,517
85,4926,3097,2,5,3,1.8451,1,16.0,5,3087,4.56,0.9881,3134.3,10,1.0,47,4,5,953,0.001362,0.0417,35.1562,84,48.9,0.0244,0.0093,1,1,0,0,0.079545,0.015625,33,0.8036,3.9425,0.4525,14,2,31,795,1224,480
86,4926,3197,0,0,3,1.8729,2,16.1,3222,0,4.63,1.0275,3143.4,8,1.0,47,0,0,905,0.001449,0.0502,29.304,85,49.9,0.023,0.0083,0,0,0,0,0.103943,0.015625,31,0.8497,4.0464,0.4539,14,2,31,791,1249,534
87,4926,3102,0,0,3,1.7863,1,16.0,6,3091,4.57,0.9881,3139.5,11,1.0,47,3,3,915,0.001422,0.0409,41.8251,86,50.9,0.0227,0.009,0,0,0,0,0.085502,0.015625,33,0.8173,4.1319,0.4544,14,2,31,814,1221,512
88,4925,3141,2,3,3,1.9966,1,16.0,3126,0,4.58,1.0004,3139.6,15,1.0,51,7,3,939,0.001315,0.0505,55.7621,87,47.7,0.0193,0.0091,0,0,0,0,0.075812,0.015625,34,0.7939,4.1825,0.4549,14,3,34,819,1290,464
89,4924,3151,1,5,3,1.9841,1,16.1,3141,0,4.53,1.0064,3141.7,21,1.0,54,9,6,988,0.00137,0.04,57.9268,88,45.9,0.0194,0.0075,1,0,0,0,0.062857,0.015625,39,0.7514,4.2368,0.4548,17,3,34,823,1221,518
90,4924,3063,0,0,3,1.9258,2,16.0,7,3056,4.49,0.9773,3134.2,7,1.0,49,0,5,933,0.001291,0.0405,21.2014,89,48.1,0.0224,0.0083,0,0,0,0,0.081081,0.015625,36,0.8073,4.2976,0.4549,17,3,29,826,1171,513
91,4924,3099,1,5,3,1.8256,1,16.0,12,3087,4.51,0.9898,3130.9,12,1.0,49,1,1,939,0.001454,0.0407,38.5965,90,49.1,0.0236,0.0093,1,0,0,0,0.074576,0.015625,36,0.7905,4.3586,0.4546,17,2,30,812,1237,505
92,4924,3169,1,5,3,1.8062,1,15.9,3188,0,4.6,1.0185,3137.0,7,1.0,48,1,2,951,0.001298,0.0417,19.9336,91,51.0,0.0211,0.0095,1,0,0,0,0.089744,0.015625,36,0.8259,4.4003,0.4546,16,2,30,784,1269,529
93,4924,3119,1,5,3,1.8503,2,16.0,0,3114,4.52,0.9948,3135.3,5,1.0,47,1,2,946,0.001281,0.0407,17.4216,92,52.9,0.0227,0.0091,1,0,0,0,0.064407,0.015625,34,0.7574,4.4647,0.4548,15,2,30,768,1255,497
94,4924,3152,1,5,3,1.9061,2,16.0,3159,0,4.61,1.0083,3138.0,5,1.0,48,1,0,951,0.001596,0.0453,16.3934,93,52.8,0.024,0.0099,1,0,0,0,0.067961,0.015625,32,0.7701,4.51,0.4552,16,2,30,762,1329,455
95,4921,3178,2,5,1,1.9778,2,16.0,3175,0,4.59,1.0153,3143.1,16,1.0,50,6,4,1008,0.001329,0.0408,53.0035,94,51.6,0.0226,0.0083,1,2,0,0,0.068027,0.015625,35,0.7703,4.578,0.4555,16,2,32,826,1241,533
96,4921,3090,2,5,3,1.9724,2,15.9,5,3070,4.56,0.9847,3138.0,20,1.0,51,2,1,1006,0.001616,0.0442,61.1621,95,51.2,0.0223,0.0085,2,1,0,0,0.073746,0.015625,36,0.7881,4.637,0.4554,16,2,33,800,1270,468
97,4918,3126,0,0,3,1.9689,2,16.0,0,3121,4.51,0.9965,3136.9,5,1.0,50,0,1,970,0.001616,0.0377,16.2866,96,53.0,0.0217,0.0072,0,0,0,0,0.066038,0.015625,36,0.7634,4.6873,0.4551,16,2,32,846,1188,524
98,4917,3123,0,0,3,1.9806,1,15.9,0,3123,4.58,0.996,3135.5,0,1.0,48,0,2,970,0.001196,0.039,0.0,97,56.1,0.0213,0.0084,0,0,0,0,0.064935,0.015625,36,0.7594,4.7522,0.4554,16,2,30,833,1223,504
