window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6045,16,5,0,1.9977,0,18.4,0,0,6.6,1.0,6045.0,613,1.0,387,583,196,2111,0.000944,0.0094,416.4402,0,0.0,0.0094,0.0011,1,0,0,0,0.035042,0.015625,64,0.5541,0.035,0.2411,122,176,89,2087,1314,1466
2,5000,4061,3,5,0,1.9977,0,17.1,446,3561,5.54,0.862,4737.7,500,1.0,366,19,40,2176,0.001051,0.0107,389.1051,1,1.0,0.0083,0.0013,2,0,0,0,0.034442,0.015625,64,0.5463,0.0622,0.226,121,156,89,1332,1274,727
3,5000,3541,1,5,0,1.9977,0,16.7,264,3262,5.05,0.8578,4147.8,279,1.0,292,2,76,2090,0.001112,0.0094,276.2376,2,1.9,0.0075,0.0015,1,0,0,0,0.032967,0.015625,64,0.526,0.0916,0.2251,112,106,74,1036,1261,585
4,5000,3318,1,3,0,1.9978,0,16.6,105,3240,4.71,0.8741,3826.7,78,1.0,207,4,89,1848,0.001262,0.0122,113.2075,3,2.9,0.0101,0.0021,0,0,0,0,0.037897,0.015625,63,0.5877,0.1254,0.2257,98,50,59,943,1239,540
5,5000,3212,2,5,0,1.9978,0,16.6,12,3198,4.76,0.8874,3622.8,14,1.0,154,4,57,1538,0.001533,0.0181,26.4151,4,3.8,0.0119,0.0027,1,0,0,0,0.047776,0.015625,63,0.673,0.1626,0.2344,81,30,43,841,1264,504
6,5000,3214,0,0,1,1.9983,2,16.5,0,3214,4.58,0.9167,3506.0,0,1.0,118,0,36,1222,0.001877,0.0193,0.0,5,4.8,0.0155,0.0035,0,0,0,0,0.045064,0.015625,60,0.6533,0.1959,0.2446,67,17,34,864,1252,499
7,5000,3096,2,5,0,1.999,1,16.4,5,3086,4.53,0.9097,3403.5,10,1.0,111,5,12,1031,0.002318,0.0379,28.3286,6,5.6,0.0235,0.0057,1,0,0,0,0.054201,0.015625,53,0.7117,0.2338,0.2569,64,15,32,824,1216,501
8,5000,3231,3,5,0,1.9977,1,16.3,10,3206,4.63,0.9601,3365.2,25,1.0,108,6,9,1022,0.002332,0.0337,66.8449,7,6.2,0.022,0.0065,2,0,0,0,0.051813,0.015625,55,0.6984,0.2625,0.2624,60,14,34,810,1250,568
9,5000,3167,2,5,3,1.998,2,16.4,0,3148,4.59,0.9523,3325.5,19,1.0,101,4,11,1000,0.002426,0.0386,50.8021,8,7.0,0.0231,0.0064,1,0,0,0,0.056555,0.015625,52,0.7237,0.2959,0.2657,52,15,34,827,1241,515
10,5000,3219,2,5,0,1.9835,2,16.4,0,3205,4.59,0.9736,3306.2,14,1.0,97,4,8,990,0.002232,0.027,39.6601,9,7.8,0.0197,0.0058,1,0,0,0,0.056757,0.015625,52,0.7247,0.3359,0.275,48,12,37,789,1305,543
11,5000,3248,0,0,1,1.9902,2,16.5,0,3243,4.69,0.9853,3296.5,5,1.0,94,0,3,953,0.002422,0.0371,13.8122,10,8.8,0.0207,0.0068,0,0,0,0,0.047745,0.015625,51,0.6727,0.381,0.283,46,12,36,833,1264,563
12,5000,3154,1,4,0,1.9818,1,16.4,4,3145,4.54,0.9632,3274.6,9,1.0,88,1,7,931,0.00232,0.0467,28.6624,11,9.8,0.0259,0.0075,0,0,0,0,0.071651,0.015625,49,0.7819,0.4433,0.2972,45,11,32,813,1207,537
13,5000,3288,2,5,0,1.9791,1,16.8,3295,0,4.64,1.0074,3278.6,8,1.0,82,3,9,894,0.00233,0.0382,25.1799,12,10.6,0.0208,0.0068,1,0,0,0,0.055556,0.015625,48,0.7188,0.4988,0.3123,45,7,30,841,1317,561
14,5000,3189,1,5,1,1.9944,2,16.5,4,3180,4.52,0.9762,3266.7,9,1.0,78,5,9,885,0.002425,0.0399,26.616,13,11.2,0.0257,0.0079,1,0,0,0,0.061594,0.015625,44,0.7463,0.5387,0.3218,41,8,29,782,1288,522
15,5000,3238,1,4,1,1.9783,2,16.6,5,3233,4.65,0.9923,3263.1,5,1.0,72,2,8,843,0.002542,0.0361,14.9813,14,12.1,0.0208,0.0074,0,0,0,0,0.057762,0.015625,45,0.7295,0.5712,0.3292,39,7,26,792,1323,487
16,5000,3212,1,5,1,1.9513,2,16.6,4,3203,4.54,0.9862,3257.1,9,1.0,70,1,3,819,0.002596,0.0465,35.8566,15,12.8,0.0262,0.0091,1,0,0,0,0.081395,0.015625,43,0.808,0.6138,0.3388,36,7,27,820,1219,572
17,5000,3270,2,5,0,1.979,2,16.5,3257,0,4.59,1.0052,3259.2,19,1.0,71,10,9,846,0.002434,0.0359,64.6259,16,12.6,0.0219,0.0084,1,0,0,0,0.055556,0.015625,43,0.7188,0.653,0.3435,33,8,30,845,1315,514
18,5000,3036,0,0,3,1.9864,2,16.5,10,3016,4.51,0.9383,3235.7,20,1.0,68,1,4,810,0.002589,0.0489,75.0988,17,13.5,0.0271,0.0103,0,0,0,0,0.086466,0.015625,43,0.8193,0.6906,0.3518,32,7,29,782,1242,475
19,5000,3252,2,5,0,1.9347,1,16.7,3238,0,4.62,1.0065,3238.0,21,1.0,67,3,4,816,0.002611,0.0512,73.9437,18,14.1,0.0234,0.0091,1,0,0,0,0.061433,0.015625,43,0.7457,0.7198,0.3532,31,7,29,830,1298,513
20,5000,3119,1,3,1,1.9589,1,16.9,2,3111,4.6,0.9666,3226.7,8,1.0,65,3,5,831,0.002656,0.0482,29.0456,19,14.9,0.0273,0.0098,0,0,0,0,0.084337,0.015625,43,0.8147,0.7581,0.3563,30,7,28,799,1219,508
21,5000,3234,1,5,1,1.9776,2,16.9,3228,0,4.6,1.0021,3227.4,6,1.0,60,2,7,802,0.002846,0.0486,20.7469,20,15.6,0.0268,0.0102,1,0,0,0,0.072874,0.015625,41,0.7856,0.8288,0.3621,30,4,26,829,1287,513
22,5000,3093,0,0,0,1.9681,2,16.9,1,3092,4.48,0.9622,3214.6,1,1.0,54,1,7,773,0.002437,0.0652,0.0,21,17.0,0.0304,0.0123,0,1,0,0,0.086957,0.015625,40,0.8203,0.894,0.3679,27,4,23,764,1284,472
23,5000,3212,1,3,3,1.9309,1,17.0,1,3211,4.58,0.9993,3214.3,1,1.0,54,2,2,744,0.002571,0.0482,0.0,22,17.6,0.0281,0.0092,0,0,0,0,0.084337,0.015625,38,0.8147,0.9703,0.3737,27,4,23,830,1261,533
24,5000,3176,0,0,3,1.9585,1,17.0,1,3175,4.59,0.9892,3210.7,1,1.0,51,1,4,714,0.002464,0.0466,5.1813,23,17.8,0.0259,0.01,0,0,0,0,0.067358,0.015625,37,0.768,1.0273,0.3794,25,4,22,795,1249,529
25,4999,3148,1,3,3,1.9495,1,17.0,0,3148,4.54,0.9823,3204.7,0,1.0,46,1,6,672,0.002798,0.067,0.0,24,18.9,0.0365,0.0127,0,2,0,0,0.087629,0.015625,37,0.8217,1.0737,0.3861,23,2,21,804,1238,511
26,4999,3184,0,0,3,1.97,1,16.9,0,3184,4.58,0.9941,3202.7,0,1.0,44,0,2,632,0.002703,0.0474,0.0,25,20.1,0.0317,0.0125,0,0,0,0,0.080569,0.015625,35,0.8061,1.1021,0.3912,23,2,19,809,1305,510
27,4997,3249,1,5,1,1.9053,1,17.0,3273,0,4.68,1.0226,3210.4,10,1.0,47,6,3,666,0.003043,0.0583,49.7512,26,19.7,0.0319,0.0128,1,0,0,0,0.072816,0.015625,38,0.7854,1.1264,0.393,23,4,20,833,1334,522
28,4995,3172,0,0,1,1.9053,1,17.0,5,3167,4.54,0.9892,3206.7,5,1.0,44,0,3,643,0.002904,0.0642,27.027,27,20.3,0.029,0.0134,0,0,0,0,0.080214,0.015625,36,0.8052,1.1585,0.3947,22,4,18,795,1288,504
29,4993,3213,1,3,3,1.9464,1,16.8,3213,0,4.6,1.0029,3207.7,4,1.0,43,3,4,631,0.002815,0.0534,14.9254,28,20.3,0.0343,0.0129,0,0,0,0,0.097087,0.015625,36,0.8391,1.2009,0.3984,20,5,18,792,1272,543
30,4992,3162,2,3,3,1.9737,1,16.6,2,3157,4.53,0.9871,3203.4,5,1.0,43,3,3,642,0.002684,0.0446,20.5128,29,20.6,0.0336,0.0109,0,0,0,0,0.079208,0.015625,39,0.8027,1.2603,0.3997,20,4,19,749,1260,529
31,4991,3267,0,0,3,1.9772,2,16.5,3310,0,4.65,1.03,3213.5,0,1.0,40,0,3,618,0.002892,0.0478,0.0,30,22.4,0.0325,0.0113,0,0,0,0,0.08134,0.015625,37,0.8079,1.3417,0.4005,19,3,18,794,1280,564
32,4987,3135,1,5,3,1.9758,1,16.7,0,3131,4.58,0.9778,3206.0,4,1.0,39,1,2,625,0.002642,0.0753,21.8579,31,23.8,0.0333,0.0139,1,0,0,0,0.102151,0.015625,35,0.847,1.4223,0.4029,19,2,18,779,1286,502
33,4984,3201,1,5,1,1.9695,1,16.5,5,3196,4.67,0.9986,3205.6,5,1.0,38,1,2,614,0.003078,0.0585,29.7619,32,24.4,0.0402,0.0158,1,0,0,0,0.087719,0.015625,33,0.8219,1.51,0.4063,19,2,17,828,1274,503
34,4980,3185,1,4,1,1.9667,2,16.5,0,3180,4.55,0.9942,3203.6,5,1.0,39,3,2,623,0.002975,0.0567,26.3158,33,24.5,0.037,0.0138,0,0,0,0,0.087629,0.015625,34,0.8217,1.5667,0.409,19,2,18,771,1209,530
35,4979,3241,2,4,3,1.9641,2,16.5,3253,0,4.62,1.0179,3209.6,14,1.0,39,5,5,638,0.003209,0.0569,68.6275,34,23.7,0.0314,0.0126,0,0,0,0,0.094787,0.015625,34,0.8352,1.6615,0.41,17,3,19,821,1253,536
36,4976,3177,1,5,3,1.9672,2,16.6,0,3167,4.61,0.9908,3206.5,10,1.0,39,1,1,646,0.003306,0.0545,46.9484,35,23.8,0.0318,0.0135,1,0,0,0,0.081818,0.015625,33,0.809,1.7434,0.411,17,3,19,775,1298,496
37,4973,3046,1,3,3,1.9657,2,16.4,8,3038,4.41,0.9545,3191.2,8,1.0,42,7,4,674,0.002959,0.0417,38.835,36,22.2,0.03,0.01,0,0,0,0,0.083333,0.015625,36,0.8125,1.8267,0.412,18,3,21,820,1190,461
38,4972,3156,1,3,3,1.9641,2,16.4,15,3141,4.63,0.99,3187.9,15,1.0,42,6,6,681,0.002772,0.0639,72.1154,37,22.1,0.0317,0.0133,0,1,0,0,0.091324,0.015625,35,0.8289,1.918,0.4139,16,4,22,806,1271,510
39,4968,3206,1,5,3,1.9735,2,16.3,3206,0,4.61,1.0094,3191.0,15,1.0,42,3,3,706,0.002746,0.0588,62.5,38,23.0,0.0293,0.011,1,0,0,0,0.085973,0.015625,36,0.8183,1.9995,0.4149,16,3,23,862,1239,530
40,4964,3214,2,3,3,1.9936,2,16.3,3230,0,4.58,1.0127,3195.3,6,1.0,43,2,1,710,0.002929,0.0534,30.0,39,23.4,0.0274,0.0105,0,0,0,0,0.106796,0.015625,34,0.8537,2.1063,0.4177,17,3,23,796,1321,526
41,4964,3173,1,3,3,1.9803,2,16.3,3,3170,4.6,0.9937,3193.2,3,1.0,43,1,1,710,0.002773,0.049,15.1515,40,23.5,0.0285,0.0113,0,0,0,0,0.083333,0.015625,34,0.8125,2.1798,0.419,16,3,24,786,1303,503
42,4960,3140,0,0,3,1.9068,2,16.3,3,3137,4.56,0.9849,3188.1,3,1.0,43,0,0,708,0.002576,0.0472,14.2857,41,24.5,0.0272,0.0108,0,0,0,0,0.108491,0.015625,34,0.856,2.2883,0.42,16,3,24,796,1244,497
43,4957,3224,1,5,3,1.9438,1,16.4,3240,0,4.63,1.017,3193.8,8,1.0,42,1,2,722,0.002651,0.0628,34.3348,42,25.9,0.033,0.0134,1,0,0,0,0.121339,0.015625,34,0.8712,2.3469,0.4229,17,2,23,783,1292,561
44,4952,3138,1,4,3,1.9518,1,16.3,7,3131,4.53,0.9842,3188.5,7,1.0,41,1,2,720,0.002419,0.0596,32.5581,43,27.2,0.0273,0.0128,0,0,0,0,0.077982,0.015625,32,0.7996,2.4202,0.4255,17,3,21,804,1231,517
45,4948,3127,1,5,3,1.9299,2,16.4,7,3115,4.56,0.9825,3182.7,12,1.0,42,1,0,731,0.002569,0.0531,49.5868,44,27.6,0.0305,0.0105,1,0,0,0,0.106122,0.015625,32,0.8528,2.4774,0.4282,17,3,22,784,1242,537
46,4946,3095,1,5,3,1.9153,2,16.3,7,3083,4.54,0.975,3174.3,12,1.0,42,2,2,752,0.002437,0.0538,50.6912,45,27.5,0.0296,0.0123,1,0,0,0,0.098655,0.015625,31,0.8416,2.5357,0.4313,16,3,23,791,1257,466
47,4941,3145,1,5,3,1.8877,2,16.4,0,3135,4.54,0.9916,3171.5,10,1.0,42,1,1,754,0.002612,0.0553,43.4783,46,27.4,0.0318,0.0129,1,0,0,0,0.093617,0.015625,31,0.8331,2.625,0.4358,16,3,23,808,1251,505
