window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6014,13,5,0,1.9981,0,26.9,0,0,6.67,1.0,6014.0,577,1.0,368,558,190,1996,0.000984,0.0067,420.438,0,0.0,0.0067,0.0012,1,0,0,0,0.041272,0.015625,64,0.6214,0.0413,0.233,90,190,88,2114,1352,1417
2,5000,4089,3,6,0,1.9981,0,24.4,422,3642,5.49,0.8663,4745.3,447,1.0,346,14,36,2074,0.0011,0.0137,381.9742,1,1.0,0.0059,0.0013,0,0,0,0,0.043109,0.015625,64,0.6375,0.0661,0.2407,89,173,84,1285,1313,768
3,5000,3600,3,5,0,1.9982,0,17.2,239,3373,5.1,0.8668,4187.7,227,1.0,283,10,73,2024,0.001086,0.0085,242.7184,2,1.9,0.0073,0.0015,1,0,0,0,0.037607,0.015625,63,0.5845,0.0997,0.245,85,129,69,970,1301,626
4,5000,3362,2,5,0,1.9982,0,17.1,66,3306,4.84,0.8756,3867.0,56,1.0,194,5,94,1801,0.001297,0.0156,88.4676,3,2.8,0.0091,0.0021,1,0,0,0,0.041505,0.015625,62,0.6235,0.1412,0.2528,68,75,51,866,1352,546
5,5000,3219,2,5,0,1.9981,0,16.7,11,3200,4.62,0.8819,3651.3,19,1.0,177,7,24,1444,0.001766,0.0202,37.4753,4,3.8,0.0161,0.0036,1,0,0,0,0.053309,0.015625,61,0.7069,0.1798,0.2718,63,65,49,851,1212,524
6,5000,3285,1,3,0,1.9985,0,24.8,8,3272,4.66,0.9262,3546.7,13,1.0,163,7,21,1385,0.001751,0.0262,27.7778,5,4.6,0.0176,0.004,0,0,0,0,0.048387,0.015625,60,0.6771,0.2201,0.287,59,58,46,868,1275,554
7,5000,3275,3,5,0,1.9991,2,24.2,6,3255,4.64,0.9414,3478.8,20,1.0,151,7,19,1366,0.001755,0.025,41.3943,6,5.4,0.0132,0.0039,2,0,0,0,0.05625,0.015625,57,0.7222,0.2472,0.2936,58,51,42,838,1303,530
8,5000,3210,1,3,0,1.9977,2,16.7,3,3207,4.64,0.9389,3419.0,3,1.0,137,4,18,1295,0.001829,0.0233,2.2075,7,6.3,0.0162,0.0042,0,0,0,0,0.05074,0.015625,55,0.6921,0.2798,0.3011,54,45,38,859,1213,518
9,5000,3144,1,5,0,1.992,2,16.7,0,3139,4.57,0.9346,3364.0,5,1.0,129,1,9,1230,0.001767,0.0202,13.1579,8,7.3,0.0133,0.0043,1,0,0,0,0.050378,0.015625,55,0.6898,0.3151,0.3097,51,43,35,861,1228,520
10,5000,3214,2,5,0,1.9975,2,16.7,4,3200,4.67,0.9632,3336.7,14,1.0,120,2,11,1185,0.001919,0.0286,37.234,9,8.2,0.0176,0.0059,1,0,0,0,0.065104,0.015625,53,0.76,0.3489,0.3195,48,37,35,798,1292,537
11,5000,3219,2,4,1,1.9969,2,16.7,3,3206,4.58,0.9704,3317.1,13,1.0,110,2,12,1127,0.002044,0.0396,35.1351,10,9.1,0.0211,0.0064,0,0,0,0,0.076517,0.015625,51,0.7958,0.3988,0.3302,41,34,35,827,1263,511
12,5000,3203,0,0,1,1.9947,2,16.7,0,3198,4.57,0.9707,3299.6,5,1.0,100,0,10,1045,0.002074,0.0279,14.4509,11,10.0,0.0188,0.0057,0,0,0,0,0.05571,0.015625,49,0.7195,0.4517,0.3409,39,29,32,830,1249,540
13,5000,3123,1,5,3,1.9618,1,16.8,4,3110,4.54,0.9538,3274.3,13,1.0,91,5,14,1024,0.002201,0.0448,37.1517,12,10.7,0.0252,0.0082,1,0,0,0,0.089552,0.015625,47,0.8255,0.5413,0.3499,35,25,31,809,1219,515
14,5000,3150,2,5,3,1.944,1,16.7,3,3138,4.52,0.9669,3257.8,12,1.0,85,2,8,963,0.002317,0.0461,40.2685,13,11.4,0.0263,0.0086,1,0,0,0,0.065789,0.015625,48,0.7625,0.5939,0.355,34,22,29,829,1236,496
15,5000,3166,2,4,1,1.9331,2,16.7,7,3154,4.54,0.9753,3246.3,12,1.0,79,2,8,925,0.002411,0.0451,42.4028,14,12.0,0.0253,0.0082,0,0,0,0,0.059028,0.015625,44,0.7353,0.6356,0.3587,33,18,28,821,1227,529
16,5000,3199,1,3,3,1.8979,2,16.8,7,3187,4.58,0.9871,3240.7,12,1.0,78,4,5,907,0.002293,0.0369,45.6274,15,12.2,0.0207,0.008,0,0,0,0,0.066421,0.015625,44,0.7648,0.6773,0.362,33,18,27,868,1232,551
17,5000,3202,2,5,3,1.9054,2,16.8,15,3182,4.51,0.9894,3236.4,20,1.0,74,3,7,906,0.002496,0.0453,73.93,16,12.9,0.0206,0.0094,1,0,0,0,0.064151,0.015625,45,0.7564,0.7264,0.3632,29,17,28,829,1242,534
18,5000,3328,0,0,3,1.9193,2,16.7,3372,0,4.85,1.0406,3252.0,12,1.0,71,0,3,891,0.002417,0.0414,39.4737,17,14.1,0.0223,0.0096,0,0,0,0,0.076433,0.015625,44,0.7956,0.7774,0.3681,29,15,27,836,1341,503
19,5000,3072,0,0,3,1.8743,1,16.7,7,3066,4.43,0.9502,3234.1,6,1.0,67,5,9,848,0.002406,0.0485,22.9008,18,14.4,0.0258,0.008,0,0,0,0,0.070896,0.015625,44,0.7796,0.8296,0.3704,30,11,26,771,1227,503
20,5000,3221,2,5,3,1.8667,1,16.7,7,3210,4.63,0.9963,3232.8,11,1.0,67,6,6,864,0.002457,0.0616,37.8788,19,14.2,0.0251,0.0102,1,0,0,0,0.083333,0.015625,44,0.8125,0.8746,0.375,30,10,27,827,1306,532
21,5000,3163,0,0,3,1.848,1,16.8,3,3160,4.5,0.9804,3226.2,3,1.0,64,3,6,830,0.002332,0.0451,12.931,20,15.1,0.0239,0.0089,0,0,0,0,0.090164,0.015625,43,0.8267,0.923,0.3789,27,11,26,766,1291,555
22,5000,3217,0,0,3,1.8628,1,16.8,2,3210,4.64,0.9974,3225.3,7,1.0,65,7,6,843,0.002322,0.0497,20.6186,21,15.7,0.0259,0.0091,0,0,0,0,0.096026,0.015625,43,0.8373,1.019,0.3817,26,13,26,819,1264,579
23,5000,3113,0,0,3,1.93,1,16.8,0,3108,4.52,0.9684,3214.6,5,1.0,63,0,2,823,0.002274,0.046,19.6078,22,17.2,0.0255,0.0099,0,0,0,0,0.072797,0.015625,42,0.7854,1.065,0.3844,26,12,25,785,1229,517
24,5000,3142,1,3,3,1.9555,1,16.8,0,3138,4.49,0.9795,3207.7,4,1.0,63,5,5,829,0.00217,0.0347,15.748,23,17.7,0.0251,0.0087,0,0,0,0,0.081081,0.015625,41,0.8073,1.1298,0.3883,27,10,26,811,1227,524
25,5000,3163,0,0,1,1.9772,1,16.8,0,3163,4.62,0.9874,3203.4,0,1.0,61,0,2,812,0.002154,0.0346,0.0,24,18.6,0.0195,0.0087,0,0,0,0,0.069264,0.015625,39,0.7744,1.1861,0.3923,25,10,26,798,1265,504
26,5000,3151,1,5,3,1.9336,1,16.9,0,3146,4.62,0.9852,3198.4,5,1.0,55,1,7,784,0.002126,0.05,19.685,25,19.3,0.0257,0.0093,1,0,0,0,0.073077,0.015625,38,0.7862,1.2515,0.3972,24,5,26,811,1244,500
27,5000,3208,3,5,3,1.995,1,16.9,3184,0,4.61,1.0033,3199.5,26,1.0,54,10,11,844,0.002549,0.0596,56.4088,26,19.7,0.0296,0.0121,3,0,0,0,0.069536,0.015625,38,0.7753,1.3078,0.3978,24,4,26,833,1276,503
28,4999,3226,0,0,3,1.9927,2,16.8,3234,0,4.63,1.0126,3203.8,10,1.0,53,0,1,779,0.002847,0.0669,40.4858,27,20.6,0.03,0.0126,0,0,0,0,0.074803,0.015625,36,0.7911,1.3708,0.3994,23,4,26,771,1350,507
