window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
19,5000,3215,1,5,3,1.9665,1,16.8,0,3205,4.61,0.9941,3234.2,10,1.0,55,1,9,705,0.003012,0.0485,46.9484,18,12.9,0.0301,0.01,1,1,0,0,0.0837,0.015625,41,0.8133,0.8345,0.4045,23,11,21,835,1277,523
20,5000,3205,0,0,3,1.9366,1,16.9,0,3205,4.64,0.9918,3231.5,0,1.0,48,0,7,661,0.003149,0.0443,0.0,19,14.3,0.0345,0.0107,0,1,0,0,0.083744,0.015625,39,0.8134,0.9182,0.4092,21,7,20,839,1249,529
21,5000,3174,1,3,3,1.9437,1,16.6,0,3169,4.52,0.9839,3226.0,5,1.0,46,4,6,594,0.003142,0.0604,28.5714,20,14.8,0.0374,0.0123,0,0,0,0,0.076923,0.015625,33,0.7969,0.9787,0.4166,21,6,19,805,1242,537
22,5000,3242,1,5,3,1.9125,1,16.4,3249,0,4.61,1.0093,3229.1,10,1.0,45,1,2,599,0.003249,0.0529,55.2486,21,15.6,0.0397,0.0113,1,0,0,0,0.074074,0.015625,31,0.7891,1.0369,0.4239,21,6,18,784,1322,513
23,5000,3282,0,0,3,1.9591,2,16.5,3315,0,4.7,1.0262,3238.1,8,1.0,44,4,5,626,0.003242,0.0542,26.0417,22,16.7,0.0378,0.0114,0,0,0,0,0.083744,0.015625,32,0.8134,1.096,0.4303,22,6,16,804,1341,562
24,5000,3094,0,0,3,1.8961,1,16.4,0,3089,4.53,0.9596,3224.3,5,1.0,44,5,5,586,0.003129,0.0604,28.5714,23,16.5,0.0357,0.0127,0,0,0,0,0.076923,0.015625,34,0.7969,1.1729,0.4337,20,7,17,775,1207,520
25,5000,3204,1,3,3,1.8058,1,16.7,3,3191,4.6,0.9943,3222.4,13,1.0,44,6,6,599,0.003242,0.0596,62.5,24,16.9,0.0375,0.0113,0,0,0,0,0.068807,0.015625,37,0.7729,1.2188,0.434,20,6,18,819,1240,516
26,5000,3231,0,0,3,1.8237,1,16.9,3225,0,4.73,1.0052,3224.2,16,1.0,45,5,4,607,0.002994,0.0439,75.7576,25,16.8,0.0325,0.0119,0,0,0,0,0.073171,0.015625,38,0.7865,1.292,0.4334,20,6,19,852,1289,524
27,5000,3146,0,0,3,1.8497,1,16.6,3,3143,4.42,0.978,3216.7,3,1.0,43,0,2,573,0.003369,0.0529,16.3043,26,17.5,0.0335,0.0108,0,0,0,0,0.063492,0.015625,35,0.7539,1.3396,0.434,19,5,19,776,1276,508
28,4999,3139,1,3,3,1.7968,1,16.5,5,3134,4.58,0.9781,3209.3,5,1.0,42,3,4,602,0.002911,0.051,20.7254,27,18.7,0.0264,0.0115,0,0,0,0,0.066327,0.015625,35,0.7644,1.3855,0.4356,21,5,16,779,1258,522
29,4999,3162,0,0,3,1.9103,1,16.5,3,3159,4.51,0.9866,3204.8,3,1.0,40,0,2,579,0.002754,0.0747,17.6471,28,20.5,0.0335,0.0125,0,0,0,0,0.086207,0.015625,33,0.8187,1.4372,0.4373,21,5,14,792,1262,550
30,4996,3229,1,5,3,1.9899,1,16.4,3230,0,4.63,1.0091,3207.9,7,1.0,39,1,2,570,0.003035,0.0503,40.0,29,21.8,0.0311,0.0136,1,0,0,0,0.122905,0.015625,31,0.8729,1.5601,0.4409,20,4,15,826,1302,519
31,4995,3212,1,4,1,1.9952,1,16.5,3210,0,4.55,1.002,3208.6,5,1.0,40,1,0,579,0.003166,0.0656,27.7778,30,22.3,0.0351,0.0134,0,0,0,0,0.092896,0.015625,30,0.8318,1.653,0.4449,21,4,15,811,1288,520
32,4992,3141,3,5,1,1.9494,2,16.4,2,3129,4.57,0.9809,3202.1,12,1.0,42,8,6,649,0.003459,0.0686,51.2821,31,21.1,0.0403,0.0143,2,0,0,0,0.107843,0.015625,35,0.8551,1.7609,0.4451,22,4,16,779,1235,533
33,4990,3137,4,5,1,1.9699,2,16.4,5,3114,4.51,0.9816,3195.9,23,1.0,41,4,5,688,0.003393,0.06,95.8333,32,20.9,0.0364,0.013,3,1,0,0,0.076,0.015625,34,0.7944,1.8129,0.4453,21,4,16,835,1257,497
34,4989,3141,2,5,1,1.9948,2,16.4,3,3118,4.53,0.9844,3190.7,23,1.0,43,2,0,690,0.003943,0.0661,92.7419,33,20.9,0.0337,0.0128,1,0,0,0,0.07393,0.015625,32,0.7887,1.8868,0.4436,21,5,17,787,1251,516
35,4985,3152,1,4,3,1.9907,2,16.3,3,3145,4.57,0.989,3187.0,7,1.0,42,2,3,692,0.003405,0.0744,33.9806,34,20.7,0.0322,0.0129,0,0,0,0,0.134884,0.015625,33,0.8842,2.0217,0.4458,20,5,17,820,1212,519
36,4984,3211,3,7,3,1.9777,2,16.3,3213,0,4.69,1.0122,3191.1,17,1.0,43,4,3,743,0.003296,0.0556,70.7965,35,20.4,0.0274,0.0124,0,0,0,0,0.08547,0.015625,34,0.8172,2.0986,0.4473,21,4,18,800,1268,507
37,4979,3180,1,4,3,1.9932,2,16.3,10,3165,4.61,0.9969,3190.0,15,1.0,43,1,1,745,0.003198,0.0625,68.4932,36,21.3,0.0283,0.0131,0,0,0,0,0.080357,0.015625,34,0.8056,2.179,0.4491,21,4,18,771,1274,531
38,4975,3145,2,5,3,1.9542,2,18.3,12,3119,4.54,0.9872,3185.8,26,1.0,44,7,6,777,0.004024,0.0661,119.2661,37,19.7,0.0277,0.0152,2,0,0,0,0.079295,0.015625,35,0.803,2.223,0.4466,21,4,19,767,1258,521
39,4973,3148,1,5,3,1.9692,2,16.5,5,3133,4.55,0.9893,3182.2,15,1.0,43,1,2,768,0.003417,0.073,65.7895,38,20.3,0.0306,0.0135,1,0,0,0,0.072961,0.015625,33,0.7858,2.2831,0.4461,20,4,19,810,1243,488
40,4970,3169,2,5,3,1.9716,2,16.7,0,3155,4.64,0.9963,3180.9,14,1.0,42,4,5,781,0.002962,0.0558,50.0,39,20.5,0.03,0.0112,1,0,0,0,0.092937,0.015625,34,0.8319,2.376,0.4464,18,4,20,788,1270,488
41,4966,3149,1,5,3,1.9665,2,16.9,1,3140,4.63,0.9909,3177.9,9,1.0,41,2,3,777,0.002992,0.0498,40.6091,40,21.0,0.0284,0.0119,1,0,0,0,0.109453,0.015625,33,0.8572,2.4855,0.447,17,3,21,804,1269,507
42,4965,3181,0,0,3,1.9724,2,16.5,3178,0,4.64,1.0009,3178.2,3,1.0,41,3,3,755,0.00292,0.0705,12.931,41,21.2,0.03,0.0132,0,0,0,0,0.091286,0.015625,32,0.8288,2.5768,0.4483,16,2,23,817,1278,492
43,4961,3110,2,3,1,1.9473,1,16.5,3,3103,4.47,0.9806,3171.7,7,1.0,41,4,4,769,0.002858,0.0664,27.7778,42,21.1,0.0297,0.0111,0,0,0,0,0.079646,0.015625,33,0.8038,2.652,0.4489,17,2,22,830,1217,488
44,4956,3105,4,5,3,1.9845,1,16.5,13,3077,4.52,0.9809,3165.3,28,1.0,49,13,5,858,0.002929,0.0567,91.5493,43,18.5,0.0258,0.0113,2,0,0,0,0.08,0.015625,38,0.8047,2.7087,0.4454,20,3,26,828,1173,510
45,4954,3195,3,4,3,1.9377,2,16.4,3185,0,4.6,1.013,3169.7,26,1.0,50,3,2,880,0.003047,0.0532,105.2632,44,19.0,0.0216,0.0097,0,0,0,0,0.064639,0.015625,39,0.7583,2.7543,0.441,21,2,27,783,1278,540
46,4946,3206,1,3,3,1.9514,2,16.3,3212,0,4.55,1.0158,3174.9,13,1.0,50,1,1,870,0.002775,0.0586,50.1931,45,19.1,0.0237,0.0097,0,0,0,0,0.069597,0.015625,38,0.7755,2.8166,0.4385,20,3,27,817,1233,569
47,4938,3176,0,0,3,1.8887,2,18.5,3167,0,4.58,1.0006,3175.1,10,1.0,46,0,4,862,0.002413,0.05,40.3226,46,20.8,0.0229,0.009,0,0,0,0,0.073077,0.015625,38,0.7862,2.8896,0.4372,19,1,26,806,1295,519
48,4932,3054,0,0,3,1.906,1,21.0,12,3042,4.52,0.9654,3163.6,12,1.0,45,2,3,837,0.002386,0.0451,46.8085,47,21.2,0.0267,0.0103,0,0,0,0,0.086066,0.015625,38,0.8185,2.9757,0.4381,18,2,25,791,1201,473
49,4929,3150,1,4,1,1.9387,1,16.2,6,3139,4.63,0.9961,3162.3,11,1.0,47,3,1,844,0.002282,0.0374,38.7324,48,21.0,0.0251,0.0079,0,1,0,0,0.068027,0.015625,38,0.7703,3.0437,0.4378,18,4,25,819,1251,459
50,4925,3205,0,0,3,1.9562,1,16.2,3234,0,4.64,1.0236,3170.2,11,1.0,45,0,2,815,0.002357,0.0493,40.5904,49,22.8,0.026,0.0105,0,0,0,0,0.070423,0.015625,35,0.7781,3.1142,0.4371,18,4,23,842,1280,481
51,4921,3161,3,5,3,1.9918,1,16.3,6,3145,4.57,0.9974,3169.3,16,1.0,46,3,2,866,0.002368,0.0426,54.7945,50,23.0,0.0257,0.009,1,0,0,0,0.07541,0.015625,35,0.7928,3.1896,0.4368,18,3,25,831,1238,500
52,4912,3140,3,5,3,1.99,1,16.2,9,3126,4.57,0.9916,3166.5,14,1.0,49,5,2,905,0.002364,0.043,47.7816,51,22.4,0.0262,0.0094,1,0,0,0,0.092715,0.015625,36,0.8315,3.2823,0.4377,19,2,28,782,1243,553
53,4909,3099,2,5,1,1.9792,2,16.1,6,3083,4.59,0.9807,3160.1,16,1.0,49,3,3,937,0.002377,0.0385,50.0,52,23.0,0.0252,0.0088,2,0,0,0,0.073718,0.015625,37,0.788,3.3336,0.4373,18,2,29,813,1238,504
54,4907,3161,1,5,1,1.983,2,16.3,3153,0,4.56,1.0003,3160.2,8,1.0,47,1,3,922,0.002477,0.0495,29.1971,53,23.8,0.0234,0.0099,1,0,0,0,0.081272,0.015625,36,0.8077,3.3972,0.4364,17,1,29,791,1263,526
55,4904,3118,1,4,1,1.9555,2,16.2,3,3115,4.65,0.9879,3156.2,3,1.0,46,1,2,926,0.002287,0.043,11.1111,54,25.2,0.0238,0.0088,0,0,0,0,0.060932,0.015625,36,0.7436,3.4581,0.4349,18,1,27,789,1261,519
56,4903,3084,3,5,3,1.9299,2,16.1,5,3069,4.6,0.9793,3149.3,15,1.0,51,9,4,960,0.00202,0.0489,41.9355,55,23.6,0.0212,0.0087,1,0,0,0,0.082569,0.015625,36,0.8108,3.5407,0.4348,21,2,28,791,1211,527
57,4903,3152,1,5,3,1.9505,2,16.4,3142,0,4.65,1.0011,3149.6,11,1.0,50,2,3,969,0.002113,0.0466,30.8642,56,25.0,0.0231,0.0096,1,1,0,0,0.081633,0.015625,36,0.8086,3.6106,0.4349,20,2,28,833,1251,499
58,4902,3170,1,5,3,1.9366,2,16.3,3176,0,4.65,1.0101,3153.0,9,1.0,51,5,4,978,0.001964,0.0432,29.0323,57,25.2,0.023,0.0091,1,0,0,0,0.101852,0.015625,34,0.8466,3.6785,0.4356,20,2,29,841,1263,490
59,4902,3147,1,5,1,1.9819,2,18.3,1,3142,4.62,0.9983,3152.4,5,1.0,49,2,4,968,0.002011,0.0421,13.245,58,25.8,0.0236,0.0091,1,0,0,0,0.074434,0.015625,33,0.7901,3.7141,0.4358,18,2,29,778,1238,528
60,4902,3187,2,5,3,1.9984,2,17.6,3187,0,4.62,1.0133,3156.9,12,1.0,51,7,5,1000,0.001969,0.041,36.6667,59,25.6,0.0215,0.0082,1,0,0,0,0.082019,0.015625,34,0.8095,3.7962,0.4365,18,2,31,805,1266,510
61,4900,3113,2,5,3,1.9717,2,16.2,5,3103,4.64,0.9874,3152.7,10,1.0,54,5,2,1013,0.00202,0.038,33.0033,60,25.0,0.0205,0.0079,1,0,0,0,0.10443,0.015625,35,0.8504,3.8753,0.4373,18,3,33,796,1252,498
62,4900,3171,1,3,3,1.9904,2,19.7,3184,0,4.65,1.0104,3156.1,5,1.0,51,1,4,1026,0.001849,0.038,15.528,61,27.1,0.0213,0.0082,0,0,0,0,0.108187,0.015625,36,0.8556,3.9367,0.438,16,2,33,811,1292,487
63,4899,3099,1,5,3,1.9347,2,16.1,4,3087,4.62,0.9836,3150.7,12,1.0,53,4,2,1003,0.001791,0.0473,42.1053,62,26.9,0.0211,0.0081,1,0,0,0,0.077703,0.015625,36,0.7989,4.0042,0.438,17,3,33,781,1249,516
64,4896,3193,1,3,3,1.9258,2,16.3,3206,0,4.67,1.0184,3156.8,9,1.0,51,3,5,1021,0.00189,0.0433,25.974,63,28.5,0.0229,0.0102,0,1,0,0,0.095975,0.015625,37,0.8372,4.0321,0.4376,16,1,34,810,1253,527
65,4894,3093,0,0,1,1.8736,2,16.5,7,3086,4.58,0.9817,3150.8,7,1.0,51,0,0,979,0.001728,0.0406,22.5806,64,29.5,0.0221,0.0082,0,0,0,0,0.0625,0.015625,35,0.75,4.0884,0.4372,16,1,34,745,1198,545
66,4892,3065,0,0,0,1.9022,1,15.9,3,3062,4.57,0.9753,3142.6,3,1.0,50,0,1,966,0.001885,0.0357,10.8303,65,29.8,0.0224,0.0083,0,0,0,0,0.071429,0.015625,35,0.7812,4.1384,0.437,16,1,33,750,1246,480
67,4886,3099,2,4,1,1.9299,1,16.0,11,3088,4.5,0.9874,3138.4,11,1.0,50,2,2,993,0.001766,0.0441,38.1944,66,30.5,0.0231,0.0091,0,0,0,0,0.084746,0.015625,36,0.8156,4.1926,0.437,17,0,33,806,1213,526
68,4882,3193,1,4,3,1.8829,1,22.5,3219,0,4.75,1.0278,3147.6,16,1.0,52,6,4,1000,0.00171,0.0359,53.8721,67,29.6,0.0214,0.0084,0,1,0,0,0.081699,0.015625,36,0.8087,4.2547,0.4375,21,0,31,826,1227,539
69,4882,2958,0,0,3,1.9046,2,16.5,8,2950,4.53,0.9452,3129.6,8,1.0,52,4,4,989,0.001626,0.0424,29.304,68,30.5,0.0211,0.0096,0,0,0,0,0.106007,0.015625,34,0.8526,4.3395,0.4386,20,0,32,725,1190,471
70,4878,3095,2,5,3,1.9017,1,16.4,13,3078,4.56,0.99,3126.3,17,1.0,55,6,3,1016,0.001841,0.0464,50.9554,69,28.7,0.0193,0.008,1,0,0,0,0.083591,0.015625,33,0.8131,4.389,0.4388,21,1,33,807,1188,496
71,4876,3040,1,5,3,1.8495,1,16.3,3,3028,4.43,0.975,3118.1,12,1.0,58,6,3,1030,0.001628,0.0338,38.7097,70,28.1,0.019,0.0077,1,0,0,0,0.070769,0.015625,36,0.7792,4.4444,0.4383,23,1,34,777,1171,537
72,4875,3077,0,0,3,1.7961,2,16.4,1,3071,4.53,0.9881,3114.2,6,1.0,54,1,5,1016,0.001732,0.0429,15.015,71,29.8,0.021,0.0084,0,0,0,0,0.068571,0.015625,37,0.7721,4.493,0.4378,20,1,33,804,1191,510
73,4872,3084,0,0,3,1.7892,1,16.3,1,3073,4.64,0.9912,3111.3,11,1.0,54,6,6,1021,0.00144,0.0394,31.746,72,30.4,0.0209,0.0083,0,0,0,0,0.106061,0.015625,37,0.8527,4.5748,0.4385,19,2,33,770,1199,496
74,4870,3134,0,0,3,1.8972,1,16.4,3151,0,4.6,1.013,3115.5,5,1.0,53,0,1,987,0.001358,0.0357,17.0068,73,31.9,0.0204,0.0068,0,0,0,0,0.077922,0.015625,35,0.7995,4.6267,0.4388,19,1,33,823,1192,517
75,4868,3072,1,5,3,1.9646,1,16.3,5,3063,4.56,0.9873,3111.4,9,1.0,52,1,2,1001,0.001512,0.0431,29.2208,74,33.4,0.0208,0.0081,1,0,0,0,0.076923,0.015625,34,0.7969,4.6852,0.4388,19,1,32,782,1257,447
76,4864,3120,0,0,3,1.9727,1,16.4,3127,0,4.6,1.0045,3112.9,0,1.0,49,0,3,967,0.001407,0.0419,0.0,75,34.8,0.0217,0.0069,0,0,0,0,0.083871,0.015625,33,0.8137,4.7336,0.4393,19,0,30,799,1249,493
77,4860,3126,2,5,1,1.9824,1,16.3,3128,0,4.6,1.007,3115.2,9,1.0,51,2,0,999,0.001565,0.05,28.754,76,34.4,0.0226,0.01,1,0,0,0,0.075,0.015625,32,0.7917,4.7992,0.44,20,0,31,828,1222,502
78,4859,3112,2,3,3,1.9704,1,16.3,4,3105,4.58,0.9991,3114.9,7,1.0,51,3,3,1020,0.001575,0.0399,11.8392,77,35.3,0.021,0.0084,0,0,0,0,0.064417,0.015625,34,0.7574,4.8636,0.4402,21,0,30,798,1200,514
79,4857,3118,2,3,3,1.9798,2,15.9,3108,0,4.5,1.0018,3115.5,13,1.0,57,9,3,1045,0.001551,0.0418,40.2477,78,32.5,0.0192,0.0084,0,0,0,0,0.080597,0.015625,34,0.8061,4.9353,0.4401,22,3,32,780,1209,537
80,4855,3151,2,5,3,1.988,2,16.0,3151,0,4.6,1.0164,3120.8,21,1.0,56,2,3,1076,0.001508,0.0452,46.958,79,34.1,0.02,0.0071,1,0,0,0,0.079787,0.015625,34,0.8042,4.9778,0.44,21,3,32,795,1254,526
81,4855,3051,1,5,1,1.9704,2,15.8,9,3037,4.63,0.9797,3114.2,14,1.0,56,1,1,1068,0.001447,0.0387,42.6829,80,35.0,0.0195,0.0084,1,0,0,0,0.071429,0.015625,33,0.7812,5.0225,0.4404,21,3,32,782,1243,503
82,4851,3069,0,0,3,1.9634,2,15.9,1,3068,4.56,0.9869,3109.9,1,1.0,52,1,5,1048,0.001398,0.0414,0.0,81,38.4,0.0209,0.0083,0,0,0,0,0.079618,0.015625,34,0.8037,5.083,0.4408,19,1,32,804,1197,504
83,4850,3098,0,0,3,1.9893,1,15.8,0,3098,4.56,0.9965,3108.8,0,1.0,52,0,0,1024,0.001278,0.0378,0.0,82,39.4,0.0223,0.0087,0,0,0,0,0.079038,0.015625,32,0.8023,5.1517,0.4421,19,1,32,832,1223,474
84,4849,3091,0,0,3,1.9819,1,15.9,3,3088,4.64,0.9948,3107.1,3,1.0,50,3,5,1026,0.001254,0.0438,0.0,83,41.1,0.0218,0.0087,0,0,0,0,0.080808,0.015625,31,0.8066,5.1888,0.4426,19,0,31,772,1262,493
85,4848,3075,0,0,3,1.9839,1,16.3,0,3075,4.53,0.9907,3104.0,0,1.0,49,0,1,986,0.001193,0.0395,0.0,84,42.3,0.0211,0.0071,0,0,0,0,0.06383,0.015625,31,0.7552,5.2343,0.4434,19,0,30,772,1237,513
86,4846,3022,0,0,3,1.9727,1,16.3,0,3017,4.54,0.976,3096.2,5,1.0,52,5,2,1002,0.001188,0.0406,16.0772,85,40.8,0.0199,0.0078,0,0,0,0,0.08125,0.015625,33,0.8077,5.3156,0.4443,20,1,31,746,1223,454
87,4844,3145,0,0,3,1.9689,1,15.9,3164,0,4.67,1.0212,3103.1,5,1.0,51,0,1,988,0.001182,0.0354,16.5017,86,42.1,0.0209,0.0073,0,0,0,0,0.073955,0.015625,33,0.7887,5.3767,0.4448,20,1,30,758,1298,514
88,4842,3027,1,5,3,1.9948,1,17.8,2,3015,4.52,0.9778,3095.9,12,1.0,51,3,3,999,0.001168,0.0424,35.2564,87,42.9,0.0208,0.0081,1,1,0,0,0.069697,0.015625,35,0.7758,5.4282,0.4451,19,1,31,736,1255,474
89,4841,3079,0,0,3,1.9918,1,16.4,2,3077,4.59,0.9951,3094.3,2,1.0,50,2,3,1001,0.001221,0.0393,0.0,88,44.7,0.0205,0.0075,0,0,0,0,0.063444,0.015625,35,0.7537,5.4645,0.445,19,0,31,781,1263,472
90,4839,3051,0,0,3,1.9778,1,16.4,0,3051,4.53,0.9873,3090.2,0,1.0,48,0,2,971,0.001083,0.0346,0.0,89,46.4,0.0226,0.0075,0,0,0,0,0.065744,0.015625,33,0.7623,5.5267,0.4459,18,0,30,798,1196,458
91,4839,3078,2,4,3,1.9613,1,16.0,11,3067,4.53,0.9964,3089.0,11,1.0,51,6,3,1008,0.001251,0.0413,36.0656,90,44.4,0.0194,0.0078,0,0,0,0,0.066667,0.015625,33,0.7656,5.5775,0.446,19,1,31,813,1172,488
92,4838,3039,0,0,3,1.9125,1,16.3,6,3033,4.54,0.9853,3084.2,6,1.0,50,2,3,1006,0.001248,0.0334,13.6986,91,46.3,0.0209,0.0075,0,0,0,0,0.076923,0.015625,32,0.7969,5.631,0.4464,19,1,30,784,1189,498
93,4837,3071,2,5,3,1.9803,1,16.3,4,3057,4.53,0.9961,3083.0,14,1.0,53,5,2,1033,0.001168,0.0443,40.0,92,44.6,0.0189,0.0086,1,0,0,0,0.085873,0.015625,34,0.818,5.6809,0.4468,20,3,30,797,1198,494
94,4836,3108,0,0,3,1.9957,1,16.3,3116,0,4.59,1.0132,3087.3,12,1.0,52,2,3,1047,0.001236,0.0516,33.7838,93,46.3,0.0201,0.0087,0,0,0,0,0.093548,0.015625,35,0.833,5.7228,0.447,19,3,30,798,1232,485
95,4836,2960,0,0,3,1.969,1,16.1,3,2947,4.51,0.9626,3075.1,13,1.0,54,3,1,1046,0.001364,0.0456,46.7626,94,45.6,0.0214,0.0095,0,0,0,0,0.080702,0.015625,36,0.8064,5.7649,0.4466,19,4,31,734,1180,483
96,4833,3038,0,0,3,1.9855,1,15.9,0,3033,4.45,0.9891,3071.6,5,1.0,51,0,3,1033,0.001131,0.0381,16.3934,95,49.2,0.0212,0.0086,0,0,0,0,0.063492,0.015625,34,0.7539,5.8253,0.4464,19,1,31,747,1205,504
97,4833,3085,0,0,3,1.9814,1,15.8,3089,0,4.52,1.0054,3073.4,1,1.0,50,1,2,1023,0.001144,0.0442,0.0,96,51.1,0.0207,0.008,0,0,0,0,0.078864,0.015625,33,0.8019,5.9041,0.4467,19,1,30,761,1246,508
98,4832,2915,2,4,3,1.7922,1,15.9,10,2902,4.48,0.9532,3058.3,13,1.0,55,9,4,1069,0.001096,0.045,40.1338,97,47.3,0.019,0.0075,0,0,0,0,0.061093,0.015625,38,0.7442,5.9588,0.4465,19,1,35,736,1166,475
