window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,6098,19,5,0,1.9993,0,19.0,0,0,6.75,1.0,6098.0,624,1.0,373,587,214,2090,0.000943,0.0076,407.3107,0,0.0,0.0076,0.0011,1,0,0,0,0.036981,0.015625,64,0.5775,0.037,0.2578,93,195,85,2144,1404,1461
2,5000,4079,5,5,0,1.9993,0,17.8,460,3591,5.51,0.8602,4765.3,488,1.0,360,34,47,2205,0.001024,0.0067,386.6348,1,0.9,0.0061,0.0012,1,0,0,0,0.035954,0.015625,64,0.5654,0.0705,0.2586,95,179,86,1296,1303,755
3,5000,3554,2,4,0,1.9993,0,17.5,285,3286,5.06,0.8592,4177.2,268,1.0,308,13,65,2143,0.001061,0.0085,257.0048,2,1.9,0.005,0.0015,0,0,0,0,0.03698,0.015625,64,0.5775,0.1075,0.2597,92,137,79,988,1284,618
4,5000,3312,4,5,0,1.9993,0,17.4,75,3245,4.75,0.8676,3838.3,67,1.0,214,9,103,1992,0.001194,0.0128,91.0345,3,2.8,0.0099,0.0022,2,0,0,0,0.037209,0.015625,61,0.5801,0.1389,0.2653,78,76,60,895,1269,542
5,5000,3252,2,5,0,1.9994,0,17.3,9,3235,4.67,0.8931,3643.5,17,1.0,186,2,30,1592,0.001596,0.0232,29.7723,4,3.8,0.0152,0.0039,1,0,0,0,0.05298,0.015625,59,0.7051,0.162,0.2795,74,62,50,873,1299,494
6,5000,3242,2,4,0,1.9991,2,22.0,4,3229,4.62,0.9187,3528.8,13,1.0,173,1,14,1528,0.001611,0.0234,24.5747,5,4.7,0.0177,0.0037,0,0,0,0,0.043243,0.015625,59,0.6387,0.1984,0.2918,69,57,47,804,1282,556
7,5000,3173,1,5,1,1.9976,2,16.6,2,3161,4.61,0.9224,3439.9,12,1.0,159,3,17,1455,0.001603,0.0283,25.5319,6,5.6,0.0195,0.0044,1,0,0,0,0.064646,0.015625,58,0.7583,0.2531,0.2994,64,51,44,775,1261,517
8,5000,3119,1,5,0,1.9954,2,16.6,0,3109,4.49,0.9259,3368.6,10,1.0,138,1,22,1332,0.001749,0.0312,23.2558,7,6.6,0.0182,0.0047,1,0,0,0,0.069196,0.015625,56,0.7742,0.3223,0.3098,55,43,40,778,1255,511
9,5000,3326,0,0,1,1.9893,2,16.5,2,3324,4.71,0.9899,3360.0,2,1.0,129,2,11,1261,0.001828,0.0335,4.6083,8,7.5,0.0236,0.0056,0,0,0,0,0.066964,0.015625,56,0.7667,0.3892,0.3202,52,38,39,860,1306,522
10,5000,3181,0,0,0,1.985,1,16.6,0,3181,4.53,0.956,3327.5,0,1.0,112,0,17,1160,0.001816,0.0275,0.0,9,8.5,0.0177,0.0053,0,0,0,0,0.052342,0.015625,52,0.7015,0.4416,0.3286,43,35,34,813,1237,488
