window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
29,4998,3165,0,0,3,1.9025,1,16.6,3,3153,4.55,0.9907,3194.9,12,1.0,62,0,2,805,0.002489,0.0504,44.6097,28,20.0,0.0252,0.0105,0,0,0,0,0.068345,0.015625,42,0.7714,1.1645,0.3705,22,9,31,812,1245,505
30,4998,3176,0,0,3,1.8681,1,16.7,2,3174,4.55,0.9947,3193.1,2,1.0,55,0,7,768,0.002312,0.0398,8.1967,29,20.8,0.0222,0.0084,0,0,0,0,0.063745,0.015625,39,0.7549,1.2084,0.3727,22,7,26,823,1240,507
31,4997,3046,0,0,3,1.8541,1,17.1,4,3042,4.44,0.9581,3179.1,4,1.0,56,4,3,769,0.002452,0.0405,18.4332,30,21.3,0.027,0.0091,0,0,0,0,0.076577,0.015625,38,0.796,1.2669,0.3765,23,7,26,788,1207,508
32,4995,3213,1,5,3,1.8459,1,21.7,3223,0,4.69,1.0139,3183.7,5,1.0,55,1,2,783,0.002522,0.0534,25.2525,31,22.0,0.0284,0.0111,1,0,0,0,0.087379,0.015625,39,0.8212,1.2961,0.3777,22,7,26,816,1266,529
33,4992,3140,2,5,3,1.9225,1,17.2,5,3127,4.52,0.9876,3179.6,13,1.0,58,8,5,848,0.002363,0.0429,42.9794,32,21.8,0.0258,0.0092,1,0,0,0,0.060086,0.015625,41,0.74,1.3175,0.3774,23,8,27,806,1233,509
34,4992,3128,3,5,1,1.9536,2,16.7,11,3107,4.6,0.9853,3174.6,21,1.0,57,5,6,859,0.002661,0.0535,80.1688,33,21.4,0.0296,0.0117,2,0,0,0,0.082305,0.015625,43,0.8102,1.3587,0.3763,19,9,29,768,1263,521
35,4991,3127,0,0,1,1.9603,2,16.7,5,3118,4.6,0.9864,3170.1,9,1.0,50,0,7,795,0.002705,0.0494,35.7143,34,23.1,0.0274,0.0112,0,1,0,0,0.079848,0.015625,37,0.8043,1.4081,0.3774,16,8,26,780,1270,495
36,4991,3100,2,5,3,1.9638,1,16.7,10,3085,4.53,0.9799,3163.4,15,1.0,52,4,2,777,0.002488,0.0463,59.2885,35,21.8,0.029,0.0109,1,0,0,0,0.061776,0.015625,39,0.7471,1.4583,0.3772,18,8,26,826,1243,497
37,4991,3223,0,0,1,1.9808,1,16.7,3274,0,4.64,1.0327,3174.3,4,1.0,48,4,8,759,0.002697,0.0511,17.6991,36,21.7,0.0255,0.0106,0,0,0,0,0.059574,0.015625,34,0.7377,1.5136,0.3761,13,9,26,798,1304,527
38,4986,3179,0,0,0,1.996,1,16.6,3179,0,4.57,1.003,3175.4,6,1.0,42,2,8,736,0.003035,0.0711,18.4332,37,23.6,0.0314,0.0136,0,1,0,0,0.106667,0.015625,34,0.8535,1.5669,0.3769,13,8,21,776,1276,563
39,4986,3081,2,5,1,1.972,1,17.7,7,3064,4.45,0.973,3166.4,17,1.0,45,8,5,757,0.002764,0.0504,66.3717,38,22.2,0.0281,0.0105,1,0,0,0,0.092437,0.015625,35,0.831,1.63,0.3782,15,7,23,798,1232,481
40,4985,3153,0,0,1,1.932,1,16.8,2,3146,4.6,0.9962,3165.1,7,1.0,45,2,2,751,0.00276,0.0542,25.641,39,23.1,0.0315,0.0126,0,0,0,0,0.1,0.015625,33,0.8438,1.68,0.3804,15,6,24,804,1266,495
41,4983,3164,2,5,3,1.9147,1,16.8,8,3146,4.6,0.9997,3165.0,18,1.0,50,6,1,790,0.002444,0.0504,72.5806,40,21.7,0.0264,0.0095,1,0,0,0,0.073643,0.015625,35,0.7878,1.7342,0.3822,16,7,27,782,1248,521
42,4982,3192,0,0,3,1.8664,1,16.5,3187,0,4.53,1.0089,3167.9,9,1.0,46,0,4,790,0.002462,0.0515,40.724,41,24.5,0.0263,0.0103,0,0,0,0,0.064378,0.015625,35,0.7573,1.7943,0.3843,15,7,24,777,1296,532
43,4982,3155,1,5,3,1.8089,1,16.6,4,3141,4.56,0.9963,3166.7,14,1.0,47,1,0,787,0.00284,0.062,52.8302,42,24.9,0.0284,0.013,1,0,0,0,0.072993,0.015625,35,0.7859,1.8272,0.3863,15,7,25,801,1242,540
44,4979,3111,1,3,3,1.8824,1,16.5,4,3103,4.5,0.9841,3161.4,8,1.0,48,5,4,807,0.002414,0.0502,31.8725,43,24.4,0.0251,0.0107,0,0,0,0,0.057915,0.015625,35,0.7302,1.8851,0.3886,15,6,27,803,1283,487
45,4978,3144,2,5,3,1.8678,2,16.7,9,3132,4.61,0.995,3159.7,12,1.0,48,5,5,845,0.002418,0.0489,46.6926,44,24.5,0.0244,0.0103,2,0,0,0,0.067669,0.015625,37,0.7691,1.9302,0.3906,16,6,26,798,1233,494
46,4977,3232,1,4,3,1.9424,2,16.5,3270,0,4.72,1.0332,3170.8,6,1.0,49,3,2,860,0.002672,0.0584,18.5185,45,24.8,0.0259,0.0128,0,0,0,0,0.069343,0.015625,36,0.7747,1.974,0.3916,17,6,26,806,1312,521
47,4976,3102,1,4,3,1.9489,2,16.6,7,3095,4.49,0.9803,3164.3,7,1.0,47,1,3,844,0.002196,0.0512,28.8066,46,26.7,0.0258,0.0112,0,0,0,0,0.066929,0.015625,36,0.7665,2.0173,0.3928,17,6,24,766,1244,522
48,4975,3175,0,0,3,1.9463,2,16.9,3177,0,4.62,1.0048,3165.9,4,1.0,46,0,1,803,0.002275,0.052,16.3265,47,27.7,0.0276,0.0113,0,1,0,0,0.072,0.015625,34,0.783,2.0693,0.3947,17,6,23,814,1278,512
49,4973,3138,1,5,3,1.9388,1,16.9,4,3130,4.56,0.992,3163.2,8,1.0,47,1,0,822,0.002396,0.0658,34.0426,48,28.0,0.0259,0.0119,1,0,0,0,0.074074,0.015625,34,0.7891,2.1228,0.3961,17,6,24,774,1251,541
50,4970,3215,0,0,3,1.9573,1,16.8,3261,0,4.66,1.029,3172.9,4,1.0,44,0,3,806,0.002228,0.0442,16.4609,49,28.5,0.0249,0.0105,0,0,0,0,0.072289,0.015625,33,0.7839,2.163,0.397,16,5,23,801,1299,513
51,4969,3102,2,5,1,1.9656,1,16.9,2,3091,4.55,0.9797,3166.1,11,1.0,46,5,3,857,0.001983,0.0448,34.3511,50,28.1,0.0258,0.0095,1,0,0,0,0.067164,0.015625,35,0.7674,2.1816,0.3977,17,5,24,736,1197,545
52,4966,3075,1,3,1,1.9459,1,16.8,0,3067,4.49,0.9739,3157.5,8,1.0,49,7,4,874,0.002099,0.0596,25.7353,51,27.0,0.0242,0.0092,0,0,0,0,0.094737,0.015625,36,0.8351,2.2062,0.3986,19,6,24,755,1232,510
53,4965,3129,0,0,1,1.8739,2,16.5,0,3129,4.56,0.9918,3154.8,0,1.0,44,0,5,842,0.002215,0.0515,0.0,52,30.0,0.0266,0.0124,0,0,0,0,0.072961,0.015625,35,0.7858,2.2276,0.3991,17,5,22,762,1276,531
54,4963,3175,4,4,3,1.8173,1,16.4,3173,0,4.65,1.0092,3157.8,14,1.0,48,6,2,884,0.001979,0.0456,60.0858,53,28.4,0.0225,0.0101,0,0,0,0,0.078838,0.015625,36,0.8018,2.2691,0.3997,17,6,25,808,1266,517
55,4961,3188,0,0,3,1.8619,1,16.4,3219,0,4.6,1.0203,3164.6,10,1.0,47,3,4,893,0.002028,0.0444,28.6611,54,29.8,0.0236,0.0098,0,0,0,0,0.084677,0.015625,37,0.8155,2.2974,0.3994,16,6,25,766,1276,533
56,4957,3158,2,5,1,1.8703,1,16.4,7,3147,4.56,0.9981,3164.0,11,1.0,46,2,3,846,0.002173,0.0441,41.3534,55,29.9,0.0241,0.0092,2,1,0,0,0.080882,0.015625,34,0.8068,2.3157,0.3985,18,5,23,791,1199,558
57,4953,3103,0,0,1,1.925,1,20.4,8,3095,4.5,0.9825,3158.2,8,1.0,46,1,1,854,0.002226,0.0547,26.3158,56,30.9,0.025,0.0102,0,0,0,0,0.091241,0.015625,35,0.8287,2.3498,0.398,18,5,23,741,1267,514
58,4950,3079,0,0,3,1.9531,1,24.0,7,3072,4.58,0.9773,3150.6,7,1.0,47,3,2,854,0.002109,0.0458,25.1799,57,30.0,0.0274,0.0105,0,0,0,0,0.084507,0.015625,34,0.8151,2.4343,0.3982,17,6,24,774,1233,492
59,4948,3153,0,0,3,1.9547,1,23.9,3154,0,4.62,1.001,3151.0,0,1.0,46,0,1,829,0.001959,0.041,0.0,58,31.1,0.0265,0.0107,0,1,0,0,0.081967,0.015625,33,0.8094,2.4957,0.3987,17,6,23,771,1250,518
60,4948,3142,2,5,3,1.962,1,23.9,0,3137,4.56,0.9974,3150.1,5,1.0,46,2,2,862,0.002019,0.0409,19.2308,59,32.0,0.0248,0.0099,1,0,0,0,0.092937,0.015625,35,0.8319,2.5627,0.399,17,6,23,762,1216,532
61,4946,3172,2,4,3,1.9575,1,23.9,3171,0,4.59,1.0089,3153.0,10,1.0,45,5,6,859,0.002248,0.0437,28.6346,60,31.6,0.0256,0.0109,0,2,0,0,0.095238,0.015625,37,0.8359,2.5984,0.3982,17,7,21,837,1257,498
62,4943,3090,0,0,3,1.8339,2,20.4,0,3090,4.54,0.9819,3147.0,0,1.0,44,0,1,816,0.002177,0.0647,0.0,61,31.9,0.0246,0.0125,0,0,0,0,0.068966,0.015625,34,0.7734,2.6458,0.3979,17,6,21,786,1244,494
63,4943,3180,1,4,1,1.8255,1,16.2,3198,0,4.61,1.0155,3152.2,3,1.0,43,1,2,824,0.001953,0.0617,12.5523,62,32.2,0.0255,0.0109,0,0,0,0,0.08642,0.015625,35,0.8192,2.7075,0.3987,17,4,22,848,1208,545
64,4943,3155,1,4,3,1.8914,1,16.3,3154,0,4.62,1.0014,3152.6,3,1.0,43,1,1,810,0.001912,0.0455,12.605,63,33.0,0.0271,0.0085,0,0,0,0,0.066116,0.015625,34,0.7637,2.7612,0.3992,18,4,21,796,1238,522
65,4940,3182,0,0,3,1.8425,2,16.2,3194,0,4.58,1.0121,3156.7,1,1.0,44,1,0,819,0.001973,0.0433,4.3668,64,33.2,0.0262,0.0087,0,0,0,0,0.060606,0.015625,34,0.7422,2.7959,0.3992,19,4,21,788,1268,536
66,4939,3097,1,5,3,1.8914,1,16.3,4,3088,4.56,0.9829,3151.0,9,1.0,46,5,3,862,0.002127,0.0567,33.7553,65,32.7,0.0278,0.0124,1,0,0,0,0.068826,0.015625,36,0.773,2.8485,0.4,21,4,21,785,1223,499
67,4938,3181,1,5,3,1.8497,1,16.2,3191,0,4.67,1.0129,3155.3,5,1.0,46,1,1,845,0.002127,0.0619,16.6667,66,32.8,0.0239,0.01,1,1,0,0,0.084691,0.015625,35,0.8155,2.8876,0.4002,22,4,20,840,1244,533
68,4936,3112,0,0,3,1.8421,2,16.2,3,3104,4.59,0.9876,3151.2,8,1.0,46,3,3,849,0.001881,0.044,29.7398,67,32.8,0.0251,0.0092,0,0,0,0,0.065934,0.015625,35,0.763,2.9498,0.4001,21,4,21,760,1247,523
69,4934,3033,0,0,3,1.84,1,16.2,0,3029,4.5,0.966,3139.9,4,1.0,42,0,4,822,0.001673,0.049,16.8776,68,36.3,0.0282,0.0113,0,0,0,0,0.089796,0.015625,34,0.826,3.0274,0.4007,19,4,19,765,1205,517
70,4932,3132,0,0,3,1.777,1,16.2,0,3132,4.6,0.9977,3139.1,0,1.0,41,0,1,797,0.001867,0.0586,0.0,69,38.2,0.0263,0.0114,0,0,0,0,0.066946,0.015625,32,0.7666,3.0776,0.4013,19,4,18,750,1236,531
71,4931,3159,1,5,3,1.9617,1,16.2,3172,0,4.67,1.0123,3143.2,10,1.0,45,6,2,821,0.002006,0.0458,39.2157,70,34.2,0.025,0.0096,1,0,0,0,0.080153,0.015625,34,0.8051,3.1196,0.4015,19,6,20,840,1191,550
72,4928,3083,1,5,3,1.9727,1,16.2,5,3071,4.49,0.9826,3137.5,12,1.0,45,3,3,838,0.002109,0.0512,41.6667,71,34.0,0.0252,0.0097,1,0,0,0,0.062992,0.015625,36,0.752,3.1668,0.4018,20,6,19,794,1204,512
73,4925,3191,0,0,3,1.9814,2,16.1,3241,0,4.68,1.0312,3147.8,5,1.0,43,0,2,821,0.00199,0.0455,17.316,72,36.5,0.0269,0.0119,0,0,0,0,0.070248,0.015625,34,0.7776,3.2206,0.4029,20,4,19,778,1336,515
74,4923,3127,0,0,3,1.9299,1,16.2,0,3122,4.52,0.994,3145.8,5,1.0,43,5,5,812,0.001685,0.0423,19.7628,73,36.9,0.0254,0.0089,0,0,0,0,0.061538,0.015625,33,0.7461,3.2782,0.404,20,5,18,794,1241,528
75,4919,3148,2,5,3,1.9469,1,16.1,3136,0,4.6,1.0015,3146.3,15,1.0,46,8,5,855,0.001878,0.0444,54.902,74,34.1,0.0254,0.0087,1,1,0,0,0.1,0.015625,35,0.8438,3.3782,0.405,21,6,19,803,1218,499
76,4916,3155,1,3,1,1.987,1,16.1,3154,0,4.62,1.0039,3147.6,6,1.0,44,1,3,824,0.001944,0.0484,21.5827,75,36.6,0.0239,0.0087,0,0,0,0,0.083045,0.015625,34,0.8118,3.4544,0.4061,22,6,16,793,1268,498
77,4912,3022,4,5,1,1.9964,2,16.1,9,3008,4.45,0.9637,3135.7,14,1.0,48,5,1,879,0.002017,0.0547,56.2249,76,34.4,0.0238,0.0113,1,0,0,0,0.066406,0.015625,35,0.7647,3.5208,0.4067,23,6,19,755,1199,486
78,4908,3132,0,0,1,1.9668,2,16.1,0,3132,4.48,0.9989,3135.3,0,1.0,46,0,2,855,0.001969,0.038,0.0,77,35.3,0.0244,0.0091,0,0,0,0,0.080169,0.015625,32,0.8051,3.6009,0.4078,23,5,18,830,1233,495
79,4907,3108,0,0,0,1.9687,1,22.4,0,3108,4.58,0.9921,3132.7,0,1.0,43,0,3,850,0.001964,0.0524,0.0,78,38.6,0.0247,0.011,0,0,0,0,0.068548,0.015625,32,0.7721,3.6695,0.4093,22,4,17,780,1222,514
80,4905,3141,0,0,0,1.987,1,21.5,3152,0,4.61,1.0056,3134.6,0,1.0,41,0,2,820,0.001658,0.0581,0.0,79,40.1,0.0281,0.0099,0,0,0,0,0.077519,0.015625,30,0.7984,3.747,0.4109,21,4,16,795,1237,524
81,4905,3092,0,0,0,1.9593,1,16.1,0,3092,4.62,0.9877,3130.5,0,1.0,40,0,1,808,0.001818,0.0488,0.0,80,42.0,0.0261,0.009,0,0,0,0,0.060976,0.015625,30,0.7438,3.808,0.4121,21,3,16,804,1224,478
82,4904,3118,2,5,3,1.9561,1,16.1,5,3104,4.58,0.9964,3129.3,14,1.0,46,9,3,852,0.001954,0.0449,58.5774,81,37.4,0.0248,0.0085,1,0,0,0,0.097959,0.015625,34,0.8405,3.906,0.4126,21,4,21,796,1217,528
83,4904,3072,2,3,3,1.8742,1,16.1,8,3064,4.48,0.9834,3123.9,8,1.0,47,2,1,879,0.001722,0.0494,31.25,82,37.6,0.0213,0.01,0,0,0,0,0.068441,0.015625,34,0.7717,3.9516,0.4128,21,4,22,787,1249,456
84,4903,3165,1,5,3,1.9289,2,16.3,3180,0,4.57,1.0206,3130.6,15,1.0,47,4,4,917,0.001936,0.0465,47.4634,83,38.5,0.0242,0.0111,1,0,0,0,0.081395,0.015625,35,0.808,4.0058,0.4132,21,4,22,767,1265,540
85,4901,3060,1,5,3,1.9489,2,16.5,8,3052,4.49,0.9795,3123.9,8,1.0,44,1,4,901,0.001845,0.0492,31.4961,84,42.0,0.0224,0.0092,1,0,0,0,0.075758,0.015625,35,0.7937,4.0816,0.4138,21,3,20,751,1241,485
86,4900,3112,1,3,3,1.9555,2,16.0,8,3104,4.59,0.9966,3122.8,8,1.0,47,4,1,887,0.001755,0.0451,31.0078,85,40.2,0.0223,0.0098,0,0,0,0,0.078947,0.015625,34,0.8021,4.153,0.4146,21,4,22,811,1253,505
87,4900,3144,0,0,3,1.944,2,16.2,3144,0,4.6,1.0085,3125.6,8,1.0,47,0,0,887,0.001809,0.0597,30.6513,86,41.2,0.0252,0.0102,0,0,0,0,0.070896,0.015625,34,0.7796,4.2165,0.4149,21,4,22,760,1296,540
88,4898,3125,1,4,3,1.9449,1,16.6,6,3119,4.62,0.9998,3125.5,6,1.0,46,1,2,905,0.001548,0.0512,24.7934,87,43.0,0.0263,0.0108,0,1,0,0,0.070866,0.015625,35,0.7795,4.2873,0.4154,21,3,22,806,1305,505
89,4898,3070,1,5,3,1.9628,1,16.5,2,3063,4.51,0.9839,3120.2,7,1.0,47,3,2,914,0.001555,0.0424,21.8182,88,43.0,0.0238,0.0097,1,0,0,0,0.070671,0.015625,36,0.7789,4.358,0.4155,22,3,22,817,1177,506
90,4898,3129,2,4,3,1.977,2,16.5,3124,0,4.54,1.004,3121.5,10,1.0,50,6,3,950,0.001546,0.0381,32.6797,89,41.4,0.0215,0.0081,0,0,0,0,0.060317,0.015625,37,0.741,4.4183,0.4158,23,4,23,800,1251,511
91,4896,3128,1,3,3,1.9575,2,16.4,3127,0,4.6,1.0039,3122.8,8,1.0,49,2,3,962,0.001596,0.0357,25.8303,90,43.1,0.021,0.0076,0,0,0,0,0.075,0.015625,38,0.7917,4.4933,0.4159,22,4,23,777,1245,522
92,4894,3121,1,5,1,1.9345,2,16.4,0,3113,4.61,0.9995,3122.6,8,1.0,50,1,0,958,0.00139,0.0471,27.972,91,43.2,0.0207,0.0098,1,0,0,0,0.097643,0.015625,36,0.84,4.591,0.4167,22,4,24,802,1236,514
93,4893,3141,1,3,3,1.9505,2,16.4,3152,0,4.68,1.0114,3126.4,10,1.0,51,4,3,973,0.00152,0.0387,31.0559,92,43.3,0.0215,0.0096,0,0,0,0,0.077381,0.015625,38,0.7981,4.6654,0.4171,23,3,25,766,1284,524
94,4892,3095,1,4,3,1.9803,2,16.3,15,3075,4.58,0.9909,3123.4,20,1.0,55,8,4,998,0.001543,0.0439,62.7063,93,41.0,0.0193,0.0084,0,0,0,0,0.062696,0.015625,38,0.7508,4.7281,0.4168,27,4,24,764,1256,479
95,4892,3076,0,0,3,1.9792,2,16.2,3,3073,4.5,0.9863,3118.9,3,1.0,52,0,3,983,0.001551,0.0383,11.0294,94,44.2,0.019,0.0089,0,0,0,0,0.108014,0.015625,38,0.8553,4.7943,0.4166,26,4,22,784,1227,504
96,4892,3102,0,0,3,1.9437,1,16.3,3,3099,4.67,0.9951,3117.3,3,1.0,50,0,2,960,0.001224,0.0386,10.989,95,46.9,0.0219,0.0084,0,0,0,0,0.070175,0.015625,36,0.7773,4.8434,0.4167,24,4,22,764,1248,508
97,4891,3044,1,4,1,1.9472,1,16.2,4,3040,4.56,0.9787,3110.3,4,1.0,49,1,2,955,0.001245,0.0418,14.2349,96,48.6,0.021,0.0091,0,1,0,0,0.073171,0.015625,35,0.7865,4.9131,0.4177,23,4,22,781,1223,485
98,4890,3040,0,0,1,1.9716,1,16.1,0,3040,4.53,0.9795,3103.6,0,1.0,47,0,2,917,0.001221,0.0513,0.0,97,49.8,0.0222,0.0102,0,0,0,0,0.058608,0.015625,35,0.7334,4.9717,0.4182,23,2,22,787,1186,528
