seed,window,rate,k,H,drift,type_count,J,term_H,term_drift,term_penalty,k_star
456,4,0.001,4,1.352,0.0698,4,0.2608,1.352,0.0698,-1.161,2
456,5,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,5,0.001,1,0.7732,0.0,3,-0.2268,0.7732,0.0,-1.0,4
456,5,0.001,2,1.1451,0.1043,4,0.0884,1.1451,0.1043,-1.161,4
456,5,0.001,3,1.1451,0.1043,4,0.0884,1.1451,0.1043,-1.161,4
456,5,0.001,4,1.1451,0.3418,4,0.3259,1.1451,0.3418,-1.161,4
456,6,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,6,0.001,1,0.9219,0.0514,3,-0.0267,0.9219,0.0514,-1.0,4
456,6,0.001,2,1.3568,0.0667,4,0.2625,1.3568,0.0667,-1.161,4
456,6,0.001,3,1.3568,0.0667,4,0.2625,1.3568,0.0667,-1.161,4
456,6,0.001,4,1.3568,0.303,4,0.4988,1.3568,0.303,-1.161,4
456,7,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,7,0.001,1,1.1401,0.1519,3,0.292,1.1401,0.1519,-1.0,4
456,7,0.001,2,1.4885,0.1527,4,0.4802,1.4885,0.1527,-1.161,4
456,7,0.001,3,1.4885,0.1527,4,0.4802,1.4885,0.1527,-1.161,4
456,7,0.001,4,1.4885,0.3327,4,0.6602,1.4885,0.3327,-1.161,4
456,8,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,8,0.001,1,0.684,0.3674,2,0.2589,0.684,0.3674,-0.7925,2
456,8,0.001,2,1.0958,0.3674,3,0.4632,1.0958,0.3674,-1.0,2
456,8,0.001,3,1.0958,0.3674,3,0.4632,1.0958,0.3674,-1.0,2
456,8,0.001,4,1.0958,0.3674,3,0.4632,1.0958,0.3674,-1.0,2
456,9,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,9,0.001,1,0.5033,0.0853,2,-0.2039,0.5033,0.0853,-0.7925,2
456,9,0.001,2,0.8031,0.1092,3,-0.0877,0.8031,0.1092,-1.0,2
456,9,0.001,3,0.8031,0.1092,3,-0.0877,0.8031,0.1092,-1.0,2
456,9,0.001,4,0.8031,0.1092,3,-0.0877,0.8031,0.1092,-1.0,2
456,10,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,10,0.001,1,-0.0,0.2407,1,-0.2593,-0.0,0.2407,-0.5,2
456,10,0.001,2,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,2
456,10,0.001,3,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,2
456,10,0.001,4,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,2
456,11,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,11,0.001,1,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,11,0.001,2,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,11,0.001,3,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,11,0.001,4,0.3912,0.1989,2,-0.2024,0.3912,0.1989,-0.7925,4
456,12,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,12,0.001,1,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,12,0.001,2,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,12,0.001,3,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,12,0.001,4,0.3712,0.2724,2,-0.1489,0.3712,0.2724,-0.7925,4
456,13,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,13,0.001,1,0.8684,0.1984,3,0.0668,0.8684,0.1984,-1.0,2
456,13,0.001,2,1.5016,0.3897,4,0.7303,1.5016,0.3897,-1.161,2
456,13,0.001,3,1.5016,0.3897,4,0.7303,1.5016,0.3897,-1.161,2
456,13,0.001,4,1.5016,0.3897,4,0.7303,1.5016,0.3897,-1.161,2
456,14,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,14,0.001,1,1.4949,0.3206,3,0.8155,1.4949,0.3206,-1.0,2
456,14,0.001,2,1.4949,0.6478,3,1.1427,1.4949,0.6478,-1.0,2
456,14,0.001,3,1.4949,0.6478,3,1.1427,1.4949,0.6478,-1.0,2
456,14,0.001,4,1.4949,0.6478,3,1.1427,1.4949,0.6478,-1.0,2
456,15,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,15,0.001,1,0.2499,0.5128,2,-0.0298,0.2499,0.5128,-0.7925,2
456,15,0.001,2,0.4972,0.8944,3,0.3916,0.4972,0.8944,-1.0,2
456,15,0.001,3,0.4972,0.8944,3,0.3916,0.4972,0.8944,-1.0,2
456,15,0.001,4,0.4972,0.8944,3,0.3916,0.4972,0.8944,-1.0,2
456,16,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,16,0.001,1,0.9183,0.3348,2,0.4606,0.9183,0.3348,-0.7925,2
456,16,0.001,2,1.585,0.537,3,1.122,1.585,0.537,-1.0,2
456,16,0.001,3,1.585,0.537,3,1.122,1.585,0.537,-1.0,2
456,16,0.001,4,1.585,0.537,3,1.122,1.585,0.537,-1.0,2
456,17,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,17,0.001,1,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,4
456,17,0.001,2,-0.0,0.6776,1,0.1776,-0.0,0.6776,-0.5,4
456,17,0.001,3,-0.0,0.6776,1,0.1776,-0.0,0.6776,-0.5,4
456,17,0.001,4,0.9183,0.7354,2,0.8612,0.9183,0.7354,-0.7925,4
456,18,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,18,0.001,1,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,18,0.001,2,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,18,0.001,3,0.3712,0.1915,2,-0.2298,0.3712,0.1915,-0.7925,4
456,18,0.001,4,0.3712,0.4669,2,0.0456,0.3712,0.4669,-0.7925,4
456,19,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,19,0.001,1,1.0141,0.2399,3,0.254,1.0141,0.2399,-1.0,2
456,19,0.001,2,1.5016,0.3671,4,0.7077,1.5016,0.3671,-1.161,2
456,19,0.001,3,1.5016,0.3671,4,0.7077,1.5016,0.3671,-1.161,2
456,19,0.001,4,1.5016,0.3671,4,0.7077,1.5016,0.3671,-1.161,2
456,20,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,20,0.001,1,-0.0,0.3714,1,-0.1286,-0.0,0.3714,-0.5,2
456,20,0.001,2,-0.0,0.468,1,-0.032,-0.0,0.468,-0.5,2
456,20,0.001,3,-0.0,0.468,1,-0.032,-0.0,0.468,-0.5,2
456,20,0.001,4,-0.0,0.468,1,-0.032,-0.0,0.468,-0.5,2
456,21,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,21,0.001,1,0.978,0.3592,3,0.3372,0.978,0.3592,-1.0,2
456,21,0.001,2,1.574,0.4948,4,0.9078,1.574,0.4948,-1.161,2
456,21,0.001,3,1.574,0.4948,4,0.9078,1.574,0.4948,-1.161,2
456,21,0.001,4,1.574,0.4948,4,0.9078,1.574,0.4948,-1.161,2
456,22,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,22,0.001,1,0.65,0.1749,2,0.0324,0.65,0.1749,-0.7925,2
456,22,0.001,2,1.2516,0.1772,3,0.4288,1.2516,0.1772,-1.0,2
456,22,0.001,3,1.2516,0.1772,3,0.4288,1.2516,0.1772,-1.0,2
456,22,0.001,4,1.2516,0.1772,3,0.4288,1.2516,0.1772,-1.0,2
456,23,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,23,0.001,1,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,2
456,23,0.001,2,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
456,23,0.001,3,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
456,23,0.001,4,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
456,24,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,24,0.001,1,0.5033,0.2407,2,-0.0485,0.5033,0.2407,-0.7925,2
456,24,0.001,2,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
456,24,0.001,3,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
456,24,0.001,4,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
456,25,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,25,0.001,1,0.5033,0.3333,2,0.0441,0.5033,0.3333,-0.7925,2
456,25,0.001,2,0.9864,0.3333,3,0.3197,0.9864,0.3333,-1.0,2
456,25,0.001,3,0.9864,0.3333,3,0.3197,0.9864,0.3333,-1.0,2
456,25,0.001,4,0.9864,0.3333,3,0.3197,0.9864,0.3333,-1.0,2
789,1,0.001,0,-0.0,,1,-0.5,-0.0,0,-0.5,2
789,1,0.001,1,0.3832,,3,-0.6168,0.3832,0,-1.0,2
789,1,0.001,2,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,1,0.001,3,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,1,0.001,4,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,2,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,2,0.001,1,0.3148,0.043,3,-0.6422,0.3148,0.043,-1.0,0
789,2,0.001,2,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,2,0.001,3,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,2,0.001,4,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,3,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,3,0.001,1,0.3816,0.0548,3,-0.5636,0.3816,0.0548,-1.0,4
789,3,0.001,2,0.3816,0.1448,3,-0.4736,0.3816,0.1448,-1.0,4
789,3,0.001,3,0.3816,0.1448,3,-0.4736,0.3816,0.1448,-1.0,4
789,3,0.001,4,0.804,0.2565,4,-0.1005,0.804,0.2565,-1.161,4
789,4,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,4,0.001,1,0.3912,0.1507,2,-0.2506,0.3912,0.1507,-0.7925,4
789,4,0.001,2,0.7732,0.2508,3,0.024,0.7732,0.2508,-1.0,4
789,4,0.001,3,0.7732,0.2508,3,0.024,0.7732,0.2508,-1.0,4
789,4,0.001,4,0.7732,0.3244,3,0.0976,0.7732,0.3244,-1.0,4
789,5,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,5,0.001,1,0.4855,0.0419,2,-0.2651,0.4855,0.0419,-0.7925,4
789,5,0.001,2,0.7742,0.057,3,-0.1688,0.7742,0.057,-1.0,4
789,5,0.001,3,0.7742,0.057,3,-0.1688,0.7742,0.057,-1.0,4
789,5,0.001,4,0.7742,0.2576,3,0.0318,0.7742,0.2576,-1.0,4
789,6,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,6,0.001,1,0.258,0.1014,2,-0.4331,0.258,0.1014,-0.7925,2
789,6,0.001,2,0.5132,0.1044,3,-0.3824,0.5132,0.1044,-1.0,2
789,6,0.001,3,0.5132,0.1044,3,-0.3824,0.5132,0.1044,-1.0,2
789,6,0.001,4,0.5132,0.1044,3,-0.3824,0.5132,0.1044,-1.0,2
789,7,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,7,0.001,1,-0.0,0.1486,1,-0.3514,-0.0,0.1486,-0.5,2
789,7,0.001,2,-0.0,0.2119,1,-0.2881,-0.0,0.2119,-0.5,2
789,7,0.001,3,-0.0,0.2119,1,-0.2881,-0.0,0.2119,-0.5,2
789,7,0.001,4,-0.0,0.2119,1,-0.2881,-0.0,0.2119,-0.5,2
789,8,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,8,0.001,1,0.8405,0.3049,3,0.1454,0.8405,0.3049,-1.0,2
789,8,0.001,2,1.0862,0.3439,4,0.2691,1.0862,0.3439,-1.161,2
789,8,0.001,3,1.0862,0.3439,4,0.2691,1.0862,0.3439,-1.161,2
789,8,0.001,4,1.0862,0.3439,4,0.2691,1.0862,0.3439,-1.161,2
789,9,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,9,0.001,1,-0.0,0.3049,1,-0.1951,-0.0,0.3049,-0.5,2
789,9,0.001,2,-0.0,0.3439,1,-0.1561,-0.0,0.3439,-0.5,2
789,9,0.001,3,-0.0,0.3439,1,-0.1561,-0.0,0.3439,-0.5,2
789,9,0.001,4,-0.0,0.3439,1,-0.1561,-0.0,0.3439,-0.5,2
789,10,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,10,0.001,1,0.8343,0.3073,3,0.1416,0.8343,0.3073,-1.0,2
789,10,0.001,2,1.3216,0.4067,4,0.5673,1.3216,0.4067,-1.161,2
789,10,0.001,3,1.3216,0.4067,4,0.5673,1.3216,0.4067,-1.161,2
789,10,0.001,4,1.3216,0.4067,4,0.5673,1.3216,0.4067,-1.161,2
789,11,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,11,0.001,1,-0.0,0.3073,1,-0.1927,-0.0,0.3073,-0.5,2
789,11,0.001,2,-0.0,0.4067,1,-0.0933,-0.0,0.4067,-0.5,2
789,11,0.001,3,-0.0,0.4067,1,-0.0933,-0.0,0.4067,-0.5,2
789,11,0.001,4,-0.0,0.4067,1,-0.0933,-0.0,0.4067,-0.5,2
789,12,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,12,0.001,1,0.4395,0.2168,2,-0.1362,0.4395,0.2168,-0.7925,2
789,12,0.001,2,0.6999,0.2679,3,-0.0322,0.6999,0.2679,-1.0,2
789,12,0.001,3,0.6999,0.2679,3,-0.0322,0.6999,0.2679,-1.0,2
789,12,0.001,4,0.6999,0.2679,3,-0.0322,0.6999,0.2679,-1.0,2
789,13,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,13,0.001,1,0.3228,0.052,2,-0.4177,0.3228,0.052,-0.7925,2
789,13,0.001,2,0.3228,0.1626,2,-0.3071,0.3228,0.1626,-0.7925,2
789,13,0.001,3,0.3228,0.1626,2,-0.3071,0.3228,0.1626,-0.7925,2
789,13,0.001,4,0.3228,0.1626,2,-0.3071,0.3228,0.1626,-0.7925,2
789,14,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,14,0.001,1,0.9183,0.4616,2,0.5874,0.9183,0.4616,-0.7925,2
789,14,0.001,2,1.5546,0.6294,3,1.184,1.5546,0.6294,-1.0,2
789,14,0.001,3,1.5546,0.6294,3,1.184,1.5546,0.6294,-1.0,2
789,14,0.001,4,1.5546,0.6294,3,1.184,1.5546,0.6294,-1.0,2
789,15,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,15,0.001,1,0.9665,0.3523,3,0.3188,0.9665,0.3523,-1.0,2
789,15,0.001,2,1.5645,0.3726,4,0.7761,1.5645,0.3726,-1.161,2
789,15,0.001,3,1.5645,0.3726,4,0.7761,1.5645,0.3726,-1.161,2
789,15,0.001,4,1.5645,0.3726,4,0.7761,1.5645,0.3726,-1.161,2
789,16,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,16,0.001,1,0.5033,0.2156,2,-0.0736,0.5033,0.2156,-0.7925,2
789,16,0.001,2,0.5033,0.3873,2,0.0981,0.5033,0.3873,-0.7925,2
789,16,0.001,3,0.5033,0.3873,2,0.0981,0.5033,0.3873,-0.7925,2
789,16,0.001,4,0.5033,0.3873,2,0.0981,0.5033,0.3873,-0.7925,2
789,17,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,1
789,17,0.001,1,-0.0,0.2407,1,-0.2593,-0.0,0.2407,-0.5,1
789,17,0.001,2,-0.0,0.2407,1,-0.2593,-0.0,0.2407,-0.5,1
789,17,0.001,3,-0.0,0.2407,1,-0.2593,-0.0,0.2407,-0.5,1
789,17,0.001,4,-0.0,0.2407,1,-0.2593,-0.0,0.2407,-0.5,1
789,18,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,18,0.001,1,1.1313,0.3956,3,0.5269,1.1313,0.3956,-1.0,4
789,18,0.001,2,1.7925,0.5721,4,1.2036,1.7925,0.5721,-1.161,4
789,18,0.001,3,1.7925,0.5721,4,1.2036,1.7925,0.5721,-1.161,4
789,18,0.001,4,2.0325,0.5721,5,1.3121,2.0325,0.5721,-1.2925,4
789,19,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,19,0.001,1,-0.0,0.3956,1,-0.1044,-0.0,0.3956,-0.5,2
789,19,0.001,2,-0.0,0.5721,1,0.0721,-0.0,0.5721,-0.5,2
789,19,0.001,3,-0.0,0.5721,1,0.0721,-0.0,0.5721,-0.5,2
789,19,0.001,4,-0.0,0.5721,1,0.0721,-0.0,0.5721,-0.5,2
789,20,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,20,0.001,1,0.5033,0.2407,2,-0.0485,0.5033,0.2407,-0.7925,2
789,20,0.001,2,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
789,20,0.001,3,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
789,20,0.001,4,0.9864,0.3481,3,0.3345,0.9864,0.3481,-1.0,2
789,21,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,21,0.001,1,1.1995,0.3215,3,0.521,1.1995,0.3215,-1.0,2
789,21,0.001,2,1.7806,0.3509,4,0.9705,1.7806,0.3509,-1.161,2
789,21,0.001,3,1.7806,0.3509,4,0.9705,1.7806,0.3509,-1.161,2
789,21,0.001,4,1.7806,0.3509,4,0.9705,1.7806,0.3509,-1.161,2
789,22,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,22,0.001,1,0.4138,0.3296,2,-0.0491,0.4138,0.3296,-0.7925,4
789,22,0.001,2,0.8167,0.3768,3,0.1935,0.8167,0.3768,-1.0,4
789,22,0.001,3,0.8167,0.3768,3,0.1935,0.8167,0.3768,-1.0,4
789,22,0.001,4,1.4183,0.4512,4,0.7085,1.4183,0.4512,-1.161,4
789,23,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,23,0.001,1,0.3712,0.2782,2,-0.1431,0.3712,0.2782,-0.7925,4
789,23,0.001,2,0.3712,0.3477,2,-0.0736,0.3712,0.3477,-0.7925,4
789,23,0.001,3,0.3712,0.3477,2,-0.0736,0.3712,0.3477,-0.7925,4
789,23,0.001,4,1.0949,0.349,3,0.4439,1.0949,0.349,-1.0,4
789,24,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,24,0.001,1,0.8454,0.4254,2,0.4783,0.8454,0.4254,-0.7925,4
789,24,0.001,2,1.4354,0.5471,3,0.9825,1.4354,0.5471,-1.0,4
789,24,0.001,3,1.4354,0.5471,3,0.9825,1.4354,0.5471,-1.0,4
789,24,0.001,4,1.6172,0.6151,4,1.0713,1.6172,0.6151,-1.161,4
789,25,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,25,0.001,1,0.7345,0.2913,3,0.0258,0.7345,0.2913,-1.0,4
789,25,0.001,2,1.0892,0.3387,4,0.2669,1.0892,0.3387,-1.161,4
789,25,0.001,3,1.0892,0.3387,4,0.2669,1.0892,0.3387,-1.161,4
789,25,0.001,4,1.4345,0.4138,5,0.5558,1.4345,0.4138,-1.2925,4
999,1,0.001,0,-0.0,,1,-0.5,-0.0,0,-0.5,0
999,1,0.001,1,0.1858,,2,-0.6067,0.1858,0,-0.7925,0
999,1,0.001,2,0.3704,,3,-0.6296,0.3704,0,-1.0,0
999,1,0.001,3,0.3704,,3,-0.6296,0.3704,0,-1.0,0
999,1,0.001,4,0.3704,,3,-0.6296,0.3704,0,-1.0,0
999,2,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,2,0.001,1,0.8877,0.2517,3,0.1394,0.8877,0.2517,-1.0,2
999,2,0.001,2,1.441,0.3281,4,0.6081,1.441,0.3281,-1.161,2
999,2,0.001,3,1.441,0.3281,4,0.6081,1.441,0.3281,-1.161,2
999,2,0.001,4,1.441,0.3281,4,0.6081,1.441,0.3281,-1.161,2
999,3,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,3,0.001,1,0.6098,0.1963,2,0.0136,0.6098,0.1963,-0.7925,2
999,3,0.001,2,0.8842,0.2468,3,0.131,0.8842,0.2468,-1.0,2
999,3,0.001,3,0.8842,0.2468,3,0.131,0.8842,0.2468,-1.0,2
999,3,0.001,4,0.8842,0.2468,3,0.131,0.8842,0.2468,-1.0,2
999,4,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,4,0.001,1,0.5436,0.371,2,0.1221,0.5436,0.371,-0.7925,2
999,4,0.001,2,1.0613,0.3874,3,0.4487,1.0613,0.3874,-1.0,2
999,4,0.001,3,1.0613,0.3874,3,0.4487,1.0613,0.3874,-1.0,2
999,4,0.001,4,1.0613,0.3874,3,0.4487,1.0613,0.3874,-1.0,2
999,5,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
999,5,0.001,1,0.5033,0.0183,2,-0.2709,0.5033,0.0183,-0.7925,4
999,5,0.001,2,0.9864,0.0278,3,0.0142,0.9864,0.0278,-1.0,4
999,5,0.001,3,0.9864,0.0278,3,0.0142,0.9864,0.0278,-1.0,4
999,5,0.001,4,1.0975,0.1953,4,0.1318,1.0975,0.1953,-1.161,4
999,6,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
999,6,0.001,1,0.3912,0.0499,2,-0.3514,0.3912,0.0499,-0.7925,4
999,6,0.001,2,0.7732,0.0745,3,-0.1523,0.7732,0.0745,-1.0,4
999,6,0.001,3,0.7732,0.0745,3,-0.1523,0.7732,0.0745,-1.0,4
999,6,0.001,4,0.7732,0.1798,3,-0.047,0.7732,0.1798,-1.0,4
999,7,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,7,0.001,1,-0.0,0.1989,1,-0.3011,-0.0,0.1989,-0.5,2
999,7,0.001,2,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,7,0.001,3,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,7,0.001,4,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,8,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,8,0.001,1,0.7219,0.3287,2,0.2581,0.7219,0.3287,-0.7925,2
999,8,0.001,2,1.1568,0.4113,3,0.5681,1.1568,0.4113,-1.0,2
999,8,0.001,3,1.1568,0.4113,3,0.5681,1.1568,0.4113,-1.0,2
999,8,0.001,4,1.1568,0.4113,3,0.5681,1.1568,0.4113,-1.0,2
999,9,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
999,9,0.001,1,1.0863,0.3862,3,0.4725,1.0863,0.3862,-1.0,4
999,9,0.001,2,1.659,0.4041,4,0.9021,1.659,0.4041,-1.161,4
999,9,0.001,3,1.659,0.4041,4,0.9021,1.659,0.4041,-1.161,4
999,9,0.001,4,1.659,0.542,4,1.04,1.659,0.542,-1.161,4
999,10,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,10,0.001,1,0.3912,0.3592,2,-0.0421,0.3912,0.3592,-0.7925,2
999,10,0.001,2,0.7732,0.3994,3,0.1726,0.7732,0.3994,-1.0,2
999,10,0.001,3,0.7732,0.3994,3,0.1726,0.7732,0.3994,-1.0,2
999,10,0.001,4,0.7732,0.3994,3,0.1726,0.7732,0.3994,-1.0,2
999,11,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,11,0.001,1,-0.0,0.1989,1,-0.3011,-0.0,0.1989,-0.5,2
999,11,0.001,2,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,11,0.001,3,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,11,0.001,4,-0.0,0.2856,1,-0.2144,-0.0,0.2856,-0.5,2
999,12,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,12,0.001,1,0.8813,0.4113,2,0.5001,0.8813,0.4113,-0.7925,2
999,12,0.001,2,1.571,0.6291,3,1.2001,1.571,0.6291,-1.0,2
999,12,0.001,3,1.571,0.6291,3,1.2001,1.571,0.6291,-1.0,2
999,12,0.001,4,1.571,0.6291,3,1.2001,1.571,0.6291,-1.0,2
999,13,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,13,0.001,1,0.6784,0.2704,3,-0.0512,0.6784,0.2704,-1.0,2
999,13,0.001,2,1.0862,0.3959,4,0.3211,1.0862,0.3959,-1.161,2
999,13,0.001,3,1.0862,0.3959,4,0.3211,1.0862,0.3959,-1.161,2
999,13,0.001,4,1.0862,0.3959,4,0.3211,1.0862,0.3959,-1.161,2
999,14,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,14,0.001,1,0.4395,0.1486,2,-0.2044,0.4395,0.1486,-0.7925,2
999,14,0.001,2,0.8659,0.1486,3,0.0145,0.8659,0.1486,-1.0,2
999,14,0.001,3,0.8659,0.1486,3,0.0145,0.8659,0.1486,-1.0,2
999,14,0.001,4,0.8659,0.1486,3,0.0145,0.8659,0.1486,-1.0,2
999,15,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,15,0.001,1,0.4262,0.0059,2,-0.3604,0.4262,0.0059,-0.7925,2
999,15,0.001,2,0.8405,0.0088,3,-0.1507,0.8405,0.0088,-1.0,2
999,15,0.001,3,0.8405,0.0088,3,-0.1507,0.8405,0.0088,-1.0,2
999,15,0.001,4,0.8405,0.0088,3,-0.1507,0.8405,0.0088,-1.0,2
999,16,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
999,16,0.001,1,0.7919,0.1768,2,0.1762,0.7919,0.1768,-0.7925,4
999,16,0.001,2,1.41,0.2397,3,0.6497,1.41,0.2397,-1.0,4
999,16,0.001,3,1.41,0.2397,3,0.6497,1.41,0.2397,-1.0,4
999,16,0.001,4,1.5645,0.2682,4,0.6717,1.5645,0.2682,-1.161,4
999,17,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
999,17,0.001,1,0.4395,0.1712,2,-0.1818,0.4395,0.1712,-0.7925,4
999,17,0.001,2,0.6999,0.2842,3,-0.0159,0.6999,0.2842,-1.0,4
999,17,0.001,3,0.6999,0.2842,3,-0.0159,0.6999,0.2842,-1.0,4
999,17,0.001,4,0.6999,0.2985,3,-0.0016,0.6999,0.2985,-1.0,4
999,18,0.001,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
999,18,0.001,1,-0.0,0.2168,1,-0.2832,-0.0,0.2168,-0.5,2
999,18,0.001,2,-0.0,0.2679,1,-0.2321,-0.0,0.2679,-0.5,2
999,18,0.001,3,-0.0,0.2679,1,-0.2321,-0.0,0.2679,-0.5,2
