seed,window,rate,k,H,drift,type_count,J,term_H,term_drift,term_penalty,k_star
314,10,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
314,10,0.0005,1,-0.0,0.1734,1,-0.3266,-0.0,0.1734,-0.5,4
314,10,0.0005,2,-0.0,0.2479,1,-0.2521,-0.0,0.2479,-0.5,4
314,10,0.0005,3,-0.0,0.2479,1,-0.2521,-0.0,0.2479,-0.5,4
314,10,0.0005,4,0.2864,0.2911,2,-0.215,0.2864,0.2911,-0.7925,4
314,11,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
314,11,0.0005,1,1.241,0.468,3,0.709,1.241,0.468,-1.0,4
314,11,0.0005,2,1.8149,0.6172,4,1.2711,1.8149,0.6172,-1.161,4
314,11,0.0005,3,1.8149,0.6172,4,1.2711,1.8149,0.6172,-1.161,4
314,11,0.0005,4,1.8149,0.6275,4,1.2814,1.8149,0.6275,-1.161,4
314,12,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,12,0.0005,1,0.5226,0.2918,2,0.0219,0.5226,0.2918,-0.7925,2
314,12,0.0005,2,0.5226,0.4847,2,0.2148,0.5226,0.4847,-0.7925,2
314,12,0.0005,3,0.5226,0.4847,2,0.2148,0.5226,0.4847,-0.7925,2
314,12,0.0005,4,0.5226,0.4847,2,0.2148,0.5226,0.4847,-0.7925,2
314,13,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
314,13,0.0005,1,0.7476,0.1604,3,-0.092,0.7476,0.1604,-1.0,4
314,13,0.0005,2,1.319,0.3288,4,0.4868,1.319,0.3288,-1.161,4
314,13,0.0005,3,1.319,0.3288,4,0.4868,1.319,0.3288,-1.161,4
314,13,0.0005,4,1.4568,0.3288,5,0.4931,1.4568,0.3288,-1.2925,4
314,14,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
314,14,0.0005,1,1.1488,0.1543,3,0.3031,1.1488,0.1543,-1.0,4
314,14,0.0005,2,1.6645,0.1559,4,0.6594,1.6645,0.1559,-1.161,4
314,14,0.0005,3,1.6645,0.1559,4,0.6594,1.6645,0.1559,-1.161,4
314,14,0.0005,4,1.6645,0.228,4,0.7315,1.6645,0.228,-1.161,4
314,15,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,15,0.0005,1,-0.0,0.4001,1,-0.0999,-0.0,0.4001,-0.5,2
314,15,0.0005,2,-0.0,0.5069,1,0.0069,-0.0,0.5069,-0.5,2
314,15,0.0005,3,-0.0,0.5069,1,0.0069,-0.0,0.5069,-0.5,2
314,15,0.0005,4,-0.0,0.5069,1,0.0069,-0.0,0.5069,-0.5,2
314,16,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,16,0.0005,1,0.874,0.4067,2,0.4882,0.874,0.4067,-0.7925,2
314,16,0.0005,2,1.5657,0.6207,3,1.1864,1.5657,0.6207,-1.0,2
314,16,0.0005,3,1.5657,0.6207,3,1.1864,1.5657,0.6207,-1.0,2
314,16,0.0005,4,1.5657,0.6207,3,1.1864,1.5657,0.6207,-1.0,2
314,17,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,17,0.0005,1,0.7642,0.0699,2,0.0416,0.7642,0.0699,-0.7925,2
314,17,0.0005,2,1.3472,0.1749,3,0.5221,1.3472,0.1749,-1.0,2
314,17,0.0005,3,1.3472,0.1749,3,0.5221,1.3472,0.1749,-1.0,2
314,17,0.0005,4,1.3472,0.1749,3,0.5221,1.3472,0.1749,-1.0,2
314,18,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,18,0.0005,1,0.3712,0.3894,2,-0.0319,0.3712,0.3894,-0.7925,2
314,18,0.0005,2,0.7345,0.4194,3,0.1539,0.7345,0.4194,-1.0,2
314,18,0.0005,3,0.7345,0.4194,3,0.1539,0.7345,0.4194,-1.0,2
314,18,0.0005,4,0.7345,0.4194,3,0.1539,0.7345,0.4194,-1.0,2
314,19,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,19,0.0005,1,0.3912,0.2724,2,-0.1289,0.3912,0.2724,-0.7925,2
314,19,0.0005,2,0.7732,0.2725,3,0.0457,0.7732,0.2725,-1.0,2
314,19,0.0005,3,0.7732,0.2725,3,0.0457,0.7732,0.2725,-1.0,2
314,19,0.0005,4,0.7732,0.2725,3,0.0457,0.7732,0.2725,-1.0,2
314,20,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,20,0.0005,1,1.0215,0.3383,3,0.3598,1.0215,0.3383,-1.0,2
314,20,0.0005,2,1.6574,0.3966,4,0.893,1.6574,0.3966,-1.161,2
314,20,0.0005,3,1.6574,0.3966,4,0.893,1.6574,0.3966,-1.161,2
314,20,0.0005,4,1.6574,0.3966,4,0.893,1.6574,0.3966,-1.161,2
314,21,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,21,0.0005,1,-0.0,0.3821,1,-0.1179,-0.0,0.3821,-0.5,2
314,21,0.0005,2,-0.0,0.5392,1,0.0392,-0.0,0.5392,-0.5,2
314,21,0.0005,3,-0.0,0.5392,1,0.0392,-0.0,0.5392,-0.5,2
314,21,0.0005,4,-0.0,0.5392,1,0.0392,-0.0,0.5392,-0.5,2
314,22,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
314,22,0.0005,1,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
314,22,0.0005,2,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
314,22,0.0005,3,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
314,22,0.0005,4,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
314,23,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,23,0.0005,1,0.7496,0.3412,2,0.2983,0.7496,0.3412,-0.7925,2
314,23,0.0005,2,1.2871,0.4548,3,0.7419,1.2871,0.4548,-1.0,2
314,23,0.0005,3,1.2871,0.4548,3,0.7419,1.2871,0.4548,-1.0,2
314,23,0.0005,4,1.2871,0.4548,3,0.7419,1.2871,0.4548,-1.0,2
314,24,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,24,0.0005,1,-0.0,0.3412,1,-0.1588,-0.0,0.3412,-0.5,2
314,24,0.0005,2,-0.0,0.4548,1,-0.0452,-0.0,0.4548,-0.5,2
314,24,0.0005,3,-0.0,0.4548,1,-0.0452,-0.0,0.4548,-0.5,2
314,24,0.0005,4,-0.0,0.4548,1,-0.0452,-0.0,0.4548,-0.5,2
314,25,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
314,25,0.0005,1,0.65,0.298,2,0.1555,0.65,0.298,-0.7925,2
314,25,0.0005,2,1.2516,0.4369,3,0.6885,1.2516,0.4369,-1.0,2
314,25,0.0005,3,1.2516,0.4369,3,0.6885,1.2516,0.4369,-1.0,2
314,25,0.0005,4,1.4047,0.4369,4,0.6806,1.4047,0.4369,-1.161,2
456,1,0.0005,0,-0.0,,1,-0.5,-0.0,0,-0.5,2
456,1,0.0005,1,0.4043,,3,-0.5957,0.4043,0,-1.0,2
456,1,0.0005,2,0.6834,,4,-0.4776,0.6834,0,-1.161,2
456,1,0.0005,3,0.6834,,4,-0.4776,0.6834,0,-1.161,2
456,1,0.0005,4,0.6834,,4,-0.4776,0.6834,0,-1.161,2
456,2,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,2,0.0005,1,0.2761,0.0712,3,-0.6527,0.2761,0.0712,-1.0,0
456,2,0.0005,2,0.4501,0.0897,4,-0.6212,0.4501,0.0897,-1.161,0
456,2,0.0005,3,0.4501,0.0897,4,-0.6212,0.4501,0.0897,-1.161,0
456,2,0.0005,4,0.4501,0.0897,4,-0.6212,0.4501,0.0897,-1.161,0
456,3,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,3,0.0005,1,0.6784,0.1585,3,-0.1631,0.6784,0.1585,-1.0,2
456,3,0.0005,2,1.2087,0.2427,4,0.2904,1.2087,0.2427,-1.161,2
456,3,0.0005,3,1.2087,0.2427,4,0.2904,1.2087,0.2427,-1.161,2
456,3,0.0005,4,1.2087,0.2427,4,0.2904,1.2087,0.2427,-1.161,2
456,4,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,4,0.0005,1,0.7732,0.0611,3,-0.1657,0.7732,0.0611,-1.0,2
456,4,0.0005,2,1.352,0.0698,4,0.2608,1.352,0.0698,-1.161,2
456,4,0.0005,3,1.352,0.0698,4,0.2608,1.352,0.0698,-1.161,2
456,4,0.0005,4,1.352,0.0698,4,0.2608,1.352,0.0698,-1.161,2
456,5,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,5,0.0005,1,0.7732,0.0,3,-0.2268,0.7732,0.0,-1.0,4
456,5,0.0005,2,1.1451,0.1043,4,0.0884,1.1451,0.1043,-1.161,4
456,5,0.0005,3,1.1451,0.1043,4,0.0884,1.1451,0.1043,-1.161,4
456,5,0.0005,4,1.1451,0.3418,4,0.3259,1.1451,0.3418,-1.161,4
456,6,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,6,0.0005,1,0.9219,0.0514,3,-0.0267,0.9219,0.0514,-1.0,4
456,6,0.0005,2,1.3568,0.0667,4,0.2625,1.3568,0.0667,-1.161,4
456,6,0.0005,3,1.3568,0.0667,4,0.2625,1.3568,0.0667,-1.161,4
456,6,0.0005,4,1.3568,0.303,4,0.4988,1.3568,0.303,-1.161,4
456,7,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,7,0.0005,1,0.5436,0.2285,2,-0.0204,0.5436,0.2285,-0.7925,4
456,7,0.0005,2,1.0613,0.2294,3,0.2907,1.0613,0.2294,-1.0,4
456,7,0.0005,3,1.0613,0.2294,3,0.2907,1.0613,0.2294,-1.0,4
456,7,0.0005,4,1.1863,0.2933,4,0.3186,1.1863,0.2933,-1.161,4
456,8,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,8,0.0005,1,0.6962,0.3963,2,0.3,0.6962,0.3963,-0.7925,4
456,8,0.0005,2,1.1995,0.3965,3,0.596,1.1995,0.3965,-1.0,4
456,8,0.0005,3,1.1995,0.3965,3,0.596,1.1995,0.3965,-1.0,4
456,8,0.0005,4,1.1995,0.4429,3,0.6424,1.1995,0.4429,-1.0,4
456,9,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,9,0.0005,1,0.4138,0.1307,2,-0.248,0.4138,0.1307,-0.7925,4
456,9,0.0005,2,0.8167,0.1513,3,-0.032,0.8167,0.1513,-1.0,4
456,9,0.0005,3,0.8167,0.1513,3,-0.032,0.8167,0.1513,-1.0,4
456,9,0.0005,4,1.4183,0.4499,4,0.7072,1.4183,0.4499,-1.161,4
456,10,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,10,0.0005,1,-0.0,0.2073,1,-0.2927,-0.0,0.2073,-0.5,4
456,10,0.0005,2,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,4
456,10,0.0005,3,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,4
456,10,0.0005,4,0.5436,0.3093,2,0.0604,0.5436,0.3093,-0.7925,4
456,11,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,11,0.0005,1,1.0811,0.379,3,0.4601,1.0811,0.379,-1.0,4
456,11,0.0005,2,1.682,0.5183,4,1.0393,1.682,0.5183,-1.161,4
456,11,0.0005,3,1.682,0.5183,4,1.0393,1.682,0.5183,-1.161,4
456,11,0.0005,4,1.682,0.5574,4,1.0784,1.682,0.5574,-1.161,4
456,12,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,12,0.0005,1,0.4395,0.2584,2,-0.0946,0.4395,0.2584,-0.7925,4
456,12,0.0005,2,0.6999,0.3429,3,0.0428,0.6999,0.3429,-1.0,4
456,12,0.0005,3,0.6999,0.3429,3,0.0428,0.6999,0.3429,-1.0,4
456,12,0.0005,4,0.6999,0.4474,3,0.1473,0.6999,0.4474,-1.0,4
456,13,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,13,0.0005,1,0.8031,0.1723,3,-0.0246,0.8031,0.1723,-1.0,4
456,13,0.0005,2,1.0975,0.1746,4,0.1111,1.0975,0.1746,-1.161,4
456,13,0.0005,3,1.0975,0.1746,4,0.1111,1.0975,0.1746,-1.161,4
456,13,0.0005,4,1.0975,0.284,4,0.2205,1.0975,0.284,-1.161,4
456,14,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,14,0.0005,1,-0.0,0.298,1,-0.202,-0.0,0.298,-0.5,2
456,14,0.0005,2,-0.0,0.3481,1,-0.1519,-0.0,0.3481,-0.5,2
456,14,0.0005,3,-0.0,0.3481,1,-0.1519,-0.0,0.3481,-0.5,2
456,14,0.0005,4,-0.0,0.3481,1,-0.1519,-0.0,0.3481,-0.5,2
456,15,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,15,0.0005,1,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,15,0.0005,2,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,15,0.0005,3,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,15,0.0005,4,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
456,16,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,16,0.0005,1,0.5436,0.2559,2,0.007,0.5436,0.2559,-0.7925,2
456,16,0.0005,2,1.0613,0.3714,3,0.4327,1.0613,0.3714,-1.0,2
456,16,0.0005,3,1.0613,0.3714,3,0.4327,1.0613,0.3714,-1.0,2
456,16,0.0005,4,1.0613,0.3714,3,0.4327,1.0613,0.3714,-1.0,2
456,17,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,17,0.0005,1,0.65,0.0502,2,-0.0923,0.65,0.0502,-0.7925,2
456,17,0.0005,2,1.0409,0.072,3,0.1129,1.0409,0.072,-1.0,2
456,17,0.0005,3,1.0409,0.072,3,0.1129,1.0409,0.072,-1.0,2
456,17,0.0005,4,1.0409,0.072,3,0.1129,1.0409,0.072,-1.0,2
456,18,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,18,0.0005,1,0.5586,0.0433,2,-0.1906,0.5586,0.0433,-0.7925,4
456,18,0.0005,2,1.0889,0.0735,3,0.1624,1.0889,0.0735,-1.0,4
456,18,0.0005,3,1.0889,0.0735,3,0.1624,1.0889,0.0735,-1.0,4
456,18,0.0005,4,1.2087,0.1529,4,0.2006,1.2087,0.1529,-1.161,4
456,19,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
456,19,0.0005,1,1.0958,0.2304,3,0.3262,1.0958,0.2304,-1.0,4
456,19,0.0005,2,1.6327,0.2375,4,0.7092,1.6327,0.2375,-1.161,4
456,19,0.0005,3,1.6327,0.2375,4,0.7092,1.6327,0.2375,-1.161,4
456,19,0.0005,4,1.6327,0.2898,4,0.7615,1.6327,0.2898,-1.161,4
456,20,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,20,0.0005,1,0.6962,0.324,2,0.2277,0.6962,0.324,-0.7925,2
456,20,0.0005,2,0.6962,0.44,2,0.3437,0.6962,0.44,-0.7925,2
456,20,0.0005,3,0.6962,0.44,2,0.3437,0.6962,0.44,-0.7925,2
456,20,0.0005,4,0.6962,0.44,2,0.3437,0.6962,0.44,-0.7925,2
456,21,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,21,0.0005,1,1.2419,0.3294,3,0.5713,1.2419,0.3294,-1.0,2
456,21,0.0005,2,1.8892,0.5369,4,1.2651,1.8892,0.5369,-1.161,2
456,21,0.0005,3,1.8892,0.5369,4,1.2651,1.8892,0.5369,-1.161,2
456,21,0.0005,4,1.8892,0.5369,4,1.2651,1.8892,0.5369,-1.161,2
456,22,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,22,0.0005,1,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
456,22,0.0005,2,-0.0,0.6291,1,0.1291,-0.0,0.6291,-0.5,2
456,22,0.0005,3,-0.0,0.6291,1,0.1291,-0.0,0.6291,-0.5,2
456,22,0.0005,4,-0.0,0.6291,1,0.1291,-0.0,0.6291,-0.5,2
456,23,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,23,0.0005,1,0.5665,0.2648,2,0.0388,0.5665,0.2648,-0.7925,2
456,23,0.0005,2,0.9056,0.3287,3,0.2343,0.9056,0.3287,-1.0,2
456,23,0.0005,3,0.9056,0.3287,3,0.2343,0.9056,0.3287,-1.0,2
456,23,0.0005,4,0.9056,0.3287,3,0.2343,0.9056,0.3287,-1.0,2
456,24,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,24,0.0005,1,-0.0,0.2648,1,-0.2352,-0.0,0.2648,-0.5,2
456,24,0.0005,2,-0.0,0.3287,1,-0.1713,-0.0,0.3287,-0.5,2
456,24,0.0005,3,-0.0,0.3287,1,-0.1713,-0.0,0.3287,-0.5,2
456,24,0.0005,4,-0.0,0.3287,1,-0.1713,-0.0,0.3287,-0.5,2
456,25,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
456,25,0.0005,1,0.258,0.1486,2,-0.3859,0.258,0.1486,-0.7925,2
456,25,0.0005,2,0.5132,0.2119,3,-0.2749,0.5132,0.2119,-1.0,2
456,25,0.0005,3,0.5132,0.2119,3,-0.2749,0.5132,0.2119,-1.0,2
456,25,0.0005,4,0.5132,0.2119,3,-0.2749,0.5132,0.2119,-1.0,2
789,1,0.0005,0,-0.0,,1,-0.5,-0.0,0,-0.5,2
789,1,0.0005,1,0.3832,,3,-0.6168,0.3832,0,-1.0,2
789,1,0.0005,2,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,1,0.0005,3,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,1,0.0005,4,0.7025,,4,-0.4585,0.7025,0,-1.161,2
789,2,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,2,0.0005,1,0.3148,0.043,3,-0.6422,0.3148,0.043,-1.0,0
789,2,0.0005,2,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,2,0.0005,3,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,2,0.0005,4,0.5346,0.0649,4,-0.5615,0.5346,0.0649,-1.161,0
789,3,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,3,0.0005,1,0.3816,0.0548,3,-0.5636,0.3816,0.0548,-1.0,4
789,3,0.0005,2,0.3816,0.1448,3,-0.4736,0.3816,0.1448,-1.0,4
789,3,0.0005,3,0.3816,0.1448,3,-0.4736,0.3816,0.1448,-1.0,4
789,3,0.0005,4,0.699,0.2247,4,-0.2373,0.699,0.2247,-1.161,4
789,4,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,4,0.0005,1,0.3534,0.1417,2,-0.2974,0.3534,0.1417,-0.7925,4
789,4,0.0005,2,0.3534,0.1417,2,-0.2974,0.3534,0.1417,-0.7925,4
789,4,0.0005,3,0.3534,0.1417,2,-0.2974,0.3534,0.1417,-0.7925,4
789,4,0.0005,4,0.3534,0.2236,2,-0.2155,0.3534,0.2236,-0.7925,4
789,5,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,1
789,5,0.0005,1,-0.0,0.1848,1,-0.3152,-0.0,0.1848,-0.5,1
789,5,0.0005,2,-0.0,0.1848,1,-0.3152,-0.0,0.1848,-0.5,1
789,5,0.0005,3,-0.0,0.1848,1,-0.3152,-0.0,0.1848,-0.5,1
789,5,0.0005,4,-0.0,0.1848,1,-0.3152,-0.0,0.1848,-0.5,1
789,6,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,1
789,6,0.0005,1,0.3095,0.1684,2,-0.3146,0.3095,0.1684,-0.7925,1
789,6,0.0005,2,0.3095,0.1684,2,-0.3146,0.3095,0.1684,-0.7925,1
789,6,0.0005,3,0.3095,0.1684,2,-0.3146,0.3095,0.1684,-0.7925,1
789,6,0.0005,4,0.3095,0.1684,2,-0.3146,0.3095,0.1684,-0.7925,1
789,7,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,1
789,7,0.0005,1,0.7219,0.1886,2,0.118,0.7219,0.1886,-0.7925,1
789,7,0.0005,2,0.7219,0.1886,2,0.118,0.7219,0.1886,-0.7925,1
789,7,0.0005,3,0.7219,0.1886,2,0.118,0.7219,0.1886,-0.7925,1
789,7,0.0005,4,0.7219,0.1886,2,0.118,0.7219,0.1886,-0.7925,1
789,8,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,8,0.0005,1,0.5033,0.3965,2,0.1073,0.5033,0.3965,-0.7925,2
789,8,0.0005,2,0.9864,0.4596,3,0.446,0.9864,0.4596,-1.0,2
789,8,0.0005,3,0.9864,0.4596,3,0.446,0.9864,0.4596,-1.0,2
789,8,0.0005,4,0.9864,0.4596,3,0.446,0.9864,0.4596,-1.0,2
789,9,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,9,0.0005,1,0.4972,0.1811,3,-0.3217,0.4972,0.1811,-1.0,2
789,9,0.0005,2,0.9,0.1865,4,-0.0745,0.9,0.1865,-1.161,2
789,9,0.0005,3,0.9,0.1865,4,-0.0745,0.9,0.1865,-1.161,2
789,9,0.0005,4,0.9,0.1865,4,-0.0745,0.9,0.1865,-1.161,2
789,10,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,10,0.0005,1,0.7229,0.0929,3,-0.1842,0.7229,0.0929,-1.0,2
789,10,0.0005,2,1.1542,0.0967,4,0.0899,1.1542,0.0967,-1.161,2
789,10,0.0005,3,1.1542,0.0967,4,0.0899,1.1542,0.0967,-1.161,2
789,10,0.0005,4,1.1542,0.0967,4,0.0899,1.1542,0.0967,-1.161,2
789,11,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,11,0.0005,1,0.9864,0.1061,3,0.0925,0.9864,0.1061,-1.0,2
789,11,0.0005,2,1.4466,0.1122,4,0.3978,1.4466,0.1122,-1.161,2
789,11,0.0005,3,1.4466,0.1122,4,0.3978,1.4466,0.1122,-1.161,2
789,11,0.0005,4,1.4466,0.1122,4,0.3978,1.4466,0.1122,-1.161,2
789,12,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,12,0.0005,1,-0.0,0.3481,1,-0.1519,-0.0,0.3481,-0.5,2
789,12,0.0005,2,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
789,12,0.0005,3,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
789,12,0.0005,4,-0.0,0.4369,1,-0.0631,-0.0,0.4369,-0.5,2
789,13,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,13,0.0005,1,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,13,0.0005,2,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,13,0.0005,3,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,13,0.0005,4,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,0
789,14,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,14,0.0005,1,0.3228,0.1734,2,-0.2963,0.3228,0.1734,-0.7925,2
789,14,0.0005,2,0.6402,0.2479,3,-0.1119,0.6402,0.2479,-1.0,2
789,14,0.0005,3,0.6402,0.2479,3,-0.1119,0.6402,0.2479,-1.0,2
789,14,0.0005,4,0.6402,0.2479,3,-0.1119,0.6402,0.2479,-1.0,2
789,15,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,15,0.0005,1,0.9464,0.2319,3,0.1783,0.9464,0.2319,-1.0,2
789,15,0.0005,2,1.6106,0.3268,4,0.7764,1.6106,0.3268,-1.161,2
789,15,0.0005,3,1.6106,0.3268,4,0.7764,1.6106,0.3268,-1.161,2
789,15,0.0005,4,1.6106,0.3268,4,0.7764,1.6106,0.3268,-1.161,2
789,16,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,16,0.0005,1,1.0863,0.1011,3,0.1874,1.0863,0.1011,-1.0,2
789,16,0.0005,2,1.659,0.1028,4,0.6008,1.659,0.1028,-1.161,2
789,16,0.0005,3,1.659,0.1028,4,0.6008,1.659,0.1028,-1.161,2
789,16,0.0005,4,1.659,0.1028,4,0.6008,1.659,0.1028,-1.161,2
789,17,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,17,0.0005,1,0.4138,0.258,2,-0.1207,0.4138,0.258,-0.7925,2
789,17,0.0005,2,0.8167,0.306,3,0.1227,0.8167,0.306,-1.0,2
789,17,0.0005,3,0.8167,0.306,3,0.1227,0.8167,0.306,-1.0,2
789,17,0.0005,4,0.8167,0.306,3,0.1227,0.8167,0.306,-1.0,2
789,18,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,18,0.0005,1,0.5917,0.3374,2,0.1366,0.5917,0.3374,-0.7925,2
789,18,0.0005,2,1.1488,0.3495,3,0.4983,1.1488,0.3495,-1.0,2
789,18,0.0005,3,1.1488,0.3495,3,0.4983,1.1488,0.3495,-1.0,2
789,18,0.0005,4,1.1488,0.3495,3,0.4983,1.1488,0.3495,-1.0,2
789,19,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,19,0.0005,1,0.7732,0.2139,3,-0.0129,0.7732,0.2139,-1.0,4
789,19,0.0005,2,1.352,0.2144,4,0.4054,1.352,0.2144,-1.161,4
789,19,0.0005,3,1.352,0.2144,4,0.4054,1.352,0.2144,-1.161,4
789,19,0.0005,4,1.5059,0.3026,5,0.516,1.5059,0.3026,-1.2925,4
789,20,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,4
789,20,0.0005,1,0.4138,0.1989,2,-0.1798,0.4138,0.1989,-0.7925,4
789,20,0.0005,2,0.8167,0.2257,3,0.0424,0.8167,0.2257,-1.0,4
789,20,0.0005,3,0.8167,0.2257,3,0.0424,0.8167,0.2257,-1.0,4
789,20,0.0005,4,0.8167,0.286,3,0.1027,0.8167,0.286,-1.0,4
789,21,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,21,0.0005,1,0.6723,0.1188,2,-0.0014,0.6723,0.1188,-0.7925,2
789,21,0.0005,2,1.1596,0.1351,3,0.2947,1.1596,0.1351,-1.0,2
789,21,0.0005,3,1.1596,0.1351,3,0.2947,1.1596,0.1351,-1.0,2
789,21,0.0005,4,1.1596,0.1351,3,0.2947,1.1596,0.1351,-1.0,2
789,22,0.0005,0,-0.0,0.0,1,-0.5,-0.0,0.0,-0.5,2
789,22,0.0005,1,-0.0,0.3073,1,-0.1927,-0.0,0.3073,-0.5,2
789,22,0.0005,2,-0.0,0.4067,1,-0.0933,-0.0,0.4067,-0.5,2
789,22,0.0005,3,-0.0,0.4067,1,-0.0933,-0.0,0.4067,-0.5,2
