window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4739,2932,1,4,3,1.9987,2,136.7,0,0,0.0,1.0,0.0,5,1.0,20,3,6,291,0,0.00894,0.0957,56.8182,10,3.4,0.0851,0.0239,0,0,0,0,0.095745,0.015625,19,0.8368,1.29,0.6475,7,1,12,712,1192,458,1.0,0.0,0,0,0,0.031915,0.034561,0.9234,1.0,1,0.4694,0.8391,23,0.5306
12,4717,3077,1,4,3,1.9875,2,134.4,0,0,0.0,1.0,0.0,7,1.0,19,4,5,284,0,0.009476,0.1205,88.6076,11,4.3,0.0904,0.0324,0,0,0,0,0.120482,0.015625,18,0.8703,1.4104,0.6352,6,1,12,776,1252,495,1.0,0.0,0,0,0,0.024096,0.032951,0.7313,1.0,1,0.4364,0.7936,20,0.5636
13,4715,2970,0,0,3,1.9347,2,134.4,0,0,0.0,1.0,0.0,10,1.0,22,10,7,301,0,0.007682,0.0811,98.0392,12,3.9,0.0541,0.0199,0,0,0,0,0.144144,0.015625,20,0.8916,1.4825,0.6286,9,2,11,781,1146,497,1.0,0.0,0,0,0,0.018018,0.030818,0.5847,1.0,1,0.3821,0.8005,19,0.6179
14,4709,3009,2,3,3,1.9494,1,133.7,0,0,0.0,1.0,0.0,11,1.0,25,8,5,347,0,0.00684,0.0789,102.8037,13,3.8,0.0592,0.02,0,0,0,0,0.078947,0.015625,24,0.8021,1.5264,0.6184,9,3,13,765,1244,475,1.0,0.0,0,0,0,0.026316,0.030218,0.8709,1.0,1,0.4148,0.9256,22,0.5852
15,4679,3001,1,3,3,1.9893,1,133.1,0,0,0.0,1.0,0.0,4,1.0,24,3,4,339,0,0.006092,0.1071,37.3832,14,4.5,0.067,0.0223,0,0,0,0,0.107143,0.015625,23,0.8542,1.6335,0.616,9,3,12,764,1228,456,1.0,0.0,0,0,0,0.026786,0.029789,0.8992,1.0,1,0.4606,0.9102,25,0.5394
16,4653,3001,0,0,3,1.9362,2,131.5,0,0,0.0,1.0,0.0,4,1.0,21,4,7,306,0,0.00757,0.1042,43.956,15,4.9,0.0703,0.0217,0,0,0,0,0.104167,0.015625,21,0.85,1.696,0.6115,9,1,11,800,1175,472,1.0,0.0,0,0,0,0.03125,0.02996,1.043,1.0,1,0.4175,0.7712,24,0.5825
17,4631,2959,1,5,3,1.856,1,130.0,0,0,0.0,1.0,0.0,9,1.0,20,5,6,306,0,0.008801,0.1111,77.6699,15,5.1,0.0759,0.0304,1,0,0,0,0.111111,0.015625,22,0.8594,1.7886,0.5982,9,1,10,771,1141,465,1.0,0.0,0,0,0,0.027778,0.029718,0.9347,1.0,1,0.4574,0.8959,21,0.5426
18,4629,2878,1,4,1,1.9533,1,124.5,0,0,0.0,1.0,0.0,7,1.0,21,5,4,327,0,0.007401,0.1111,68.9655,16,5.7,0.0689,0.0244,0,0,0,0,0.111111,0.015625,22,0.8594,1.8664,0.5891,11,1,9,750,1130,486,1.0,0.0,0,0,0,0.022222,0.028929,0.7682,1.0,1,0.4367,0.9128,20,0.5633
19,4593,2933,2,5,0,1.9742,2,119.7,0,0,0.0,1.0,0.0,8,1.0,19,2,4,330,0,0.00717,0.1,85.1064,17,6.6,0.07,0.0247,1,0,0,0,0.12,0.015625,20,0.8698,1.9664,0.5899,12,1,6,759,1200,444,1.0,0.0,0,0,0,0.03,0.029036,1.0332,1.0,1,0.4193,0.7673,21,0.5807
20,4430,2886,2,5,0,1.9446,2,109.9,0,0,0.0,1.0,0.0,9,1.0,18,3,4,326,0,0.007189,0.1038,86.5385,18,7.2,0.0714,0.0253,1,0,0,0,0.103774,0.015625,18,0.8494,2.0324,0.5913,12,0,6,751,1179,419,1.0,0.0,0,0,0,0.028302,0.028966,0.9771,0.9977,0,0.4644,0.8893,19,0.5356
