window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_torque_contested,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop,thaw_mean_range,fb_died_share,fb_ema,fb_ratio,fb_multiplier,fb_warmup,dev_mean_score,dev_max_score,dev_n_responding,dev_mean_gf
11,4666,3049,1,3,3,1.7921,1,132.5,0,0,0.0,1.0,0.0,12,1.0,20,10,6,286,0,0.008848,0.1333,144.5783,10,3.4,0.0733,0.0315,0,0,0,0,0.188889,0.015625,20,0.9173,1.8077,0.7929,10,2,8,823,1211,482,1.0,0.0,0,0,0,0.011111,0.032954,0.3372,1.0,1,0.2973,0.8283,16,0.7027
12,4656,2926,0,0,3,1.9792,1,129.8,0,0,0.0,1.0,0.0,11,1.0,25,11,6,340,0,0.007261,0.1165,117.0213,11,3.4,0.0583,0.0266,0,0,0,0,0.126214,0.015625,23,0.8762,1.8369,0.7721,10,3,12,727,1195,466,1.0,0.0,0,0,0,0.019417,0.030871,0.629,1.0,1,0.3551,0.9134,20,0.6449
13,4654,2979,2,5,1,1.9494,1,130.2,0,0,0.0,1.0,0.0,9,1.0,23,3,5,344,0,0.007743,0.1111,78.9474,12,4.4,0.0798,0.0273,1,0,0,0,0.111111,0.015625,22,0.8594,1.9394,0.7553,9,3,11,783,1169,429,1.0,0.0,0,0,0,0.017094,0.028903,0.5914,1.0,1,0.486,0.8662,25,0.514
14,4648,3007,0,0,0,1.9355,1,130.3,0,0,0.0,1.0,0.0,5,1.0,22,5,6,346,0,0.00622,0.098,53.1915,13,5.2,0.0804,0.0234,0,1,0,0,0.098039,0.015625,23,0.8406,2.0375,0.7423,12,2,8,781,1172,467,1.0,0.0,0,0,0,0.029412,0.028971,1.0152,1.0,1,0.4557,0.9956,23,0.5443
15,4588,2899,1,3,1,1.9288,1,128.9,0,0,0.0,1.0,0.0,11,1.0,27,10,5,376,0,0.005905,0.0783,93.4579,14,4.9,0.0504,0.0141,0,0,0,0,0.078261,0.015625,25,0.8003,2.1157,0.7258,14,3,10,774,1139,444,1.0,0.0,0,0,0,0.026087,0.028611,0.9118,1.0,1,0.3623,0.8484,22,0.6377
16,4475,2829,2,5,3,1.9418,1,122.7,0,0,0.0,1.0,0.0,12,1.0,27,7,7,392,0,0.005359,0.1308,120.0,15,5.4,0.0545,0.0225,1,0,0,0,0.168224,0.015625,22,0.9071,2.284,0.7219,13,4,10,764,1125,415,1.0,0.0,0,0,0,0.037383,0.029643,1.2611,1.0,1,0.4408,0.9864,27,0.5592
17,4456,2841,0,0,3,1.9875,2,120.3,0,0,0.0,1.0,0.0,3,1.0,26,3,4,367,0,0.005965,0.0784,30.9278,16,6.3,0.0523,0.0201,0,0,0,0,0.137255,0.015625,22,0.8862,2.3624,0.7151,13,4,9,740,1104,480,1.0,0.0,0,0,0,0.019608,0.028528,0.6873,1.0,1,0.4996,0.8746,27,0.5004
18,4455,2885,0,0,3,1.9344,1,119.1,0,0,0.0,1.0,0.0,5,1.0,22,5,9,357,0,0.00548,0.0909,44.6429,17,7.4,0.0675,0.0225,0,0,0,0,0.14876,0.015625,21,0.895,2.4285,0.7111,11,3,8,781,1117,481,1.0,0.0,0,0,0,0.041322,0.029874,1.3832,1.0,1,0.4209,0.7926,26,0.5791
19,4452,2804,1,5,3,1.8656,1,112.5,0,0,0.0,1.0,0.0,14,1.0,25,10,7,397,0,0.006057,0.0769,116.6667,18,7.0,0.0505,0.0174,1,0,0,0,0.092308,0.015625,25,0.8307,2.4593,0.6995,16,2,7,721,1136,419,1.0,0.0,0,0,0,0.038462,0.030733,1.2515,1.0,1,0.3786,0.9002,22,0.6214
20,4390,2866,0,0,3,1.8253,1,110.3,0,0,0.0,1.0,0.0,5,1.0,25,5,5,355,0,0.00588,0.0826,47.619,19,7.7,0.0459,0.0195,0,0,0,0,0.091743,0.015625,23,0.8297,2.4685,0.6905,14,2,9,736,1177,417,1.0,0.0,0,0,0,0.009174,0.02868,0.3199,0.932,0,0.4545,0.9851,25,0.5455
